# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "Geneid" "-F" "GTF" "-a" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_braker.gtf" "-o" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_bin7_mapped.txt" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam
g5035	contig_132	261192	261636	+	445	887	1307	989	1534	1673	1587	1193	1420
g5036	contig_132	262090	264107	-	2018	1495	1452	1318	1358	1358	1282	1316	1565
g5037	contig_132	264228	268914	-	4687	3374	4931	3679	5256	4837	5449	3674	5092
g5038	contig_132	269222	269518	-	297	779	1026	488	1232	816	1152	1020	1045
g5039	contig_132	269734	272973	+	3240	1310	2177	1114	2486	1576	2270	1117	2077
g5040	contig_132	273087	279684	-	6598	4355	5170	4126	5266	5239	5193	4528	5676
g5041	contig_132	279764	280552	-	789	855	740	811	878	1357	806	987	815
g5042	contig_132	281528	283110	-	1583	1662	1870	1653	2305	2402	1847	2041	2289
g5043	contig_132	283209	284169	-	961	3350	3580	4158	4362	5705	3981	5558	4243
g5044	contig_132	284329	286354	+	2026	1600	2679	2013	3005	2700	3130	2280	3349
g5045	contig_132	286499	287032	-	534	1998	1025	2027	1299	2663	1236	2378	1333
g5046	contig_132	287401	289728	+	2328	3414	4609	2873	4744	4248	4564	3458	5036
g5047	contig_132	289928	292018	-	2091	2236	3701	2108	3918	3010	3084	2022	3659
g5048	contig_132	293007	293378	+	372	56	45	24	54	46	24	39	36
g5049	contig_132	294727	297100	+	2374	1575	2578	1161	2354	1710	2283	1373	2258
g5050	contig_132	297172	299383	+	2212	1000	2335	920	2585	1553	1589	1212	2235
g5051	contig_132	299502	303078	-	3577	1890	3881	1544	3694	2196	3742	1803	3492
g5052	contig_132	303441	317810	+	14370	6396	9902	5066	8914	5375	8081	5703	8231
g5053	contig_132	318089	320465	+	2377	2327	2150	2100	2388	2296	1783	2160	2151
g5054	contig_132	320564	321545	+	982	235	399	140	441	255	361	228	421
g5055	contig_132	325302	326459	+	1158	0	0	0	2	0	1	0	0
g5056	contig_132	326489	327286	+	798	0	0	0	0	5	0	0	0
g5057	contig_132	327814	328450	+	637	19	15	2	25	10	30	12	28
g5058	contig_132	328676	332254	+	3579	0	3	0	2	1	6	0	0
g5059	contig_132	332925	333415	-	491	77	131	35	111	52	120	48	129
g5060	contig_132	333546	334445	+	900	7431	8568	8535	12810	10657	10431	9623	11799
g5061	contig_132	334611	341678	-	7068	10737	13333	8173	14476	9740	13043	8466	12403
g5062	contig_132	342048	343806	-	1759	582	1197	748	1473	1038	1221	867	1389
g5063	contig_132	343882	345366	+	1485	218	258	163	370	330	264	214	335
g5064	contig_132	345579	349363	-	3785	3536	3919	3416	5215	6964	5241	6778	5884
g5065	contig_132	353187	354715	+	1529	0	3	0	0	0	0	0	4
g5066	contig_132	354764	355540	+	777	0	0	0	0	0	0	0	0
g5067	contig_132	355732	356661	+	930	0	0	0	0	0	0	0	0
g5068	contig_132	356713	357084	+	372	0	0	0	3	0	0	0	0
g5069	contig_132	358521	359809	+	1289	14	31	17	30	9	27	23	12
g5070	contig_132	359836	362960	-	3125	0	0	0	0	0	0	0	2
g5071	contig_132	363123	366690	+	3568	6	5	4	6	4	10	22	6
g5072	contig_132	366717	368974	-	2258	1	1	0	0	7	0	0	0
g5073	contig_132	368999	370021	-	1023	0	0	0	0	0	0	0	0
g5074	contig_132	370074	370580	+	507	0	0	0	0	0	0	0	0
g5075	contig_132	370607	371251	-	645	0	0	0	0	0	0	0	0
g5076	contig_132	371311	372426	-	1116	0	0	0	0	0	0	0	0
g5077	contig_132	372466	373683	-	1218	1	0	1	0	11	0	0	0
g5078	contig_132	374069	374491	+	423	0	0	0	0	0	0	0	0
g5079	contig_132	374671	375732	+	1062	0	0	0	0	0	0	0	1
g5080	contig_132	375909	376733	-	825	0	0	0	0	0	0	0	0
g5081	contig_132	381360	382547	-	1188	0	3	2	0	0	0	0	0
g5082	contig_132	384528	384827	-	300	0	0	0	0	0	0	0	0
g5083	contig_132	384908	386329	-	1422	0	0	0	0	0	0	0	1
g5084	contig_132	386639	388441	-	1803	0	0	0	1	0	17	0	0
g5085	contig_132	388472	388878	-	407	0	0	0	0	0	0	0	0
g5086	contig_132	388924	389798	+	875	0	0	0	2	0	0	0	0
g5087	contig_132	389858	391887	-	2030	0	0	0	0	0	0	0	1
g5088	contig_132	391908	393659	-	1752	0	0	0	0	0	0	0	2
g5089	contig_132	393737	394171	-	435	0	0	0	0	0	0	0	0
g5090	contig_132	394890	395401	-	512	0	0	0	0	0	0	0	0
g5091	contig_132	395478	397926	-	2449	0	0	0	1	0	0	0	0
g5092	contig_132	397992	401081	+	3090	0	0	0	2	0	0	2	0
g5093	contig_132	401400	402684	-	1285	0	0	0	0	0	0	0	0
g5094	contig_132	403026	403567	+	542	3	0	0	0	0	0	0	0
g5095	contig_132	403744	404178	+	435	0	0	0	0	0	0	0	0
g5096	contig_132	404272	404538	+	267	0	0	0	0	0	0	0	0
g5097	contig_132	404561	405844	-	1284	0	0	0	0	0	0	0	0
g5098	contig_132	406916	408455	+	1540	293	665	311	644	636	537	406	598
g5099	contig_132	408608	410315	-	1708	1096	1406	1100	1322	1669	1234	1322	1422
g5100	contig_132	410474	413913	+	3440	1007	1076	810	794	885	831	833	921
g5101	contig_132	414215	417643	-	3429	1726	1605	1438	1707	1414	1140	1319	1567
g5102	contig_132	418075	420515	+	2441	267	639	225	699	308	433	219	565
g5103	contig_132	420564	427314	+	6751	2712	3469	2566	2996	3040	2917	2572	3605
g5104	contig_132	427561	428469	+	909	235	702	205	786	391	752	403	700
g5105	contig_132	429074	431442	+	2369	987	679	976	815	1006	725	1111	762
g5106	contig_132	431489	438942	-	7454	10224	7746	9819	7473	11787	6570	10887	7321
g5107	contig_132	439083	440596	-	1514	274	349	102	304	123	211	170	254
g5108	contig_132	440764	448513	+	7750	3419	4787	3810	5953	4765	4961	3943	5073
g5109	contig_132	448665	451238	-	2574	5286	7879	4750	8103	6412	7018	5748	7608
g5110	contig_132	451308	452093	-	786	195	316	148	346	290	297	249	317
g5111	contig_132	452339	452817	+	479	159	331	121	245	76	262	128	186
g5112	contig_132	452876	458533	+	5658	5893	6792	5441	6866	6888	6529	6387	6587
g5113	contig_132	458671	459503	-	833	330	435	275	510	555	495	515	478
g5114	contig_132	459585	463011	+	3427	1801	3811	1856	4743	2838	3976	2489	3875
g5115	contig_132	463378	465115	-	1738	6279	2170	6014	2281	9184	1923	6668	2319
g5116	contig_132	465281	466972	+	1692	1406	1136	1867	1515	3231	1247	2338	1435
g5117	contig_132	467055	468130	-	1076	610	498	468	529	651	526	682	407
g5118	contig_132	468236	469830	+	1595	657	1040	701	1222	991	836	854	1214
g5119	contig_132	471811	477331	+	5521	18	10	2	6	5	12	12	17
g5120	contig_132	478751	481747	+	2997	6217	6483	4893	6500	6653	6152	6211	6136
g5121	contig_132	483776	484936	+	1161	0	0	0	0	0	0	0	1
g5122	contig_132	485475	488129	-	2655	2	4	0	7	2	1	0	8
g5123	contig_132	488211	490095	+	1885	315	428	359	528	473	421	485	444
g5124	contig_132	490169	491191	-	1023	0	1	0	0	2	0	0	0
g5125	contig_140	1	296	-	296	62	122	112	117	203	64	103	113
g5126	contig_140	2521	4984	-	2464	2	1	0	3	1	5	5	4
g5127	contig_140	5039	5650	-	612	2	5	4	3	5	1	6	2
g5128	contig_140	5731	6168	-	438	3	1	0	3	0	0	0	0
g5129	contig_140	6751	7294	+	544	184	415	146	265	195	154	194	228
g5130	contig_140	8328	9955	-	1628	41	19	19	22	47	8	26	11
g5131	contig_140	10734	11516	+	783	12	59	1	56	6	81	13	76
g5132	contig_140	13165	16788	-	3624	3713	3339	3011	3159	3509	3035	3860	3075
g5133	contig_140	17021	19464	+	2444	1791	1648	1916	1995	2748	2001	2227	1974
g5134	contig_140	19553	20154	-	602	216	536	195	719	459	578	305	655
g5135	contig_140	20255	21644	+	1390	1007	1390	1008	1609	1578	1175	1164	1522
g5136	contig_140	21708	23747	-	2040	1056	1477	994	1636	1669	1349	1702	1907
g5137	contig_140	23888	25528	-	1641	1137	1277	1045	1499	1519	1541	1141	1529
g5138	contig_140	26322	30950	-	4629	17571	35081	15052	26478	12923	26829	15377	27366
g5139	contig_140	31665	33628	-	1964	1597	2361	1385	2355	1658	2215	1354	2330
g5140	contig_140	33843	35631	-	1789	580	867	338	723	690	600	602	772
g5141	contig_140	37697	38078	-	382	59	200	67	224	162	152	156	161
g5142	contig_140	38233	42768	-	4536	801	1506	908	1466	1044	1153	748	1356
g5143	contig_140	42930	43992	+	1063	13859	11618	15363	15500	21792	13491	18264	14759
g5144	contig_140	44288	49740	+	5453	3888	6842	3681	7328	5776	6576	4909	7018
g5145	contig_140	50175	52229	-	2055	1777	1139	1709	935	1874	1098	1808	1335
g5146	contig_140	52928	56180	-	3253	829	1014	686	1000	890	896	670	923
g5147	contig_140	56333	56746	+	414	48	103	53	210	92	138	78	103
g5148	contig_140	56924	61962	+	5039	2316	5068	1832	4868	2734	4899	2181	4651
g5149	contig_140	62759	63187	+	429	0	2	4	2	0	0	0	3
g5150	contig_140	63663	66331	-	2669	1401	2642	1238	2141	1424	2263	1279	1997
g5151	contig_140	66913	70629	+	3717	2	1	0	1	0	0	0	0
g5152	contig_140	70659	71536	-	878	0	0	0	0	0	0	0	0
g5153	contig_140	71588	72618	-	1031	0	0	0	0	0	0	0	0
g5154	contig_140	72869	74400	+	1532	0	0	0	0	0	0	0	0
g5155	contig_140	74426	76150	-	1725	0	0	0	0	0	0	0	1
g5156	contig_140	76311	77264	+	954	0	2	0	0	0	0	0	0
g5157	contig_140	77291	77587	-	297	0	6	0	1	2	0	0	0
g5158	contig_140	77797	78339	-	543	63	147	55	117	75	185	52	171
g5159	contig_140	79139	79887	+	749	0	0	0	0	0	1	0	0
g5160	contig_140	79941	80396	+	456	0	0	0	0	0	1	0	0
g5161	contig_140	80561	80906	+	346	7	3	2	8	0	0	5	1
g5162	contig_140	81674	82423	-	750	11	12	6	14	15	9	0	15
g5163	contig_140	83641	84210	+	570	5	4	0	9	19	0	1	1
g5164	contig_140	84884	89523	-	4640	1586	2053	911	1604	1056	1226	1037	1447
g5165	contig_140	89642	91875	+	2234	432	874	415	1082	503	929	518	962
g5166	contig_140	91978	93125	+	1148	183	388	159	405	217	255	230	317
g5167	contig_140	93455	97206	-	3752	3217	3187	2481	3011	2921	2543	2706	3421
g5168	contig_140	97469	99298	+	1830	1193	1423	930	1525	1179	1398	1036	1411
g5169	contig_140	99499	100675	-	1177	348	393	210	300	240	208	283	211
g5170	contig_140	100912	101316	-	405	71	128	36	62	69	52	59	54
g5171	contig_140	101742	103081	+	1340	591	1077	247	1064	510	887	399	1027
g5172	contig_140	103242	105995	+	2754	1946	2501	2122	2779	2763	2264	2517	2911
g5173	contig_140	106055	115919	-	9865	5757	7220	4866	6941	5975	5621	4833	7221
g5174	contig_140	115991	116852	+	862	115	291	106	334	102	254	144	302
g5175	contig_140	117230	118124	+	895	1237	1769	1111	2669	1737	2203	1581	2206
g5176	contig_140	118322	119633	-	1312	408	354	416	483	431	422	362	391
g5177	contig_140	119963	120862	-	900	320	261	364	273	447	324	452	281
g5178	contig_140	120967	122724	+	1758	171	354	157	324	167	356	199	333
g5179	contig_140	122975	125310	-	2336	962	787	612	788	753	620	767	724
g5180	contig_140	125576	126150	+	575	0	0	0	3	0	0	3	0
g5181	contig_140	126408	126758	+	351	0	0	0	1	0	0	1	1
g5182	contig_140	126785	127807	-	1023	0	0	0	0	0	0	0	0
g5183	contig_140	127971	129701	+	1731	0	0	0	0	0	0	0	0
g5184	contig_140	129727	131462	-	1736	0	0	0	0	0	0	0	0
g5185	contig_140	131515	131823	+	309	0	0	0	0	0	0	0	0
g5186	contig_140	132191	132925	+	735	0	0	0	0	0	0	0	0
g5187	contig_140	133058	133561	+	504	0	0	0	0	0	0	0	0
g5188	contig_140	133862	137692	-	3831	0	0	0	0	1	0	0	0
g5189	contig_140	138153	138512	+	360	4	0	0	0	0	0	4	0
g5190	contig_140	138539	139540	-	1002	0	0	0	0	0	0	0	0
g5191	contig_140	139700	141427	+	1728	0	0	0	0	0	0	0	0
g5192	contig_140	141458	142830	-	1373	0	0	0	0	0	0	0	0
g5193	contig_140	142964	144246	+	1283	0	0	0	0	0	0	0	0
g5194	contig_140	144292	145187	+	896	1	0	0	0	0	0	0	0
g5195	contig_140	145216	148563	-	3348	0	0	0	0	0	0	0	0
g5196	contig_140	148843	149868	+	1026	0	1	0	0	0	0	6	0
g5197	contig_140	150187	151731	-	1545	3	0	3	0	0	0	0	1
g5198	contig_140	153439	153787	-	349	0	4	0	4	7	3	0	4
g5199	contig_140	154720	155268	-	549	558	854	608	879	931	885	949	1010
g5200	contig_140	155432	156986	+	1555	890	1251	990	1254	1301	1233	1233	1230
g5201	contig_140	157567	159795	+	2229	351	294	124	229	139	204	231	214
g5202	contig_140	160179	161534	+	1356	920	1497	821	1556	1061	1215	699	1348
g5203	contig_140	161756	162112	+	357	46	24	29	18	77	25	50	29
g5204	contig_140	162139	163044	-	906	0	0	0	0	0	0	0	0
g5205	contig_140	163301	165022	+	1722	0	0	0	0	0	0	0	0
g5206	contig_140	165049	166577	-	1529	0	0	0	0	0	0	0	0
g5207	contig_140	166828	168479	+	1652	0	1	0	0	0	0	0	0
g5208	contig_140	168771	171923	-	3153	0	0	0	0	0	0	0	0
g5209	contig_140	171969	173622	+	1654	1142	1122	1126	1176	1658	938	1367	1163
g5210	contig_140	174121	176187	+	2067	23	51	27	47	106	22	46	42
g5211	contig_140	176778	180775	-	3998	1761	2636	1178	2605	1286	1832	1286	2445
g5212	contig_140	181129	183794	-	2666	2671	3143	2945	4087	4339	3894	3831	4163
g5213	contig_140	184048	186835	+	2788	3716	7784	3106	7787	4824	7573	3687	6712
g5214	contig_140	187095	189866	-	2772	113965	28342	132361	36546	146741	32392	132694	42127
g5215	contig_140	190207	190738	-	532	425	959	436	1525	699	1051	686	1007
g5216	contig_140	191276	191804	-	529	386	377	368	436	549	424	673	486
g5217	contig_140	192054	193870	-	1817	321	388	172	336	297	353	306	308
g5218	contig_140	194017	196827	+	2811	780	859	620	901	739	734	723	835
g5219	contig_140	196944	197452	-	509	359	566	326	620	589	537	631	563
g5220	contig_140	197730	200992	-	3263	1161	2313	864	2465	1035	2471	971	2257
g5221	contig_140	201408	202985	-	1578	423	958	348	1034	574	901	392	1001
g5222	contig_140	203138	205948	+	2811	1982	3243	1509	3309	1665	2685	1391	2959
g5223	contig_140	206098	207536	-	1439	175	464	100	380	129	335	134	283
g5224	contig_140	207891	209337	-	1447	338	651	308	589	460	642	346	759
g5225	contig_140	210121	212220	+	2100	1759	974	1816	864	2321	789	1987	913
g5226	contig_140	212487	213603	-	1117	264	419	204	459	275	349	240	462
g5227	contig_140	213691	214781	+	1091	752	855	621	864	825	765	710	734
g5228	contig_140	214971	217784	+	2814	19	16	5	21	1	15	11	15
g5229	contig_140	217923	225131	+	7209	15785	9935	19196	11097	22498	10979	18460	12521
g5230	contig_140	225450	226645	-	1196	322	504	352	535	705	549	523	680
g5231	contig_140	226811	230795	+	3985	1272	1816	1257	1973	1731	1538	1466	1856
g5232	contig_140	231180	232915	+	1736	35	49	40	45	36	39	21	41
g5233	contig_140	233288	234258	+	971	1	14	6	4	8	6	1	3
g5234	contig_140	234781	235857	-	1077	0	5	13	2	1	4	2	1
g5235	contig_140	236103	237653	+	1551	14	34	12	18	34	27	14	39
g5236	contig_140	237978	239102	-	1125	8	14	17	14	15	16	23	12
g5237	contig_140	240033	240278	-	246	0	12	3	1	10	4	3	0
g5238	contig_140	240322	243503	+	3182	34	62	29	38	85	15	63	43
g5239	contig_140	244894	247066	-	2173	1034	1158	1041	1160	1290	961	947	1186
g5240	contig_140	247466	249706	-	2241	207	381	113	265	105	271	93	227
g5241	contig_140	250214	251827	-	1614	925	1203	620	1072	1054	1047	883	1224
g5242	contig_140	251971	253151	+	1181	1058	954	878	809	1322	597	973	897
g5243	contig_140	253616	256562	+	2947	2314	3137	1687	3173	2519	2791	2177	3028
g5244	contig_140	256844	260286	-	3443	864	1154	554	1028	582	705	593	829
g5245	contig_140	261398	262119	-	722	40	52	38	28	38	30	18	30
g5246	contig_140	262500	263381	+	882	0	0	0	0	0	0	0	0
g5247	contig_140	265977	266795	+	819	0	0	0	0	0	0	0	0
g5248	contig_140	266842	268613	-	1772	0	0	0	0	0	0	0	0
g5249	contig_140	270430	273208	-	2779	0	0	0	0	0	0	0	0
g5250	contig_140	274088	274990	+	903	0	1	1	0	0	0	4	0
g5251	contig_140	275086	275418	-	333	0	0	0	0	0	0	0	0
g5252	contig_140	278628	279965	+	1338	1	8	1	2	2	0	0	0
g5253	contig_140	281588	283730	-	2143	0	1	2	1	1	6	0	0
g5254	contig_140	284309	284695	-	387	0	0	0	0	0	0	0	0
g5255	contig_140	285274	286569	+	1296	0	0	0	0	0	0	0	0
g5256	contig_140	286686	288974	+	2289	0	0	0	0	0	0	0	0
g5257	contig_140	289271	289759	-	489	0	0	0	0	0	0	0	0
g5258	contig_140	289894	290923	-	1030	0	0	0	0	0	0	0	0
g5259	contig_140	291174	292704	+	1531	0	0	0	0	0	0	0	0
g5260	contig_140	292731	294453	-	1723	0	0	0	0	0	0	0	0
g5261	contig_143	174	2055	+	1882	11	23	6	25	1	18	9	7
g5262	contig_143	6939	7469	-	531	0	0	0	0	0	0	0	0
g5263	contig_143	7969	9460	-	1492	0	0	0	0	0	0	2	0
g5264	contig_143	9535	11194	-	1660	0	0	0	0	0	0	0	0
g5265	contig_143	11272	11826	-	555	0	0	0	0	0	0	0	0
g5266	contig_143	11976	15564	-	3589	0	0	3	1	12	5	2	0
g5267	contig_143	15630	17566	+	1937	0	0	0	0	0	0	0	0
g5268	contig_143	17752	18558	+	807	0	0	0	0	0	0	0	0
g5269	contig_143	18581	20681	-	2101	71	216	67	178	86	227	43	172
g5270	contig_143	20726	22169	-	1444	91	134	46	116	29	156	52	119
g5271	contig_143	23593	26076	+	2484	1026	1731	726	1531	640	1450	778	1463
g5272	contig_143	26235	35297	-	9063	3664	5055	2495	4214	2799	3681	3028	4095
g5273	contig_143	35626	38233	+	2608	2557	1251	2439	1320	3319	1149	2759	1394
g5274	contig_143	38750	40280	-	1531	144	180	52	103	87	111	73	79
g5275	contig_143	40414	45035	+	4622	1050	2503	990	2359	1661	2248	1339	2453
g5276	contig_143	45263	47722	+	2460	1641	2099	1424	2166	2060	2088	1797	2156
g5277	contig_143	47928	48690	-	763	635	370	780	423	1570	419	1233	523
g5278	contig_143	49034	54846	-	5813	9425	10026	8753	11244	9881	9070	8674	10580
g5279	contig_143	55002	56932	+	1931	309	732	231	729	538	528	320	557
g5280	contig_143	57042	59988	+	2947	1874	3201	1613	3175	2168	3217	2112	3323
g5281	contig_143	60259	61104	+	846	161	447	175	450	266	442	161	435
g5282	contig_143	61227	64069	+	2843	905	1586	777	2494	1213	1949	985	1817
g5283	contig_143	64308	67008	+	2701	3407	4905	3144	4638	4749	4414	3769	4781
g5284	contig_143	67456	71266	-	3811	2647	1702	2795	1911	5334	2272	5062	2622
g5285	contig_143	71772	73791	-	2020	491	454	304	446	414	345	470	370
g5286	contig_143	72092	72851	+	760	0	0	0	0	0	0	0	0
g5287	contig_143	72958	73599	+	642	0	0	0	0	0	0	0	0
g5288	contig_143	74451	76932	-	2482	1577	2158	1437	2305	1812	2294	2011	2217
g5289	contig_143	77092	77424	+	333	1367	1930	1447	1872	3329	2059	2845	2213
g5290	contig_143	77774	79330	+	1557	1861	2622	1804	3143	2788	2722	2327	2750
g5291	contig_143	79538	84416	-	4879	3511	4982	2717	4592	2414	3702	2241	4044
g5292	contig_143	84552	85982	+	1431	239	655	365	619	685	505	495	635
g5293	contig_143	89172	90682	-	1511	504	890	230	736	233	667	312	527
g5294	contig_143	93108	101166	+	8059	6752	8827	5298	8658	6541	7217	5813	8741
g5295	contig_143	101612	102105	-	494	792	1093	717	1365	1178	1299	1111	1326
g5296	contig_143	102306	104398	+	2093	3291	4169	3357	4718	5146	4389	4453	4563
g5297	contig_143	104585	106940	-	2356	1795	2048	1265	2011	1908	1659	1766	1630
g5298	contig_143	107152	109600	+	2449	3268	4391	2729	3698	2830	3420	3292	3805
g5299	contig_143	110562	111178	-	617	0	11	0	0	1	0	0	12
g5300	contig_143	112557	113718	+	1162	12	14	11	9	36	9	27	22
g5301	contig_143	116091	125527	+	9437	1028	1296	1187	1308	1640	1130	1457	1423
g5302	contig_143	125755	128131	-	2377	3866	2937	4894	3517	5733	3182	4324	3467
g5303	contig_143	128143	130141	+	1999	472	728	604	782	746	660	728	818
g5304	contig_143	130195	131669	-	1475	704	987	795	1074	1319	987	1173	1030
g5305	contig_143	131775	134188	+	2414	3328	3524	3365	3909	6572	3553	5249	4376
g5306	contig_143	134390	136935	-	2546	2427	2166	2460	2478	2745	1838	2261	2132
g5307	contig_143	137114	139449	+	2336	2307	2946	2309	3826	3017	3225	2583	3580
g5308	contig_143	139601	145620	+	6020	6544	8055	5973	9404	7528	7275	6251	8813
g5309	contig_143	145882	147778	+	1897	748	350	436	327	570	297	608	359
g5310	contig_143	147892	151692	+	3801	1881	2282	1390	2207	1720	1647	1997	1841
g5311	contig_143	151839	153192	-	1354	1463	1916	1503	2490	1840	2147	1546	2246
g5312	contig_143	153316	154540	-	1225	782	1355	741	1631	1357	1107	965	1490
g5313	contig_143	154913	155335	+	423	859	285	844	363	1233	365	990	477
g5314	contig_143	155513	156856	-	1344	2898	3774	3272	4369	4547	3408	3294	4178
g5315	contig_143	156979	157760	+	782	163	519	119	492	343	413	209	448
g5316	contig_143	157803	160265	-	2463	1058	1309	867	1321	1041	1005	998	1356
g5317	contig_143	160398	162494	-	2097	793	1009	911	1312	955	967	889	1249
g5318	contig_143	162739	165814	-	3076	10301	13577	11534	14558	14150	14977	11213	16608
g5319	contig_143	165841	167409	-	1569	3	23	0	18	1	17	2	18
g5320	contig_143	168031	168588	+	558	0	3	0	0	0	5	0	0
g5321	contig_143	169509	173059	-	3551	1661	2843	1404	2747	1990	2704	1412	2865
g5322	contig_143	173169	175720	+	2552	1427	2143	1352	2058	2276	1940	1703	2151
g5323	contig_143	176319	177246	-	928	0	0	0	0	0	7	0	0
g5324	contig_143	178211	179995	+	1785	0	0	0	0	0	0	0	0
g5325	contig_143	180031	180849	-	819	0	0	0	0	0	0	0	0
g5326	contig_143	183450	186074	-	2625	0	0	0	0	0	0	0	0
g5327	contig_143	186341	188418	+	2078	0	0	0	0	0	0	0	0
g5328	contig_143	188490	189406	-	917	0	0	0	0	0	0	0	0
g5329	contig_143	190875	194582	+	3708	0	0	0	0	0	0	0	0
g5330	contig_143	194883	195500	-	618	0	0	0	0	0	0	0	0
g5331	contig_143	195786	196540	-	755	0	0	0	0	0	0	0	0
g5332	contig_143	196791	198316	+	1526	0	0	0	0	0	0	0	0
g5333	contig_143	198355	200079	-	1725	0	0	0	0	0	0	0	0
g5334	contig_143	200240	201250	+	1011	0	0	0	0	0	0	4	0
g5335	contig_143	201360	201575	-	216	0	0	0	0	0	0	0	0
g5336	contig_143	202209	202445	-	237	0	1	0	0	0	0	0	0
g5337	contig_143	203011	203764	-	754	51	173	47	66	76	81	45	64
g5338	contig_143	203998	207117	+	3120	710	1031	490	846	729	869	571	813
g5339	contig_143	207166	210947	-	3782	1661	2408	1589	2587	2172	1991	1758	2651
g5340	contig_143	211034	213999	+	2966	3291	3632	3346	3958	4188	3628	3161	4048
g5341	contig_143	214386	221923	-	7538	2202	2646	1183	2169	1710	1899	1765	2271
g5342	contig_143	222607	228861	+	6255	7709	11695	6750	11882	10557	9446	8757	11494
g5343	contig_143	229036	232105	+	3070	2411	3479	2073	3710	2743	3020	2021	3270
g5344	contig_143	232291	234056	+	1766	1540	2017	1502	2585	2137	1933	1768	2326
g5345	contig_143	234106	235563	-	1458	1190	1132	1457	1656	1975	1299	1730	1347
g5346	contig_143	235794	236431	-	638	15	8	10	10	29	25	3	22
g5347	contig_143	237474	238493	-	1020	0	0	0	0	0	2	0	5
g5348	contig_143	238989	240738	-	1750	899	3004	828	2427	1434	2013	1192	2497
g5349	contig_143	242201	242740	-	540	6	3	6	10	11	4	6	14
g5350	contig_143	242903	243133	-	231	0	0	0	0	0	0	0	0
g5351	contig_143	243754	245649	+	1896	0	0	0	0	0	0	0	0
g5352	contig_143	245655	246473	-	819	0	0	0	0	0	0	0	0
g5353	contig_143	249054	250551	-	1498	0	0	0	0	0	0	0	0
g5354	contig_143	251281	251793	-	513	0	0	0	0	0	0	0	0
g5355	contig_143	252063	254145	+	2083	0	0	0	0	0	0	0	0
g5356	contig_143	254217	256536	-	2320	0	0	0	0	0	0	0	0
g5357	contig_143	257431	259254	+	1824	218	268	81	174	124	150	160	152
g5358	contig_143	259376	261183	-	1808	309	636	168	416	134	393	216	317
g5359	contig_143	261697	262388	-	692	801	471	677	464	1020	467	917	471
g5360	contig_143	262944	263638	+	695	386	340	398	337	672	319	681	350
g5361	contig_143	264342	268918	-	4577	3775	4367	3403	4011	3999	3259	3109	4519
g5362	contig_143	269134	271082	-	1949	1218	1872	1264	2169	2307	1786	1475	2024
g5363	contig_143	271193	272812	-	1620	1367	1834	1033	2112	1432	2074	1356	1839
g5364	contig_143	272982	274689	-	1708	2831	2231	2588	2318	2986	2093	2401	2622
g5365	contig_143	275060	276761	-	1702	849	1836	836	2135	1236	1733	956	2080
g5366	contig_143	276830	277337	+	508	316	696	311	1093	742	775	606	900
g5367	contig_143	277502	286688	+	9187	5527	9809	4623	9259	5238	8034	4829	8493
g5368	contig_143	286913	288077	+	1165	354	462	263	492	416	480	322	529
