Orthogroup	dicty_braker	acastellanii_braker
OG0001211	dicty_g4506.t1	acastellanii_g8343.t1
OG0001212	dicty_g6444.t1	acastellanii_g360.t1, acastellanii_g8345.t1
OG0001213	dicty_g5843.t1, dicty_g5504.t1, dicty_g5504.t2	acastellanii_g7940.t1, acastellanii_g7940.t2
OG0001214	dicty_g7433.t1	acastellanii_g7794.t1
OG0001215	dicty_g4957.t1, dicty_g3233.t2, dicty_g3233.t1	acastellanii_g7796.t1, acastellanii_g4004.t1
OG0001217	dicty_g8398.t1, dicty_g8398.t2	acastellanii_g6605.t1, acastellanii_g7521.t1
OG0001218	dicty_g7845.t1	acastellanii_g7538.t1, acastellanii_g7536.t1
OG0001219	dicty_g385.t1	acastellanii_g3663.t1, acastellanii_g1757.t1, acastellanii_g1258.t1, acastellanii_g7562.t1
OG0001220	dicty_g2172.t1	acastellanii_g6986.t1, acastellanii_g6986.t3, acastellanii_g6986.t5, acastellanii_g6986.t2
OG0001221	dicty_g871.t1	acastellanii_g7025.t1, acastellanii_g2013.t1, acastellanii_g5001.t1
OG0001222	dicty_g5289.t1	acastellanii_g4174.t1, acastellanii_g7209.t3, acastellanii_g7209.t1, acastellanii_g7209.t2
OG0001223	dicty_g10780.t1	acastellanii_g6721.t1
OG0001224	dicty_g3450.t1	acastellanii_g6139.t1
OG0001225	dicty_g8311.t1	acastellanii_g6235.t1, acastellanii_g6235.t2
OG0001226	dicty_g4062.t1	acastellanii_g6444.t1, acastellanii_g6444.t2
OG0001226	dicty_g1414.t1	acastellanii_g4407.t2, acastellanii_g4407.t1
OG0001227	dicty_g3533.t1, dicty_g3533.t3, dicty_g3533.t2, dicty_g1423.t1	acastellanii_g6529.t1
OG0001228	dicty_g3622.t1	acastellanii_g5902.t1
OG0001228	dicty_g3621.t1	acastellanii_g6613.t1
OG0001229	dicty_g8678.t1	acastellanii_g5955.t1
OG0001232	dicty_g10355.t1	acastellanii_g5655.t1
OG0001232	dicty_g8507.t1	acastellanii_g5905.t1
OG0001234	dicty_g1067.t1, dicty_g7250.t1	acastellanii_g3472.t2, acastellanii_g3472.t1, acastellanii_g5854.t2, acastellanii_g5854.t1
OG0001235	dicty_g10934.t1	acastellanii_g4875.t1, acastellanii_g5390.t1
OG0001236	dicty_g10549.t1	acastellanii_g5360.t2, acastellanii_g5360.t1
OG0001237	dicty_g1708.t1, dicty_g1708.t2	acastellanii_g5221.t1
OG0001238	dicty_g3614.t2, dicty_g3614.t1	acastellanii_g5227.t1
OG0001239	dicty_g928.t1	acastellanii_g4902.t2, acastellanii_g4902.t1
OG0001240	dicty_g284.t2, dicty_g284.t1	acastellanii_g4716.t1
OG0001241	dicty_g8247.t1, dicty_g8247.t2, dicty_g4174.t1	acastellanii_g4725.t1, acastellanii_g1799.t1
OG0001242	dicty_g3612.t1	acastellanii_g2642.t1, acastellanii_g4520.t1
OG0001243	dicty_g6474.t1	acastellanii_g4492.t1
OG0001244	dicty_g307.t1	acastellanii_g4397.t2, acastellanii_g4397.t1, acastellanii_g4397.t3, acastellanii_g4395.t1
OG0001245	dicty_g10258.t1	acastellanii_g4457.t1, acastellanii_g4457.t2
OG0001246	dicty_g4261.t1	acastellanii_g4146.t1
OG0001248	dicty_g6021.t1, dicty_g8375.t1	acastellanii_g4250.t2, acastellanii_g4250.t1
OG0001249	dicty_g4328.t1	acastellanii_g298.t1, acastellanii_g4301.t1, acastellanii_g300.t1, acastellanii_g300.t2
OG0001250	dicty_g7347.t1	acastellanii_g4304.t1, acastellanii_g4304.t2, acastellanii_g4304.t3, acastellanii_g4304.t4
OG0001251	dicty_g5888.t1	acastellanii_g4003.t1, acastellanii_g927.t1, acastellanii_g2773.t1, acastellanii_g2773.t2
OG0001252	dicty_g7666.t1, dicty_g6764.t1	acastellanii_g3975.t1
OG0001253	dicty_g3815.t1	acastellanii_g3419.t1
OG0001254	dicty_g4367.t1	acastellanii_g3272.t3, acastellanii_g3272.t1, acastellanii_g3272.t2
OG0001256	dicty_g9399.t1	acastellanii_g3042.t1
OG0001257	dicty_g10501.t1	acastellanii_g3100.t1
OG0001259	dicty_g2101.t1, dicty_g3492.t1, dicty_g3493.t1, dicty_g8938.t1	acastellanii_g2699.t1
OG0001260	dicty_g9508.t1, dicty_g6785.t1, dicty_g8635.t2, dicty_g8635.t1, dicty_g8635.t3, dicty_g2111.t2, dicty_g2111.t1, dicty_g6282.t1	acastellanii_g2657.t1
OG0001261	dicty_g9638.t1	acastellanii_g2659.t2, acastellanii_g2659.t1, acastellanii_g2387.t1
OG0001264	dicty_g10316.t1	acastellanii_g2133.t1, acastellanii_g831.t1
OG0001265	dicty_g11250.t1	acastellanii_g1761.t1, acastellanii_g1761.t2
OG0001266	dicty_g5940.t1	acastellanii_g1740.t1, acastellanii_g1740.t2
OG0001267	dicty_g5214.t1, dicty_g1348.t1, dicty_g7454.t1, dicty_g3052.t1	acastellanii_g1721.t1
OG0001268	dicty_g267.t1	acastellanii_g803.t2, acastellanii_g803.t1
OG0001269	dicty_g2639.t1, dicty_g2838.t1	acastellanii_g884.t1, acastellanii_g884.t2, acastellanii_g309.t1
OG0001270	dicty_g10475.t1, dicty_g1679.t1, dicty_g1679.t3, dicty_g4068.t1, dicty_g1679.t2	acastellanii_g676.t1
OG0001271	dicty_g10797.t1	acastellanii_g634.t1, acastellanii_g634.t2
OG0001272	dicty_g489.t1, dicty_g8316.t1	acastellanii_g270.t1
OG0001273	dicty_g9020.t1	acastellanii_g73.t2, acastellanii_g73.t1, acastellanii_g73.t3
OG0001369	dicty_g7186.t1	acastellanii_g7699.t2, acastellanii_g7699.t1, acastellanii_g14215.t1, acastellanii_g12262.t1, acastellanii_g1459.t1
OG0001370	dicty_g11203.t2, dicty_g11203.t1	acastellanii_g14203.t1, acastellanii_g10418.t1
OG0001371	dicty_g6409.t1	acastellanii_g14145.t1, acastellanii_g12977.t1
OG0001372	dicty_g7804.t2, dicty_g7804.t3, dicty_g7804.t1	acastellanii_g14105.t2, acastellanii_g14105.t1
OG0001374	dicty_g4543.t1	acastellanii_g13560.t1
OG0001375	dicty_g9663.t1	acastellanii_g3457.t1, acastellanii_g13566.t1
OG0001376	dicty_g6030.t1	acastellanii_g13581.t1, acastellanii_g9119.t1
OG0001378	dicty_g4172.t1	acastellanii_g13681.t1
OG0001379	dicty_g3167.t1	acastellanii_g9968.t1, acastellanii_g13724.t1, acastellanii_g13725.t1
OG0001379	dicty_g10217.t1	acastellanii_g8107.t1
OG0001380	dicty_g1472.t1	acastellanii_g13739.t1
OG0001381	dicty_g5744.t1	acastellanii_g13833.t1
OG0001384	dicty_g5532.t1	acastellanii_g13903.t1
OG0001384	dicty_g10438.t1	acastellanii_g12872.t1
OG0001386	dicty_g10131.t1	acastellanii_g13931.t1
OG0001386	dicty_g4787.t1, dicty_g898.t1, dicty_g3453.t1, dicty_g3459.t1	acastellanii_g13921.t1
OG0001387	dicty_g7914.t1, dicty_g6827.t1, dicty_g8147.t1	acastellanii_g13974.t1
OG0001388	dicty_g1417.t1, dicty_g3774.t1	acastellanii_g12272.t1, acastellanii_g12272.t2, acastellanii_g13977.t1
OG0001389	dicty_g6461.t1	acastellanii_g14010.t3, acastellanii_g14010.t2, acastellanii_g14010.t1
OG0001390	dicty_g8673.t1	acastellanii_g6303.t1, acastellanii_g14019.t2, acastellanii_g14019.t1, acastellanii_g10754.t1, acastellanii_g2378.t1
OG0001391	dicty_g9327.t1	acastellanii_g14024.t1, acastellanii_g3425.t1, acastellanii_g1370.t1, acastellanii_g4557.t1
OG0001392	dicty_g8366.t1	acastellanii_g14038.t1, acastellanii_g5825.t1
OG0001393	dicty_g256.t1	acastellanii_g14061.t1, acastellanii_g14061.t2
OG0001394	dicty_g2507.t1, dicty_g2968.t1	acastellanii_g14079.t1
OG0001395	dicty_g3457.t2, dicty_g3457.t1	acastellanii_g13514.t1
OG0001396	dicty_g3807.t1, dicty_g8989.t1	acastellanii_g6789.t1, acastellanii_g13525.t1
OG0001397	dicty_g7511.t1	acastellanii_g2038.t1, acastellanii_g13494.t1
OG0001398	dicty_g5089.t1	acastellanii_g13067.t1, acastellanii_g13067.t2, acastellanii_g4245.t2, acastellanii_g4245.t1
OG0001399	dicty_g9385.t1	acastellanii_g13077.t1
OG0001400	dicty_g6891.t1, dicty_g9649.t1, dicty_g3591.t1	acastellanii_g1729.t1, acastellanii_g13090.t2, acastellanii_g13090.t1
OG0001401	dicty_g7182.t1	acastellanii_g13103.t1
OG0001402	dicty_g4406.t1, dicty_g6883.t1	acastellanii_g13112.t1, acastellanii_g896.t1, acastellanii_g4281.t1
OG0001403	dicty_g363.t1, dicty_g2277.t1, dicty_g2322.t1	acastellanii_g13116.t2, acastellanii_g13116.t1, acastellanii_g13116.t4, acastellanii_g13116.t3
OG0001404	dicty_g6318.t1	acastellanii_g2031.t1, acastellanii_g3341.t1, acastellanii_g13155.t1, acastellanii_g9331.t1, acastellanii_g4953.t1, acastellanii_g9322.t1, acastellanii_g12063.t1
OG0001406	dicty_g7220.t3	acastellanii_g13298.t1, acastellanii_g13298.t2
OG0001407	dicty_g9730.t1	acastellanii_g13320.t1, acastellanii_g13320.t3, acastellanii_g13320.t2
OG0001408	dicty_g5689.t1, dicty_g4006.t1	acastellanii_g12720.t1, acastellanii_g12727.t1, acastellanii_g13354.t1
OG0001410	dicty_g5716.t1	acastellanii_g13395.t1, acastellanii_g13395.t2
OG0001413	dicty_g11020.t1	acastellanii_g1800.t1, acastellanii_g13046.t1
OG0001414	dicty_g4547.t2, dicty_g4547.t1	acastellanii_g13016.t1
OG0001416	dicty_g8778.t1	acastellanii_g11774.t1, acastellanii_g13027.t1
OG0001418	dicty_g3705.t1	acastellanii_g9914.t1, acastellanii_g12982.t1
OG0001420	dicty_g561.t2, dicty_g561.t1	acastellanii_g12974.t1, acastellanii_g7293.t1
OG0001421	dicty_g8162.t1	acastellanii_g12858.t2, acastellanii_g12858.t1
OG0001422	dicty_g10929.t1	acastellanii_g12868.t1
OG0001423	dicty_g7054.t1	acastellanii_g12798.t1, acastellanii_g159.t1, acastellanii_g12797.t1
OG0001424	dicty_g7044.t1	acastellanii_g12750.t1, acastellanii_g12750.t2, acastellanii_g6702.t1
OG0001425	dicty_g7103.t1	acastellanii_g12625.t1
OG0001428	dicty_g2637.t1, dicty_g2840.t1	acastellanii_g12567.t1
OG0001429	dicty_g11399.t1	acastellanii_g12469.t1
OG0001430	dicty_g7562.t1	acastellanii_g12506.t2, acastellanii_g12506.t1, acastellanii_g7454.t1
OG0001431	dicty_g3975.t1	acastellanii_g12400.t1
OG0001432	dicty_g1957.t1	acastellanii_g12384.t1, acastellanii_g5294.t1
OG0001435	dicty_g6216.t1	acastellanii_g5109.t1, acastellanii_g12361.t1, acastellanii_g6355.t1
OG0001436	dicty_g4886.t1	acastellanii_g12346.t1, acastellanii_g11542.t1, acastellanii_g11543.t1
OG0001437	dicty_g6382.t1	acastellanii_g11067.t1, acastellanii_g12319.t1
OG0001438	dicty_g804.t1	acastellanii_g11810.t1, acastellanii_g3945.t1
OG0001439	dicty_g7471.t1	acastellanii_g11812.t1, acastellanii_g11827.t1
OG0001440	dicty_g666.t1, dicty_g2369.t1	acastellanii_g11867.t1
OG0001442	dicty_g6677.t1	acastellanii_g11892.t1
OG0001443	dicty_g5919.t1	acastellanii_g11906.t1
OG0001444	dicty_g8317.t1	acastellanii_g8016.t1, acastellanii_g11967.t1
OG0001446	dicty_g3133.t1	acastellanii_g11980.t1
OG0001449	dicty_g8011.t1	acastellanii_g1450.t1, acastellanii_g12003.t1, acastellanii_g12003.t2
OG0001450	dicty_g5935.t1	acastellanii_g8556.t1, acastellanii_g12028.t1, acastellanii_g12028.t2
OG0001451	dicty_g4695.t1	acastellanii_g11487.t1, acastellanii_g8841.t2, acastellanii_g8841.t1, acastellanii_g12032.t1
OG0001453	dicty_g10318.t1, dicty_g7016.t1	acastellanii_g12090.t1
OG0001454	dicty_g7327.t1	acastellanii_g3844.t1, acastellanii_g12128.t1
OG0001455	dicty_g8701.t2, dicty_g8701.t1	acastellanii_g12217.t1, acastellanii_g12217.t2
OG0001456	dicty_g7318.t1	acastellanii_g599.t1, acastellanii_g12259.t2, acastellanii_g12259.t1, acastellanii_g11363.t1
OG0001457	dicty_g399.t1	acastellanii_g3980.t1, acastellanii_g12274.t3, acastellanii_g12274.t2, acastellanii_g12274.t1
OG0001458	dicty_g5124.t1	acastellanii_g11211.t1, acastellanii_g12301.t1, acastellanii_g80.t1
OG0001459	dicty_g5067.t1	acastellanii_g4258.t1, acastellanii_g11794.t1
OG0001461	dicty_g6454.t1	acastellanii_g11631.t1
OG0001462	dicty_g5256.t1	acastellanii_g11682.t1
OG0001463	dicty_g4155.t2, dicty_g4155.t1	acastellanii_g11702.t1
OG0001464	dicty_g8966.t1, dicty_g9818.t1	acastellanii_g11703.t1, acastellanii_g11703.t2
OG0001465	dicty_g8886.t1	acastellanii_g11723.t1
OG0001465	dicty_g8487.t1	acastellanii_g7191.t1
OG0001466	dicty_g6648.t1	acastellanii_g4585.t1, acastellanii_g11725.t1, acastellanii_g4429.t1
OG0001467	dicty_g9499.t1, dicty_g10685.t1	acastellanii_g11546.t1, acastellanii_g11546.t2, acastellanii_g2798.t1
OG0001468	dicty_g7808.t1	acastellanii_g2776.t1, acastellanii_g11562.t1, acastellanii_g2777.t1
OG0001469	dicty_g5212.t1	acastellanii_g11433.t1, acastellanii_g11433.t2
OG0001470	dicty_g5032.t1	acastellanii_g11449.t2, acastellanii_g11449.t1
OG0001472	dicty_g3367.t1	acastellanii_g11384.t1, acastellanii_g11382.t1
OG0001473	dicty_g5650.t1	acastellanii_g11278.t1, acastellanii_g11278.t2
OG0001474	dicty_g4824.t1	acastellanii_g11266.t1
OG0001475	dicty_g2545.t1, dicty_g2930.t1	acastellanii_g11177.t1
OG0001476	dicty_g3904.t1	acastellanii_g11189.t1
OG0001477	dicty_g7758.t1, dicty_g7758.t2	acastellanii_g11230.t1
OG0001478	dicty_g946.t1, dicty_g947.t1	acastellanii_g11237.t2, acastellanii_g11237.t1
OG0001479	dicty_g6544.t1	acastellanii_g10969.t1, acastellanii_g920.t1, acastellanii_g920.t2
OG0001480	dicty_g4240.t1	acastellanii_g5385.t1, acastellanii_g10983.t1, acastellanii_g4644.t1, acastellanii_g5093.t1
OG0001481	dicty_g10853.t1	acastellanii_g10991.t1, acastellanii_g10987.t1
OG0001482	dicty_g8058.t2, dicty_g8058.t1	acastellanii_g10996.t1
OG0001483	dicty_g10033.t1, dicty_g7061.t1	acastellanii_g11010.t1
OG0001485	dicty_g8785.t1	acastellanii_g11133.t1, acastellanii_g11132.t1
OG0001486	dicty_g5133.t1	acastellanii_g10896.t1
OG0001487	dicty_g614.t1	acastellanii_g10907.t1
OG0001489	dicty_g10953.t1	acastellanii_g10717.t1
OG0001490	dicty_g7375.t2, dicty_g7375.t1	acastellanii_g9426.t1
OG0001490	dicty_g7375.t3	acastellanii_g10762.t1
OG0001491	dicty_g7626.t1	acastellanii_g10785.t1
OG0001494	dicty_g8567.t1	acastellanii_g10580.t1, acastellanii_g4103.t1
OG0001495	dicty_g9319.t1	acastellanii_g10444.t1
OG0001496	dicty_g3589.t1	acastellanii_g10271.t1, acastellanii_g6482.t1, acastellanii_g6482.t2
OG0001497	dicty_g7634.t1	acastellanii_g8696.t1, acastellanii_g10308.t2, acastellanii_g10308.t1
OG0001498	dicty_g6199.t1	acastellanii_g10318.t1
OG0001499	dicty_g882.t1	acastellanii_g10350.t1, acastellanii_g9856.t1
OG0001500	dicty_g11162.t1	acastellanii_g10395.t1
OG0001501	dicty_g371.t1, dicty_g4660.t1	acastellanii_g10402.t1
OG0001502	dicty_g4061.t1	acastellanii_g10080.t1
OG0001503	dicty_g8449.t1	acastellanii_g9875.t1, acastellanii_g10112.t1
OG0001504	dicty_g7654.t1	acastellanii_g10144.t1, acastellanii_g10144.t2
OG0001505	dicty_g3518.t1	acastellanii_g10172.t1
OG0001506	dicty_g3747.t1	acastellanii_g5599.t1, acastellanii_g10191.t1
OG0001507	dicty_g9353.t1	acastellanii_g10217.t1
OG0001509	dicty_g1929.t1	acastellanii_g9978.t1, acastellanii_g9977.t1, acastellanii_g4840.t1, acastellanii_g4840.t2
OG0001510	dicty_g233.t1, dicty_g4005.t1, dicty_g11368.t1	acastellanii_g9679.t1
OG0001511	dicty_g8327.t1	acastellanii_g9686.t1
OG0001512	dicty_g1338.t1	acastellanii_g9748.t1
OG0001514	dicty_g7082.t1	acastellanii_g9761.t1
OG0001515	dicty_g4286.t1	acastellanii_g9763.t1
OG0001515	dicty_g326.t1	acastellanii_g1166.t1
OG0001516	dicty_g4066.t1, dicty_g10054.t1	acastellanii_g9770.t1, acastellanii_g2960.t1
OG0001517	dicty_g10426.t2, dicty_g10426.t1	acastellanii_g9781.t1, acastellanii_g9785.t1
OG0001518	dicty_g1670.t1	acastellanii_g9852.t1, acastellanii_g9852.t2, acastellanii_g9852.t3
OG0001519	dicty_g3370.t1, dicty_g9922.t1	acastellanii_g9874.t1
OG0001520	dicty_g8432.t1, dicty_g10061.t1	acastellanii_g9885.t1
OG0001521	dicty_g1653.t1	acastellanii_g9947.t1, acastellanii_g9947.t2
OG0001522	dicty_g5011.t1	acastellanii_g9363.t1, acastellanii_g9363.t2
OG0001523	dicty_g3759.t1	acastellanii_g9392.t1
OG0001524	dicty_g11044.t1, dicty_g1310.t1	acastellanii_g9404.t1
OG0001525	dicty_g4373.t1	acastellanii_g9452.t1, acastellanii_g9452.t2, acastellanii_g4189.t1
OG0001526	dicty_g1953.t2, dicty_g1953.t1	acastellanii_g9472.t1
OG0001527	dicty_g7112.t1	acastellanii_g9491.t3, acastellanii_g9491.t2, acastellanii_g9491.t1
OG0001528	dicty_g2081.t1	acastellanii_g9513.t1
OG0001530	dicty_g10651.t1, dicty_g1781.t1	acastellanii_g9306.t1
OG0001531	dicty_g4804.t1	acastellanii_g9282.t1
OG0001532	dicty_g5546.t1, dicty_g1678.t2, dicty_g1678.t1	acastellanii_g9272.t1, acastellanii_g9272.t2
OG0001533	dicty_g2995.t1, dicty_g2481.t1	acastellanii_g9257.t3, acastellanii_g9257.t2, acastellanii_g9257.t1
OG0001534	dicty_g5301.t1	acastellanii_g9233.t1
OG0001535	dicty_g6817.t1	acastellanii_g9187.t1
OG0001536	dicty_g7870.t1	acastellanii_g5976.t1
OG0001536	dicty_g7871.t1	acastellanii_g9091.t1
OG0001537	dicty_g8137.t1	acastellanii_g8737.t1, acastellanii_g8737.t2
OG0001538	dicty_g10497.t1, dicty_g11035.t1	acastellanii_g8746.t1, acastellanii_g3190.t1
OG0001539	dicty_g9842.t1, dicty_g4944.t1	acastellanii_g8764.t1
OG0001540	dicty_g3036.t1	acastellanii_g8783.t1
OG0001542	dicty_g10904.t1	acastellanii_g8806.t1, acastellanii_g8806.t2
OG0001543	dicty_g2960.t1, dicty_g2515.t1	acastellanii_g8825.t1
OG0001545	dicty_g8593.t1	acastellanii_g8860.t1
OG0001546	dicty_g674.t1, dicty_g2173.t1	acastellanii_g3821.t1, acastellanii_g8890.t1
OG0001547	dicty_g8972.t1, dicty_g7668.t1	acastellanii_g8897.t1, acastellanii_g8897.t2, acastellanii_g8897.t3
OG0001548	dicty_g7189.t1	acastellanii_g8937.t1
OG0001549	dicty_g1956.t1	acastellanii_g8950.t1, acastellanii_g4735.t1
OG0001550	dicty_g10302.t1	acastellanii_g9000.t1
OG0001551	dicty_g9460.t1, dicty_g3407.t1, dicty_g1672.t1	acastellanii_g9057.t1, acastellanii_g3524.t1
OG0001552	dicty_g7635.t1, dicty_g9300.t1	acastellanii_g7198.t1, acastellanii_g8641.t2, acastellanii_g8641.t1
OG0001553	dicty_g10631.t1	acastellanii_g3055.t1, acastellanii_g8661.t1
OG0001554	dicty_g488.t2, dicty_g488.t1	acastellanii_g8467.t1
OG0001556	dicty_g6463.t1	acastellanii_g8517.t3, acastellanii_g8517.t1, acastellanii_g8517.t2
OG0001556	dicty_g3206.t1	acastellanii_g1609.t1
OG0001557	dicty_g9540.t1	acastellanii_g8021.t1
OG0001558	dicty_g11237.t1	acastellanii_g8037.t1, acastellanii_g8037.t2, acastellanii_g8034.t1, acastellanii_g2505.t1, acastellanii_g8032.t1, acastellanii_g8031.t1
OG0001559	dicty_g9379.t1	acastellanii_g8064.t2, acastellanii_g8064.t1
OG0001560	dicty_g5412.t1	acastellanii_g8086.t1, acastellanii_g8086.t2
OG0001561	dicty_g7984.t1	acastellanii_g3920.t1, acastellanii_g7185.t1, acastellanii_g7185.t2, acastellanii_g8171.t1
OG0001562	dicty_g8838.t1, dicty_g8838.t2	acastellanii_g8187.t1
OG0001563	dicty_g10907.t1	acastellanii_g8217.t1
OG0001564	dicty_g2663.t1, dicty_g2814.t1	acastellanii_g8338.t1, acastellanii_g7519.t1
OG0001565	dicty_g9208.t1	acastellanii_g5791.t1, acastellanii_g8377.t1, acastellanii_g4007.t1
OG0001566	dicty_g1790.t1	acastellanii_g7981.t1, acastellanii_g7981.t2
OG0001569	dicty_g7031.t1	acastellanii_g7758.t1, acastellanii_g7758.t2
OG0001570	dicty_g11109.t1	acastellanii_g7833.t2, acastellanii_g7833.t1
OG0001571	dicty_g6825.t1	acastellanii_g7858.t1
OG0001572	dicty_g1951.t1	acastellanii_g7881.t1, acastellanii_g7883.t1, acastellanii_g7883.t2
OG0001573	dicty_g10266.t1	acastellanii_g7884.t1
OG0001574	dicty_g6789.t1, dicty_g6789.t2	acastellanii_g7892.t3, acastellanii_g7892.t1, acastellanii_g5632.t1
OG0001575	dicty_g4608.t1, dicty_g9748.t1	acastellanii_g4836.t1, acastellanii_g4997.t1, acastellanii_g7716.t1
OG0001576	dicty_g9395.t1	acastellanii_g1899.t1, acastellanii_g7704.t3, acastellanii_g7704.t1
OG0001577	dicty_g2018.t1	acastellanii_g7652.t1
OG0001578	dicty_g10729.t1	acastellanii_g7676.t1
OG0001579	dicty_g10238.t1	acastellanii_g7636.t1
OG0001581	dicty_g9425.t2, dicty_g9425.t1	acastellanii_g315.t1, acastellanii_g7557.t1
OG0001582	dicty_g3337.t1	acastellanii_g7500.t1
OG0001583	dicty_g1907.t1	acastellanii_g7504.t1, acastellanii_g4422.t2, acastellanii_g1922.t1
OG0001584	dicty_g6338.t1	acastellanii_g7509.t1
OG0001585	dicty_g10423.t1	acastellanii_g7471.t3
OG0001586	dicty_g6528.t1, dicty_g3899.t1	acastellanii_g7489.t1, acastellanii_g3247.t1, acastellanii_g3246.t1
OG0001587	dicty_g7329.t1	acastellanii_g7359.t2, acastellanii_g7359.t3, acastellanii_g7359.t1
OG0001590	dicty_g6232.t1	acastellanii_g7121.t1, acastellanii_g6994.t1
OG0001591	dicty_g10309.t1	acastellanii_g7015.t1
OG0001592	dicty_g10975.t1	acastellanii_g7021.t1
OG0001593	dicty_g6903.t1	acastellanii_g7093.t1
OG0001594	dicty_g8849.t1	acastellanii_g7102.t1, acastellanii_g7102.t2
OG0001595	dicty_g7916.t1, dicty_g7620.t1	acastellanii_g7111.t2, acastellanii_g7111.t1
OG0001596	dicty_g1646.t2	acastellanii_g7144.t1, acastellanii_g7143.t1
OG0001597	dicty_g677.t1, dicty_g677.t2	acastellanii_g6506.t1, acastellanii_g7206.t1
OG0001598	dicty_g2019.t1	acastellanii_g6974.t1, acastellanii_g371.t1
OG0001599	dicty_g4043.t1, dicty_g4041.t1, dicty_g4042.t1	acastellanii_g6803.t1
OG0001600	dicty_g3162.t1	acastellanii_g6896.t1
OG0001601	dicty_g2092.t1	acastellanii_g6907.t1
OG0001602	dicty_g7438.t1	acastellanii_g579.t1, acastellanii_g6729.t1, acastellanii_g3726.t1
OG0001603	dicty_g8712.t1	acastellanii_g6762.t1, acastellanii_g6763.t1, acastellanii_g6763.t2, acastellanii_g4982.t1
OG0001604	dicty_g7310.t1	acastellanii_g6700.t1
OG0001606	dicty_g8816.t1, dicty_g8816.t2	acastellanii_g6039.t1
OG0001608	dicty_g298.t1	acastellanii_g6126.t2, acastellanii_g6126.t1
OG0001609	dicty_g9299.t1	acastellanii_g6127.t1
OG0001610	dicty_g11467.t1	acastellanii_g6150.t1
OG0001611	dicty_g10363.t1	acastellanii_g6166.t1
OG0001612	dicty_g4761.t1	acastellanii_g6258.t1
OG0001614	dicty_g9172.t2, dicty_g9172.t1, dicty_g9172.t3	acastellanii_g6398.t1
OG0001616	dicty_g2207.t1	acastellanii_g6503.t2, acastellanii_g6503.t1
OG0001618	dicty_g4882.t1	acastellanii_g503.t1, acastellanii_g5101.t1, acastellanii_g5953.t1
OG0001619	dicty_g4306.t1	acastellanii_g5890.t1
OG0001621	dicty_g6776.t1	acastellanii_g2104.t1, acastellanii_g5694.t1
OG0001622	dicty_g11484.t1	acastellanii_g5712.t1, acastellanii_g5712.t2
OG0001623	dicty_g1868.t1	acastellanii_g5634.t2, acastellanii_g5634.t1
OG0001624	dicty_g5944.t1, dicty_g5945.t1, dicty_g7359.t1, dicty_g8275.t1	acastellanii_g2486.t1, acastellanii_g5503.t1
OG0001625	dicty_g7507.t1, dicty_g7509.t1, dicty_g7508.t1	acastellanii_g5484.t1
OG0001626	dicty_g8184.t1, dicty_g5454.t1	acastellanii_g5492.t2, acastellanii_g5492.t1
OG0001627	dicty_g4345.t1	acastellanii_g5446.t2, acastellanii_g5446.t1
OG0001628	dicty_g8488.t1	acastellanii_g5391.t1
OG0001629	dicty_g10315.t2, dicty_g10315.t1, dicty_g10315.t3	acastellanii_g5386.t1, acastellanii_g5386.t2
OG0001630	dicty_g2735.t1, dicty_g2743.t1, dicty_g2735.t2, dicty_g2743.t2, dicty_g7457.t1	acastellanii_g5279.t1
OG0001631	dicty_g10807.t1, dicty_g10807.t2	acastellanii_g5233.t1, acastellanii_g4763.t1
OG0001633	dicty_g4664.t1	acastellanii_g4282.t1, acastellanii_g4885.t2, acastellanii_g4885.t1
OG0001634	dicty_g9884.t1	acastellanii_g4888.t1
OG0001637	dicty_g9514.t1	acastellanii_g4914.t1, acastellanii_g4915.t1, acastellanii_g605.t1, acastellanii_g605.t2
OG0001638	dicty_g4303.t1, dicty_g5751.t1, dicty_g3433.t1, dicty_g7774.t1	acastellanii_g1275.t1, acastellanii_g4701.t1, acastellanii_g1276.t1
OG0001639	dicty_g3779.t1	acastellanii_g4579.t1
OG0001640	dicty_g5064.t1, dicty_g10380.t1	acastellanii_g4410.t2, acastellanii_g4410.t1, acastellanii_g1999.t1
OG0001642	dicty_g394.t1	acastellanii_g4433.t1, acastellanii_g4433.t3, acastellanii_g4433.t2
OG0001643	dicty_g10317.t1	acastellanii_g4437.t1
OG0001645	dicty_g10773.t1, dicty_g10773.t2	acastellanii_g4218.t1
OG0001646	dicty_g2631.t1, dicty_g2846.t1, dicty_g2631.t2, dicty_g2846.t2	acastellanii_g4226.t1
OG0001647	dicty_g5508.t1	acastellanii_g4236.t1
OG0001648	dicty_g6956.t1	acastellanii_g4270.t1
OG0001649	dicty_g6997.t1	acastellanii_g4311.t1, acastellanii_g4311.t2, acastellanii_g4308.t1
OG0001650	dicty_g9049.t1, dicty_g719.t3	acastellanii_g4317.t1
OG0001651	dicty_g3456.t1	acastellanii_g4329.t1
OG0001652	dicty_g6459.t1	acastellanii_g3770.t1
OG0001654	dicty_g8561.t1	acastellanii_g3852.t1
OG0001655	dicty_g8273.t1	acastellanii_g3652.t1
OG0001657	dicty_g1033.t1	acastellanii_g3627.t1
OG0001658	dicty_g7975.t1, dicty_g7975.t2	acastellanii_g3628.t1
OG0001659	dicty_g4702.t1	acastellanii_g3521.t1, acastellanii_g3521.t2
OG0001660	dicty_g10057.t1, dicty_g4915.t1	acastellanii_g3545.t2, acastellanii_g3545.t1
