Orthogroup	dicty_braker	bc2001_braker
OG0001226	dicty_g1414.t1	bc2001_g497.t1
OG0001227	dicty_g3533.t1, dicty_g3533.t3, dicty_g3533.t2, dicty_g1423.t1	bc2001_g13572.t1, bc2001_g13572.t2
OG0001228	dicty_g3621.t1	bc2001_g5481.t1
OG0001229	dicty_g8678.t1, dicty_g8980.t1	bc2001_g19.t1
OG0001232	dicty_g10355.t1	bc2001_g10563.t1
OG0001232	dicty_g8507.t1	bc2001_g10562.t1
OG0001234	dicty_g1067.t1, dicty_g7250.t1	bc2001_g19045.t1
OG0001235	dicty_g10934.t1	bc2001_g10380.t1, bc2001_g422.t1
OG0001236	dicty_g10549.t1	bc2001_g8462.t1, bc2001_g8462.t3, bc2001_g8462.t2
OG0001237	dicty_g1708.t1, dicty_g1708.t2	bc2001_g1157.t2, bc2001_g1157.t1
OG0001238	dicty_g3614.t2, dicty_g3614.t1	bc2001_g18439.t1, bc2001_g18439.t2
OG0001239	dicty_g928.t1	bc2001_g18873.t1, bc2001_g14004.t1
OG0001240	dicty_g284.t2, dicty_g284.t1	bc2001_g9543.t1, bc2001_g9543.t2
OG0001241	dicty_g8247.t1, dicty_g8247.t2, dicty_g4174.t1	bc2001_g4435.t2, bc2001_g4435.t1
OG0001242	dicty_g3612.t1	bc2001_g517.t3, bc2001_g517.t1, bc2001_g517.t2
OG0001243	dicty_g6474.t1	bc2001_g6946.t1, bc2001_g6769.t1, bc2001_g6769.t2
OG0001244	dicty_g307.t1	bc2001_g5967.t1
OG0001245	dicty_g10258.t1	bc2001_g16760.t1, bc2001_g16759.t1
OG0001246	dicty_g4261.t1	bc2001_g16708.t1
OG0001248	dicty_g6021.t1, dicty_g8375.t1	bc2001_g1271.t1, bc2001_g1271.t2
OG0001249	dicty_g4328.t1	bc2001_g9562.t1
OG0001250	dicty_g7347.t1	bc2001_g17132.t1, bc2001_g17132.t2
OG0001251	dicty_g5888.t1	bc2001_g9859.t1
OG0001252	dicty_g7666.t1	bc2001_g2041.t1
OG0001252	dicty_g6764.t1	bc2001_g4711.t1
OG0001253	dicty_g3815.t1	bc2001_g16589.t2, bc2001_g16589.t1, bc2001_g16589.t3
OG0001254	dicty_g4367.t1	bc2001_g12169.t1, bc2001_g12169.t2
OG0001256	dicty_g9399.t1	bc2001_g3714.t2, bc2001_g4512.t1, bc2001_g3714.t1
OG0001257	dicty_g10501.t1	bc2001_g17977.t1, bc2001_g17977.t3, bc2001_g17977.t2
OG0001259	dicty_g2101.t1, dicty_g3492.t1, dicty_g3493.t1, dicty_g8938.t1	bc2001_g6759.t2, bc2001_g6759.t1
OG0001261	dicty_g9638.t1	bc2001_g10888.t2, bc2001_g10888.t1
OG0001264	dicty_g10316.t1	bc2001_g16767.t1, bc2001_g2562.t1
OG0001265	dicty_g11250.t1	bc2001_g10917.t2, bc2001_g10917.t1
OG0001266	dicty_g5940.t1	bc2001_g13790.t2, bc2001_g13790.t1
OG0001267	dicty_g5214.t1, dicty_g1348.t1, dicty_g7454.t1, dicty_g3052.t1	bc2001_g5318.t1, bc2001_g1743.t1
OG0001268	dicty_g267.t1	bc2001_g3643.t1, bc2001_g3644.t1, bc2001_g3644.t2
OG0001269	dicty_g2639.t1, dicty_g2838.t1	bc2001_g6821.t1
OG0001270	dicty_g10475.t1, dicty_g1679.t1, dicty_g1679.t3, dicty_g4068.t1, dicty_g1679.t2	bc2001_g17967.t1
OG0001271	dicty_g10797.t1	bc2001_g10943.t2, bc2001_g10943.t1
OG0001272	dicty_g489.t1, dicty_g8316.t1	bc2001_g19373.t1, bc2001_g3504.t1
OG0001273	dicty_g9020.t1	bc2001_g1347.t2, bc2001_g1347.t1, bc2001_g1347.t3
OG0001277	dicty_g4703.t1, dicty_g10698.t1	bc2001_g198.t1, bc2001_g606.t1
OG0001278	dicty_g2060.t1	bc2001_g400.t2, bc2001_g400.t1
OG0001288	dicty_g4914.t1	bc2001_g2269.t2, bc2001_g2269.t1, bc2001_g2270.t2, bc2001_g2270.t1
OG0001295	dicty_g9355.t1	bc2001_g2905.t1, bc2001_g8662.t1, bc2001_g8717.t1
OG0001306	dicty_g3568.t1	bc2001_g16531.t1, bc2001_g18416.t1, bc2001_g5430.t1
OG0001307	dicty_g1871.t1	bc2001_g5484.t2, bc2001_g5484.t1, bc2001_g5484.t3
OG0001312	dicty_g7464.t1, dicty_g11086.t1	bc2001_g7144.t1, bc2001_g7085.t1
OG0001323	dicty_g5975.t1	bc2001_g12849.t1, bc2001_g10594.t1
OG0001325	dicty_g11126.t1	bc2001_g12370.t1, bc2001_g15119.t1, bc2001_g15032.t1, bc2001_g13319.t1
OG0001370	dicty_g11203.t2, dicty_g11203.t1	bc2001_g594.t1, bc2001_g594.t2
OG0001371	dicty_g6409.t1	bc2001_g9818.t1, bc2001_g9818.t2
OG0001372	dicty_g7804.t2, dicty_g7804.t3, dicty_g7804.t1	bc2001_g1125.t1
OG0001374	dicty_g4543.t1	bc2001_g9582.t1
OG0001375	dicty_g9663.t1	bc2001_g11897.t1, bc2001_g11897.t2
OG0001376	dicty_g6030.t1	bc2001_g2266.t1, bc2001_g2266.t2
OG0001378	dicty_g4172.t1	bc2001_g8245.t2, bc2001_g8245.t1
OG0001380	dicty_g1472.t1	bc2001_g11450.t2, bc2001_g11450.t1
OG0001381	dicty_g5744.t1	bc2001_g4344.t2, bc2001_g4344.t1
OG0001384	dicty_g10438.t1	bc2001_g3542.t1
OG0001387	dicty_g7914.t1, dicty_g6827.t1, dicty_g8147.t1	bc2001_g507.t1
OG0001388	dicty_g1417.t1, dicty_g3774.t1	bc2001_g4260.t1
OG0001389	dicty_g6461.t1	bc2001_g8710.t1
OG0001391	dicty_g9327.t1	bc2001_g13594.t1
OG0001392	dicty_g8366.t1	bc2001_g154.t1, bc2001_g154.t2
OG0001393	dicty_g256.t1	bc2001_g10937.t4, bc2001_g10937.t3, bc2001_g10937.t1
OG0001394	dicty_g2507.t1, dicty_g2968.t1	bc2001_g6413.t1, bc2001_g6413.t2
OG0001395	dicty_g3457.t2, dicty_g3457.t1	bc2001_g15188.t1, bc2001_g15189.t1, bc2001_g15189.t2
OG0001396	dicty_g3807.t1, dicty_g8989.t1	bc2001_g18622.t1, bc2001_g18622.t2
OG0001397	dicty_g7511.t1	bc2001_g16584.t2, bc2001_g16584.t1
OG0001398	dicty_g5089.t1	bc2001_g19717.t1
OG0001399	dicty_g9385.t1	bc2001_g6421.t1, bc2001_g6421.t3, bc2001_g6421.t2
OG0001401	dicty_g7182.t1	bc2001_g11367.t1, bc2001_g8410.t1
OG0001402	dicty_g4406.t1, dicty_g6883.t1	bc2001_g229.t1
OG0001406	dicty_g7220.t3	bc2001_g18974.t1
OG0001407	dicty_g9730.t1	bc2001_g13267.t1
OG0001408	dicty_g5689.t1, dicty_g4006.t1	bc2001_g5590.t1
OG0001410	dicty_g5716.t1	bc2001_g10183.t1, bc2001_g10183.t2
OG0001413	dicty_g11020.t1	bc2001_g9208.t2, bc2001_g9208.t1
OG0001414	dicty_g4547.t2, dicty_g4547.t1	bc2001_g18451.t1
OG0001416	dicty_g8778.t1	bc2001_g16784.t1
OG0001418	dicty_g3705.t1	bc2001_g14908.t1
OG0001420	dicty_g561.t2, dicty_g561.t1	bc2001_g10583.t1, bc2001_g10583.t2
OG0001421	dicty_g8162.t1	bc2001_g17040.t2, bc2001_g17040.t1
OG0001422	dicty_g10929.t1	bc2001_g17077.t1, bc2001_g17053.t1, bc2001_g17053.t2
OG0001423	dicty_g7054.t1	bc2001_g16705.t1
OG0001424	dicty_g7044.t1	bc2001_g18094.t1
OG0001425	dicty_g7103.t1	bc2001_g9104.t1
OG0001428	dicty_g2637.t1, dicty_g2840.t1	bc2001_g11237.t1, bc2001_g11237.t2
OG0001429	dicty_g11399.t1	bc2001_g19511.t3, bc2001_g19511.t1, bc2001_g19511.t2
OG0001430	dicty_g7562.t1	bc2001_g3012.t1
OG0001431	dicty_g3975.t1	bc2001_g959.t1, bc2001_g971.t1
OG0001432	dicty_g1957.t1	bc2001_g9829.t1
OG0001435	dicty_g6216.t1	bc2001_g9422.t1
OG0001436	dicty_g4886.t1	bc2001_g7465.t1, bc2001_g7465.t2
OG0001437	dicty_g6382.t1	bc2001_g8582.t1, bc2001_g8582.t2
OG0001438	dicty_g804.t1	bc2001_g12503.t2, bc2001_g12503.t1
OG0001439	dicty_g7471.t1	bc2001_g12980.t1
OG0001440	dicty_g666.t1, dicty_g2369.t1	bc2001_g8775.t1
OG0001442	dicty_g6677.t1	bc2001_g13900.t1, bc2001_g2151.t1
OG0001443	dicty_g5919.t1	bc2001_g7827.t1, bc2001_g7827.t2
OG0001444	dicty_g8317.t1	bc2001_g12192.t1, bc2001_g12192.t2
OG0001446	dicty_g3133.t1	bc2001_g16391.t1, bc2001_g18809.t1
OG0001449	dicty_g8011.t1	bc2001_g12556.t1
OG0001450	dicty_g5935.t1	bc2001_g10509.t1
OG0001451	dicty_g4695.t1	bc2001_g16729.t3
OG0001453	dicty_g10318.t1, dicty_g7016.t1	bc2001_g5930.t1, bc2001_g5930.t2
OG0001454	dicty_g7327.t1	bc2001_g330.t1, bc2001_g5929.t1
OG0001455	dicty_g8701.t2, dicty_g8701.t1	bc2001_g10039.t1
OG0001456	dicty_g7318.t1	bc2001_g16730.t1
OG0001457	dicty_g399.t1	bc2001_g16529.t1
OG0001458	dicty_g5124.t1	bc2001_g16142.t1, bc2001_g16142.t2
OG0001459	dicty_g5067.t1	bc2001_g3583.t1, bc2001_g3583.t2
OG0001461	dicty_g6454.t1	bc2001_g9288.t1, bc2001_g9288.t2
OG0001462	dicty_g5256.t1	bc2001_g988.t1, bc2001_g990.t1
OG0001463	dicty_g4155.t2, dicty_g4155.t1	bc2001_g1043.t2, bc2001_g1043.t1
OG0001464	dicty_g8966.t1, dicty_g9818.t1	bc2001_g19569.t1
OG0001465	dicty_g8487.t1	bc2001_g19474.t1
OG0001468	dicty_g7808.t1	bc2001_g11566.t1
OG0001469	dicty_g5212.t1	bc2001_g7855.t1, bc2001_g7855.t2
OG0001470	dicty_g5032.t1	bc2001_g4817.t1, bc2001_g4817.t3
OG0001472	dicty_g3598.t1	bc2001_g9368.t1
OG0001473	dicty_g5650.t1	bc2001_g16156.t2
OG0001474	dicty_g4824.t1	bc2001_g16746.t4, bc2001_g16746.t2, bc2001_g16746.t3, bc2001_g16746.t1
OG0001475	dicty_g2545.t1, dicty_g2930.t1	bc2001_g17517.t1, bc2001_g17518.t1
OG0001476	dicty_g3904.t1	bc2001_g15602.t1
OG0001477	dicty_g7758.t1, dicty_g7758.t2	bc2001_g17645.t1
OG0001478	dicty_g946.t1, dicty_g947.t1	bc2001_g16818.t1, bc2001_g16818.t2
OG0001479	dicty_g6544.t1	bc2001_g6085.t2, bc2001_g6085.t1
OG0001480	dicty_g4240.t1	bc2001_g10564.t1
OG0001481	dicty_g10853.t1	bc2001_g5468.t1, bc2001_g5468.t2
OG0001482	dicty_g6447.t1	bc2001_g17490.t1
OG0001483	dicty_g10033.t1	bc2001_g9284.t1
OG0001483	dicty_g7061.t1	bc2001_g18091.t1
OG0001485	dicty_g8785.t1	bc2001_g5581.t3, bc2001_g5581.t2, bc2001_g5581.t1
OG0001486	dicty_g5133.t1	bc2001_g1132.t2, bc2001_g1132.t1, bc2001_g1132.t3, bc2001_g1132.t4
OG0001487	dicty_g614.t1	bc2001_g619.t1, bc2001_g619.t2
OG0001489	dicty_g10953.t1	bc2001_g8514.t1, bc2001_g8514.t2
OG0001490	dicty_g7375.t3	bc2001_g1081.t1
OG0001491	dicty_g7626.t1	bc2001_g17448.t1, bc2001_g16495.t1
OG0001494	dicty_g8567.t1	bc2001_g15553.t1, bc2001_g15553.t2
OG0001495	dicty_g9319.t1	bc2001_g8646.t1
OG0001496	dicty_g3589.t1	bc2001_g6029.t2, bc2001_g6029.t1
OG0001497	dicty_g7634.t1	bc2001_g3853.t1
OG0001498	dicty_g6199.t1	bc2001_g12080.t2, bc2001_g12080.t1
OG0001499	dicty_g882.t1	bc2001_g18429.t1, bc2001_g18428.t1
OG0001500	dicty_g11162.t1	bc2001_g12291.t2, bc2001_g12291.t1
OG0001501	dicty_g371.t1, dicty_g4660.t1	bc2001_g2911.t1
OG0001502	dicty_g4061.t1	bc2001_g8460.t2, bc2001_g8460.t1
OG0001503	dicty_g8449.t1	bc2001_g9885.t1
OG0001504	dicty_g7654.t1	bc2001_g15605.t1
OG0001505	dicty_g3518.t1	bc2001_g18624.t1
OG0001506	dicty_g3747.t1	bc2001_g10928.t1
OG0001507	dicty_g9353.t1	bc2001_g7364.t2, bc2001_g7364.t1
OG0001509	dicty_g1929.t1	bc2001_g12512.t1
OG0001510	dicty_g233.t1, dicty_g4005.t1, dicty_g11368.t1	bc2001_g1065.t1
OG0001511	dicty_g8327.t1	bc2001_g10171.t1, bc2001_g10171.t2, bc2001_g10171.t4, bc2001_g10171.t3
OG0001512	dicty_g1338.t1	bc2001_g9510.t2, bc2001_g9510.t1
OG0001514	dicty_g7082.t1	bc2001_g907.t1, bc2001_g907.t2
OG0001515	dicty_g4286.t1, dicty_g326.t1	bc2001_g12844.t1
OG0001517	dicty_g10426.t2, dicty_g10426.t1	bc2001_g1422.t1
OG0001518	dicty_g1670.t1	bc2001_g5214.t1
OG0001519	dicty_g3370.t1, dicty_g9922.t1	bc2001_g2049.t2, bc2001_g2049.t1
OG0001520	dicty_g8432.t1, dicty_g10061.t1	bc2001_g12890.t1
OG0001521	dicty_g1653.t1	bc2001_g429.t2, bc2001_g429.t1
OG0001522	dicty_g5011.t1	bc2001_g5294.t1
OG0001523	dicty_g3759.t1	bc2001_g1160.t2, bc2001_g1160.t1
OG0001524	dicty_g11044.t1, dicty_g1310.t1	bc2001_g3292.t1, bc2001_g4606.t1
OG0001525	dicty_g4373.t1	bc2001_g19662.t1
OG0001526	dicty_g1953.t2, dicty_g1953.t1	bc2001_g9853.t2, bc2001_g9853.t1, bc2001_g9853.t3
OG0001527	dicty_g7112.t1	bc2001_g5881.t1
OG0001528	dicty_g2081.t1	bc2001_g13925.t2, bc2001_g13925.t1
OG0001530	dicty_g10651.t1, dicty_g1781.t1	bc2001_g19140.t2, bc2001_g19140.t1
OG0001531	dicty_g4804.t1	bc2001_g17238.t1, bc2001_g16330.t1
OG0001532	dicty_g5546.t1, dicty_g1678.t2, dicty_g1678.t1	bc2001_g8633.t1
OG0001533	dicty_g2995.t1, dicty_g2481.t1	bc2001_g5322.t1
OG0001534	dicty_g5301.t1	bc2001_g9609.t1
OG0001535	dicty_g6817.t1	bc2001_g994.t2, bc2001_g994.t1
OG0001536	dicty_g7870.t1	bc2001_g1138.t1
OG0001537	dicty_g8137.t1	bc2001_g2069.t1, bc2001_g2069.t2, bc2001_g2069.t3
OG0001538	dicty_g10497.t1, dicty_g11035.t1	bc2001_g15408.t1
OG0001539	dicty_g9842.t1, dicty_g4944.t1	bc2001_g3997.t1, bc2001_g3997.t2, bc2001_g3997.t3
OG0001540	dicty_g3036.t1	bc2001_g3944.t1, bc2001_g3944.t2
OG0001542	dicty_g10904.t1	bc2001_g8372.t2, bc2001_g8372.t1
OG0001543	dicty_g2960.t1, dicty_g2515.t1	bc2001_g12125.t1, bc2001_g12126.t1
OG0001545	dicty_g8593.t1	bc2001_g7438.t1, bc2001_g7437.t1
OG0001546	dicty_g674.t1, dicty_g2173.t1	bc2001_g11473.t1
OG0001547	dicty_g8972.t1, dicty_g7668.t1	bc2001_g560.t1
OG0001548	dicty_g7189.t1	bc2001_g8397.t2, bc2001_g8397.t1
OG0001549	dicty_g1956.t1	bc2001_g655.t1, bc2001_g655.t2
OG0001550	dicty_g10302.t1	bc2001_g16669.t2, bc2001_g16669.t1
OG0001551	dicty_g9460.t1, dicty_g3407.t1, dicty_g1672.t1	bc2001_g15378.t1
OG0001552	dicty_g7635.t1, dicty_g9300.t1	bc2001_g16916.t1
OG0001553	dicty_g10631.t1	bc2001_g13746.t1
OG0001554	dicty_g488.t2, dicty_g488.t1	bc2001_g5924.t2, bc2001_g5924.t1
OG0001556	dicty_g6463.t1	bc2001_g18839.t1
OG0001557	dicty_g9540.t1	bc2001_g16717.t1, bc2001_g16717.t2
OG0001559	dicty_g9379.t1	bc2001_g7445.t1, bc2001_g7445.t2
OG0001560	dicty_g5412.t1	bc2001_g1079.t1, bc2001_g1079.t2
OG0001561	dicty_g7984.t1	bc2001_g12994.t1
OG0001562	dicty_g8838.t1, dicty_g8838.t2	bc2001_g832.t2, bc2001_g832.t1
OG0001563	dicty_g10907.t1	bc2001_g13221.t1, bc2001_g13221.t2
OG0001564	dicty_g2663.t1, dicty_g2814.t1	bc2001_g8725.t1
OG0001566	dicty_g1790.t1	bc2001_g19371.t2, bc2001_g19371.t1
OG0001569	dicty_g7031.t1	bc2001_g18946.t1, bc2001_g8999.t1
OG0001570	dicty_g11109.t1	bc2001_g3446.t1, bc2001_g3446.t2, bc2001_g3446.t3
OG0001571	dicty_g6825.t1	bc2001_g5282.t1, bc2001_g11677.t1
OG0001572	dicty_g1951.t1	bc2001_g13807.t1, bc2001_g13807.t2
OG0001573	dicty_g10266.t1	bc2001_g5540.t1, bc2001_g13699.t1
OG0001574	dicty_g6789.t1, dicty_g6789.t2	bc2001_g7090.t1
OG0001575	dicty_g4608.t1, dicty_g9748.t1	bc2001_g9663.t2
OG0001576	dicty_g9395.t1	bc2001_g2942.t1, bc2001_g3627.t1, bc2001_g3627.t2
OG0001577	dicty_g2018.t1	bc2001_g17462.t1
OG0001578	dicty_g7913.t1, dicty_g6217.t1	bc2001_g12131.t1
OG0001579	dicty_g10238.t1	bc2001_g13902.t1, bc2001_g13901.t2, bc2001_g13901.t1
OG0001581	dicty_g9425.t2, dicty_g9425.t1	bc2001_g9851.t1
OG0001582	dicty_g3337.t1	bc2001_g4393.t1, bc2001_g4392.t2, bc2001_g4392.t1, bc2001_g4389.t1
OG0001583	dicty_g1907.t1	bc2001_g7471.t1
OG0001584	dicty_g6338.t1	bc2001_g7448.t1, bc2001_g7449.t1
OG0001585	dicty_g10423.t1	bc2001_g14894.t1, bc2001_g14894.t2
OG0001586	dicty_g6528.t1, dicty_g3899.t1	bc2001_g8736.t1
OG0001587	dicty_g7329.t1	bc2001_g6977.t2, bc2001_g6977.t1
OG0001590	dicty_g6232.t1	bc2001_g6532.t2, bc2001_g6532.t1
OG0001591	dicty_g10309.t1	bc2001_g9373.t1, bc2001_g9374.t1, bc2001_g9374.t2
OG0001592	dicty_g10975.t1	bc2001_g11903.t1, bc2001_g13422.t1
OG0001593	dicty_g6903.t1	bc2001_g14035.t4, bc2001_g14035.t1, bc2001_g14035.t2, bc2001_g14035.t3
OG0001594	dicty_g8849.t1	bc2001_g6525.t2, bc2001_g6525.t1
OG0001595	dicty_g7916.t1, dicty_g7620.t1	bc2001_g7686.t1, bc2001_g7686.t2
OG0001596	dicty_g1646.t2	bc2001_g13019.t1, bc2001_g19419.t1
OG0001597	dicty_g677.t1, dicty_g677.t2	bc2001_g16766.t2, bc2001_g16766.t3
OG0001598	dicty_g2019.t1	bc2001_g10722.t2, bc2001_g10722.t1
OG0001599	dicty_g4043.t1, dicty_g4041.t1, dicty_g4042.t1	bc2001_g3705.t1, bc2001_g3704.t1
OG0001600	dicty_g3162.t1	bc2001_g12375.t1, bc2001_g11111.t1
OG0001601	dicty_g2092.t1	bc2001_g7946.t1
OG0001602	dicty_g7438.t1	bc2001_g18243.t1, bc2001_g10788.t1
OG0001603	dicty_g8712.t1	bc2001_g12737.t1
OG0001604	dicty_g7310.t1	bc2001_g15644.t1, bc2001_g15644.t2
OG0001606	dicty_g8816.t1, dicty_g8816.t2	bc2001_g17931.t2, bc2001_g17931.t3, bc2001_g17931.t1
OG0001608	dicty_g298.t1	bc2001_g15518.t2, bc2001_g15518.t1
OG0001609	dicty_g9299.t1	bc2001_g1460.t3, bc2001_g1460.t2, bc2001_g1460.t1
OG0001610	dicty_g11467.t1	bc2001_g10141.t1
OG0001610	dicty_g10810.t1	bc2001_g10140.t1
OG0001611	dicty_g10363.t1	bc2001_g10235.t1, bc2001_g5879.t1
OG0001612	dicty_g4761.t1	bc2001_g11217.t1
OG0001614	dicty_g9172.t2, dicty_g9172.t1, dicty_g9172.t3	bc2001_g19097.t1, bc2001_g19097.t2
OG0001616	dicty_g2207.t1	bc2001_g12891.t2, bc2001_g12891.t1
OG0001618	dicty_g4882.t1	bc2001_g9031.t1
OG0001619	dicty_g4306.t1	bc2001_g10041.t1
OG0001621	dicty_g6776.t1	bc2001_g8244.t2, bc2001_g8244.t1
OG0001622	dicty_g11484.t1	bc2001_g18339.t3, bc2001_g18339.t1, bc2001_g18339.t2
OG0001623	dicty_g1868.t1	bc2001_g12983.t1, bc2001_g12983.t2
OG0001626	dicty_g8184.t1, dicty_g5454.t1	bc2001_g1958.t1
OG0001628	dicty_g8488.t1	bc2001_g7392.t2, bc2001_g7392.t1
OG0001629	dicty_g10315.t2, dicty_g10315.t1, dicty_g10315.t3	bc2001_g3820.t1
OG0001630	dicty_g2735.t1, dicty_g2743.t1, dicty_g2735.t2, dicty_g2743.t2, dicty_g7457.t1	bc2001_g16265.t1
OG0001631	dicty_g10807.t1, dicty_g10807.t2	bc2001_g13889.t1
OG0001633	dicty_g4664.t1	bc2001_g4863.t1
OG0001634	dicty_g9884.t1	bc2001_g10270.t2, bc2001_g10270.t1
OG0001637	dicty_g9514.t1	bc2001_g5697.t1
OG0001639	dicty_g3779.t1	bc2001_g965.t1
OG0001642	dicty_g394.t1	bc2001_g4787.t1
OG0001643	dicty_g10317.t1	bc2001_g2826.t1, bc2001_g2913.t1
OG0001645	dicty_g10773.t1, dicty_g10773.t2	bc2001_g19506.t2, bc2001_g19506.t1
OG0001646	dicty_g2631.t1, dicty_g2846.t1, dicty_g2631.t2, dicty_g2846.t2	bc2001_g11209.t2, bc2001_g11209.t1
OG0001647	dicty_g2601.t1, dicty_g2875.t1	bc2001_g13426.t1
OG0001648	dicty_g6956.t1	bc2001_g11032.t1, bc2001_g16796.t1
OG0001649	dicty_g6997.t1	bc2001_g16033.t1, bc2001_g16034.t1
OG0001650	dicty_g9049.t1, dicty_g719.t3	bc2001_g2141.t1, bc2001_g2142.t1
OG0001651	dicty_g3456.t1	bc2001_g11819.t1, bc2001_g11819.t2
OG0001652	dicty_g6459.t1	bc2001_g15800.t1, bc2001_g15705.t2, bc2001_g15705.t1, bc2001_g15612.t1
OG0001654	dicty_g8561.t1	bc2001_g19121.t1
OG0001655	dicty_g8273.t1	bc2001_g16848.t1, bc2001_g16848.t2
OG0001657	dicty_g1033.t1	bc2001_g17257.t1, bc2001_g7744.t2, bc2001_g7744.t1
OG0001658	dicty_g7975.t1, dicty_g7975.t2	bc2001_g15168.t1
OG0001659	dicty_g4702.t1	bc2001_g7572.t1, bc2001_g7572.t2
OG0001660	dicty_g4915.t1	bc2001_g12911.t1
OG0001661	dicty_g7579.t1, dicty_g7581.t1, dicty_g7581.t2	bc2001_g1059.t1
OG0001663	dicty_g3709.t1	bc2001_g4510.t1, bc2001_g4510.t2
OG0001666	dicty_g1978.t1, dicty_g1978.t2	bc2001_g5567.t1
OG0001667	dicty_g8867.t1	bc2001_g19708.t1, bc2001_g19708.t2
OG0001668	dicty_g10425.t1, dicty_g1216.t1	bc2001_g5283.t2, bc2001_g5283.t1
OG0001669	dicty_g7334.t2	bc2001_g16268.t1
OG0001670	dicty_g6519.t1	bc2001_g11049.t2, bc2001_g11049.t1, bc2001_g11049.t3
OG0001671	dicty_g9131.t1	bc2001_g8572.t1
OG0001673	dicty_g6385.t1	bc2001_g5782.t1
OG0001674	dicty_g6957.t1	bc2001_g11560.t1, bc2001_g11560.t2
OG0001676	dicty_g7839.t1	bc2001_g19680.t1, bc2001_g19680.t2, bc2001_g19680.t3
OG0001677	dicty_g1211.t1	bc2001_g1234.t2, bc2001_g1234.t1
OG0001678	dicty_g3530.t1	bc2001_g15675.t1
OG0001679	dicty_g9778.t1, dicty_g268.t1, dicty_g9777.t1, dicty_g9776.t1	bc2001_g16257.t1
OG0001680	dicty_g9853.t1	bc2001_g17251.t2, bc2001_g17251.t1
OG0001681	dicty_g966.t1, dicty_g966.t2	bc2001_g18441.t1
OG0001682	dicty_g7211.t1	bc2001_g2821.t1
OG0001683	dicty_g606.t1	bc2001_g2835.t1, bc2001_g2836.t1
OG0001684	dicty_g10616.t1, dicty_g10616.t2	bc2001_g19055.t1
OG0001685	dicty_g4535.t1	bc2001_g1103.t1, bc2001_g1103.t2
OG0001686	dicty_g1315.t1, dicty_g11340.t1	bc2001_g19517.t1
OG0001687	dicty_g8224.t1	bc2001_g9071.t1
OG0001688	dicty_g10562.t1	bc2001_g8976.t1, bc2001_g8976.t2
OG0001689	dicty_g9132.t1	bc2001_g12124.t1
OG0001691	dicty_g587.t2, dicty_g587.t1	bc2001_g12498.t2, bc2001_g12498.t1, bc2001_g12498.t3
OG0001692	dicty_g7166.t1	bc2001_g3102.t2, bc2001_g3102.t1
OG0001695	dicty_g7170.t1	bc2001_g9603.t1
OG0001697	dicty_g9928.t2, dicty_g9928.t1, dicty_g2591.t1, dicty_g2885.t1	bc2001_g5367.t1
OG0001698	dicty_g2698.t1, dicty_g2779.t1	bc2001_g1945.t1, bc2001_g1945.t2
OG0001700	dicty_g7606.t1	bc2001_g14113.t1, bc2001_g14114.t1
OG0001701	dicty_g360.t1	bc2001_g12725.t1, bc2001_g12712.t1
OG0001702	dicty_g198.t1	bc2001_g11642.t1
OG0001703	dicty_g6918.t1	bc2001_g19108.t3, bc2001_g19108.t2, bc2001_g19108.t1
OG0001705	dicty_g1117.t1, dicty_g4321.t1	bc2001_g14825.t1, bc2001_g14825.t2
OG0001706	dicty_g10947.t1	bc2001_g3291.t1, bc2001_g4605.t1
OG0001707	dicty_g11313.t1	bc2001_g14672.t2, bc2001_g16004.t1, bc2001_g14672.t1
OG0001708	dicty_g5156.t1	bc2001_g14109.t1, bc2001_g772.t1
OG0001709	dicty_g5626.t1, dicty_g1766.t1	bc2001_g13605.t1
OG0001710	dicty_g8821.t1	bc2001_g7819.t1, bc2001_g7819.t2, bc2001_g6252.t2, bc2001_g8242.t1
OG0001712	dicty_g10394.t1	bc2001_g15164.t2, bc2001_g15164.t1
OG0001713	dicty_g7443.t1	bc2001_g308.t1, bc2001_g511.t1, bc2001_g511.t2
OG0001721	dicty_g8258.t1, dicty_g11146.t1	bc2001_g1050.t2, bc2001_g1050.t1
OG0001748	dicty_g1557.t1, dicty_g5337.t1, dicty_g885.t1, dicty_g9060.t1, dicty_g788.t1	bc2001_g4268.t1
OG0001752	dicty_g932.t1	bc2001_g5297.t4, bc2001_g17876.t1, bc2001_g8165.t1, bc2001_g8165.t2
OG0001760	dicty_g3809.t1	bc2001_g6648.t2, bc2001_g6648.t1
OG0001762	dicty_g6009.t1	bc2001_g7577.t2, bc2001_g7577.t1, bc2001_g18424.t1
OG0001764	dicty_g5895.t1	bc2001_g8986.t2, bc2001_g8986.t1
OG0001765	dicty_g1519.t3, dicty_g9871.t1	bc2001_g9004.t1, bc2001_g9004.t2, bc2001_g9005.t1
OG0001766	dicty_g6177.t1, dicty_g6176.t1	bc2001_g9274.t1, bc2001_g9274.t2
OG0001767	dicty_g10056.t2, dicty_g10056.t1	bc2001_g9712.t1, bc2001_g9712.t2, bc2001_g9712.t3
OG0001770	dicty_g3642.t1, dicty_g6192.t1, dicty_g10960.t1, dicty_g197.t1	bc2001_g10295.t1
OG0001774	dicty_g6449.t1	bc2001_g10918.t1
OG0001775	dicty_g6605.t1	bc2001_g12738.t1, bc2001_g11488.t1
OG0001777	dicty_g6679.t1	bc2001_g11837.t1, bc2001_g11837.t2
