Geneid,KO_ID
g5414,K05546
g5414,K05546
g5415,K24169
g5415,K24169
g5416,K13187
g5417,K08829
g5418,
g5418,
g5419,K18183
g5420,
g5421,K07198
g5422,K07199
g5423,K23879
g5424,K10699
g5425,
g5426,
g5427,K06067
g5427,K06067
g5427,K06067
g5428,K09531
g5429,K13800
g5430,K00472
g5431,
g5432,
g5432,
g5432,
g5433,
g5433,
g5434,K12664
g5435,K07562
g5436,
g5437,
g5438,
g5439,
g5440,
g5441,
g5442,
g5443,
g5444,
g5445,
g5446,
g5447,
g5448,
g5449,
g5450,
g5451,
g5452,
g5453,
g5454,
g5455,K14836
g5456,
g5456,
g5457,K01698
g5457,K01698
g5458,
g5459,K23544
g5460,K00113
g5461,K18911
g5461,K18911
g5462,K18912
g5463,K01887
g5464,K13342
g5465,K15448
g5466,K15304
g5467,K12947
g5468,
g5468,
g5469,
g5470,K03142
g5470,K03142
g5471,K00857
g5472,
g5472,
g5472,
g5473,
g5474,
g5475,
g5476,
g5477,
g5478,K01968
g5478,K01968
g5479,K12626
g5480,
g5481,
g5482,
g5483,
g5484,K07442
g5484,
g5484,K07442
g5485,
g5486,
g5487,
g5487,
g5488,K17606
g5489,K27705
g5490,K09503
g5491,
g5492,K12161
g5493,
g5494,
g5495,K01288
g5496,K01873
g5496,K01873
g5497,
g5498,
g5499,
g5500,
g5500,
g5501,K01551
g5501,K01551
g5502,K21841
g5503,
g5504,K28063
g5505,K20103
g5506,
g5507,
g5508,
g5509,
g5510,
g5511,
g5512,
g5513,
g5514,
g5515,
g5516,
g5517,
g5518,
g5519,
g5520,
g5521,
g5522,
g5523,
g5524,
g5525,
g5526,
g5527,
g5528,
g5529,K26731
g5529,K26731
g5530,
g5531,
g5532,
g5533,
g5534,
g5535,
g5535,
g5536,
g5537,
g5537,
g5538,
g5538,
g5539,K10648
g5540,
g5541,
g5542,
g5542,
g5543,
g5543,
g5543,
g5544,
g5545,
g5546,
g5547,
g5548,
g5549,
g5550,
g5551,
g5552,
g5553,
g5554,
g5555,
g5556,
g5557,
g5558,
g5559,
g5560,
g5561,
g5562,
g5563,
g5564,
g5565,
g5566,K11161
g5567,K14806
g5568,K26106
g5569,
g5569,
g5569,K22285
g5570,K00685
g5571,
g5571,
g5572,
g5573,
g5574,
g5575,K28171
g5576,K22824
g5577,
g5578,
g5579,
g5580,K08220
g5581,K00825
g5581,K00825
g5581,K00825
g5582,
g5583,K03026
g5584,K17607
g5585,K13094
g5586,K11713
g5587,K04523
g5588,K17268
g5589,
g5590,K07901
g5591,K00030
g5592,K09506
g5593,
g5594,
g5595,
g5596,
g5597,
g5598,
g5599,
g5600,
g5601,
g5602,
g5603,
g5604,
g5605,
g5606,
g5607,
g5608,
g5609,
g5610,
g5611,
g5612,
g5613,K17535
g5613,K17535
g5614,
g5615,
g5615,
g5616,K06276
g5617,K24104
g5618,K22561
g5619,
g5619,
g5620,
g5620,
g5621,K12861
g5622,K13987
g5623,K00847
g5624,
g5625,
g5625,
g5626,K16297
g5626,
g5627,K11108
g5628,K11649
g5629,K10532
g5629,K10532
g5630,
g5631,
g5632,
g5633,
g5634,
g5635,
g5636,
g5637,
g5638,
g5639,
g5640,
g5641,
g5642,
g5643,
g5644,
g5645,
g5646,
g5647,
g5648,
g5649,
g5650,
g5651,
g5652,
g5653,
g5654,
g5655,
g5656,
g5657,
g5658,
g5659,
g5660,
g5661,
g5662,
g5663,
g5664,
g5665,
g5666,
g5667,
g5668,
g5669,
g5670,
g5671,
g5672,
g5672,
g5672,
g5673,
g5674,
g5675,K05109
g5676,
g5677,
g5678,
g5679,
g5680,
g5681,
g5682,
g5683,
g5684,
g5685,
g5686,
g5687,
g5688,
g5689,K20040
g5689,K20040
g5690,
g5691,
g5692,K14769
g5693,K14566
g5693,K14566
g5694,
g5695,K01807
g5695,K01807
g5696,
g5696,
g5697,K14311
g5698,
g5699,
g5699,
g5700,K14797
g5701,
g5702,
g5703,
g5704,
g5705,
g5705,
g5706,
g5706,
g5706,
g5707,K00031
g5708,K14563
g5709,
g5710,
g5710,
g5711,
g5712,
g5713,
g5714,
g5715,
g5716,
g5717,
g5718,
g5719,
g5720,
g5721,
g5722,
g5723,
g5724,
g5725,
g5726,
g5727,
g5728,
g5729,
g5729,
g5730,
g5731,
g5731,
g5731,
g5732,
g5733,
g5734,
g5735,
g5736,
g5736,
g5737,K12132
g5737,K12132
g5738,
g5739,
g5740,
g5741,
g5742,
g5743,
g5744,
g5745,
g5746,
g5747,
g5748,
g5749,
g5750,
g5751,
g5752,
g5753,
g5754,
g5755,
g5756,
g5757,
g5758,
g5759,
g5760,
g5761,
g5762,
g5763,
g5764,
g5765,
g5766,
g5767,
g5768,
g5769,
g5770,
g5771,
g5772,
g5772,
g5773,K05110
g5774,
g5775,
g5776,
g5777,
g5778,
g5779,
g5780,
g5781,K03267
g5782,K05681
g5783,
g5784,
g5785,
g5786,
g5787,K22063
g5788,K02146
g5789,
g5789,
g5790,K11127
g5791,
g5792,
g5793,
g5794,
g5795,
g5796,
g5797,
g5798,
g5799,
g5799,
g5800,
g5801,
g5801,
g5801,
g5802,
g5803,
g5804,K01908
g5805,
g5806,
g5807,
g5808,
g5809,
g5810,K17080
g5811,K10892
g5811,K10892
g5812,K24195
g5813,K10739
g5813,K10739
g5814,K14798
g5815,K22073
g5816,K14829
g5816,K14829
g5817,K12625
g5818,K25058
g5819,K12486
g5820,K06927
g5821,
g5822,
g5823,
g5824,
g5825,
g5826,
g5827,
g5828,
g5829,
g5830,
g5831,
g5832,
g5833,
g5833,
g5833,
g5834,K00276
g5835,K19984
g5836,
g5836,
g5837,
g5838,
g5839,
g5839,
g5840,
g5840,
g5841,
g5842,
g5843,
g5844,
g5845,
g5845,
g5846,
g5847,
g5848,
g5849,
g5850,
g5851,
g5852,
g5853,
g5854,
g5855,
g5856,
g5857,
g5858,
g5859,
g5860,
g5861,
g5862,
g5863,
g5863,K21768
g5864,K13120
g5865,K07512
g5866,
g5866,K15203
g5867,
g5868,
g5869,
g5870,
g5870,
g5871,
g5872,
g5873,
g5874,
g5875,
g5876,
g5877,
g5878,K17424
g5878,K17424
g5879,
g5880,
g5881,
g5882,K00109
g5883,K00681
g5883,K00681
g5884,
g5885,K24824
g5886,
g5887,K00997
g5888,
g5889,
g5890,
g5891,
g5892,
g5893,
g5894,
g5895,
g5896,
g5897,
g5898,
g5899,
g5900,
g5901,
g5902,
g5903,
g5904,
g5905,
g5906,
g5907,
g5908,
g5909,
g5910,
g5911,
g5912,
g5913,
g5914,K18663
g5915,
g5916,K24742
g5917,K22128
g5917,K22128
g5918,
g5919,
g5920,K00799
g5921,
g5922,
g5923,
g5924,K13350
g5924,K13350
g5925,K20724
g5926,
g5926,
g5927,
g5927,
g5928,
g5929,K12196
g5930,K20222
g5930,K20222
g5931,
g5932,
g5933,
g5934,
g5935,
g5936,
g5937,
g5938,
g5939,
g5940,
g5941,
g5942,K07953
g5943,K12823
g5944,K10838
g5944,K10838
g5945,
g5946,
g5947,
g5948,
g5949,
g5950,
g5951,
g5952,
g5953,
g5954,
g5955,
g5955,
g5956,
g5957,
g5958,
g5959,
g5960,
g5961,
g5961,
g5962,
g5963,K17908
g5964,K03386
g5965,
g5966,K06630
g5967,K07583
g5968,K14684
g5969,
g5969,
g5970,K14805
g5971,K11802
g5971,K11802
g5972,
g5973,K09595
g5974,
g5975,
g5975,
g5976,
g5977,
g5978,
g5979,
g5980,
g5981,
g5982,
g5983,
g5984,
g5985,
g5986,
g5987,
g5988,
g5989,
g5990,
g5991,
g5992,K05110
g5993,
g5994,
g5995,K12571
g5996,K05289
g5996,K05289
g5996,K05289
g5997,
g5997,
g5998,K27084
g5998,K27084
g5999,
g6000,
g6001,
g6002,
g6003,
g6004,
g6005,
g6006,
g6007,
g6008,
g6009,
g6010,
g6011,
g6012,
g6013,
g6014,
g6014,
g6015,
g6016,
g6017,
g6018,K12165
g6019,K01876
g6020,K02357
g6021,
g6022,K02943
g6023,
g6024,K03671
g6025,
g6026,
g6026,
g6027,K08819
g6027,K08819
g6028,K11529
g6028,K11529
g6029,
g6029,K22381
g6030,
g6031,K06127
g6032,
g6033,
g6034,
g6034,
g6035,
g6035,
g6035,
g6036,
g6037,
g6038,
g6039,
g6040,K14763
g6040,K14763
g6040,
g6041,
g6041,
g6042,K12179
g6043,K10895
g6044,
g6044,
g6045,K04422
g6046,
g6047,
g6048,
g6049,
g6050,
g6051,
g6052,
g6053,
g6054,
g6055,
g6056,
g6057,
g6058,
g6059,
g6060,
g6061,K14835
g6062,K04423
g6063,
g6064,
g6064,
g6065,
g6066,
g6067,K03105
g6068,
g6069,
g6069,
g6070,K03417
g6070,
g6071,
g6072,K12462
g6073,
g6074,
g6075,
g6076,
g6077,
g6078,
g6079,
g6080,
g6081,
g6082,
g6083,
g6084,
g6085,K17821
g6085,K17821
g6086,
g6087,K07870
g6088,
g6089,K24825
g6090,K05752
g6091,
g6092,
g6093,
g6094,
g6095,
g6096,K08267
g6097,K08267
g6098,K06662
g6099,K20100
g6099,K20100
g6100,K12190
g6101,K21889
g6102,
g6103,
g6104,
g6104,
g6105,
g6106,
g6107,
g6108,K03008
g6109,
g6110,K02964
g6111,
g6112,K12842
g6113,K02885
g6114,K25291
g6115,
g6115,
g6116,
g6117,
g6118,
g6119,
g6120,
g6120,
g6120,
g6121,
g6122,
g6123,
g6124,
g6125,
g6126,
g6127,
g6128,
g6128,
g6128,
g6128,
g6129,
g6130,
g6130,
g6131,
g6131,
g6132,
g6133,
g6134,
g6135,
g6136,
g6137,
g6138,
g6139,
g6139,
g6139,
g6140,
g6141,
g6142,
g6143,
g6144,
g6145,
g6146,
g6146,
g6147,
g6148,
g6149,
g6150,
g6151,K06619
g6152,
g6153,
g6154,
g6155,
g6156,
g6157,
g6158,
g6159,
g6159,
g6160,
g6161,
g6162,
g6163,
g6164,
g6165,
g6166,
g6166,
g6167,K01065
g6168,
g6169,
g6170,
g6171,
g6172,
g6173,
g6174,
g6175,
g6176,
g6177,
g6178,
g6179,
g6180,
g6181,
g6182,
g6183,
g6184,
g6185,
g6186,
g6187,
g6188,
g6189,
g6190,
g6191,
g6192,
g6193,
g6194,
g6195,
g6196,
g6197,
g6198,
g6199,
g6200,
g6201,
g6202,
g6203,
g6204,
g6205,
g6206,
g6207,
g6208,
g6209,
g6210,
g6211,
g6212,
g6213,
g6214,
g6215,
g6216,
g6217,
g6218,
g6219,
g6220,
g6221,
g6222,
g6223,
g6224,
g6225,
g6226,
g6227,
g6228,
g6229,
g6230,
g6231,
g6232,
g6233,
g6234,
g6235,
g6236,
g6237,
g6238,
g6239,
g6240,
g6241,
g6242,
g6243,
g6244,
g6245,
g6246,
g6247,
g6248,
g6249,
g6250,K08870
g6251,K11294
g6252,
g6252,
g6253,
g6254,
g6255,
g6256,
g6256,
g6257,
g6258,
g6259,
g6260,
g6261,
g6262,
g6263,
g6264,
g6265,
g6266,
g6267,
g6268,
g6269,
g6270,
g6271,K12896
g6272,K01490
g6273,
g6274,K01363
g6274,K01363
g6275,
g6276,
g6276,
g6277,
g6278,
g6279,
g6280,
g6281,
g6282,
g6282,
g6282,
g6283,
g6284,
g6285,
g6286,
g6287,K10595
g6287,K10595
g6287,K10595
g6287,K10595
g6288,
g6289,
g6290,
g6291,
g6292,
g6293,
g6294,
g6295,
g6296,
g6297,
g6298,
g6299,
g6300,
g6301,
g6302,
g6303,
g6304,
g6305,
g6305,
g6306,
g6307,
g6308,
g6309,
g6309,
g6310,K01205
g6311,K07019
g6312,
g6313,K02921
g6314,K03106
g6315,K12193
g6316,
g6316,
g6317,
g6318,
g6318,
g6319,
g6320,
g6321,
g6322,
g6323,
g6323,
g6324,
g6324,
g6325,
g6326,
g6326,
g6327,
g6328,K10481
g6329,
g6330,
g6331,K10577
g6332,K16860
g6333,
g6333,
g6334,
g6335,
g6336,
g6337,
g6338,
g6339,
g6340,
g6341,
g6342,
g6343,
g6344,
g6345,
g6346,
g6347,
g6348,K22614
g6348,K22614
g6348,K22614
g6349,
g6350,
g6351,
g6352,
g6353,
g6354,
g6355,
g6356,
g6357,
g6358,
g6359,
g6360,
g6361,
g6362,
g6363,K16449
g6363,K16449
g6364,
g6364,
g6365,
g6365,
g6366,
g6367,K24956
g6368,K23490
g6369,
g6370,
g6370,
g6371,
g6372,
g6372,
g6373,
g6374,
g6375,K11000
g6376,
g6377,K25167
g6378,
g6379,
g6380,
g6381,
g6382,
g6383,
g6384,
g6385,K01056
g6386,
g6387,
g6388,
g6389,K07827
g6390,
g6391,
g6392,
g6393,
g6393,
g6393,
g6394,
g6395,
g6396,K18730
g6396,K18730
g6397,K02915
g6398,
g6398,
g6399,
g6400,
g6401,
g6402,
g6403,
g6404,
g6405,
g6406,
g6407,
g6408,K03845
g6409,
g6410,
g6411,K18758
g6412,K02183
g6413,K13103
g6413,K13103
g6414,
g6415,
g6415,K13303
g6416,
g6417,
g6418,
g6419,
g6420,K20307
g6421,K00649
g6421,K00649
g6421,
g6422,
g6423,
g6424,
g6425,
g6426,K04646
g6427,K12856
g6428,K13344
g6429,K06634
g6429,K06634
g6429,
g6430,K22282
g6431,K00249
g6432,
g6433,
g6434,K17535
g6434,K17535
g6435,
g6436,
g6437,
g6438,
g6439,
g6440,
g6441,
g6442,
g6443,
g6444,K19511
g6445,
g6446,
g6447,K10297
g6448,K03955
g6449,
g6449,
g6450,
g6451,
g6452,
g6453,K13953
g6454,
g6455,
g6456,
g6457,
g6458,
g6459,
g6460,
g6461,
g6462,
g6463,
g6464,
g6465,
g6466,
g6467,
g6467,
g6467,K15119
g6468,K06975
g6468,K06975
g6469,K28083
g6470,
g6471,
g6472,K10481
g6473,
g6474,
g6475,
g6475,
g6475,
g6476,K05105
g6477,
g6478,
g6479,
g6480,
g6481,
g6482,
g6483,
g6484,
g6485,
g6486,
g6487,
g6488,
g6489,
g6490,
g6491,
g6492,
g6493,
g6494,
g6495,
g6496,
g6497,
g6498,
g6499,
g6500,
g6501,
g6502,
g6503,
g6504,
g6505,
g6506,
g6507,
g6508,
g6509,
g6510,
g6511,
g6512,
g6513,
g6514,
g6515,
g6516,
g6517,
g6518,
g6519,
g6520,K00670
g6521,
g6522,K15161
g6522,K15161
g6523,K02537
g6524,K00809
g6525,K20408
g6525,K20408
g6526,K03115
g6526,K03115
g6527,K26608
g6528,K08516
g6529,K20301
g6530,
g6531,K01847
g6531,
g6532,K10579
g6532,K10579
g6533,
g6534,K01077
g6535,
g6536,
g6537,
g6538,
g6539,
g6540,
g6541,
g6542,
g6543,
g6544,
g6545,
g6546,
g6547,
g6548,
g6549,
g6549,
g6550,
g6551,
g6552,
g6553,
g6554,K07440
g6555,
g6556,
g6557,
g6558,K10685
g6559,
g6560,
g6561,
g6562,
g6563,
g6564,
g6565,
g6566,
g6567,
g6568,
g6569,
g6570,
g6571,
g6572,
g6573,
g6574,
g6575,
g6576,
g6577,
g6578,
g6579,
g6580,
g6581,
g6582,
g6583,
g6584,
g6585,
g6586,
g6587,
g6588,
g6589,
g6590,
g6591,
g6592,
g6593,
g6594,
g6595,
g6596,
g6596,
g6597,
g6597,
g6598,
g6599,
g6600,
g6601,
g6601,
g6602,
g6603,
g6604,
g6605,
g6606,
g6607,
g6608,
g6609,
g6610,
g6611,
g6612,
g6613,
g6614,
g6615,
g6616,K23922
g6617,K11380
g6617,K11380
g6617,
g6618,K05760
g6619,K10773
g6620,
g6621,
g6622,
g6623,K03354
g6623,K03354
g6624,K00803
g6625,K01363
g6626,K14795
g6627,
g6628,
g6629,K09645
g6630,
g6631,
g6632,
g6633,
g6634,
g6635,
g6636,
g6637,
g6638,
g6639,
g6640,
g6641,
g6642,
g6643,
g6644,
g6644,
g6645,
g6646,
g6647,K07556
g6647,K07556
g6648,K28049
g6648,K28049
g6649,
g6650,
g6651,K11092
g6652,K25219
g6653,K17702
g6654,
g6655,
g6656,
g6657,
g6658,
g6659,
g6660,K17576
g6660,
g6661,
g6662,
g6663,
g6664,
g6665,
g6666,
g6667,
g6668,
g6669,
g6670,
g6671,
g6672,
g6673,
g6674,
g6675,
g6676,
g6677,
g6678,
g6679,
g6680,
g6681,
g6682,
g6683,
g6684,
g6685,
g6686,
g6687,
g6688,
g6689,
g6690,
g6691,
g6692,
g6693,
g6694,
g6695,
g6696,
g6697,
g6698,
g6699,
g6700,
g6701,
g6702,
g6703,
g6704,
g6705,
g6706,
g6707,
g6708,
g6709,
g6710,
g6711,
g6712,
g6713,
g6714,
g6714,
g6715,
g6716,
g6717,
g6718,
g6719,
g6720,
g6721,
g6722,
g6723,
g6724,
g6725,
g6726,
g6727,
g6728,
g6729,
g6730,
g6731,
g6732,
g6733,
g6733,
g6733,
g6734,
g6735,
g6736,
g6737,
g6738,
g6739,
g6739,
g6739,
g6740,
g6741,K16271
g6742,
g6742,
g6743,
g6744,
g6745,
g6746,
g6747,
g6747,
g6747,
g6748,
g6749,
g6750,K04362
g6751,
g6752,
g6753,
g6754,
g6755,K03781
g6756,
g6756,
g6757,
g6758,
g6759,
g6759,
g6760,K03704
g6760,K03704
g6761,
g6762,
g6763,K04717
g6764,K15371
g6765,K23292
g6766,
g6767,
g6768,
g6769,K08176
g6769,K08176
g6770,
g6771,
g6772,
g6773,
g6774,
g6775,K11162
g6775,K11162
g6776,K05681
g6777,K05681
g6777,K05681
g6778,
g6779,K17989
g6780,K20520
g6781,
g6782,
g6783,K20032
g6784,
g6785,
g6786,
g6786,
g6787,
g6788,
g6789,
g6790,
g6791,
g6792,
g6793,
g6794,
g6795,
g6796,
g6797,
g6798,
g6799,
g6800,
g6801,
g6802,
g6803,
g6804,
g6805,
g6806,
g6807,
g6808,
g6809,
g6810,
g6811,
g6812,
g6813,
g6814,
g6815,
g6816,
g6817,
g6818,
g6819,
g6820,
g6821,K15223
g6822,
g6822,
g6823,
g6824,
g6825,
g6826,
g6827,
g6828,
g6829,
g6830,
g6831,
g6832,
g6833,
g6834,
g6835,
g6836,
g6837,
g6838,
g6839,
g6840,K06981
g6841,
g6842,
g6843,
g6844,
g6845,K22565
g6846,
g6847,
g6848,
g6849,
g6850,
g6851,
g6852,
g6853,
g6854,
g6855,
g6856,
g6857,
g6858,
g6859,
g6860,
g6861,
g6862,K20299
g6862,K17508
g6863,
g6864,
g6864,
g6865,K13989
g6866,
g6867,
g6868,K07151
g6868,
g6868,K07151
g6869,K02260
g6870,K13174
g6871,
g6872,
g6873,
g6874,
g6875,
g6876,
g6877,
g6878,
g6878,
g6879,
g6880,K10418
g6881,K10251
g6882,K16449
g6883,
g6884,
g6885,
g6886,
g6887,
g6888,
g6889,
g6890,
g6891,
g6892,
g6893,
g6894,
g6895,
g6896,K12353
g6897,
g6898,
g6899,
g6900,
g6901,
g6902,
g6903,
g6904,
g6905,
g6906,K16271
g6907,
g6908,
g6909,
g6910,
g6911,K16369
g6911,K08795
g6912,
g6913,
g6914,
g6915,
g6916,K06111
g6916,K06111
g6917,K16365
g6918,
g6919,
g6920,
g6921,
g6922,
g6923,
g6924,
g6925,K11718
g6925,K11718
g6926,
g6927,
g6928,
g6929,
g6930,
g6931,
g6932,
g6933,
g6933,
g6934,
g6935,
g6936,
g6937,K06825
g6938,K00054
g6939,K15025
g6940,
g6941,
g6942,
g6943,
g6944,
g6945,
g6946,K08176
g6947,K07953
g6948,
g6949,
g6950,
g6951,
g6952,
g6953,
g6954,
g6955,K19788
g6956,K01724
g6956,K01724
g6956,K01724
g6956,
g6957,
g6958,
g6959,
g6960,
g6961,
g6962,
g6963,
g6964,
g6965,
g6966,
g6967,
g6968,
g6969,
g6970,
g6971,
g6972,K14016
g6973,K00207
g6973,K00207
g6974,
g6975,K09489
g6975,K09489
g6976,
g6976,K11594
g6977,
g6977,
g6978,
g6979,
g6980,
g6981,
g6982,
g6983,
g6983,
g6984,K06072
g6985,K01611
g6986,K11165
g6986,K11165
g6987,K00750
g6988,
g6988,
g6989,
g6990,K00002
g6990,K00002
g6991,
g6991,
g6992,K11795
g6992,K11795
g6993,K17543
g6994,
g6995,
g6996,
g6997,
g6998,
g6999,
g7000,
g7001,
g7002,
g7003,
g7004,
g7005,
g7006,
g7007,
g7008,
g7009,
g7010,
g7011,
g7012,
g7013,
g7014,
g7015,
g7016,
g7017,
g7018,
g7019,
g7020,
g7021,
g7022,
g7023,
g7024,
g7025,
g7026,
g7027,
g7028,
g7029,
g7030,
g7031,
g7032,
g7033,
g7034,
g7035,
g7036,
g7037,
g7038,
g7039,
g7040,
g7041,
g7042,
g7043,
g7044,
g7045,
g7046,
g7047,
g7048,
g7049,
g7050,
g7051,
g7052,
g7053,
g7054,
g7055,
g7056,
g7057,
g7058,
g7059,
g7060,
g7061,
g7062,
g7063,
g7064,
g7065,K12881
g7065,
g7065,
g7066,
g7067,
g7068,
g7069,K00939
g7069,K00939
g7070,
g7071,
g7072,
g7072,
g7072,
g7073,
g7074,
g7075,
g7076,
g7077,
g7078,
g7079,K23387
g7080,
g7081,K18696
g7081,K18696
g7082,K03926
g7083,
g7084,
g7085,
g7086,K05655
g7087,
g7088,
g7088,
g7089,K26099
g7090,K11339
g7091,
g7091,
g7092,K02145
g7093,K14325
g7094,
g7095,K01482
g7095,
g7096,
g7097,
g7098,
g7099,
g7100,
g7101,
g7102,
g7103,
g7104,
g7105,
g7106,
g7107,
g7108,
g7109,
g7110,
g7111,
g7112,
g7113,
g7114,
g7115,
g7116,
g7117,
g7118,
g7119,
g7120,
g7121,
g7122,
g7123,
g7124,
g7125,
g7126,
g7127,
g7128,
g7129,
g7130,
g7131,K15029
g7132,K03254
g7133,K09424
g7133,K09424
g7134,K07359
g7135,
g7136,
g7137,
g7138,
g7139,
g7140,
g7141,
g7142,
g7143,
g7144,
g7145,K14290
g7146,K00799
g7147,K11291
g7148,K20642
g7148,K20642
g7149,
g7149,
g7149,
g7150,
g7151,
g7152,
g7153,
g7154,
g7155,K17354
g7156,K06910
g7157,K09935
g7158,
g7159,
g7160,
g7161,
g7162,
g7163,
g7164,
g7165,K14521
g7166,K01758
g7167,K04533
g7168,K26731
g7169,
g7169,
g7170,
g7171,
g7172,
g7172,
g7173,
g7174,K22611
g7175,K06948
g7176,
g7177,K12882
g7177,K12882
g7178,
g7179,
g7180,
g7181,
g7182,K03099
g7183,
g7184,
g7185,
g7186,
g7187,
g7188,
g7189,
g7190,
g7191,
g7192,
g7193,
g7194,K13128
g7194,K13128
g7195,K13282
g7196,
g7197,
g7198,
g7199,K07975
g7200,
g7201,
g7202,K20360
g7202,K20360
g7203,
g7204,
g7204,
g7204,
g7205,
g7206,
g7207,
g7208,
g7209,
g7210,
g7211,
g7212,
g7213,
g7214,
g7215,
g7216,
g7217,
g7218,
g7219,
g7220,
g7221,
g7222,
g7223,
g7224,
g7225,
g7226,
g7227,
g7228,
g7229,
g7230,
g7231,
g7232,
g7233,
g7234,
g7235,
g7236,
g7237,
g7238,
g7239,
g7240,
g7241,
g7242,
g7243,
g7244,
g7245,
g7246,
g7247,
g7248,
g7249,
g7250,
g7251,
g7252,
g7253,
g7254,
g7255,
g7256,
g7257,
g7258,
g7259,
g7260,
g7261,
g7262,
g7262,
g7263,
g7263,
g7264,K05016
g7264,K05016
g7265,
g7266,
g7267,
g7268,
g7269,
g7270,
g7271,
g7272,
g7273,
g7274,
g7274,
g7275,
g7276,
g7277,
g7278,
g7279,
g7280,
g7280,
g7281,K07976
g7282,
g7283,
g7284,K18617
g7285,K08582
g7286,
g7287,
g7288,
g7289,
g7290,
g7291,
g7292,
g7293,
g7294,
g7295,
g7296,
g7297,
g7298,
g7299,
g7300,
g7301,
g7302,
g7303,
g7304,
g7305,
g7306,
g7307,
g7308,
g7309,
g7310,
g7311,
g7312,
g7313,
g7314,
g7315,
g7316,
g7317,
g7318,
g7319,
g7320,
g7321,
g7322,
g7323,
g7324,
g7325,
g7326,
g7327,
g7328,
g7329,
g7330,
g7331,
g7332,
g7332,
g7333,K05607
g7334,
g7335,
g7335,
g7336,
g7337,
g7338,
g7339,K23919
g7340,K24983
g7341,
g7342,
g7343,
g7344,K00923
g7345,K01790
g7346,
g7347,
g7347,K23002
g7348,K02875
g7349,
g7350,
g7351,K27605
g7352,
g7352,
g7353,
g7353,
g7354,K12616
g7355,
g7356,
g7357,K14947
g7358,K18723
g7359,K18041
g7360,
g7361,
g7361,
g7362,K14850
g7363,
g7364,K03063
g7364,K03063
g7364,K03256
g7365,K15162
g7365,K15162
g7366,K10575
g7367,
g7367,
g7368,
g7369,K01530
g7370,K13247
g7371,K13124
g7371,K13124
g7372,
g7373,
g7374,
g7375,
g7376,
g7377,K07877
g7378,
g7379,
g7380,
g7381,
g7382,
g7383,
g7384,
g7385,
g7386,
g7387,
g7388,K21922
g7388,K21922
g7389,K25203
g7390,
g7390,
g7391,K14085
g7392,K01259
g7392,K01259
g7393,K08739
g7393,
g7394,
g7395,K03531
g7395,K03531
g7396,K15033
g7397,
g7398,K08341
g7399,
g7400,
g7401,
g7402,
g7403,
g7404,
g7405,
g7406,
g7407,
g7408,
g7409,
g7410,
g7411,
g7412,
g7413,
g7414,
g7415,K09008
g7416,K12844
g7417,
g7417,
g7418,K04515
g7419,
g7420,
g7421,
g7422,
g7423,K12604
g7424,K03681
g7425,
g7426,
g7427,K07874
g7428,
g7429,
g7430,
g7431,
g7432,
g7433,
g7434,
g7435,
g7436,K12771
g7437,K15376
g7438,
g7439,
g7439,
g7440,
g7441,
g7442,
g7443,
g7443,
g7444,K17266
g7444,K17266
g7445,K17491
g7445,K17491
g7446,
g7447,
g7448,K14006
g7449,K14006
g7450,
g7451,K26401
g7452,K14571
g7453,K10481
g7453,
g7454,K05970
g7454,K05970
g7455,K22390
g7456,
g7457,K07756
g7458,
g7459,
g7460,K09560
g7461,K11584
g7461,K11584
g7462,
g7463,K14768
g7464,
g7465,K00565
g7465,K00565
g7466,K06961
g7467,K04349
g7468,
g7469,
g7470,
g7471,K08764
g7472,
g7473,K14621
g7474,K17600
g7475,K17262
g7476,K10268
g7476,K10268
g7477,
g7478,K15171
g7479,K04564
g7479,K04564
g7480,K10639
g7481,
g7482,
g7482,
g7483,
g7484,
g7485,
g7486,
g7487,
g7488,
g7489,
g7490,
g7491,
g7492,
g7493,K19031
g7494,K00503
g7495,
g7496,
g7497,
g7497,
g7498,
g7499,K11517
g7500,
g7501,
g7502,K11527
g7503,
g7504,
g7505,
g7506,
g7507,
g7508,
g7509,
g7510,
g7511,
g7512,
g7513,
g7514,
g7515,
g7516,
g7517,
g7518,
g7519,
g7520,
g7521,
g7522,K04527
g7523,
g7524,
g7525,
g7526,
g7527,
g7528,
g7529,
g7530,
g7531,
g7532,
g7533,
g7534,
g7535,
g7536,
g7537,
g7538,
g7539,
g7540,
g7541,
g7542,
g7543,
g7544,
g7545,
g7546,
g7547,
g7548,
g7549,
g7550,
g7551,
g7552,
g7553,
g7554,
g7555,
g7555,
g7556,
g7557,K23792
g7557,K23792
g7558,
g7559,
g7560,K14537
g7561,K00658
g7562,
g7563,
g7564,
g7565,K06100
g7566,K02870
g7567,
g7568,K03061
g7569,K12403
g7570,K22382
g7571,K01522
g7572,K01104
g7572,K01104
g7573,
g7573,K02932
g7574,
g7574,
g7574,
g7574,
g7575,K07588
g7576,
g7577,K27164
g7577,K27164
g7578,
g7579,
g7580,K14407
g7581,
g7581,
g7582,K17497
g7583,K08894
g7584,
g7584,
g7585,K12166
g7585,K12166
g7586,
g7587,
g7588,
g7589,K20068
g7590,
g7591,K01279
g7591,K01279
g7591,K14823
g7592,
g7593,
g7594,
g7595,
g7596,
g7597,
g7598,
g7599,
g7600,
g7601,
g7602,
g7603,
g7604,
g7605,
g7606,
g7607,
g7608,
g7609,
g7610,
g7611,
g7612,
g7613,
g7614,
g7615,
