Geneid,KO_ID
g4847,K09424
g4848,K07359
g4849,
g4850,
g4851,
g4852,
g4853,
g4854,
g4855,
g4856,
g4857,
g4858,
g4859,K14290
g4860,K00799
g4861,K11291
g4862,K20642
g4862,K20642
g4863,
g4864,
g4865,
g4866,
g4867,
g4868,K17354
g4869,K06910
g4870,K11752
g4871,
g4872,
g4873,
g4874,
g4875,
g4876,
g4877,
g4878,K14521
g4879,K01758
g4880,K04533
g4881,K26731
g4882,
g4883,
g4884,
g4885,
g4885,
g4886,
g4887,K22611
g4888,K06948
g4889,
g4890,K12882
g4890,K12882
g4891,
g4892,
g4893,
g4894,
g4895,
g4896,
g4897,
g4898,
g4899,
g4900,
g4901,
g4902,K03099
g4903,
g4904,
g4905,
g4906,
g4907,
g4908,
g4909,
g4910,
g4911,
g4912,
g4913,
g4914,
g4915,K13128
g4915,K13128
g4916,K13282
g4917,
g4918,
g4919,
g4919,
g4920,K07975
g4921,
g4922,
g4923,K20360
g4924,
g4925,
g4926,
g4927,
g4928,
g4929,
g4930,
g4931,
g4932,
g4933,
g4934,
g4935,
g4936,
g4937,
g4938,
g4939,
g4940,
g4941,
g4942,
g4943,
g4944,
g4945,
g4946,
g4947,
g4948,
g4949,
g4950,
g4951,
g4952,
g4953,
g4954,
g4955,
g4956,
g4957,
g4958,
g4959,
g4960,
g4961,
g4962,
g4963,
g4964,
g4965,
g4966,
g4967,
g4968,
g4969,
g4970,
g4971,
g4972,
g4973,
g4974,
g4975,
g4976,
g4977,
g4978,
g4979,
g4980,
g4981,
g4982,
g4983,
g4984,
g4985,
g4986,
g4987,
g4988,
g4989,
g4990,
g4991,
g4992,
g4993,
g4994,K03281
g4995,
g4996,
g4997,
g4998,
g4999,
g5000,
g5001,
g5002,
g5003,
g5004,
g5005,
g5005,
g5006,
g5007,
g5008,
g5009,
g5010,
g5011,K07976
g5011,K07976
g5012,
g5013,
g5014,
g5015,K18617
g5016,K08582
g5016,K08582
g5017,
g5018,
g5018,
g5019,
g5020,
g5021,
g5022,
g5023,
g5024,
g5025,
g5026,
g5027,
g5028,
g5029,
g5030,
g5031,
g5032,
g5033,
g5034,
g5035,
g5036,
g5037,
g5038,
g5039,
g5040,
g5041,
g5042,
g5043,
g5044,
g5045,
g5046,
g5047,
g5048,
g5049,
g5050,
g5051,
g5052,
g5053,
g5054,
g5055,
g5056,
g5057,
g5058,
g5059,
g5060,K13718
g5061,
g5062,K10244
g5063,
g5064,
g5065,
g5066,
g5067,
g5068,
g5069,
g5070,
g5071,
g5072,
g5073,
g5074,
g5075,
g5076,
g5077,
g5078,
g5079,
g5080,
g5081,
g5082,
g5083,
g5084,
g5085,
g5086,
g5087,
g5088,
g5089,
g5090,
g5091,
g5092,
g5093,
g5094,
g5095,
g5096,
g5097,
g5098,
g5099,
g5100,K05103
g5101,K15264
g5102,
g5103,
g5104,
g5105,
g5106,
g5107,
g5108,
g5109,
g5110,K15865
g5111,K10648
g5112,K05105
g5113,
g5114,K15264
g5115,K05110
g5116,K00863
g5117,K04630
g5118,K10573
g5119,
g5120,
g5121,
g5122,
g5123,
g5124,K11129
g5125,K10753
g5125,
g5125,K10753
g5126,
g5127,K23390
g5128,
g5129,K26161
g5130,
g5131,
g5132,
g5133,
g5134,K03434
g5135,K17890
g5136,
g5137,
g5138,
g5139,
g5140,
g5141,
g5142,
g5143,
g5144,
g5145,
g5146,
g5147,
g5148,
g5149,
g5150,
g5151,
g5152,
g5153,
g5154,
g5155,
g5156,
g5157,
g5158,
g5159,
g5160,
g5161,
g5162,
g5163,
g5164,
g5165,
g5166,
g5167,
g5168,
g5169,
g5170,
g5171,
g5172,
g5173,
g5174,
g5175,
g5176,
g5177,
g5178,
g5179,
g5180,
g5181,
g5182,
g5183,
g5184,
g5185,
g5186,
g5187,
g5188,
g5189,
g5190,
g5191,
g5192,
g5193,
g5194,
g5195,K02258
g5196,K20792
g5197,K03514
g5197,K03514
g5198,K14400
g5199,K18461
g5200,
g5201,
g5202,
g5203,
g5204,
g5205,
g5206,
g5207,
g5208,
g5209,
g5210,
g5211,
g5212,
g5213,
g5214,
g5215,
g5216,
g5216,
g5216,
g5217,K19044
g5218,
g5219,
g5220,
g5221,
g5222,
g5223,
g5223,
g5224,K13196
g5225,
g5226,
g5227,
g5228,K27706
g5229,
g5230,K18674
g5231,
g5232,
g5233,
g5234,
g5235,
g5236,
g5237,
g5238,
g5239,
g5240,
g5241,
g5242,
g5243,
g5244,
g5245,K06062
g5246,
g5247,
g5247,K01177
g5248,K01495
g5249,
g5250,K05106
g5251,
g5252,
g5253,
g5254,
g5255,K14137
g5256,
g5257,
g5258,
g5258,
g5259,
g5260,
g5261,
g5262,
g5263,
g5264,
g5265,
g5266,
g5267,
g5268,
g5269,
g5270,
g5271,
g5272,K18419
g5273,
g5274,
g5275,
g5276,
g5277,
g5278,
g5279,
g5280,
g5281,
g5282,K15445
g5283,
g5284,
g5284,
g5285,K20405
g5286,K08492
g5287,K18159
g5288,K28199
g5288,
g5289,K02209
g5290,K26089
g5291,
g5292,
g5293,K06628
g5294,
g5295,K10365
g5296,K10589
g5297,
g5298,
g5299,
g5300,
g5301,K23710
g5302,K14950
g5303,
g5304,
g5305,
g5306,
g5307,
g5308,
g5309,
g5310,
g5311,
g5312,
g5313,
g5314,
g5315,
g5316,
g5316,
g5317,
g5318,K13106
g5319,
g5320,
g5321,K00868
g5322,
g5323,
g5323,K03869
g5324,K04567
g5325,K11855
g5326,K13107
g5327,K05019
g5328,
g5329,K12191
g5329,
g5330,K00970
g5331,
g5331,
g5332,K20178
g5333,
g5334,K18643
g5335,K19026
g5336,K13179
g5337,K14050
g5338,K14721
g5339,
g5340,
g5341,
g5341,
g5342,
g5343,K00889
g5344,
g5345,
g5346,
g5347,
g5348,
g5349,
g5350,
g5351,
g5352,
g5353,
g5354,
g5355,
g5356,K19787
g5357,
g5357,
g5358,
g5359,K19951
g5359,K19951
g5360,
g5361,K02830
g5361,K02830
g5362,K00008
g5363,
g5364,K00134
g5365,K11996
g5366,
g5367,
g5368,
g5369,
g5369,
g5370,
g5371,
g5372,
g5373,
g5374,
g5375,
g5376,
g5377,
g5378,
g5379,
g5380,
g5381,
g5382,
g5383,
g5384,
g5385,
g5386,
g5387,
g5388,K07208
g5389,
g5390,K01245
g5391,
g5392,
g5393,
g5394,K14410
g5394,K14410
g5395,
g5396,K06709
g5397,K18417
g5398,K19658
g5399,
g5400,
g5401,
g5402,
g5403,
g5404,
g5405,
g5406,
g5407,K20402
g5408,K24420
g5408,K24420
g5409,
g5410,K04615
g5411,K05853
g5411,K05853
g5412,K14788
g5413,K15255
g5414,
g5415,K12272
g5416,K14686
g5417,K17866
g5418,K09188
g5419,K12613
g5420,
g5421,
g5422,
g5423,
g5424,
g5425,
g5426,
g5427,
g5428,
g5429,
g5430,
g5431,
g5432,
g5433,
g5434,
g5435,
g5436,
g5437,
g5438,
g5439,
g5440,
g5441,
g5442,
g5443,
g5444,
g5445,
g5446,
g5447,
g5448,
g5449,
g5450,
g5451,
g5452,
g5453,
g5454,
g5455,
g5456,
g5457,
g5458,
g5459,
g5460,
g5461,
g5462,
g5463,
g5464,
g5465,
g5466,
g5467,
g5468,
g5469,
g5470,
g5471,
g5472,
g5473,
g5474,
g5475,
g5476,
g5477,
g5478,
g5479,
g5480,
g5481,
g5482,
g5483,
g5484,
g5485,
g5486,
g5487,
g5488,
g5489,
g5490,
g5490,K17576
g5491,
g5492,
g5493,
g5494,
g5495,
g5496,
g5497,
g5498,
g5499,
g5500,
g5501,
g5502,
g5503,
g5504,
g5505,
g5506,
g5507,
g5508,
g5509,
g5510,
g5511,
g5512,
g5513,
g5514,
g5515,
g5516,K19839
g5517,
g5518,
g5519,
g5520,
g5520,
g5521,
g5522,
g5523,
g5524,
g5525,
g5526,
g5527,
g5528,K10771
g5528,K10771
g5528,K10771
g5529,K15979
g5530,
g5531,
g5532,
g5533,
g5534,
g5535,
g5536,
g5537,K22684
g5537,K22684
g5538,
g5539,
g5540,
g5541,
g5542,
g5543,
g5544,K07178
g5545,
g5546,K23010
g5546,K23010
g5547,
g5548,K02918
g5549,
g5550,K20280
g5551,
g5552,
g5553,
g5554,
g5555,K00784
g5556,
g5557,
g5558,
g5559,
g5560,
g5560,
g5560,
g5561,
g5562,
g5563,K22390
g5564,K11968
g5565,
g5566,
g5567,
g5568,
g5569,
g5570,
g5571,
g5572,
g5573,
g5574,
g5575,
g5576,
g5577,
g5578,
g5579,
g5580,
g5581,
g5582,
g5583,
g5584,
g5585,
g5586,
g5587,
g5588,
g5589,
g5590,
g5591,
g5592,
g5593,
g5594,
g5595,
g5596,
g5597,
g5598,
g5599,
g5600,
g5601,
g5602,
g5603,
g5604,
g5605,
g5606,
g5607,
g5608,
g5609,
g5610,
g5611,
g5612,
g5613,
g5614,
g5615,
g5616,
g5617,
g5618,
g5619,
g5620,
g5621,
g5622,
g5623,
g5624,
g5625,
g5626,
g5627,
g5628,
g5629,
g5630,
g5631,
g5632,
g5633,
g5634,
g5635,
g5636,
g5637,
g5638,
g5639,
g5640,
g5641,
g5642,
g5643,
g5644,
g5645,
g5646,
g5647,
g5648,
g5649,
g5649,
g5649,
g5650,
g5651,
g5652,
g5653,K01639
g5654,K07937
g5655,
g5656,
g5656,
g5657,
g5658,
g5659,
g5660,
g5661,
g5662,
g5663,
g5664,
g5665,
g5666,
g5667,
g5668,
g5669,
g5669,
g5670,
g5671,K07390
g5672,K15293
g5673,K04712
g5674,K00573
g5675,K20493
g5675,K20493
g5676,
g5677,
g5678,
g5679,
g5680,
g5681,
g5682,
g5683,
g5684,
g5685,
g5686,
g5687,
g5688,
g5689,
g5690,
g5691,
g5692,
g5693,
g5694,
g5695,
g5696,
g5697,K12382
g5698,K12826
g5699,K12876
g5700,
g5701,
g5702,
g5703,
g5704,
g5705,
g5706,
g5707,
g5708,
g5709,
g5710,
g5711,
g5712,
g5713,
g5714,
g5715,
g5716,
g5717,
g5718,
g5719,
g5720,
g5721,
g5722,
g5723,
g5724,
g5725,
g5726,
g5727,
g5728,
g5729,
g5730,
g5731,
g5732,
g5733,
g5734,
g5735,
g5736,
g5737,
g5738,K00902
g5739,
g5740,K24687
g5741,K25102
g5742,K02838
g5742,K02838
g5743,
g5743,
g5744,
g5745,K02998
g5746,
g5747,
g5748,
g5748,
g5749,
g5750,K12598
g5751,K02731
g5752,K03038
g5753,K18749
g5754,
g5755,K03679
g5756,
g5757,
g5758,
g5759,
g5760,
g5761,
g5762,
g5763,
g5764,
g5765,
g5765,
g5766,
g5767,
g5767,
g5768,
g5768,
g5768,
g5769,
g5770,
g5771,K08740
g5772,K11338
g5773,
g5774,
g5775,
g5776,
g5777,
g5778,
g5779,
g5780,
g5781,
g5782,
g5783,
g5784,
g5785,
g5786,
g5787,
g5788,
g5789,
g5790,
g5791,
g5792,
g5793,
g5794,
g5795,
g5796,
g5797,
g5798,
g5799,
g5800,
g5801,
g5802,
g5803,K11290
g5804,
g5805,
g5806,
g5807,
g5808,
g5809,
g5810,K16672
g5811,
g5812,
g5813,K06173
g5814,K06694
g5815,K18163
g5815,K18163
g5816,
g5816,
g5817,
g5818,
g5819,K25877
g5819,K25877
g5820,
g5821,K00323
g5822,K00031
g5823,
g5823,
g5824,
g5825,
g5826,
g5827,
g5827,
g5828,
g5829,
g5830,
g5831,
g5832,
g5833,K13698
g5834,
g5835,
g5836,
g5837,
g5838,
g5839,
g5840,
g5841,
g5842,
g5843,
g5844,
g5845,
g5846,
g5847,
g5848,
g5849,
g5850,
g5851,
g5852,
g5853,
g5854,
g5855,
g5856,
g5857,
g5858,
g5859,
g5860,
g5861,
g5861,
g5862,
g5862,
g5863,
g5864,
g5865,K09420
g5866,K13948
g5867,K15707
g5868,K16578
g5869,K02920
g5870,
g5871,
g5872,
g5873,
g5874,
g5875,
g5876,
g5877,
g5878,
g5879,
g5880,
g5881,
g5882,
g5883,
g5884,
g5885,
g5886,
g5887,
g5888,
g5889,
g5890,
g5891,
g5892,
g5893,
g5894,
g5895,
g5896,
g5897,
g5898,
g5899,
g5900,
g5901,
g5902,
g5903,
g5904,
g5905,
g5906,
g5907,
g5908,
g5909,
g5910,
g5911,
g5912,
g5913,
g5914,
g5915,
g5916,
g5917,K02738
g5918,
g5919,K07203
g5920,
g5921,K19932
g5922,
g5923,K22145
g5924,K08818
g5924,K08818
g5924,K17822
g5925,
g5926,
g5927,
g5928,K16570
g5928,K16570
g5929,
g5930,K12607
g5931,K01634
g5931,K01634
g5932,
g5933,
g5934,K10609
g5935,
g5936,
g5937,
g5938,
g5939,
g5940,
g5941,
g5942,
g5943,
g5944,
g5945,
g5946,
g5947,
g5948,
g5949,
g5950,
g5951,
g5951,
g5952,
g5953,K20493
g5954,
g5955,K23791
g5956,
g5957,K14319
g5958,
g5959,
g5960,
g5961,
g5962,
g5963,
g5964,
g5965,
g5966,
g5967,
g5968,
g5969,
g5970,
g5971,
g5972,
g5973,
g5974,
g5975,
g5976,
g5977,
g5978,
g5979,
g5980,
g5981,
g5982,
g5983,
g5984,
g5985,
g5986,
g5987,
g5988,
g5989,
g5990,
g5991,
g5992,
g5993,
g5994,
g5995,
g5996,
g5997,
g5998,
g5999,
g6000,
g6001,
g6002,
g6003,
g6004,
g6005,
g6006,
g6007,
g6008,
g6009,
g6010,
g6011,
g6012,
g6013,
g6014,
g6015,
g6016,
g6017,
g6018,
g6019,
g6020,
g6021,
g6022,
g6023,
g6024,
g6025,
g6026,
g6027,
g6028,
g6029,
g6030,
g6031,
g6032,
g6033,
g6034,
g6035,
g6036,
g6037,
g6038,
g6039,
g6040,
g6041,
g6042,
g6043,
g6044,
g6045,
g6046,
g6047,
g6048,
g6049,K06158
g6049,
g6050,
g6051,
g6052,
g6053,
g6054,
g6055,
g6056,
g6057,
g6058,
g6059,
g6060,
g6061,
g6062,
g6063,
g6064,
g6065,
g6066,
g6067,
g6068,
g6069,
g6070,
g6071,
g6072,
g6073,
g6074,
g6075,
g6076,
g6077,
g6078,
g6079,
g6080,
g6081,
g6082,
g6083,
g6084,
g6085,
g6086,
g6087,K14685
g6088,
g6088,
g6089,
g6090,
g6091,
g6092,
g6093,
g6094,
g6095,
g6096,
g6097,
g6098,
g6099,
g6100,
g6101,K00968
g6102,
g6103,K24796
g6104,
g6105,K03251
g6105,K03251
g6106,
g6107,
g6108,
g6109,
g6110,
g6111,
g6112,
g6113,
g6114,
g6115,
g6116,
g6117,K24737
g6118,
g6119,
g6120,
g6121,
g6122,
g6123,K17613
g6123,
g6123,
g6124,
g6125,
g6126,
g6127,
g6128,K00804
g6129,
g6130,
g6131,K26752
g6132,
g6133,
g6134,K12398
g6135,K14822
g6136,
g6137,
g6138,
g6139,K04854
g6140,
g6141,
g6142,
g6143,
g6144,
g6145,
g6146,
g6147,
g6148,
g6149,
g6150,
g6151,
g6152,
g6153,
g6154,
g6155,
g6156,
g6157,
g6158,
g6159,
g6160,
g6161,
g6162,
g6163,
g6164,
g6165,
g6166,
g6167,
g6168,
g6169,
g6170,
g6171,
g6172,
g6173,
g6174,K12385
g6175,
g6175,
g6176,
g6177,
g6178,
g6179,
g6180,
g6181,
g6182,
g6183,K11126
g6184,K17085
g6184,K17085
g6184,K17085
g6185,
g6186,
g6187,K13143
g6188,
g6189,
g6190,K14808
g6191,
g6192,
g6193,K14778
g6193,K14778
g6194,
g6194,
g6195,
g6196,
g6197,
g6198,
g6199,
g6200,
g6201,
g6202,
g6203,
g6204,
g6205,
g6206,
g6207,
g6208,
g6209,
g6209,
g6210,
g6211,
g6212,K18162
g6213,
g6214,K05126
g6215,
g6216,
g6217,
g6218,
g6219,
g6220,K10454
g6221,
g6222,
g6223,
g6224,
g6225,
g6226,
g6227,
g6228,
g6229,
g6230,
g6231,
g6232,
g6233,
g6234,
g6235,
g6236,
g6237,
g6238,
g6239,
g6240,
g6241,
g6242,
g6243,
g6244,
g6245,
g6246,
g6247,
g6248,
g6249,
g6250,
g6251,
g6252,
g6253,
g6254,
g6255,
g6256,K22403
g6257,K12864
g6258,K12329
g6259,K27310
g6260,
g6261,
g6262,
g6263,
g6264,
g6265,
g6266,
g6267,
g6268,
g6269,
g6270,
g6270,
g6271,K10732
g6271,K10732
g6272,
g6273,
g6274,
g6275,
g6276,
g6277,
g6278,
g6279,
g6280,
g6281,
g6282,
g6283,
g6284,
g6285,
g6286,
g6287,
g6288,
g6289,
g6290,
g6291,
g6292,K22540
g6293,
g6293,
g6294,
g6295,
g6296,
g6297,K24940
g6298,K08991
g6298,K08991
g6299,
g6300,
g6300,
g6301,
g6302,
g6303,
g6304,
g6305,
g6306,K13963
g6306,K13963
g6307,
g6308,
g6309,
g6309,
g6310,
g6311,
g6312,
g6313,
g6314,
g6315,
g6316,
g6317,
g6318,
g6319,
g6320,
g6321,
g6322,
g6323,
g6324,
g6324,
g6325,
g6326,
g6327,
g6328,
g6329,
g6330,
g6331,
g6332,
g6333,
g6334,
g6335,
g6336,K20135
g6337,
g6338,
g6339,
g6340,
g6341,
g6342,
g6343,
g6344,
g6345,
g6346,
g6347,
g6348,
g6349,
g6350,K23490
g6351,
g6352,
g6353,K12178
g6354,
g6355,
g6356,
g6357,
g6358,
g6359,
g6360,
g6361,
g6362,
g6363,
g6364,
g6365,K08900
g6365,K08900
g6366,
g6367,K15190
g6368,K28102
g6369,K03353
g6370,K19367
g6371,
g6372,
g6373,
g6374,
g6375,
g6376,
g6377,
g6378,
g6379,
g6380,
g6381,
g6382,
g6383,
g6384,
g6385,
g6386,
g6386,K07200
g6386,
g6387,
g6388,
g6389,
g6390,K03099
g6391,
g6392,
g6393,
g6394,
g6395,
g6396,
g6397,
g6398,
g6399,K03113
g6400,
g6401,
g6402,
g6402,
g6403,
g6404,K08997
g6405,
g6406,
g6407,
g6408,
g6409,K00799
g6410,
g6411,
g6412,
g6413,
g6414,K10875
g6415,
g6416,K12489
g6417,
g6418,K08065
g6419,
g6420,
g6421,
g6422,
g6423,
g6424,
g6425,
g6426,
g6427,
g6428,
g6429,
g6430,
g6431,
g6432,
g6433,
g6434,
g6435,
g6436,
g6437,
g6438,
g6439,
g6440,K07360
g6441,
g6442,
g6443,K08051
g6444,
g6445,K17878
g6446,
g6447,K00816
g6448,K08844
g6449,K13993
g6449,K13993
g6450,
g6451,
g6452,
g6453,
g6454,
g6455,
g6456,
g6457,
g6458,
g6459,
g6460,
g6461,
g6462,
g6463,
g6464,K22943
g6464,K22943
g6465,
g6466,
g6467,
g6468,
g6469,
g6470,
g6471,
g6472,
g6473,
g6474,
g6475,
g6476,
g6477,
g6478,
g6479,
g6480,
g6481,
g6482,
g6483,
g6484,
g6485,
g6486,
g6487,
g6488,
g6489,
g6490,
g6491,
g6492,
g6493,
g6494,
g6495,
g6496,
g6497,
g6498,
g6499,
g6500,
g6501,
g6502,
g6503,K23287
g6504,K10416
g6505,
g6506,
g6507,
g6508,
g6509,
g6510,
g6511,
g6512,
g6513,
g6514,
g6515,
g6516,
g6517,
g6518,
g6519,
g6520,
g6521,
g6522,
g6523,
g6523,
g6524,
g6525,
g6526,
g6527,
g6528,
g6529,
g6530,
g6531,
g6532,
g6533,
g6534,
g6535,
g6536,
g6537,
g6537,
g6538,
g6539,
g6540,
g6541,
g6542,
g6543,
g6544,K10606
g6545,K06126
g6546,K05954
g6547,K02208
g6548,K10657
g6549,K11097
g6550,
g6551,
g6552,
g6553,
g6554,
g6555,
g6556,
g6557,K04362
g6558,K00010
g6558,
g6558,
g6559,K11436
g6560,K22068
g6561,K00721
g6562,K22804
g6563,K13167
g6564,
g6565,
g6566,
g6567,
g6568,
g6569,
g6570,
g6570,
g6571,
g6572,
g6573,K06110
g6574,
g6575,
g6576,
g6577,
g6578,
g6579,
g6580,
g6581,
g6582,
g6583,
g6584,
g6585,
g6586,
g6587,
g6588,
g6589,
g6590,
g6591,
g6592,
g6593,
g6594,
g6595,
g6596,
g6597,
g6598,
g6599,
g6600,
g6601,
g6602,
g6603,
g6604,
g6605,
g6606,
g6607,
g6608,
g6609,
g6610,
g6611,
g6612,
g6613,
g6614,
g6615,
g6616,
g6617,
g6618,
g6619,
g6620,
g6621,
g6622,
g6623,
g6624,
g6625,
g6626,
g6627,
g6628,
g6629,
g6630,
g6631,
g6632,
g6633,
g6634,
g6635,
g6636,K01056
g6637,K08794
g6638,K20164
g6639,K12402
g6640,K00457
g6641,K12587
g6642,K12862
g6643,K01810
g6644,
g6645,K12373
g6646,K13165
g6647,
g6648,K02868
g6649,K28026
g6649,K28026
g6650,K01409
g6650,K01409
g6651,K04555
g6652,K01192
g6652,K01192
g6653,
g6654,
g6655,K11086
g6656,
g6657,
g6657,
g6658,
g6659,K00943
g6660,K00140
g6661,
g6662,
g6663,
g6663,
g6664,
g6664,
g6665,
g6666,
g6667,
g6668,
g6669,
g6670,
g6671,
g6672,
g6673,K10392
g6674,K24760
g6675,K12880
g6676,
g6676,
g6677,K01883
g6678,K03064
g6679,
g6680,K05350
g6680,
g6681,
g6682,
g6683,K01013
g6684,
g6685,K11418
g6685,K11418
g6686,
g6687,
g6688,
g6689,
g6690,
g6690,
g6691,K23404
g6691,K00060
g6692,K14688
g6693,
g6694,K01868
g6695,K23905
g6696,K11094
g6697,
g6698,
g6699,
g6699,
g6700,K27045
g6701,K14819
g6702,K12307
g6703,K20183
g6704,K04799
g6704,K04799
g6705,
g6706,K03952
g6707,
g6708,K09849
g6709,K03130
g6710,K15278
g6710,
g6711,K21249
g6712,
g6713,
g6714,K03029
g6715,
g6716,
g6717,
g6718,K10728
g6719,
g6720,
g6721,
g6722,K11274
g6723,K09272
g6724,K05181
g6725,K23080
g6725,K23080
g6726,
g6727,
g6728,
g6728,K22559
g6729,
g6730,
g6731,K14297
g6732,K11308
g6733,
g6734,K21806
g6735,K01610
g6736,
g6737,
g6738,
g6739,
g6740,
g6741,K01855
g6742,
g6743,K03216
g6744,K06685
g6745,
g6746,K14993
g6747,
g6748,
g6749,
g6750,K20160
g6751,K23801
g6752,
g6753,
g6754,
g6755,
g6756,
g6757,
g6758,
g6759,
g6760,
g6761,
g6762,
g6763,
g6764,
g6765,
g6766,
g6767,
g6768,
g6769,
g6770,
g6771,
g6772,
g6773,
g6774,
g6775,
g6776,
g6777,
g6778,
g6779,
g6780,
g6781,
g6782,
g6783,
g6784,
g6785,
g6786,
g6787,
g6788,
g6789,
g6790,
g6791,
g6792,
g6793,
g6794,
g6795,
g6796,
g6797,
g6798,
g6799,
g6800,
g6801,
g6802,
g6803,K24070
g6804,
g6805,K24891
g6806,K00705
g6806,K00705
g6807,K15445
g6808,
g6809,K17610
g6810,K04460
g6811,K13207
g6811,K13207
g6812,
g6813,
g6814,
g6814,
g6815,
g6816,
g6817,K23796
g6818,K23562
g6819,K03469
g6820,
g6821,K00311
g6822,K02040
g6823,K27288
g6824,
g6825,K01824
g6826,
g6827,K26230
g6828,
g6829,
g6830,
g6831,K00643
g6831,K00643
g6832,K01599
g6833,K01749
g6834,K00231
g6835,
g6836,K02148
g6837,K05767
g6838,
g6839,K07206
g6840,K03259
g6841,
g6841,
g6842,
g6843,
g6843,
g6844,
g6845,K02328
g6846,
g6847,K17286
g6848,
g6849,
g6850,K20133
g6851,
g6852,
g6853,
g6854,
g6855,
g6856,
g6857,
g6858,
g6859,
g6860,
g6861,
g6862,
g6863,
g6864,
g6865,
g6866,
g6867,
g6868,
g6869,
g6870,
g6871,
g6872,K14570
g6873,
g6873,K01166
g6874,K03942
g6875,
g6876,
g6876,
g6877,K12811
g6878,
g6879,K08266
g6880,
g6881,
g6882,
g6883,
g6884,
g6885,
g6886,
g6887,
g6888,
g6889,
g6890,
g6891,
g6892,
g6893,K10481
g6894,
g6895,
g6896,
g6897,K01127
g6898,K12600
g6899,
g6899,
g6900,K03392
g6901,
g6902,K18442
g6903,
g6904,
g6905,
g6906,
g6907,
g6908,K07023
g6909,K13093
g6910,K03351
g6911,K25059
g6912,K03007
g6913,
g6914,K24887
g6915,
g6916,K01126
g6917,
g6918,
g6919,
g6920,
g6921,
g6922,
g6923,
g6924,
g6925,
g6926,
g6927,
g6928,
g6929,
g6930,
g6931,
g6932,
g6933,
g6934,
g6935,
g6936,
g6937,
g6938,
g6939,
g6940,
g6941,
g6942,
g6943,
g6944,
g6945,
g6946,
g6947,
g6948,K01273
g6949,K20756
g6950,K05546
g6951,K24169
g6952,K13187
g6953,K08829
g6954,
g6955,K18183
g6956,
g6957,K07198
g6958,K07199
g6959,K23879
g6960,K10699
g6961,
g6962,
g6963,K06067
g6963,K06067
g6964,K09531
g6965,K13800
g6966,K00472
g6967,
g6967,
g6968,
g6969,K08331
g6970,K12664
g6971,K07562
g6972,
g6973,
g6974,
g6975,
g6976,
g6977,
g6978,
g6979,
g6980,
g6981,
g6982,
g6983,
g6984,
g6985,
g6986,
g6987,
g6988,
g6989,K14836
g6990,
g6990,
g6991,K01698
g6992,
g6993,K23544
g6994,K00113
g6994,
g6994,K00113
g6995,K18911
g6996,K18912
g6997,K01887
g6998,K13342
g6999,K15448
g7000,K15304
g7001,K12947
g7002,
g7003,
g7004,K03142
g7005,K00857
g7006,
g7007,
g7008,
g7009,
g7010,
g7011,
g7012,K01968
g7013,K12626
g7014,
g7015,K10573
g7016,
g7017,
g7018,K07442
g7018,
g7018,K07442
g7019,
g7020,
g7021,
g7021,
g7022,K17606
g7023,K27705
g7024,
g7024,
g7024,K09503
g7025,
g7026,K12161
g7027,
g7028,
g7029,K01288
g7030,K01873
g7031,
g7032,
g7033,
g7034,
g7035,K18620
g7036,
g7037,K05855
g7038,K08098
g7039,K10874
g7040,
g7041,
g7042,
g7043,K12872
g7044,
g7045,
g7046,K23785
g7047,K23741
g7048,
g7049,
g7050,
g7051,K01524
g7052,K04565
g7053,
g7054,K08857
g7054,K08857
g7055,
g7056,
g7057,
g7058,
g7059,
g7060,
g7061,K23922
g7061,
g7062,
g7063,
g7064,
g7065,
g7066,
g7067,
g7068,
g7069,
g7070,
g7071,
g7072,
g7073,
g7074,
g7075,
g7076,
g7077,
g7078,
g7079,
g7080,
g7081,
g7082,
g7083,
g7084,
g7085,
g7086,K27898
g7087,K09645
g7088,
g7089,
g7090,K18620
g7091,
g7092,
g7093,K00486
g7093,K00486
g7093,K18463
g7094,
g7095,
g7096,K00799
g7097,K15292
g7098,
g7099,K16186
g7100,
g7101,K15305
g7102,
g7103,
g7104,
g7105,
g7106,
g7107,
g7108,
g7109,
g7110,
g7111,
g7112,
g7113,
g7114,
g7115,K23398
g7116,K23287
g7117,
g7118,
g7119,
g7120,
g7121,
g7122,
g7123,
g7124,
g7125,
g7126,
g7127,
g7128,
g7129,
g7130,
g7131,
g7132,
g7133,
g7134,
g7135,
g7136,
g7137,K22943
g7138,K20131
g7139,
g7140,
g7141,K23026
g7142,
g7143,
g7144,
g7145,
g7145,
g7146,
g7147,
g7148,
g7149,
g7150,
g7151,
g7152,
g7153,
g7153,
g7154,
g7155,
g7156,
g7157,
g7158,
g7159,
g7160,
g7161,
g7162,
g7163,
g7164,
g7165,
g7166,
g7167,
g7168,
g7169,
g7170,
g7171,
g7172,
g7173,
g7174,
g7175,
g7176,
g7177,
g7178,
g7179,
g7180,
g7181,
g7182,
g7183,
g7184,
g7185,
g7186,
g7187,
g7188,
g7189,
g7190,
g7191,
g7192,
g7193,
g7194,
g7195,
g7196,
g7197,
g7198,
g7199,
g7199,
g7200,
g7201,
g7202,
g7203,
g7204,
g7205,
g7206,
g7207,
g7208,
g7209,
g7210,
g7211,
g7212,
g7213,
g7214,
g7215,
g7216,
g7217,
g7218,
g7219,
g7220,
g7221,K05110
g7222,
g7222,
g7223,
g7224,
g7225,
g7226,
g7227,K20718
g7228,
g7229,
g7230,K08851
g7231,
g7232,K00273
g7233,
