Orthogroup	bc2001_braker	vvermcdc19_braker
OG0000822	bc2001_g16816.t3, bc2001_g16816.t1	vverm_g626.t1
OG0000823	bc2001_g7854.t1, bc2001_g7854.t2, bc2001_g15746.t1, bc2001_g15746.t2	vverm_g5953.t1, vverm_g16319.t1
OG0000824	bc2001_g9665.t1	vverm_g10131.t1, vverm_g3606.t1
OG0000824	bc2001_g19618.t1	vverm_g16598.t1, vverm_g16598.t2
OG0000827	bc2001_g9340.t1, bc2001_g2445.t1, bc2001_g698.t1, bc2001_g11253.t1	vverm_g8824.t1
OG0000841	bc2001_g3435.t1, bc2001_g18410.t1, bc2001_g18378.t1, bc2001_g13678.t1	vverm_g15395.t1, vverm_g13015.t1, vverm_g13932.t1
OG0000847	bc2001_g16155.t1	vverm_g13136.t1, vverm_g13136.t2, vverm_g12501.t1, vverm_g12501.t2, vverm_g12501.t3, vverm_g13136.t3, vverm_g13209.t1
OG0000848	bc2001_g16164.t2, bc2001_g16164.t3, bc2001_g16164.t1, bc2001_g16164.t4	vverm_g13524.t1, vverm_g13524.t2, vverm_g441.t1
OG0000880	bc2001_g18719.t1	vverm_g11154.t1, vverm_g12074.t1, vverm_g11159.t1
OG0000880	bc2001_g19081.t1	vverm_g1856.t1
OG0000881	bc2001_g15580.t1, bc2001_g15581.t1	vverm_g5850.t1
OG0000882	bc2001_g11655.t1	vverm_g5488.t1
OG0000882	bc2001_g11656.t2, bc2001_g11656.t1	vverm_g5490.t1
OG0000883	bc2001_g17198.t2, bc2001_g17198.t1	vverm_g3244.t1
OG0000885	bc2001_g3219.t1	vverm_g9981.t1, vverm_g16870.t1
OG0000885	bc2001_g8341.t1	vverm_g989.t1
OG0000886	bc2001_g13973.t1, bc2001_g14003.t1, bc2001_g14011.t1	vverm_g12669.t1
OG0000887	bc2001_g12800.t2	vverm_g13856.t1
OG0000887	bc2001_g6370.t2, bc2001_g6370.t1	vverm_g72.t1
OG0000888	bc2001_g8479.t1, bc2001_g8479.t2	vverm_g9373.t1
OG0000889	bc2001_g15170.t1	vverm_g9598.t1
OG0000889	bc2001_g11551.t1	vverm_g1801.t1
OG0000890	bc2001_g1252.t1, bc2001_g1253.t1, bc2001_g1253.t2	vverm_g3164.t1, vverm_g3164.t2, vverm_g3166.t1
OG0000891	bc2001_g6986.t2, bc2001_g6986.t1	vverm_g12890.t1
OG0000892	bc2001_g4632.t1, bc2001_g3536.t1	vverm_g11075.t1, vverm_g11076.t1
OG0000893	bc2001_g10510.t1	vverm_g5115.t1
OG0000893	bc2001_g16300.t1	vverm_g16186.t1
OG0000894	bc2001_g13771.t1	vverm_g378.t1, vverm_g378.t2
OG0000895	bc2001_g8720.t1, bc2001_g8721.t1	vverm_g12116.t1, vverm_g12118.t1
OG0000896	bc2001_g16182.t3, bc2001_g16182.t1, bc2001_g16182.t2	vverm_g13526.t1, vverm_g13526.t2, vverm_g443.t2, vverm_g443.t1
OG0000897	bc2001_g11114.t1	vverm_g4420.t1, vverm_g4420.t2
OG0000898	bc2001_g10696.t1	vverm_g8384.t1
OG0000898	bc2001_g17041.t1, bc2001_g17041.t2	vverm_g16004.t1
OG0000899	bc2001_g3946.t1	vverm_g15679.t1, vverm_g7886.t1, vverm_g4222.t1
OG0000901	bc2001_g9115.t1	vverm_g224.t1
OG0000903	bc2001_g6097.t1, bc2001_g6096.t1	vverm_g16686.t1
OG0000905	bc2001_g3926.t1	vverm_g9620.t1, vverm_g9620.t2
OG0000906	bc2001_g8221.t3	vverm_g1931.t4
OG0000906	bc2001_g8221.t2	vverm_g1931.t3
OG0000907	bc2001_g3480.t1, bc2001_g10450.t1	vverm_g14985.t1, vverm_g12224.t1
OG0000908	bc2001_g1852.t2, bc2001_g1852.t1	vverm_g11050.t1
OG0000908	bc2001_g1740.t1	vverm_g14259.t1
OG0000909	bc2001_g8499.t1	vverm_g12268.t1
OG0000909	bc2001_g9621.t1	vverm_g12879.t1, vverm_g7895.t1
OG0000910	bc2001_g2440.t1	vverm_g11293.t1
OG0000910	bc2001_g1831.t2	vverm_g11066.t1
OG0000911	bc2001_g11273.t1	vverm_g8837.t1, vverm_g4031.t1
OG0000911	bc2001_g6368.t1	vverm_g15767.t1
OG0000913	bc2001_g7365.t1, bc2001_g7365.t2	vverm_g13170.t1, vverm_g13170.t2, vverm_g12535.t2, vverm_g12535.t1
OG0000914	bc2001_g13197.t1, bc2001_g13197.t2	vverm_g15311.t1
OG0000915	bc2001_g4836.t1, bc2001_g2483.t1	vverm_g16070.t1
OG0000916	bc2001_g970.t1, bc2001_g970.t2, bc2001_g961.t1	vverm_g14255.t1
OG0000917	bc2001_g17333.t1, bc2001_g17352.t1	vverm_g11487.t1
OG0000918	bc2001_g3270.t1, bc2001_g4567.t1, bc2001_g4567.t2	vverm_g5997.t1
OG0000920	bc2001_g5917.t1, bc2001_g5917.t2	vverm_g14781.t1, vverm_g14781.t3, vverm_g14781.t2, vverm_g4803.t1
OG0000921	bc2001_g9897.t1, bc2001_g9897.t2	vverm_g1415.t1
OG0000921	bc2001_g13455.t2, bc2001_g13455.t1	vverm_g4804.t1
OG0000922	bc2001_g17139.t1	vverm_g6119.t1, vverm_g6119.t2, vverm_g9629.t3, vverm_g9629.t1, vverm_g9629.t2
OG0000923	bc2001_g2087.t4, bc2001_g2087.t2, bc2001_g2087.t1	vverm_g9614.t1, vverm_g9614.t2, vverm_g14405.t1, vverm_g2527.t1
OG0000924	bc2001_g18074.t1	vverm_g3023.t1
OG0000925	bc2001_g16911.t1	vverm_g9616.t1
OG0000925	bc2001_g223.t1	vverm_g6112.t1
OG0000926	bc2001_g18969.t1	vverm_g3429.t1
OG0000928	bc2001_g5689.t1, bc2001_g4818.t2, bc2001_g5689.t2, bc2001_g4818.t1	vverm_g13955.t1
OG0000929	bc2001_g11304.t1	vverm_g3372.t1
OG0000929	bc2001_g11303.t1, bc2001_g11303.t2	vverm_g3368.t1
OG0000930	bc2001_g16187.t2, bc2001_g16187.t3	vverm_g16934.t2, vverm_g16934.t1
OG0000931	bc2001_g16931.t1	vverm_g1358.t1, vverm_g16764.t1, vverm_g5041.t1
OG0000932	bc2001_g18300.t1, bc2001_g18300.t2, bc2001_g18300.t3	vverm_g2559.t1
OG0000933	bc2001_g16836.t1	vverm_g611.t1
OG0000933	bc2001_g3825.t1	vverm_g9816.t1
OG0000934	bc2001_g6167.t1	vverm_g5350.t1, vverm_g5350.t2, vverm_g5756.t1, vverm_g5756.t2
OG0000935	bc2001_g12889.t1	vverm_g8222.t1, vverm_g9181.t1, vverm_g9181.t2, vverm_g11299.t1
OG0000936	bc2001_g5964.t1	vverm_g15015.t1, vverm_g9707.t2, vverm_g9707.t1, vverm_g2678.t1, vverm_g2678.t2
OG0000937	bc2001_g10721.t1, bc2001_g10721.t2, bc2001_g10721.t3	vverm_g8389.t1
OG0000938	bc2001_g10567.t1, bc2001_g10567.t2	vverm_g3181.t1
OG0000940	bc2001_g17375.t4, bc2001_g17375.t3, bc2001_g17375.t2, bc2001_g17375.t1	vverm_g11080.t1
OG0000941	bc2001_g18097.t2, bc2001_g18097.t1	vverm_g12005.t1
OG0000942	bc2001_g2136.t1	vverm_g13958.t1
OG0000942	bc2001_g4870.t1	vverm_g12625.t1
OG0000943	bc2001_g5176.t1	vverm_g8862.t1
OG0000943	bc2001_g14117.t1	vverm_g3694.t1, vverm_g11502.t1
OG0000944	bc2001_g17191.t2, bc2001_g17191.t1	vverm_g3251.t1
OG0000945	bc2001_g14219.t1, bc2001_g14219.t2, bc2001_g19071.t1, bc2001_g19071.t2	vverm_g9142.t1
OG0000946	bc2001_g15884.t1	vverm_g14590.t1, vverm_g6046.t1, vverm_g6046.t2
OG0000947	bc2001_g7820.t3, bc2001_g7820.t2, bc2001_g7820.t1	vverm_g7733.t1, vverm_g7736.t2, vverm_g7736.t1
OG0000948	bc2001_g7451.t1	vverm_g15341.t1
OG0000948	bc2001_g7359.t1	vverm_g13201.t1
OG0000949	bc2001_g5222.t1, bc2001_g5222.t2	vverm_g12820.t1
OG0000950	bc2001_g2168.t1	vverm_g2576.t1
OG0000951	bc2001_g18346.t2, bc2001_g18346.t1	vverm_g1864.t1
OG0000953	bc2001_g17327.t1	vverm_g11468.t1
OG0000954	bc2001_g13281.t1, bc2001_g13281.t2	vverm_g5808.t1
OG0000955	bc2001_g2753.t1	vverm_g15374.t1, vverm_g15374.t2
OG0000956	bc2001_g14426.t2, bc2001_g14426.t1	vverm_g102.t1, vverm_g102.t2, vverm_g102.t3
OG0000957	bc2001_g14925.t2, bc2001_g14925.t1	vverm_g7695.t1, vverm_g7695.t2
OG0000958	bc2001_g17647.t1, bc2001_g17648.t1	vverm_g4948.t1
OG0000959	bc2001_g19082.t2, bc2001_g19082.t1	vverm_g3788.t1, vverm_g1868.t1, vverm_g1868.t2
OG0000960	bc2001_g19063.t1	vverm_g1825.t2, vverm_g1825.t1
OG0000960	bc2001_g19063.t2	vverm_g815.t1
OG0000961	bc2001_g11562.t1	vverm_g13102.t1
OG0000962	bc2001_g17831.t1	vverm_g7321.t1
OG0000962	bc2001_g2167.t2, bc2001_g2167.t1	vverm_g4629.t1
OG0000963	bc2001_g16499.t1	vverm_g8763.t2, vverm_g8763.t1
OG0000964	bc2001_g1859.t1, bc2001_g1859.t2	vverm_g13637.t1, vverm_g16725.t1
OG0000965	bc2001_g2756.t1	vverm_g15496.t1, vverm_g13997.t1
OG0000966	bc2001_g3700.t1	vverm_g8924.t1
OG0000968	bc2001_g2199.t1, bc2001_g2199.t2	vverm_g15945.t1, vverm_g15945.t3, vverm_g15945.t2, vverm_g12312.t1, vverm_g16259.t1
OG0000969	bc2001_g7840.t1	vverm_g7741.t1
OG0000971	bc2001_g13910.t1, bc2001_g13131.t1	vverm_g13047.t1, vverm_g13423.t1, vverm_g8651.t1
OG0000972	bc2001_g8411.t1	vverm_g2977.t3, vverm_g2977.t1, vverm_g2977.t2, vverm_g12153.t1
OG0000973	bc2001_g13815.t1	vverm_g2112.t1
OG0000973	bc2001_g297.t1	vverm_g8185.t1
OG0000974	bc2001_g17777.t1	vverm_g7300.t1
OG0000974	bc2001_g16461.t1	vverm_g8813.t2, vverm_g8813.t1
OG0000975	bc2001_g1767.t2, bc2001_g1767.t1	vverm_g6232.t2, vverm_g6232.t1
OG0000976	bc2001_g8194.t1, bc2001_g8367.t1, bc2001_g8356.t1	vverm_g10517.t1
OG0000977	bc2001_g11455.t2, bc2001_g11455.t1	vverm_g10401.t2, vverm_g10401.t1
OG0000978	bc2001_g19592.t1	vverm_g15930.t1
OG0000979	bc2001_g632.t1	vverm_g3365.t1, vverm_g9619.t1, vverm_g2759.t1
OG0000980	bc2001_g12853.t1	vverm_g15161.t2, vverm_g15161.t1, vverm_g14711.t1, vverm_g16724.t1
OG0000981	bc2001_g17134.t1	vverm_g3331.t1
OG0000981	bc2001_g1237.t1	vverm_g1516.t3, vverm_g1513.t1
OG0000982	bc2001_g2161.t1	vverm_g4625.t1, vverm_g4625.t2, vverm_g4641.t1, vverm_g4641.t2
OG0000983	bc2001_g8626.t2, bc2001_g8626.t1, bc2001_g8626.t3	vverm_g14004.t1
OG0000984	bc2001_g6992.t1, bc2001_g6992.t2	vverm_g2353.t1, vverm_g2354.t1
OG0000985	bc2001_g1976.t1, bc2001_g1975.t1	vverm_g6091.t1
OG0000986	bc2001_g605.t1	vverm_g15386.t1
OG0000986	bc2001_g13619.t2, bc2001_g13619.t1	vverm_g8173.t1
OG0000987	bc2001_g19047.t1	vverm_g1791.t1
OG0000987	bc2001_g12993.t1	vverm_g7422.t1
OG0000988	bc2001_g5342.t2, bc2001_g5342.t1	vverm_g1910.t1, vverm_g1910.t3, vverm_g11586.t3, vverm_g11586.t2, vverm_g9848.t1
OG0000989	bc2001_g12190.t2, bc2001_g12190.t1	vverm_g11420.t2, vverm_g11420.t1, vverm_g10047.t1, vverm_g10047.t2
OG0000990	bc2001_g13683.t1, bc2001_g5707.t1	vverm_g12600.t2, vverm_g12600.t1
OG0000991	bc2001_g3984.t3	vverm_g9048.t1
OG0000991	bc2001_g3984.t1, bc2001_g3984.t2	vverm_g7381.t1
OG0000992	bc2001_g956.t2, bc2001_g956.t1	vverm_g3995.t1, vverm_g14248.t1
OG0000993	bc2001_g10346.t1, bc2001_g10346.t2	vverm_g4736.t1
OG0000994	bc2001_g17515.t3, bc2001_g17515.t1, bc2001_g17515.t2	vverm_g7334.t1, vverm_g7334.t2
OG0000995	bc2001_g15383.t2, bc2001_g15383.t1	vverm_g7237.t2, vverm_g15199.t2, vverm_g15199.t1, vverm_g7237.t1
OG0000996	bc2001_g17445.t1, bc2001_g17445.t2	vverm_g14222.t1, vverm_g16585.t1
OG0000997	bc2001_g1241.t1	vverm_g1582.t1
OG0000997	bc2001_g1240.t1	vverm_g1512.t1
OG0000998	bc2001_g17591.t1, bc2001_g17591.t2	vverm_g4877.t1
OG0000999	bc2001_g19580.t1, bc2001_g8486.t2, bc2001_g8486.t1	vverm_g12192.t1
OG0001000	bc2001_g7481.t1	vverm_g15523.t1
OG0001001	bc2001_g1912.t1	vverm_g10906.t1, vverm_g10917.t1, vverm_g10917.t2, vverm_g10993.t1, vverm_g10993.t2
OG0001002	bc2001_g13223.t4, bc2001_g13223.t3, bc2001_g13223.t2, bc2001_g13223.t1	vverm_g15331.t1
OG0001003	bc2001_g7167.t1	vverm_g12962.t1
OG0001004	bc2001_g16800.t1, bc2001_g16800.t2	vverm_g637.t2, vverm_g637.t1
OG0001005	bc2001_g18413.t2, bc2001_g18413.t1, bc2001_g18371.t1, bc2001_g18371.t2	vverm_g13400.t1
OG0001006	bc2001_g10864.t1	vverm_g16648.t1, vverm_g12538.t1, vverm_g14376.t1, vverm_g3881.t1
OG0001007	bc2001_g926.t1, bc2001_g926.t2	vverm_g14269.t1
OG0001008	bc2001_g11650.t1, bc2001_g2627.t1, bc2001_g11649.t1	vverm_g9260.t1, vverm_g9260.t2, vverm_g9263.t1
OG0001009	bc2001_g18453.t1	vverm_g12079.t2, vverm_g12079.t1
OG0001010	bc2001_g9112.t1	vverm_g16578.t2, vverm_g16578.t1, vverm_g232.t1
OG0001011	bc2001_g8930.t1	vverm_g5600.t1
OG0001011	bc2001_g2938.t2, bc2001_g12812.t1	vverm_g6278.t1
OG0001012	bc2001_g18274.t1	vverm_g14700.t1, vverm_g15176.t1, vverm_g15159.t1, vverm_g14713.t1, vverm_g14022.t1, vverm_g11045.t1
OG0001013	bc2001_g3819.t1, bc2001_g3819.t2	vverm_g9874.t2, vverm_g9874.t1
OG0001014	bc2001_g10687.t1	vverm_g8377.t1, vverm_g2689.t1, vverm_g13580.t1, vverm_g13651.t1
OG0001015	bc2001_g10284.t2, bc2001_g10284.t1	vverm_g7297.t1, vverm_g10394.t1
OG0001016	bc2001_g15379.t2	vverm_g2599.t2, vverm_g2599.t1
OG0001017	bc2001_g13811.t1	vverm_g327.t1
OG0001017	bc2001_g14239.t2, bc2001_g14239.t1	vverm_g1349.t1
OG0001018	bc2001_g5878.t2, bc2001_g5878.t1	vverm_g14800.t3, vverm_g14800.t1, vverm_g14800.t2
OG0001022	bc2001_g302.t1	vverm_g9879.t1
OG0001022	bc2001_g9556.t1, bc2001_g13739.t1	vverm_g16193.t1, vverm_g9878.t1, vverm_g6766.t1
OG0001029	bc2001_g9256.t2, bc2001_g9256.t1	vverm_g1147.t1
OG0001029	bc2001_g1067.t1	vverm_g5169.t1
OG0001034	bc2001_g1728.t2	vverm_g3474.t1, vverm_g3082.t1, vverm_g16446.t2, vverm_g2820.t1, vverm_g16446.t1, vverm_g2820.t2, vverm_g4589.t2, vverm_g2430.t1, vverm_g4589.t1
OG0001037	bc2001_g2032.t1	vverm_g12408.t2, vverm_g12408.t1
OG0001037	bc2001_g19495.t1	vverm_g4266.t1, vverm_g4266.t2
OG0001040	bc2001_g2739.t1, bc2001_g2739.t2, bc2001_g2738.t1	vverm_g15449.t2, vverm_g15449.t1
OG0001043	bc2001_g11721.t3, bc2001_g11721.t1, bc2001_g11721.t2, bc2001_g14371.t1, bc2001_g3338.t1	vverm_g16243.t1, vverm_g4079.t1
OG0001048	bc2001_g5569.t3, bc2001_g5569.t1, bc2001_g5569.t2	vverm_g3585.t2, vverm_g3585.t1, vverm_g4493.t1, vverm_g4493.t2
OG0001053	bc2001_g9102.t1, bc2001_g9126.t1	vverm_g206.t2, vverm_g206.t1
OG0001054	bc2001_g9360.t1	vverm_g2306.t2, vverm_g2306.t1
OG0001054	bc2001_g9361.t1	vverm_g2291.t1, vverm_g2021.t1
OG0001056	bc2001_g13765.t1, bc2001_g15591.t1, bc2001_g11985.t1	vverm_g16781.t1, vverm_g13285.t1, vverm_g2058.t1
OG0001057	bc2001_g16849.t1, bc2001_g16849.t2	vverm_g4712.t1, vverm_g4712.t2
OG0001059	bc2001_g18509.t1	vverm_g12580.t1, vverm_g12580.t2, vverm_g4820.t1
OG0001096	bc2001_g12529.t2, bc2001_g12529.t1, bc2001_g12529.t3	vverm_g1275.t1
OG0001097	bc2001_g7834.t2, bc2001_g7834.t1	vverm_g14167.t1
OG0001098	bc2001_g12468.t1	vverm_g12706.t1
OG0001098	bc2001_g16601.t1	vverm_g8643.t1
OG0001099	bc2001_g9385.t1	vverm_g6683.t1
OG0001099	bc2001_g5145.t1	vverm_g14646.t1
OG0001100	bc2001_g1126.t2, bc2001_g1126.t1, bc2001_g1126.t3	vverm_g5204.t2, vverm_g5204.t1, vverm_g5204.t3
OG0001101	bc2001_g1777.t1	vverm_g5238.t2, vverm_g5238.t1, vverm_g12630.t1
OG0001102	bc2001_g18870.t2, bc2001_g18870.t1	vverm_g5293.t1, vverm_g16403.t1, vverm_g16403.t2
OG0001103	bc2001_g11762.t1	vverm_g7430.t1
OG0001104	bc2001_g13570.t1	vverm_g7326.t1, vverm_g3119.t2, vverm_g3119.t1, vverm_g3921.t1
OG0001105	bc2001_g16179.t1	vverm_g13537.t1, vverm_g450.t1, vverm_g1046.t1
OG0001106	bc2001_g18336.t1	vverm_g898.t2, vverm_g898.t1, vverm_g11499.t1, vverm_g910.t1, vverm_g14461.t1
OG0001107	bc2001_g326.t2, bc2001_g326.t3	vverm_g1714.t1
OG0001107	bc2001_g326.t1	vverm_g1706.t1
OG0001108	bc2001_g11864.t1	vverm_g11515.t1
OG0001109	bc2001_g5040.t2, bc2001_g5040.t1	vverm_g2497.t1
OG0001110	bc2001_g7281.t1	vverm_g12998.t1
OG0001111	bc2001_g16683.t1	vverm_g8566.t1, vverm_g8566.t2, vverm_g1807.t1
OG0001114	bc2001_g6070.t1	vverm_g3207.t1
OG0001114	bc2001_g6070.t2	vverm_g16677.t1
OG0001115	bc2001_g2715.t1	vverm_g15391.t1
OG0001116	bc2001_g12464.t1	vverm_g1318.t1
OG0001118	bc2001_g8248.t2, bc2001_g8248.t1, bc2001_g8248.t3	vverm_g943.t1
OG0001119	bc2001_g3682.t1	vverm_g1417.t1
OG0001121	bc2001_g15536.t1	vverm_g5840.t1
OG0001123	bc2001_g8325.t1, bc2001_g8325.t2	vverm_g12984.t1, vverm_g6471.t1
OG0001124	bc2001_g1909.t1	vverm_g11001.t2, vverm_g11001.t1
OG0001125	bc2001_g16184.t3, bc2001_g10223.t1	vverm_g16921.t1
OG0001126	bc2001_g1139.t1, bc2001_g1139.t2	vverm_g5306.t1, vverm_g5306.t2
OG0001128	bc2001_g14036.t1, bc2001_g10155.t1	vverm_g1139.t1
OG0001129	bc2001_g7081.t2, bc2001_g7081.t1	vverm_g12929.t2, vverm_g12929.t1
OG0001129	bc2001_g7080.t1	vverm_g12838.t1
OG0001130	bc2001_g8660.t1	vverm_g11510.t2, vverm_g12123.t1
OG0001131	bc2001_g1964.t1	vverm_g11037.t1
OG0001131	bc2001_g5591.t1	vverm_g8020.t1
OG0001132	bc2001_g10271.t1, bc2001_g10271.t2	vverm_g10333.t1
OG0001133	bc2001_g17605.t1	vverm_g4940.t1
OG0001134	bc2001_g8531.t3, bc2001_g4107.t1, bc2001_g12757.t1	vverm_g7019.t1
OG0001136	bc2001_g1419.t2, bc2001_g1419.t1	vverm_g10857.t3, vverm_g10857.t2, vverm_g10857.t1
OG0001137	bc2001_g18234.t1, bc2001_g18234.t2	vverm_g14357.t1, vverm_g2551.t1
OG0001139	bc2001_g1198.t1	vverm_g5130.t1
OG0001139	bc2001_g13919.t1	vverm_g13876.t1, vverm_g6728.t1
OG0001140	bc2001_g15642.t1	vverm_g14069.t1, vverm_g5870.t1, vverm_g10443.t2, vverm_g10443.t1
OG0001142	bc2001_g17580.t1	vverm_g4857.t1
OG0001142	bc2001_g17579.t2, bc2001_g17579.t1	vverm_g4858.t1
OG0001144	bc2001_g11587.t1	vverm_g14684.t1
OG0001145	bc2001_g13507.t1	vverm_g6671.t1
OG0001146	bc2001_g14370.t2, bc2001_g14370.t1	vverm_g11654.t1
OG0001146	bc2001_g3337.t1	vverm_g11653.t1
OG0001147	bc2001_g10300.t1	vverm_g10378.t1
OG0001147	bc2001_g17883.t1	vverm_g13793.t1
OG0001148	bc2001_g18350.t1	vverm_g10707.t1, vverm_g14325.t1, vverm_g14326.t1, vverm_g3524.t1
OG0001149	bc2001_g11126.t1	vverm_g4342.t1
OG0001150	bc2001_g158.t2, bc2001_g158.t1, bc2001_g158.t3	vverm_g2526.t2, vverm_g2526.t1
OG0001151	bc2001_g14769.t1, bc2001_g14682.t1, bc2001_g16048.t1	vverm_g6822.t1
OG0001152	bc2001_g464.t1	vverm_g15955.t1, vverm_g15955.t2, vverm_g10751.t2, vverm_g10571.t3, vverm_g10751.t1, vverm_g10571.t1, vverm_g10571.t2
OG0001153	bc2001_g18905.t1, bc2001_g18905.t2	vverm_g5219.t1, vverm_g16413.t1
OG0001154	bc2001_g12858.t1	vverm_g9154.t1
OG0001155	bc2001_g11289.t1, bc2001_g11289.t2	vverm_g3370.t1, vverm_g3384.t2, vverm_g3384.t1
OG0001156	bc2001_g2557.t1	vverm_g12815.t2, vverm_g12815.t1, vverm_g11797.t1
OG0001157	bc2001_g7395.t1, bc2001_g7395.t2	vverm_g12449.t1, vverm_g12449.t2
OG0001158	bc2001_g13865.t1	vverm_g9957.t1
OG0001160	bc2001_g10536.t1	vverm_g9350.t1, vverm_g5100.t1
OG0001161	bc2001_g18226.t2, bc2001_g18226.t1	vverm_g2578.t1, vverm_g2578.t2
OG0001162	bc2001_g99.t1	vverm_g9868.t1, vverm_g9868.t2
OG0001162	bc2001_g4720.t1	vverm_g16168.t1
OG0001163	bc2001_g19505.t1	vverm_g4171.t1
OG0001165	bc2001_g10167.t1	vverm_g9052.t1, vverm_g1745.t2, vverm_g1745.t1
OG0001166	bc2001_g3215.t1	vverm_g16865.t2
OG0001166	bc2001_g8226.t1	vverm_g16865.t1
OG0001167	bc2001_g942.t2, bc2001_g942.t1	vverm_g14265.t1
OG0001168	bc2001_g19499.t1, bc2001_g19503.t1	vverm_g4185.t1
OG0001169	bc2001_g7880.t1	vverm_g11929.t1, vverm_g7774.t1, vverm_g768.t1, vverm_g13280.t1
OG0001170	bc2001_g17830.t2	vverm_g7313.t1
OG0001170	bc2001_g17830.t3, bc2001_g17830.t1	vverm_g7314.t1
OG0001171	bc2001_g11557.t2	vverm_g15181.t2, vverm_g14694.t2, vverm_g15181.t1, vverm_g14694.t1
OG0001172	bc2001_g7578.t1, bc2001_g18425.t1	vverm_g12526.t1, vverm_g13161.t1, vverm_g13161.t2
OG0001173	bc2001_g11653.t2, bc2001_g11653.t1	vverm_g10052.t1
OG0001173	bc2001_g10803.t1	vverm_g8991.t1
OG0001174	bc2001_g639.t1	vverm_g2736.t1
OG0001174	bc2001_g1141.t1	vverm_g5168.t1
OG0001175	bc2001_g9506.t1	vverm_g6166.t1
OG0001176	bc2001_g16927.t1	vverm_g957.t1, vverm_g3499.t1, vverm_g15055.t1
OG0001177	bc2001_g2399.t1	vverm_g14263.t1, vverm_g6823.t1, vverm_g6823.t2
OG0001178	bc2001_g6742.t1, bc2001_g6742.t2, bc2001_g6907.t1	vverm_g12547.t1, vverm_g12547.t2
OG0001179	bc2001_g16742.t1	vverm_g703.t1, vverm_g703.t2
OG0001180	bc2001_g15879.t1	vverm_g6007.t1, vverm_g6007.t2, vverm_g10339.t1
OG0001181	bc2001_g8117.t1	vverm_g12046.t1, vverm_g1564.t1
OG0001184	bc2001_g18583.t2, bc2001_g18583.t1	vverm_g16869.t1, vverm_g16869.t2
OG0001185	bc2001_g16230.t1	vverm_g16157.t1
OG0001185	bc2001_g14394.t1	vverm_g13936.t1
OG0001186	bc2001_g15126.t1, bc2001_g15126.t2	vverm_g5863.t1, vverm_g14076.t1
OG0001187	bc2001_g7095.t2, bc2001_g7095.t1	vverm_g12943.t2, vverm_g12943.t1
OG0001188	bc2001_g12899.t1, bc2001_g12899.t2, bc2001_g12899.t3	vverm_g5183.t2, vverm_g5183.t1
OG0001189	bc2001_g5709.t1	vverm_g12612.t1, vverm_g7652.t1
OG0001191	bc2001_g3376.t1, bc2001_g3376.t2	vverm_g16113.t3, vverm_g12561.t1, vverm_g15564.t1, vverm_g4058.t1, vverm_g16114.t1
OG0001192	bc2001_g3960.t1	vverm_g15652.t2, vverm_g15652.t3, vverm_g15652.t1
OG0001193	bc2001_g857.t2, bc2001_g857.t1	vverm_g14278.t1
OG0001194	bc2001_g15200.t1, bc2001_g15274.t1	vverm_g1740.t1, vverm_g13234.t1
OG0001195	bc2001_g16837.t1	vverm_g610.t1
OG0001196	bc2001_g1775.t1	vverm_g6208.t1
OG0001197	bc2001_g7352.t1, bc2001_g7352.t2	vverm_g13530.t1, vverm_g446.t1
OG0001199	bc2001_g4549.t2, bc2001_g4549.t1, bc2001_g4549.t3	vverm_g12393.t1, vverm_g5601.t1
OG0001200	bc2001_g9544.t1	vverm_g3124.t2, vverm_g3926.t2, vverm_g3124.t1, vverm_g3926.t1
OG0001201	bc2001_g3377.t2, bc2001_g3377.t1	vverm_g8421.t1, vverm_g8421.t2, vverm_g8421.t3
OG0001202	bc2001_g17188.t1	vverm_g4003.t1, vverm_g3262.t2, vverm_g3262.t1
OG0001203	bc2001_g18932.t2, bc2001_g18932.t1	vverm_g16411.t2, vverm_g16411.t1
OG0001205	bc2001_g11454.t1, bc2001_g17259.t1, bc2001_g11123.t1	vverm_g13669.t1
OG0001206	bc2001_g7205.t1	vverm_g10744.t1, vverm_g10563.t1, vverm_g10563.t2, vverm_g16710.t1
OG0001207	bc2001_g7971.t1	vverm_g13084.t1, vverm_g13084.t2, vverm_g13069.t1, vverm_g13061.t1, vverm_g2026.t1
OG0001208	bc2001_g17131.t1	vverm_g13410.t1, vverm_g3295.t1
OG0001209	bc2001_g2559.t2, bc2001_g2559.t1	vverm_g551.t1
OG0001210	bc2001_g6862.t2, bc2001_g6862.t1	vverm_g15685.t1
OG0001211	bc2001_g16278.t1	vverm_g13485.t1
OG0001212	bc2001_g16869.t1	vverm_g15372.t2, vverm_g15372.t1, vverm_g588.t1, vverm_g581.t3
OG0001213	bc2001_g7798.t2, bc2001_g7798.t1	vverm_g7140.t1, vverm_g12427.t1
OG0001214	bc2001_g18245.t2, bc2001_g18245.t1	vverm_g2570.t1, vverm_g2570.t2, vverm_g2570.t3
OG0001216	bc2001_g11547.t1, bc2001_g14224.t1, bc2001_g19707.t1	vverm_g12233.t1, vverm_g10881.t1
OG0001217	bc2001_g11680.t1	vverm_g2113.t1, vverm_g13155.t1, vverm_g12520.t1
OG0001218	bc2001_g13438.t1	vverm_g7836.t1
OG0001218	bc2001_g13437.t1	vverm_g12368.t2, vverm_g12368.t1
OG0001219	bc2001_g10292.t1	vverm_g10390.t2, vverm_g10390.t1
OG0001220	bc2001_g4995.t2, bc2001_g4995.t1	vverm_g2513.t1
