Orthogroup	bc2001_braker	bc2002_braker
OG0000942	bc2001_g4870.t1	bc2002_g10821.t1
OG0000943	bc2001_g5176.t1	bc2002_g3460.t1
OG0000943	bc2001_g14117.t1	bc2002_g11024.t1
OG0000944	bc2001_g17191.t2, bc2001_g17191.t1	bc2002_g7817.t1
OG0000945	bc2001_g14219.t1	bc2002_g18356.t1
OG0000945	bc2001_g14219.t2	bc2002_g18356.t2
OG0000945	bc2001_g19071.t1, bc2001_g19071.t2	bc2002_g6729.t1
OG0000946	bc2001_g15884.t1	bc2002_g884.t2
OG0000947	bc2001_g7820.t3	bc2002_g19303.t1
OG0000947	bc2001_g7820.t2, bc2001_g7820.t1	bc2002_g19302.t1
OG0000948	bc2001_g7451.t1	bc2002_g13888.t1
OG0000948	bc2001_g7359.t1	bc2002_g4640.t1
OG0000949	bc2001_g5222.t1	bc2002_g3408.t1
OG0000949	bc2001_g5222.t2	bc2002_g3408.t2
OG0000950	bc2001_g2168.t1	bc2002_g11417.t1, bc2002_g11416.t1
OG0000951	bc2001_g18346.t2, bc2001_g18346.t1	bc2002_g16042.t1
OG0000953	bc2001_g17327.t1	bc2002_g19501.t1
OG0000953	bc2001_g554.t2	bc2002_g16537.t2
OG0000953	bc2001_g554.t1	bc2002_g16537.t1
OG0000954	bc2001_g13281.t1	bc2002_g13318.t1
OG0000954	bc2001_g13281.t2	bc2002_g13318.t2
OG0000955	bc2001_g2753.t1	bc2002_g18896.t1
OG0000956	bc2001_g14426.t2, bc2001_g14426.t1	bc2002_g16280.t3, bc2002_g16280.t2, bc2002_g16280.t1
OG0000957	bc2001_g14925.t2, bc2001_g14925.t1	bc2002_g19364.t2, bc2002_g19364.t1
OG0000958	bc2001_g17647.t1, bc2001_g17648.t1	bc2002_g16480.t1
OG0000959	bc2001_g19082.t2	bc2002_g6717.t1
OG0000959	bc2001_g19082.t1	bc2002_g6715.t1
OG0000960	bc2001_g19063.t1	bc2002_g6737.t1
OG0000961	bc2001_g11562.t1	bc2002_g12520.t1
OG0000962	bc2001_g17831.t1	bc2002_g410.t1
OG0000962	bc2001_g2167.t2	bc2002_g11415.t2
OG0000962	bc2001_g2167.t1	bc2002_g11415.t1
OG0000963	bc2001_g16500.t1, bc2001_g16498.t1	bc2002_g17704.t1
OG0000964	bc2001_g1859.t1, bc2001_g1859.t2	bc2002_g7297.t1
OG0000965	bc2001_g2756.t1	bc2002_g18898.t1
OG0000966	bc2001_g3700.t1	bc2002_g10382.t1
OG0000968	bc2001_g2199.t1, bc2001_g2199.t2	bc2002_g9566.t1
OG0000969	bc2001_g7840.t1	bc2002_g19281.t2, bc2002_g19281.t1
OG0000971	bc2001_g13910.t1	bc2002_g5830.t1
OG0000971	bc2001_g13131.t1	bc2002_g10223.t1, bc2002_g16395.t1, bc2002_g2407.t1
OG0000972	bc2001_g8411.t1	bc2002_g9384.t1
OG0000973	bc2001_g13815.t1	bc2002_g14551.t1
OG0000973	bc2001_g297.t1	bc2002_g14300.t3
OG0000974	bc2001_g17777.t1	bc2002_g468.t1
OG0000974	bc2001_g16461.t1	bc2002_g2113.t1
OG0000975	bc2001_g1767.t2, bc2001_g1767.t1	bc2002_g3955.t1
OG0000976	bc2001_g8194.t1, bc2001_g8367.t1, bc2001_g8356.t1	bc2002_g329.t1, bc2002_g99.t1, bc2002_g108.t1
OG0000977	bc2001_g11455.t2	bc2002_g12629.t3
OG0000977	bc2001_g11455.t1	bc2002_g12629.t2, bc2002_g12629.t1
OG0000978	bc2001_g19592.t1	bc2002_g2045.t1
OG0000979	bc2001_g632.t1	bc2002_g1678.t1
OG0000980	bc2001_g12853.t1	bc2002_g2935.t1
OG0000981	bc2001_g17134.t1	bc2002_g7759.t1
OG0000981	bc2001_g1237.t1	bc2002_g13814.t1
OG0000982	bc2001_g2161.t1	bc2002_g11409.t1
OG0000983	bc2001_g8626.t2	bc2002_g17188.t2
OG0000983	bc2001_g8626.t1	bc2002_g17188.t3, bc2002_g17188.t1
OG0000984	bc2001_g6992.t1	bc2002_g4703.t1
OG0000984	bc2001_g6992.t2	bc2002_g4703.t2
OG0000985	bc2001_g1976.t1, bc2001_g1975.t1	bc2002_g7417.t1
OG0000986	bc2001_g13619.t2, bc2001_g13619.t1	bc2002_g9285.t1
OG0000987	bc2001_g19047.t1	bc2002_g6752.t1
OG0000987	bc2001_g12993.t1	bc2002_g7657.t1
OG0000988	bc2001_g5342.t2, bc2001_g5342.t1	bc2002_g6877.t1
OG0000989	bc2001_g12190.t2, bc2001_g12190.t1	bc2002_g12177.t1
OG0000990	bc2001_g13683.t1	bc2002_g5822.t1
OG0000990	bc2001_g5707.t1	bc2002_g10748.t1
OG0000991	bc2001_g3984.t3	bc2002_g1397.t1
OG0000991	bc2001_g3984.t2	bc2002_g1397.t2
OG0000992	bc2001_g956.t2, bc2001_g956.t1	bc2002_g11166.t1
OG0000993	bc2001_g10346.t1, bc2001_g10346.t2	bc2002_g15827.t1
OG0000994	bc2001_g17515.t3	bc2002_g5216.t3
OG0000994	bc2001_g17515.t1	bc2002_g5216.t1
OG0000994	bc2001_g17515.t2	bc2002_g5216.t2
OG0000995	bc2001_g15383.t2, bc2001_g15383.t1	bc2002_g7048.t1
OG0000996	bc2001_g17445.t1	bc2002_g82.t1
OG0000996	bc2001_g17445.t2	bc2002_g82.t2
OG0000997	bc2001_g1241.t1	bc2002_g13811.t2
OG0000997	bc2001_g1240.t1	bc2002_g13811.t1
OG0000998	bc2001_g17591.t1	bc2002_g16423.t2
OG0000998	bc2001_g17591.t2	bc2002_g16423.t1
OG0000999	bc2001_g19580.t1	bc2002_g2034.t1
OG0000999	bc2001_g8486.t2	bc2002_g9457.t2
OG0000999	bc2001_g8486.t1	bc2002_g9457.t1
OG0001000	bc2001_g7481.t1	bc2002_g13916.t1
OG0001001	bc2001_g1912.t1	bc2002_g7353.t1
OG0001002	bc2001_g13223.t4	bc2002_g13373.t3, bc2002_g13373.t1
OG0001002	bc2001_g13223.t3, bc2001_g13223.t2	bc2002_g13373.t2
OG0001003	bc2001_g7167.t1	bc2002_g4880.t1
OG0001004	bc2001_g16800.t1	bc2002_g17405.t1
OG0001004	bc2001_g16800.t2	bc2002_g17405.t2
OG0001005	bc2001_g18413.t1, bc2001_g18371.t1	bc2002_g16109.t1, bc2002_g16069.t1
OG0001005	bc2001_g18371.t2	bc2002_g16069.t2
OG0001006	bc2001_g10864.t1	bc2002_g5411.t2
OG0001007	bc2001_g926.t1	bc2002_g11194.t1
OG0001007	bc2001_g926.t2	bc2002_g11194.t2
OG0001008	bc2001_g2627.t1	bc2002_g14847.t1
OG0001008	bc2001_g11649.t1	bc2002_g12428.t2
OG0001009	bc2001_g18453.t1	bc2002_g16148.t1
OG0001010	bc2001_g9112.t1	bc2002_g2427.t1
OG0001011	bc2001_g8930.t1	bc2002_g9019.t1
OG0001011	bc2001_g2938.t2	bc2002_g11590.t1
OG0001011	bc2001_g12812.t1	bc2002_g2976.t1
OG0001012	bc2001_g18274.t1	bc2002_g15968.t1
OG0001013	bc2001_g3819.t1	bc2002_g13500.t2
OG0001013	bc2001_g3819.t2	bc2002_g13500.t1
OG0001014	bc2001_g10687.t1	bc2002_g15051.t1
OG0001015	bc2001_g10284.t2, bc2001_g10284.t1	bc2002_g16749.t1
OG0001016	bc2001_g15379.t2	bc2002_g7052.t1
OG0001017	bc2001_g13811.t1	bc2002_g14546.t1
OG0001017	bc2001_g14239.t2, bc2001_g14239.t1	bc2002_g5674.t1
OG0001018	bc2001_g5878.t2	bc2002_g1047.t1
OG0001018	bc2001_g5878.t1	bc2002_g1047.t2
OG0001019	bc2001_g17983.t1	bc2002_g869.t1
OG0001019	bc2001_g80.t1, bc2001_g3689.t1, bc2001_g7916.t1, bc2001_g10977.t1, bc2001_g9814.t1, bc2001_g9814.t2	bc2002_g19253.t1, bc2002_g17785.t2
OG0001020	bc2001_g10301.t1	bc2002_g16731.t1, bc2002_g1942.t1
OG0001020	bc2001_g17421.t1	bc2002_g5150.t1, bc2002_g7606.t1, bc2002_g5508.t1
OG0001020	bc2001_g91.t1, bc2001_g8622.t1	bc2002_g11675.t1
OG0001021	bc2001_g2589.t1	bc2002_g14885.t1
OG0001021	bc2001_g7321.t1	bc2002_g4678.t1
OG0001021	bc2001_g6711.t1	bc2002_g5631.t1
OG0001021	bc2001_g169.t1	bc2002_g14442.t1
OG0001022	bc2001_g9556.t1	bc2002_g9821.t1
OG0001022	bc2001_g13739.t1	bc2002_g14474.t1
OG0001023	bc2001_g19626.t1, bc2001_g19281.t1, bc2001_g17087.t1, bc2001_g336.t1, bc2001_g15893.t1, bc2001_g10011.t1, bc2001_g3346.t1, bc2001_g1031.t1, bc2001_g13392.t1	bc2002_g2081.t1
OG0001024	bc2001_g3651.t1, bc2001_g4140.t1, bc2001_g585.t2, bc2001_g11094.t4, bc2001_g11094.t3, bc2001_g4637.t1, bc2001_g11077.t1, bc2001_g13710.t1, bc2001_g11094.t2	bc2002_g18871.t1
OG0001025	bc2001_g7661.t1	bc2002_g14115.t1
OG0001025	bc2001_g597.t1	bc2002_g1647.t1
OG0001025	bc2001_g4414.t1	bc2002_g10502.t1
OG0001025	bc2001_g4669.t1	bc2002_g6277.t1
OG0001025	bc2001_g7212.t1	bc2002_g4940.t1
OG0001026	bc2001_g17901.t1	bc2002_g4055.t1, bc2002_g6243.t1
OG0001026	bc2001_g5873.t1	bc2002_g1038.t1
OG0001026	bc2001_g2526.t1	bc2002_g14946.t1
OG0001029	bc2001_g9256.t2	bc2002_g18453.t2
OG0001029	bc2001_g9256.t1	bc2002_g18453.t1
OG0001029	bc2001_g1067.t1	bc2002_g4263.t1
OG0001030	bc2001_g8562.t1, bc2001_g18522.t1, bc2001_g3262.t1, bc2001_g13368.t1, bc2001_g12974.t1, bc2001_g12552.t1, bc2001_g7987.t1, bc2001_g7606.t1, bc2001_g1087.t1	bc2002_g17113.t1
OG0001031	bc2001_g17561.t1, bc2001_g1300.t1	bc2002_g5165.t1
OG0001031	bc2001_g17303.t1	bc2002_g18276.t1, bc2002_g14352.t1, bc2002_g10608.t1, bc2002_g1487.t1, bc2002_g14801.t1, bc2002_g19525.t1
OG0001032	bc2001_g18696.t1, bc2001_g3151.t1, bc2001_g6682.t1, bc2001_g3518.t1	bc2002_g8306.t1
OG0001032	bc2001_g12307.t1	bc2002_g12057.t1
OG0001032	bc2001_g9469.t1, bc2001_g1529.t1	bc2002_g3590.t1
OG0001033	bc2001_g5170.t1, bc2001_g1579.t1, bc2001_g4261.t1, bc2001_g8166.t1, bc2001_g17072.t1, bc2001_g11766.t1	bc2002_g19448.t1
OG0001033	bc2001_g8595.t1, bc2001_g8595.t2	bc2002_g17152.t1
OG0001035	bc2001_g3834.t1	bc2002_g13487.t1
OG0001035	bc2001_g4180.t1, bc2001_g1924.t1, bc2001_g13149.t1	bc2002_g19603.t1
OG0001035	bc2001_g15433.t2, bc2001_g2616.t1	bc2002_g14858.t1
OG0001036	bc2001_g18114.t1	bc2002_g4349.t1
OG0001036	bc2001_g14937.t1, bc2001_g14464.t1, bc2001_g10239.t1, bc2001_g14637.t1, bc2001_g10842.t1, bc2001_g2023.t1, bc2001_g7705.t1	bc2002_g14160.t1
OG0001037	bc2001_g2032.t1	bc2002_g8247.t1
OG0001037	bc2001_g19495.t1	bc2002_g1944.t1
OG0001038	bc2001_g6011.t1, bc2001_g4897.t1, bc2001_g7053.t1, bc2001_g7111.t1, bc2001_g12709.t1, bc2001_g2531.t1, bc2001_g7634.t1, bc2001_g3200.t1, bc2001_g15976.t1	bc2002_g14219.t1
OG0001039	bc2001_g10464.t1	bc2002_g832.t1
OG0001039	bc2001_g13333.t1	bc2002_g15396.t1
OG0001039	bc2001_g2608.t1, bc2001_g7015.t1, bc2001_g3164.t1, bc2001_g19198.t1, bc2001_g10893.t1	bc2002_g6594.t1
OG0001040	bc2001_g2739.t1, bc2001_g2739.t2	bc2002_g18882.t3
OG0001040	bc2001_g2738.t1	bc2002_g18882.t1, bc2002_g18882.t2
OG0001041	bc2001_g17568.t1, bc2001_g2788.t1	bc2002_g4470.t1, bc2002_g5157.t1
OG0001041	bc2001_g8062.t1	bc2002_g10033.t1
OG0001041	bc2001_g17655.t1	bc2002_g3689.t1, bc2002_g594.t1, bc2002_g1562.t1
OG0001042	bc2001_g3210.t1	bc2002_g14945.t1, bc2002_g1039.t1, bc2002_g6244.t1, bc2002_g4054.t1, bc2002_g3839.t1, bc2002_g1182.t1, bc2002_g10841.t1, bc2002_g1039.t2, bc2002_g17119.t1
OG0001043	bc2001_g11721.t3	bc2002_g12358.t2
OG0001043	bc2001_g11721.t1, bc2001_g11721.t2	bc2002_g12358.t1
OG0001043	bc2001_g14371.t1, bc2001_g3338.t1	bc2002_g6538.t1
OG0001044	bc2001_g3573.t1	bc2002_g7197.t1
OG0001044	bc2001_g9946.t1, bc2001_g12412.t1, bc2001_g7136.t1	bc2002_g849.t1, bc2002_g4850.t1
OG0001044	bc2001_g18715.t1	bc2002_g2753.t1
OG0001047	bc2001_g6480.t1	bc2002_g10631.t1
OG0001047	bc2001_g14410.t1	bc2002_g16296.t1
OG0001047	bc2001_g4809.t1	bc2002_g1481.t1
OG0001047	bc2001_g9201.t1	bc2002_g18393.t2
OG0001047	bc2001_g11157.t1	bc2002_g8101.t1
OG0001048	bc2001_g5569.t3	bc2002_g20077.t2
OG0001048	bc2001_g5569.t1, bc2001_g5569.t2	bc2002_g20077.t1
OG0001049	bc2001_g18910.t1	bc2002_g3826.t1
OG0001049	bc2001_g6941.t1, bc2001_g6462.t1	bc2002_g10615.t1
OG0001049	bc2001_g9264.t1	bc2002_g18460.t1
OG0001050	bc2001_g7037.t1	bc2002_g4750.t1
OG0001050	bc2001_g11855.t1, bc2001_g15358.t1, bc2001_g8426.t1, bc2001_g11672.t1, bc2001_g15533.t1	bc2002_g17793.t1
OG0001050	bc2001_g16410.t1	bc2002_g13209.t1
OG0001051	bc2001_g10469.t1, bc2001_g7236.t1, bc2001_g19689.t1, bc2001_g19170.t1, bc2001_g15854.t1, bc2001_g14133.t1, bc2001_g18084.t1, bc2001_g12659.t1	bc2002_g2914.t1, bc2002_g4532.t1
OG0001052	bc2001_g12862.t1, bc2001_g8214.t1, bc2001_g11467.t1	bc2002_g3720.t1, bc2002_g263.t1, bc2002_g12612.t1
OG0001052	bc2001_g7930.t1	bc2002_g2926.t1, bc2002_g6884.t1, bc2002_g15508.t1
OG0001053	bc2001_g9102.t1	bc2002_g2417.t2
OG0001053	bc2001_g9126.t1	bc2002_g2417.t1, bc2002_g2440.t2, bc2002_g2440.t1
OG0001054	bc2001_g9360.t1, bc2001_g9361.t1	bc2002_g2380.t1
OG0001055	bc2001_g13892.t2	bc2002_g14637.t1, bc2002_g14637.t2
OG0001055	bc2001_g17025.t1	bc2002_g7937.t1
OG0001055	bc2001_g10545.t1	bc2002_g18768.t1, bc2002_g1998.t1, bc2002_g10729.t1, bc2002_g751.t1
OG0001056	bc2001_g15591.t1	bc2002_g17848.t1
OG0001056	bc2001_g11985.t1	bc2002_g1791.t1
OG0001057	bc2001_g16849.t1	bc2002_g3237.t1, bc2002_g3237.t2
OG0001057	bc2001_g16849.t2	bc2002_g3237.t3
OG0001058	bc2001_g17554.t1	bc2002_g5171.t1, bc2002_g12761.t1, bc2002_g18089.t1, bc2002_g6089.t1, bc2002_g8426.t1, bc2002_g5503.t1, bc2002_g5986.t1, bc2002_g11637.t1, bc2002_g2565.t1
OG0001059	bc2001_g18509.t1	bc2002_g16214.t1
OG0001096	bc2001_g12529.t2	bc2002_g10097.t2
OG0001096	bc2001_g12529.t1	bc2002_g10097.t1
OG0001096	bc2001_g12529.t3	bc2002_g10097.t3
OG0001097	bc2001_g7834.t2	bc2002_g19287.t2
OG0001097	bc2001_g7834.t1	bc2002_g19287.t1
OG0001098	bc2001_g12468.t1	bc2002_g10162.t1
OG0001098	bc2001_g16601.t1	bc2002_g17608.t1, bc2002_g17608.t2
OG0001099	bc2001_g9385.t1	bc2002_g2360.t1
OG0001099	bc2001_g5145.t1	bc2002_g3489.t1
OG0001100	bc2001_g1126.t2, bc2001_g1126.t1, bc2001_g1126.t3	bc2002_g4197.t1
OG0001101	bc2001_g1777.t1	bc2002_g3962.t1
OG0001102	bc2001_g18870.t2	bc2002_g4505.t2
OG0001102	bc2001_g18870.t1	bc2002_g4505.t1
OG0001103	bc2001_g11762.t1	bc2002_g13727.t1, bc2002_g13726.t1
OG0001104	bc2001_g13570.t1	bc2002_g9242.t1
OG0001105	bc2001_g16179.t1	bc2002_g8447.t1
OG0001106	bc2001_g18336.t1	bc2002_g16032.t1
OG0001107	bc2001_g326.t2, bc2001_g326.t3	bc2002_g11754.t1
OG0001108	bc2001_g11863.t1, bc2001_g11864.t1	bc2002_g13201.t1
OG0001109	bc2001_g5040.t2, bc2001_g5040.t1	bc2002_g19738.t1
OG0001110	bc2001_g7281.t1	bc2002_g5011.t2
OG0001111	bc2001_g16683.t1	bc2002_g17522.t1
OG0001114	bc2001_g6070.t1	bc2002_g12814.t1
OG0001114	bc2001_g6070.t2	bc2002_g12813.t1
OG0001115	bc2001_g2715.t1	bc2002_g18863.t1
OG0001116	bc2001_g12464.t1	bc2002_g10166.t1
OG0001118	bc2001_g8248.t2, bc2001_g8248.t1	bc2002_g224.t1
OG0001118	bc2001_g8248.t3	bc2002_g224.t2
OG0001119	bc2001_g3682.t1	bc2002_g6087.t1
OG0001121	bc2001_g15536.t1	bc2002_g17797.t1
OG0001123	bc2001_g8325.t1, bc2001_g8325.t2	bc2002_g141.t1
OG0001124	bc2001_g1909.t1	bc2002_g7350.t1, bc2002_g7350.t2
OG0001125	bc2001_g16184.t3	bc2002_g8454.t1
OG0001125	bc2001_g10223.t1	bc2002_g16809.t1
OG0001126	bc2001_g1139.t1, bc2001_g1139.t2	bc2002_g4183.t2, bc2002_g4183.t1
OG0001128	bc2001_g14036.t1	bc2002_g10948.t1
OG0001128	bc2001_g10155.t1	bc2002_g16877.t1
OG0001129	bc2001_g7081.t2, bc2001_g7081.t1	bc2002_g4794.t1
OG0001130	bc2001_g8660.t1	bc2002_g17222.t1
OG0001131	bc2001_g1964.t1	bc2002_g7406.t1
OG0001131	bc2001_g5591.t1	bc2002_g20056.t1
OG0001132	bc2001_g10271.t1	bc2002_g16763.t2
OG0001132	bc2001_g10271.t2	bc2002_g16763.t1
OG0001133	bc2001_g17605.t1	bc2002_g16437.t1
OG0001134	bc2001_g8531.t3, bc2001_g4107.t1	bc2002_g2604.t2
OG0001134	bc2001_g12757.t1	bc2002_g6293.t2, bc2002_g6293.t1
OG0001136	bc2001_g1419.t2	bc2002_g18673.t2
OG0001136	bc2001_g1419.t1	bc2002_g18673.t1
OG0001137	bc2001_g18234.t1	bc2002_g15931.t1
OG0001137	bc2001_g18234.t2	bc2002_g15931.t2
OG0001139	bc2001_g13919.t1	bc2002_g14664.t1
OG0001140	bc2001_g15642.t1	bc2002_g17901.t1
OG0001142	bc2001_g17579.t2, bc2001_g17579.t1	bc2002_g16408.t1
OG0001144	bc2001_g11587.t1	bc2002_g12493.t1
OG0001145	bc2001_g13507.t1	bc2002_g9179.t1
OG0001146	bc2001_g14370.t2	bc2002_g6537.t2
OG0001146	bc2001_g14370.t1	bc2002_g6537.t1
OG0001147	bc2001_g10300.t1	bc2002_g16732.t1
OG0001148	bc2001_g18350.t1	bc2002_g16046.t2, bc2002_g16046.t1
OG0001149	bc2001_g11126.t1	bc2002_g8138.t1
OG0001150	bc2001_g158.t1	bc2002_g8732.t1
OG0001150	bc2001_g158.t3	bc2002_g8732.t2
OG0001151	bc2001_g14769.t1	bc2002_g9611.t3
OG0001151	bc2001_g14682.t1	bc2002_g9706.t1
OG0001151	bc2001_g16048.t1	bc2002_g3731.t1
OG0001153	bc2001_g18905.t1	bc2002_g3821.t1
OG0001153	bc2001_g18905.t2	bc2002_g3821.t2
OG0001154	bc2001_g12858.t1	bc2002_g2930.t1
OG0001155	bc2001_g11289.t1, bc2001_g11289.t2	bc2002_g6369.t1
OG0001156	bc2001_g2557.t1	bc2002_g14914.t1
OG0001157	bc2001_g7395.t1, bc2001_g7395.t2	bc2002_g4603.t1
OG0001158	bc2001_g13865.t1	bc2002_g14610.t1
OG0001160	bc2001_g10536.t1	bc2002_g760.t1, bc2002_g760.t2
OG0001161	bc2001_g18226.t2, bc2001_g18226.t1	bc2002_g15923.t1
OG0001162	bc2001_g99.t1	bc2002_g8790.t1
OG0001162	bc2001_g4720.t1	bc2002_g5511.t1
OG0001163	bc2001_g19505.t1	bc2002_g1954.t1
OG0001165	bc2001_g10167.t1	bc2002_g16865.t1, bc2002_g16865.t2
OG0001166	bc2001_g8226.t1	bc2002_g246.t1
OG0001167	bc2001_g942.t2	bc2002_g11179.t1
OG0001167	bc2001_g942.t1	bc2002_g11179.t2
OG0001168	bc2001_g19499.t1	bc2002_g1948.t1
OG0001168	bc2001_g19503.t1	bc2002_g1952.t1
OG0001169	bc2001_g7880.t1	bc2002_g19238.t1
OG0001170	bc2001_g17830.t2	bc2002_g411.t2
OG0001170	bc2001_g17830.t3, bc2001_g17830.t1	bc2002_g411.t1
OG0001171	bc2001_g11557.t2	bc2002_g12526.t1
OG0001172	bc2001_g7578.t1, bc2001_g18425.t1	bc2002_g16122.t1, bc2002_g14021.t1
OG0001173	bc2001_g11653.t2, bc2001_g11653.t1	bc2002_g12425.t1
OG0001174	bc2001_g639.t1	bc2002_g1685.t1
OG0001174	bc2001_g1141.t1	bc2002_g4181.t1
OG0001175	bc2001_g9506.t1	bc2002_g9772.t1
OG0001176	bc2001_g16927.t1	bc2002_g3323.t1
OG0001177	bc2001_g2399.t1	bc2002_g2250.t1
OG0001178	bc2001_g6742.t1	bc2002_g14726.t2
OG0001178	bc2001_g6742.t2	bc2002_g14726.t1
OG0001179	bc2001_g16742.t1	bc2002_g17463.t1
OG0001180	bc2001_g15879.t1	bc2002_g887.t1
OG0001181	bc2001_g8117.t1	bc2002_g9969.t1, bc2002_g9969.t4
OG0001183	bc2001_g5219.t1	bc2002_g3411.t1
OG0001184	bc2001_g18583.t2	bc2002_g5528.t1
OG0001184	bc2001_g18583.t1	bc2002_g5528.t2, bc2002_g5528.t3
OG0001185	bc2001_g16230.t1	bc2002_g8501.t1, bc2002_g8501.t2
OG0001185	bc2001_g14394.t1	bc2002_g6559.t1
OG0001186	bc2001_g15126.t1, bc2001_g15126.t2	bc2002_g18966.t1
OG0001187	bc2001_g7095.t2	bc2002_g4808.t2
OG0001187	bc2001_g7095.t1	bc2002_g4808.t1
OG0001188	bc2001_g12899.t1	bc2002_g2887.t2
OG0001188	bc2001_g12899.t2, bc2001_g12899.t3	bc2002_g2887.t1
OG0001189	bc2001_g5709.t1	bc2002_g10746.t2, bc2002_g10746.t1
OG0001191	bc2001_g3376.t1, bc2001_g3376.t2	bc2002_g12742.t1
OG0001192	bc2001_g3960.t1	bc2002_g14768.t1
OG0001193	bc2001_g857.t2	bc2002_g11265.t1
OG0001193	bc2001_g857.t1	bc2002_g11266.t1
OG0001194	bc2001_g15200.t1	bc2002_g8317.t1
OG0001194	bc2001_g15274.t1	bc2002_g5862.t1
OG0001195	bc2001_g16837.t1	bc2002_g3225.t1
OG0001196	bc2001_g1775.t1	bc2002_g3961.t2
OG0001197	bc2001_g7352.t1, bc2001_g7352.t2	bc2002_g4647.t1
OG0001199	bc2001_g4549.t2, bc2001_g4549.t1, bc2001_g4549.t3	bc2002_g6447.t1
OG0001200	bc2001_g9544.t1	bc2002_g9810.t1
OG0001201	bc2001_g3377.t2	bc2002_g12741.t2
OG0001201	bc2001_g3377.t1	bc2002_g12741.t1
OG0001202	bc2001_g17188.t1	bc2002_g7814.t1
OG0001203	bc2001_g18932.t2, bc2001_g18932.t1	bc2002_g3853.t1
OG0001205	bc2001_g11454.t1	bc2002_g12630.t1
OG0001205	bc2001_g17259.t1, bc2001_g11123.t1	bc2002_g8141.t1
OG0001206	bc2001_g7205.t1	bc2002_g4932.t1
OG0001207	bc2001_g7971.t1	bc2002_g15556.t1
OG0001208	bc2001_g17131.t1	bc2002_g7756.t1
OG0001209	bc2001_g2559.t2	bc2002_g14912.t2
OG0001209	bc2001_g2559.t1	bc2002_g14912.t1
OG0001210	bc2001_g6862.t2, bc2001_g6862.t1	bc2002_g1713.t1
OG0001211	bc2001_g16278.t1	bc2002_g8547.t1
OG0001212	bc2001_g16869.t1	bc2002_g3259.t1
OG0001214	bc2001_g18245.t2	bc2002_g15940.t2
OG0001214	bc2001_g18245.t1	bc2002_g15940.t1
OG0001216	bc2001_g14224.t1	bc2002_g18361.t1
OG0001216	bc2001_g19707.t1	bc2002_g16693.t2, bc2002_g16693.t1
OG0001217	bc2001_g11680.t1	bc2002_g12397.t1
OG0001218	bc2001_g13438.t1	bc2002_g19198.t1
OG0001219	bc2001_g10292.t1	bc2002_g16741.t1
OG0001220	bc2001_g4995.t2, bc2001_g4995.t1	bc2002_g19690.t1
OG0001221	bc2001_g9025.t1	bc2002_g3888.t1
OG0001222	bc2001_g19469.t1	bc2002_g1914.t1
OG0001223	bc2001_g6272.t1	bc2002_g13033.t1
OG0001223	bc2001_g12796.t1	bc2002_g2993.t1
OG0001224	bc2001_g9132.t1, bc2001_g9132.t2, bc2001_g9132.t3	bc2002_g2445.t1
OG0001225	bc2001_g4299.t1	bc2002_g2630.t1, bc2002_g2630.t3, bc2002_g2630.t2
OG0001226	bc2001_g497.t1	bc2002_g1613.t1
OG0001227	bc2001_g13572.t1, bc2001_g13572.t2	bc2002_g9244.t1
OG0001228	bc2001_g5481.t1	bc2002_g7015.t1
OG0001229	bc2001_g19.t1	bc2002_g8873.t1, bc2002_g8872.t1
OG0001230	bc2001_g144.t1	bc2002_g8744.t1
OG0001232	bc2001_g10562.t1	bc2002_g734.t1
OG0001233	bc2001_g9560.t1, bc2001_g9559.t1	bc2002_g9824.t1
OG0001234	bc2001_g19045.t1	bc2002_g6754.t1
OG0001235	bc2001_g10380.t1	bc2002_g7495.t1
OG0001235	bc2001_g422.t1	bc2002_g11653.t1
OG0001236	bc2001_g8462.t1, bc2001_g8462.t3	bc2002_g9431.t2
OG0001236	bc2001_g8462.t2	bc2002_g9431.t1
OG0001237	bc2001_g1157.t2	bc2002_g4162.t2
OG0001237	bc2001_g1157.t1	bc2002_g4162.t1
OG0001238	bc2001_g18439.t1	bc2002_g16135.t1
OG0001238	bc2001_g18439.t2	bc2002_g16135.t2
OG0001239	bc2001_g18873.t1	bc2002_g4508.t1
OG0001239	bc2001_g14004.t1	bc2002_g10916.t1
OG0001240	bc2001_g9543.t1, bc2001_g9543.t2	bc2002_g9809.t1
OG0001241	bc2001_g4435.t2, bc2001_g4435.t1	bc2002_g10478.t1
OG0001242	bc2001_g517.t3, bc2001_g517.t1, bc2001_g517.t2	bc2002_g1632.t1
OG0001243	bc2001_g6946.t1	bc2002_g18789.t1
OG0001243	bc2001_g6769.t1, bc2001_g6769.t2	bc2002_g10306.t1
OG0001244	bc2001_g5967.t1	bc2002_g14261.t1
OG0001245	bc2001_g16760.t1, bc2001_g16759.t1	bc2002_g17446.t1
OG0001246	bc2001_g16708.t1	bc2002_g17497.t1, bc2002_g17497.t2
OG0001247	bc2001_g17630.t1	bc2002_g16463.t1
OG0001248	bc2001_g1271.t1, bc2001_g1271.t2	bc2002_g13783.t1
OG0001249	bc2001_g9562.t1	bc2002_g9826.t1
OG0001250	bc2001_g17132.t1, bc2001_g17132.t2	bc2002_g7757.t1
OG0001251	bc2001_g9859.t1	bc2002_g11926.t1, bc2002_g11926.t2
OG0001252	bc2001_g2041.t1	bc2002_g8256.t1
OG0001252	bc2001_g4711.t1	bc2002_g6414.t1
