Orthogroup	acastellanii_braker	bc2002_braker
OG0000971	acastellanii_g6926.t1	bc2002_g5830.t1, bc2002_g10223.t1, bc2002_g16395.t1, bc2002_g2407.t1
OG0000972	acastellanii_g6847.t1, acastellanii_g3200.t1, acastellanii_g4465.t1	bc2002_g9384.t1
OG0000973	acastellanii_g6852.t1, acastellanii_g6852.t2	bc2002_g14551.t1
OG0000973	acastellanii_g2329.t1	bc2002_g14300.t3
OG0000974	acastellanii_g6006.t1	bc2002_g2113.t1
OG0000975	acastellanii_g6031.t1, acastellanii_g6031.t2, acastellanii_g2340.t1	bc2002_g3955.t1
OG0000976	acastellanii_g3189.t1, acastellanii_g6266.t1	bc2002_g329.t1, bc2002_g99.t1, bc2002_g108.t1
OG0000977	acastellanii_g6274.t1	bc2002_g12629.t3, bc2002_g12629.t2, bc2002_g12629.t1
OG0000978	acastellanii_g6480.t1	bc2002_g2045.t1
OG0000979	acastellanii_g2103.t1, acastellanii_g5693.t1, acastellanii_g6542.t1	bc2002_g1678.t1
OG0000980	acastellanii_g5759.t1, acastellanii_g5759.t2	bc2002_g2935.t1
OG0000981	acastellanii_g1477.t1, acastellanii_g5762.t1	bc2002_g13814.t1
OG0000982	acastellanii_g3238.t1, acastellanii_g5768.t1	bc2002_g11409.t1
OG0000983	acastellanii_g5608.t1, acastellanii_g4482.t1	bc2002_g17188.t2, bc2002_g17188.t3, bc2002_g17188.t1
OG0000984	acastellanii_g3858.t1, acastellanii_g3858.t2, acastellanii_g5434.t1, acastellanii_g5433.t1	bc2002_g4703.t1, bc2002_g4703.t2
OG0000985	acastellanii_g5275.t1, acastellanii_g5275.t2	bc2002_g7417.t1
OG0000987	acastellanii_g5180.t1	bc2002_g6752.t1
OG0000987	acastellanii_g393.t1	bc2002_g7657.t1
OG0000988	acastellanii_g5061.t1	bc2002_g6877.t1
OG0000989	acastellanii_g4864.t1, acastellanii_g2173.t1	bc2002_g12177.t1
OG0000990	acastellanii_g4871.t1	bc2002_g5822.t1, bc2002_g10748.t1
OG0000991	acastellanii_g2065.t1, acastellanii_g4554.t1	bc2002_g1397.t1, bc2002_g1397.t2
OG0000992	acastellanii_g4564.t1, acastellanii_g4564.t2	bc2002_g11166.t1
OG0000993	acastellanii_g4510.t1	bc2002_g15827.t1
OG0000994	acastellanii_g4493.t1	bc2002_g5216.t3, bc2002_g5216.t1, bc2002_g5216.t2
OG0000995	acastellanii_g4398.t1	bc2002_g7048.t1
OG0000996	acastellanii_g4415.t2, acastellanii_g4415.t1	bc2002_g82.t1, bc2002_g82.t2
OG0000997	acastellanii_g4434.t1, acastellanii_g4434.t2	bc2002_g13811.t2, bc2002_g13811.t1
OG0000998	acastellanii_g4169.t1	bc2002_g16423.t2, bc2002_g16423.t1
OG0000999	acastellanii_g3768.t1	bc2002_g2034.t1, bc2002_g9457.t2, bc2002_g9457.t1
OG0001001	acastellanii_g3379.t1	bc2002_g7353.t1
OG0001002	acastellanii_g3299.t2, acastellanii_g3299.t1	bc2002_g13373.t3, bc2002_g13373.t1, bc2002_g13373.t2
OG0001003	acastellanii_g2381.t1, acastellanii_g2381.t2, acastellanii_g3245.t1, acastellanii_g3245.t2, acastellanii_g2380.t1	bc2002_g4880.t1
OG0001004	acastellanii_g3073.t3, acastellanii_g3073.t2, acastellanii_g3073.t1	bc2002_g17405.t1, bc2002_g17405.t2
OG0001005	acastellanii_g3093.t1	bc2002_g16109.t2, bc2002_g16109.t1, bc2002_g16069.t1, bc2002_g16069.t2
OG0001006	acastellanii_g2850.t2	bc2002_g5411.t2
OG0001007	acastellanii_g1696.t2, acastellanii_g1696.t1, acastellanii_g2507.t1, acastellanii_g1248.t1	bc2002_g11194.t1, bc2002_g11194.t2
OG0001008	acastellanii_g1855.t1	bc2002_g12428.t1, bc2002_g14847.t1, bc2002_g12428.t2
OG0001009	acastellanii_g1868.t1	bc2002_g16148.t1
OG0001010	acastellanii_g2026.t1	bc2002_g2427.t1
OG0001011	acastellanii_g2101.t1	bc2002_g9019.t1, bc2002_g11590.t1, bc2002_g2976.t1
OG0001012	acastellanii_g2156.t1, acastellanii_g2156.t2	bc2002_g15968.t1
OG0001013	acastellanii_g1663.t1, acastellanii_g1663.t2	bc2002_g13500.t2, bc2002_g13500.t1
OG0001014	acastellanii_g1414.t1, acastellanii_g1414.t2, acastellanii_g1416.t1	bc2002_g15051.t1
OG0001015	acastellanii_g516.t1, acastellanii_g516.t2	bc2002_g16749.t1
OG0001016	acastellanii_g273.t2, acastellanii_g273.t1	bc2002_g7052.t1
OG0001017	acastellanii_g152.t2, acastellanii_g152.t1	bc2002_g14546.t1, bc2002_g5674.t1
OG0001018	acastellanii_g55.t1, acastellanii_g55.t2	bc2002_g1047.t1, bc2002_g1047.t2
OG0001096	acastellanii_g14240.t1	bc2002_g10097.t2, bc2002_g10097.t1, bc2002_g10097.t3
OG0001097	acastellanii_g14162.t1, acastellanii_g1191.t1	bc2002_g19287.t2, bc2002_g19287.t1
OG0001098	acastellanii_g14133.t1	bc2002_g10162.t1, bc2002_g17608.t1, bc2002_g17608.t2
OG0001099	acastellanii_g7853.t1, acastellanii_g13557.t1	bc2002_g2360.t1, bc2002_g3489.t1
OG0001100	acastellanii_g13633.t1	bc2002_g4197.t1
OG0001101	acastellanii_g13699.t1, acastellanii_g7862.t1	bc2002_g3962.t1
OG0001102	acastellanii_g13756.t1, acastellanii_g13756.t2	bc2002_g4505.t2, bc2002_g4505.t1
OG0001103	acastellanii_g8978.t1, acastellanii_g13759.t1, acastellanii_g4699.t1	bc2002_g13727.t1, bc2002_g13726.t1
OG0001104	acastellanii_g13801.t1, acastellanii_g13800.t1	bc2002_g9242.t1
OG0001105	acastellanii_g13845.t1, acastellanii_g13845.t2	bc2002_g8447.t1
OG0001106	acastellanii_g13847.t1	bc2002_g16032.t1
OG0001107	acastellanii_g13866.t1, acastellanii_g13866.t2	bc2002_g11754.t1
OG0001108	acastellanii_g1420.t1	bc2002_g13201.t1
OG0001109	acastellanii_g11242.t1	bc2002_g19738.t1
OG0001110	acastellanii_g13509.t1, acastellanii_g13364.t1, acastellanii_g13341.t1	bc2002_g5011.t2
OG0001111	acastellanii_g13533.t3, acastellanii_g13533.t2, acastellanii_g13533.t1	bc2002_g17522.t1
OG0001112	acastellanii_g13490.t1	bc2002_g8004.t1
OG0001114	acastellanii_g13239.t1, acastellanii_g13239.t2	bc2002_g12814.t1
OG0001114	acastellanii_g12564.t1	bc2002_g12813.t1
OG0001115	acastellanii_g12545.t1, acastellanii_g11792.t1, acastellanii_g13262.t1	bc2002_g18863.t1
OG0001116	acastellanii_g13283.t1, acastellanii_g1993.t1, acastellanii_g4312.t1, acastellanii_g8748.t1, acastellanii_g8751.t2, acastellanii_g8751.t1	bc2002_g10166.t1
OG0001118	acastellanii_g13366.t1	bc2002_g224.t1, bc2002_g224.t2
OG0001119	acastellanii_g11126.t1, acastellanii_g12945.t1, acastellanii_g13396.t1	bc2002_g6087.t1
OG0001121	acastellanii_g13446.t1	bc2002_g17797.t1
OG0001123	acastellanii_g10607.t1, acastellanii_g4459.t1, acastellanii_g13449.t1	bc2002_g141.t1
OG0001124	acastellanii_g13045.t1	bc2002_g7350.t1, bc2002_g7350.t2
OG0001125	acastellanii_g13007.t1, acastellanii_g12453.t1, acastellanii_g3940.t1	bc2002_g8454.t1, bc2002_g16809.t1
OG0001126	acastellanii_g12973.t1, acastellanii_g7288.t1	bc2002_g4183.t2, bc2002_g4183.t1
OG0001128	acastellanii_g12789.t1, acastellanii_g2775.t1	bc2002_g10948.t1, bc2002_g16877.t1
OG0001129	acastellanii_g12689.t1	bc2002_g4794.t1
OG0001130	acastellanii_g12718.t1, acastellanii_g12717.t1	bc2002_g17222.t1
OG0001131	acastellanii_g12722.t1	bc2002_g20056.t1
OG0001132	acastellanii_g5491.t1, acastellanii_g12723.t1	bc2002_g16763.t2, bc2002_g16763.t1
OG0001133	acastellanii_g8864.t1	bc2002_g16437.t1
OG0001134	acastellanii_g12574.t1	bc2002_g2604.t2, bc2002_g6293.t2, bc2002_g6293.t1
OG0001136	acastellanii_g11823.t1	bc2002_g18673.t2, bc2002_g18673.t1
OG0001137	acastellanii_g11843.t1	bc2002_g15931.t1, bc2002_g15931.t2
OG0001139	acastellanii_g11940.t1	bc2002_g14664.t1
OG0001140	acastellanii_g11970.t1	bc2002_g17901.t1
OG0001142	acastellanii_g4439.t1, acastellanii_g11995.t1	bc2002_g16408.t1
OG0001143	acastellanii_g10022.t1, acastellanii_g10022.t2, acastellanii_g5802.t1, acastellanii_g12064.t1, acastellanii_g8404.t1, acastellanii_g8404.t2	bc2002_g11476.t1
OG0001144	acastellanii_g6317.t1, acastellanii_g6317.t2	bc2002_g12493.t1
OG0001145	acastellanii_g12106.t1, acastellanii_g18.t2, acastellanii_g18.t1, acastellanii_g17.t1	bc2002_g9179.t1
OG0001146	acastellanii_g12114.t1	bc2002_g6537.t2, bc2002_g6537.t1
OG0001147	acastellanii_g12132.t1	bc2002_g16732.t1
OG0001148	acastellanii_g11796.t1	bc2002_g16046.t2, bc2002_g16046.t1
OG0001149	acastellanii_g11751.t1, acastellanii_g3318.t1, acastellanii_g4009.t1, acastellanii_g11752.t1	bc2002_g8138.t1
OG0001150	acastellanii_g11639.t1	bc2002_g8732.t1, bc2002_g8732.t2
OG0001151	acastellanii_g11626.t1	bc2002_g9611.t3, bc2002_g9706.t1, bc2002_g9611.t1, bc2002_g3731.t1
OG0001153	acastellanii_g2778.t1, acastellanii_g11561.t1	bc2002_g3821.t1, bc2002_g3821.t2
OG0001154	acastellanii_g8430.t1, acastellanii_g8429.t1, acastellanii_g8432.t1, acastellanii_g11439.t1, acastellanii_g11439.t2	bc2002_g2930.t1
OG0001155	acastellanii_g11466.t1	bc2002_g6369.t1
OG0001156	acastellanii_g11186.t1, acastellanii_g6379.t1	bc2002_g14914.t1
OG0001157	acastellanii_g11212.t1	bc2002_g4604.t1
OG0001158	acastellanii_g11139.t1, acastellanii_g11139.t2, acastellanii_g2961.t1	bc2002_g14610.t1
OG0001160	acastellanii_g10155.t1, acastellanii_g10869.t1	bc2002_g760.t1, bc2002_g760.t2
OG0001161	acastellanii_g6805.t1, acastellanii_g10881.t1	bc2002_g15923.t1
OG0001162	acastellanii_g10757.t1	bc2002_g8790.t1, bc2002_g5511.t1
OG0001165	acastellanii_g10648.t1	bc2002_g16865.t1, bc2002_g16865.t2
OG0001166	acastellanii_g10423.t1, acastellanii_g4960.t1	bc2002_g246.t1
OG0001167	acastellanii_g10424.t1	bc2002_g1125.t1, bc2002_g11179.t1, bc2002_g11179.t2
OG0001168	acastellanii_g2093.t1, acastellanii_g2094.t1, acastellanii_g10433.t1	bc2002_g1948.t1, bc2002_g1952.t1
OG0001169	acastellanii_g10473.t1, acastellanii_g10339.t1	bc2002_g19238.t1
OG0001170	acastellanii_g10277.t1	bc2002_g411.t1
OG0001171	acastellanii_g10358.t1, acastellanii_g10363.t1	bc2002_g12526.t1
OG0001172	acastellanii_g10396.t1	bc2002_g16122.t1, bc2002_g14021.t1
OG0001173	acastellanii_g10020.t1, acastellanii_g284.t1	bc2002_g12425.t1
OG0001174	acastellanii_g10048.t1	bc2002_g1685.t1
OG0001174	acastellanii_g4785.t1	bc2002_g4181.t1
OG0001175	acastellanii_g10083.t2, acastellanii_g10083.t1	bc2002_g9772.t1
OG0001176	acastellanii_g10140.t2, acastellanii_g10140.t1, acastellanii_g6952.t1	bc2002_g3323.t1
OG0001177	acastellanii_g10203.t1, acastellanii_g3109.t1, acastellanii_g7340.t1	bc2002_g2250.t1
OG0001178	acastellanii_g7642.t1, acastellanii_g10001.t1	bc2002_g14726.t2, bc2002_g14726.t1
OG0001180	acastellanii_g9709.t1, acastellanii_g9709.t2	bc2002_g887.t1
OG0001181	acastellanii_g9723.t1, acastellanii_g9578.t1, acastellanii_g9578.t2	bc2002_g9969.t1, bc2002_g9969.t4
OG0001183	acastellanii_g9776.t1	bc2002_g3411.t1
OG0001184	acastellanii_g9779.t1	bc2002_g5528.t1, bc2002_g5528.t2, bc2002_g5528.t3
OG0001185	acastellanii_g9857.t1	bc2002_g8501.t1, bc2002_g8501.t2, bc2002_g6559.t1
OG0001186	acastellanii_g3785.t1	bc2002_g18966.t1
OG0001187	acastellanii_g9408.t1, acastellanii_g9408.t2	bc2002_g4808.t2, bc2002_g4808.t1
OG0001188	acastellanii_g9434.t1	bc2002_g2887.t2, bc2002_g2887.t1
OG0001189	acastellanii_g8818.t1	bc2002_g10746.t2, bc2002_g10746.t1
OG0001191	acastellanii_g9549.t1	bc2002_g12742.t1
OG0001192	acastellanii_g9295.t2, acastellanii_g9295.t1	bc2002_g14768.t1
OG0001193	acastellanii_g9303.t1	bc2002_g11265.t1, bc2002_g11266.t1
OG0001194	acastellanii_g9122.t1, acastellanii_g3993.t1, acastellanii_g5215.t1	bc2002_g8317.t1, bc2002_g5862.t1
OG0001195	acastellanii_g5870.t1, acastellanii_g8412.t1, acastellanii_g6294.t1, acastellanii_g9123.t1, acastellanii_g3131.t1	bc2002_g3225.t1
OG0001196	acastellanii_g6957.t1, acastellanii_g6954.t1	bc2002_g3961.t2
OG0001197	acastellanii_g9137.t1, acastellanii_g9137.t2	bc2002_g4647.t1
OG0001199	acastellanii_g8770.t1, acastellanii_g8768.t1	bc2002_g6447.t1
OG0001200	acastellanii_g8799.t1, acastellanii_g7048.t1	bc2002_g9810.t1
OG0001201	acastellanii_g8884.t1	bc2002_g12741.t2, bc2002_g12741.t1
OG0001202	acastellanii_g8389.t1, acastellanii_g9047.t2, acastellanii_g9047.t1	bc2002_g7814.t1
OG0001203	acastellanii_g8701.t2, acastellanii_g8701.t1, acastellanii_g279.t1	bc2002_g3853.t1
OG0001205	acastellanii_g8029.t1	bc2002_g12630.t1, bc2002_g8141.t1
OG0001206	acastellanii_g8040.t1, acastellanii_g2502.t1	bc2002_g4932.t1
OG0001207	acastellanii_g8089.t1, acastellanii_g5374.t1	bc2002_g15556.t1
OG0001208	acastellanii_g8190.t1, acastellanii_g8188.t1	bc2002_g7756.t1
OG0001209	acastellanii_g8275.t1, acastellanii_g8275.t2	bc2002_g14912.t2, bc2002_g14912.t1
OG0001211	acastellanii_g8343.t1	bc2002_g8547.t1
OG0001212	acastellanii_g360.t1, acastellanii_g8345.t1	bc2002_g3259.t1
OG0001214	acastellanii_g7794.t1	bc2002_g15940.t2, bc2002_g15940.t1
OG0001216	acastellanii_g7817.t1	bc2002_g18361.t1, bc2002_g16693.t2, bc2002_g16693.t1
OG0001217	acastellanii_g6605.t1, acastellanii_g7521.t1	bc2002_g12397.t1
OG0001218	acastellanii_g7538.t1, acastellanii_g7536.t1	bc2002_g19198.t1
OG0001219	acastellanii_g3663.t1, acastellanii_g1757.t1, acastellanii_g1258.t1, acastellanii_g7562.t1	bc2002_g16741.t1
OG0001220	acastellanii_g6986.t1, acastellanii_g6986.t3, acastellanii_g6986.t5, acastellanii_g6986.t2	bc2002_g19690.t1
OG0001221	acastellanii_g7025.t1, acastellanii_g2013.t1	bc2002_g12102.t1
OG0001221	acastellanii_g5001.t1	bc2002_g3888.t1
OG0001222	acastellanii_g4174.t1, acastellanii_g7209.t3, acastellanii_g7209.t1, acastellanii_g7209.t2	bc2002_g1914.t1
OG0001223	acastellanii_g6721.t1	bc2002_g13033.t1, bc2002_g2993.t1
OG0001224	acastellanii_g6139.t1	bc2002_g2445.t1
OG0001225	acastellanii_g6235.t1, acastellanii_g6235.t2	bc2002_g2630.t1, bc2002_g2630.t3, bc2002_g2630.t2
OG0001226	acastellanii_g4407.t2, acastellanii_g4407.t1	bc2002_g1613.t1
OG0001227	acastellanii_g6529.t1	bc2002_g9244.t1
OG0001228	acastellanii_g5902.t1	bc2002_g5118.t1
OG0001228	acastellanii_g6613.t1	bc2002_g7015.t1
OG0001229	acastellanii_g5955.t1	bc2002_g8873.t1
OG0001230	acastellanii_g5959.t1, acastellanii_g5619.t1	bc2002_g8744.t1
OG0001232	acastellanii_g5905.t1	bc2002_g734.t1
OG0001233	acastellanii_g5812.t1, acastellanii_g1217.t2, acastellanii_g1217.t1	bc2002_g9824.t1
OG0001234	acastellanii_g3472.t2, acastellanii_g3472.t1, acastellanii_g5854.t2, acastellanii_g5854.t1	bc2002_g6754.t1
OG0001235	acastellanii_g4875.t1, acastellanii_g5390.t1	bc2002_g7495.t1, bc2002_g11653.t1
OG0001236	acastellanii_g5360.t2, acastellanii_g5360.t1	bc2002_g9431.t2, bc2002_g9431.t1
OG0001237	acastellanii_g5221.t1	bc2002_g4162.t2, bc2002_g4162.t1
OG0001238	acastellanii_g5227.t1	bc2002_g16135.t1, bc2002_g16135.t2
OG0001239	acastellanii_g4902.t2, acastellanii_g4902.t1	bc2002_g4508.t1, bc2002_g10916.t1
OG0001240	acastellanii_g4716.t1	bc2002_g9809.t1
OG0001241	acastellanii_g4725.t1, acastellanii_g1799.t1	bc2002_g10478.t1
OG0001242	acastellanii_g2642.t1, acastellanii_g4520.t1	bc2002_g1632.t1
OG0001243	acastellanii_g4492.t1	bc2002_g18789.t1, bc2002_g10306.t1
OG0001244	acastellanii_g4397.t2, acastellanii_g4397.t1, acastellanii_g4397.t3, acastellanii_g4395.t1	bc2002_g14261.t1
OG0001245	acastellanii_g4457.t1, acastellanii_g4457.t2	bc2002_g17446.t1
OG0001246	acastellanii_g4146.t1	bc2002_g17497.t1, bc2002_g17497.t2
OG0001247	acastellanii_g4161.t1, acastellanii_g4161.t2, acastellanii_g4161.t3	bc2002_g16463.t1
OG0001248	acastellanii_g4250.t2, acastellanii_g4250.t1	bc2002_g13783.t1
OG0001249	acastellanii_g298.t1, acastellanii_g4301.t1, acastellanii_g300.t1, acastellanii_g300.t2	bc2002_g9826.t1
OG0001250	acastellanii_g4304.t1, acastellanii_g4304.t2, acastellanii_g4304.t3, acastellanii_g4304.t4	bc2002_g7757.t1
OG0001251	acastellanii_g4003.t1, acastellanii_g927.t1, acastellanii_g2773.t1, acastellanii_g2773.t2	bc2002_g11926.t1, bc2002_g11926.t2
OG0001252	acastellanii_g3975.t1	bc2002_g8256.t1, bc2002_g6414.t1
OG0001253	acastellanii_g3419.t1	bc2002_g17620.t1, bc2002_g17620.t2, bc2002_g17620.t3
OG0001254	acastellanii_g3272.t3, acastellanii_g3272.t1, acastellanii_g3272.t2	bc2002_g12196.t1
OG0001255	acastellanii_g3217.t1	bc2002_g16730.t1
OG0001256	acastellanii_g3042.t1	bc2002_g10395.t2, bc2002_g10395.t1
OG0001257	acastellanii_g3100.t1	bc2002_g875.t1, bc2002_g876.t1
OG0001258	acastellanii_g1858.t1, acastellanii_g2799.t1, acastellanii_g2799.t2	bc2002_g975.t2, bc2002_g975.t1
OG0001259	acastellanii_g2699.t1	bc2002_g10298.t1
OG0001261	acastellanii_g2659.t2, acastellanii_g2659.t1, acastellanii_g2387.t1	bc2002_g5390.t1
OG0001262	acastellanii_g2607.t1, acastellanii_g2607.t2, acastellanii_g643.t1	bc2002_g8529.t1, bc2002_g10817.t1, bc2002_g10817.t2
OG0001263	acastellanii_g1880.t1, acastellanii_g1880.t2	bc2002_g10872.t1
OG0001264	acastellanii_g2133.t1	bc2002_g17438.t1
OG0001264	acastellanii_g831.t1	bc2002_g14909.t2
OG0001265	acastellanii_g1761.t1, acastellanii_g1761.t2	bc2002_g5357.t2, bc2002_g5357.t1
OG0001266	acastellanii_g1740.t1, acastellanii_g1740.t2	bc2002_g14524.t2, bc2002_g14524.t1
OG0001267	acastellanii_g1721.t1	bc2002_g6847.t1, bc2002_g3937.t1
OG0001268	acastellanii_g803.t2, acastellanii_g803.t1	bc2002_g6123.t2, bc2002_g6123.t1
OG0001269	acastellanii_g884.t1, acastellanii_g884.t2, acastellanii_g309.t1	bc2002_g10359.t1
OG0001270	acastellanii_g676.t1	bc2002_g6174.t1
OG0001271	acastellanii_g634.t1, acastellanii_g634.t2	bc2002_g5329.t2, bc2002_g5329.t1
OG0001272	acastellanii_g270.t1	bc2002_g2847.t2, bc2002_g2847.t1
OG0001273	acastellanii_g73.t2, acastellanii_g73.t1, acastellanii_g73.t3	bc2002_g18751.t1
OG0001370	acastellanii_g14203.t1, acastellanii_g10418.t1	bc2002_g1644.t1
OG0001371	acastellanii_g14145.t1, acastellanii_g12977.t1	bc2002_g11886.t1
OG0001372	acastellanii_g14105.t2, acastellanii_g14105.t1	bc2002_g4198.t1
OG0001374	acastellanii_g13560.t1	bc2002_g9847.t1
OG0001375	acastellanii_g3457.t1, acastellanii_g13566.t1	bc2002_g13166.t1
OG0001376	acastellanii_g13581.t1	bc2002_g9496.t1
OG0001377	acastellanii_g13670.t1	bc2002_g8027.t1
OG0001378	acastellanii_g13681.t1	bc2002_g227.t2, bc2002_g227.t1
OG0001380	acastellanii_g13739.t1	bc2002_g12634.t3, bc2002_g12634.t2, bc2002_g12634.t1
OG0001381	acastellanii_g13833.t1	bc2002_g16652.t3, bc2002_g16652.t2, bc2002_g16652.t1
OG0001384	acastellanii_g12872.t1	bc2002_g7230.t1
OG0001385	acastellanii_g11660.t1, acastellanii_g13909.t1	bc2002_g8043.t1
OG0001387	acastellanii_g13974.t1	bc2002_g1622.t1
OG0001388	acastellanii_g12272.t1, acastellanii_g12272.t2, acastellanii_g13977.t1	bc2002_g2669.t1
OG0001389	acastellanii_g14010.t3, acastellanii_g14010.t2, acastellanii_g14010.t1	bc2002_g17273.t1
OG0001391	acastellanii_g14024.t1, acastellanii_g3425.t1, acastellanii_g1370.t1, acastellanii_g4557.t1	bc2002_g9264.t1
OG0001392	acastellanii_g14038.t1, acastellanii_g5825.t1	bc2002_g8736.t1
OG0001393	acastellanii_g14061.t1, acastellanii_g14061.t2	bc2002_g5335.t1
OG0001394	acastellanii_g14079.t1	bc2002_g10562.t1
OG0001395	acastellanii_g13514.t1	bc2002_g18908.t1
OG0001396	acastellanii_g6789.t1, acastellanii_g13525.t1	bc2002_g13573.t1
OG0001397	acastellanii_g2038.t1, acastellanii_g13494.t1	bc2002_g17624.t1
OG0001398	acastellanii_g13067.t1, acastellanii_g13067.t2, acastellanii_g4245.t2, acastellanii_g4245.t1	bc2002_g16705.t1
OG0001399	acastellanii_g13077.t1	bc2002_g10570.t2, bc2002_g10570.t1
OG0001401	acastellanii_g13103.t1	bc2002_g2518.t1, bc2002_g9382.t1
OG0001402	acastellanii_g13112.t1, acastellanii_g896.t1, acastellanii_g4281.t1	bc2002_g14371.t1
OG0001406	acastellanii_g13298.t1, acastellanii_g13298.t2	bc2002_g15664.t1
OG0001407	acastellanii_g13320.t1, acastellanii_g13320.t3, acastellanii_g13320.t2	bc2002_g13332.t1
OG0001408	acastellanii_g12720.t1, acastellanii_g12727.t1, acastellanii_g13354.t1	bc2002_g20057.t1
OG0001409	acastellanii_g5426.t1	bc2002_g16897.t1
OG0001410	acastellanii_g13395.t1, acastellanii_g13395.t2	bc2002_g16847.t1, bc2002_g16847.t2
OG0001411	acastellanii_g12636.t1, acastellanii_g13416.t1, acastellanii_g3326.t1	bc2002_g2975.t1, bc2002_g2975.t2
OG0001413	acastellanii_g1800.t1, acastellanii_g13046.t1	bc2002_g18400.t2, bc2002_g18400.t1
OG0001414	acastellanii_g13016.t1	bc2002_g16146.t1
OG0001415	acastellanii_g9130.t1, acastellanii_g13022.t1, acastellanii_g13022.t2	bc2002_g11152.t1, bc2002_g11159.t1
OG0001416	acastellanii_g11774.t1, acastellanii_g13027.t1	bc2002_g17423.t1
OG0001418	acastellanii_g9914.t1, acastellanii_g12982.t1	bc2002_g19348.t1, bc2002_g19348.t2
OG0001419	acastellanii_g12997.t1, acastellanii_g6767.t1, acastellanii_g6766.t1, acastellanii_g5262.t1, acastellanii_g1805.t1	bc2002_g16385.t1
OG0001420	acastellanii_g12974.t1, acastellanii_g7293.t1	bc2002_g717.t1
OG0001421	acastellanii_g12858.t2, acastellanii_g12858.t1	bc2002_g7955.t2, bc2002_g7955.t1
OG0001422	acastellanii_g12868.t1	bc2002_g7990.t1, bc2002_g7968.t1
OG0001423	acastellanii_g12798.t1, acastellanii_g159.t1, acastellanii_g12797.t1	bc2002_g17501.t2, bc2002_g17501.t1
OG0001424	acastellanii_g6702.t1	bc2002_g4369.t1
OG0001425	acastellanii_g12625.t1	bc2002_g2419.t1
OG0001426	acastellanii_g12532.t1, acastellanii_g1702.t1, acastellanii_g1702.t2, acastellanii_g12532.t2	bc2002_g8791.t1
OG0001427	acastellanii_g12540.t1, acastellanii_g11780.t1, acastellanii_g11780.t2, acastellanii_g12540.t2	bc2002_g9343.t1
OG0001428	acastellanii_g12567.t1	bc2002_g8016.t1
OG0001429	acastellanii_g12469.t1	bc2002_g1960.t1, bc2002_g1960.t2
OG0001430	acastellanii_g7454.t1	bc2002_g11819.t1
OG0001431	acastellanii_g12400.t1	bc2002_g11148.t1, bc2002_g11163.t1
OG0001432	acastellanii_g12384.t1, acastellanii_g5294.t1	bc2002_g11897.t1
OG0001435	acastellanii_g5109.t1, acastellanii_g12361.t1, acastellanii_g6355.t1	bc2002_g2324.t2, bc2002_g2324.t1
OG0001436	acastellanii_g12346.t1, acastellanii_g11542.t1, acastellanii_g11543.t1	bc2002_g13902.t1
OG0001437	acastellanii_g11067.t1, acastellanii_g12319.t1	bc2002_g17137.t1
OG0001438	acastellanii_g11810.t1, acastellanii_g3945.t1	bc2002_g10126.t2, bc2002_g10126.t1
OG0001439	acastellanii_g11812.t1, acastellanii_g11827.t1	bc2002_g7670.t1
OG0001440	acastellanii_g11867.t1	bc2002_g17340.t1
OG0001442	acastellanii_g11892.t1	bc2002_g14645.t1, bc2002_g11399.t1
OG0001443	acastellanii_g11906.t1	bc2002_g19294.t1, bc2002_g19294.t2, bc2002_g19294.t3
OG0001444	acastellanii_g8016.t1, acastellanii_g11967.t1	bc2002_g12175.t1, bc2002_g12175.t2
OG0001445	acastellanii_g11974.t1	bc2002_g14427.t1, bc2002_g2794.t1, bc2002_g7633.t1
OG0001446	acastellanii_g11980.t1	bc2002_g3064.t1, bc2002_g4570.t1, bc2002_g4570.t2
OG0001448	acastellanii_g11991.t1	bc2002_g17311.t2, bc2002_g17311.t1
OG0001449	acastellanii_g1450.t1, acastellanii_g12003.t1, acastellanii_g12003.t2	bc2002_g10065.t1
OG0001450	acastellanii_g8556.t1, acastellanii_g12028.t1, acastellanii_g12028.t2	bc2002_g788.t1
OG0001451	acastellanii_g11487.t1, acastellanii_g8841.t2, acastellanii_g8841.t1, acastellanii_g12032.t1	bc2002_g17475.t1
OG0001453	acastellanii_g12090.t1	bc2002_g1099.t1, bc2002_g1099.t2
OG0001454	acastellanii_g3844.t1	bc2002_g11750.t1
OG0001454	acastellanii_g12128.t1	bc2002_g1098.t1
OG0001455	acastellanii_g12217.t1, acastellanii_g12217.t2	bc2002_g17002.t1
OG0001456	acastellanii_g599.t1, acastellanii_g12259.t2, acastellanii_g12259.t1, acastellanii_g11363.t1	bc2002_g17474.t1
OG0001457	acastellanii_g3980.t1, acastellanii_g12274.t3, acastellanii_g12274.t2, acastellanii_g12274.t1	bc2002_g17674.t1
OG0001458	acastellanii_g11211.t1, acastellanii_g12301.t1, acastellanii_g80.t1	bc2002_g8408.t1
OG0001459	acastellanii_g4258.t1, acastellanii_g11794.t1	bc2002_g9893.t1
OG0001460	acastellanii_g11768.t1, acastellanii_g9671.t1, acastellanii_g9673.t1	bc2002_g716.t1
OG0001461	acastellanii_g11631.t1	bc2002_g18487.t1, bc2002_g18487.t2
OG0001462	acastellanii_g11682.t1	bc2002_g11127.t1, bc2002_g11125.t1
OG0001463	acastellanii_g11702.t1	bc2002_g4287.t1
OG0001464	acastellanii_g11703.t1, acastellanii_g11703.t2	bc2002_g2024.t1
