Orthogroup	acastellanii_braker	bc2001_braker
OG0000975	acastellanii_g6031.t1, acastellanii_g6031.t2, acastellanii_g2340.t1	bc2001_g1767.t2, bc2001_g1767.t1
OG0000976	acastellanii_g3189.t1, acastellanii_g6266.t1	bc2001_g8194.t1, bc2001_g8367.t1, bc2001_g8356.t1
OG0000977	acastellanii_g6274.t1	bc2001_g11455.t2, bc2001_g11455.t1
OG0000978	acastellanii_g6480.t1	bc2001_g19592.t1
OG0000979	acastellanii_g2103.t1, acastellanii_g5693.t1, acastellanii_g6542.t1	bc2001_g632.t1
OG0000980	acastellanii_g5759.t1, acastellanii_g5759.t2	bc2001_g12853.t1
OG0000981	acastellanii_g1477.t1, acastellanii_g5762.t1	bc2001_g1237.t1
OG0000982	acastellanii_g3238.t1, acastellanii_g5768.t1	bc2001_g2161.t1
OG0000983	acastellanii_g5608.t1, acastellanii_g4482.t1	bc2001_g8626.t2, bc2001_g8626.t1, bc2001_g8626.t3
OG0000984	acastellanii_g3858.t1, acastellanii_g3858.t2, acastellanii_g5434.t1, acastellanii_g5433.t1	bc2001_g6992.t1, bc2001_g6992.t2
OG0000985	acastellanii_g4352.t1, acastellanii_g1850.t1	bc2001_g1974.t1
OG0000985	acastellanii_g5275.t1, acastellanii_g5275.t2	bc2001_g1976.t1, bc2001_g1975.t1
OG0000986	acastellanii_g4128.t1, acastellanii_g5173.t1	bc2001_g605.t1
OG0000987	acastellanii_g5180.t1	bc2001_g19047.t1
OG0000987	acastellanii_g393.t1	bc2001_g12993.t1
OG0000988	acastellanii_g5061.t1	bc2001_g5342.t2, bc2001_g5342.t1
OG0000989	acastellanii_g4864.t1, acastellanii_g2173.t1	bc2001_g12190.t2, bc2001_g12190.t1
OG0000990	acastellanii_g4871.t1	bc2001_g13683.t1, bc2001_g5707.t1
OG0000991	acastellanii_g2065.t1, acastellanii_g4554.t1	bc2001_g3984.t3, bc2001_g3984.t1, bc2001_g3984.t2
OG0000992	acastellanii_g4564.t1, acastellanii_g4564.t2	bc2001_g956.t2, bc2001_g956.t1
OG0000993	acastellanii_g4510.t1	bc2001_g10346.t1, bc2001_g10346.t2
OG0000994	acastellanii_g4493.t1	bc2001_g17515.t3, bc2001_g17515.t1, bc2001_g17515.t2
OG0000995	acastellanii_g4398.t1	bc2001_g15383.t2, bc2001_g15383.t1
OG0000996	acastellanii_g4415.t2, acastellanii_g4415.t1	bc2001_g17445.t1, bc2001_g17445.t2
OG0000997	acastellanii_g4434.t1, acastellanii_g4434.t2	bc2001_g1241.t1, bc2001_g1240.t1
OG0000998	acastellanii_g4169.t1	bc2001_g17591.t1, bc2001_g17591.t2
OG0000999	acastellanii_g3768.t1	bc2001_g19580.t1, bc2001_g8486.t2, bc2001_g8486.t1
OG0001001	acastellanii_g3379.t1	bc2001_g1912.t1
OG0001002	acastellanii_g3299.t2, acastellanii_g3299.t1	bc2001_g13223.t4, bc2001_g13223.t3, bc2001_g13223.t2, bc2001_g13223.t1
OG0001003	acastellanii_g2381.t1, acastellanii_g2381.t2, acastellanii_g3245.t1, acastellanii_g3245.t2, acastellanii_g2380.t1	bc2001_g7167.t1
OG0001004	acastellanii_g3073.t3, acastellanii_g3073.t2, acastellanii_g3073.t1	bc2001_g16800.t1, bc2001_g16800.t2
OG0001005	acastellanii_g3093.t1	bc2001_g18413.t2, bc2001_g18413.t1, bc2001_g18371.t1, bc2001_g18371.t2
OG0001006	acastellanii_g2850.t2	bc2001_g10864.t1
OG0001007	acastellanii_g1696.t2, acastellanii_g1696.t1, acastellanii_g2507.t1, acastellanii_g1248.t1	bc2001_g926.t1, bc2001_g926.t2
OG0001008	acastellanii_g1855.t1	bc2001_g11650.t1, bc2001_g2627.t1, bc2001_g11649.t1
OG0001009	acastellanii_g1868.t1	bc2001_g18453.t1
OG0001010	acastellanii_g2026.t1	bc2001_g9112.t1
OG0001011	acastellanii_g2101.t1	bc2001_g8930.t1, bc2001_g2938.t2, bc2001_g12812.t1
OG0001012	acastellanii_g2156.t1, acastellanii_g2156.t2	bc2001_g18274.t1
OG0001013	acastellanii_g1663.t1, acastellanii_g1663.t2	bc2001_g3819.t1, bc2001_g3819.t2
OG0001014	acastellanii_g1414.t1, acastellanii_g1414.t2, acastellanii_g1416.t1	bc2001_g10687.t1
OG0001015	acastellanii_g516.t1, acastellanii_g516.t2	bc2001_g10284.t2, bc2001_g10284.t1
OG0001016	acastellanii_g273.t2, acastellanii_g273.t1	bc2001_g15379.t2
OG0001017	acastellanii_g152.t2, acastellanii_g152.t1	bc2001_g13811.t1, bc2001_g14239.t2, bc2001_g14239.t1
OG0001018	acastellanii_g55.t1, acastellanii_g55.t2	bc2001_g5878.t2, bc2001_g5878.t1
OG0001096	acastellanii_g14240.t1	bc2001_g12529.t2, bc2001_g12529.t1, bc2001_g12529.t3
OG0001097	acastellanii_g14162.t1, acastellanii_g1191.t1	bc2001_g7834.t2, bc2001_g7834.t1
OG0001098	acastellanii_g14133.t1	bc2001_g12468.t1, bc2001_g16601.t1
OG0001099	acastellanii_g7853.t1, acastellanii_g13557.t1	bc2001_g9385.t1, bc2001_g5145.t1
OG0001100	acastellanii_g13633.t1	bc2001_g1126.t2, bc2001_g1126.t1, bc2001_g1126.t3
OG0001101	acastellanii_g13699.t1, acastellanii_g7862.t1	bc2001_g1777.t1
OG0001102	acastellanii_g13756.t1, acastellanii_g13756.t2	bc2001_g18870.t2, bc2001_g18870.t1
OG0001103	acastellanii_g8978.t1, acastellanii_g13759.t1, acastellanii_g4699.t1	bc2001_g11762.t1
OG0001104	acastellanii_g13801.t1, acastellanii_g13800.t1	bc2001_g13570.t1
OG0001105	acastellanii_g13845.t1, acastellanii_g13845.t2	bc2001_g16179.t1
OG0001106	acastellanii_g13847.t1	bc2001_g18336.t1
OG0001107	acastellanii_g13866.t1, acastellanii_g13866.t2	bc2001_g326.t2, bc2001_g326.t3, bc2001_g326.t1
OG0001108	acastellanii_g1420.t1	bc2001_g11863.t1, bc2001_g11864.t1
OG0001109	acastellanii_g11242.t1	bc2001_g5040.t2, bc2001_g5040.t1
OG0001110	acastellanii_g13509.t1, acastellanii_g13364.t1, acastellanii_g13341.t1	bc2001_g7281.t1
OG0001111	acastellanii_g13533.t3, acastellanii_g13533.t2, acastellanii_g13533.t1	bc2001_g16683.t1
OG0001114	acastellanii_g13239.t1, acastellanii_g13239.t2	bc2001_g6070.t1
OG0001114	acastellanii_g12564.t1	bc2001_g6070.t2
OG0001115	acastellanii_g12545.t1, acastellanii_g11792.t1, acastellanii_g13262.t1	bc2001_g2715.t1
OG0001116	acastellanii_g13283.t1, acastellanii_g1993.t1, acastellanii_g4312.t1, acastellanii_g8748.t1, acastellanii_g8751.t2, acastellanii_g8751.t1	bc2001_g12464.t1
OG0001118	acastellanii_g13366.t1	bc2001_g8248.t2, bc2001_g8248.t1, bc2001_g8248.t3
OG0001119	acastellanii_g11126.t1, acastellanii_g12945.t1, acastellanii_g13396.t1	bc2001_g3682.t1
OG0001121	acastellanii_g13446.t1	bc2001_g15536.t1
OG0001123	acastellanii_g10607.t1, acastellanii_g4459.t1, acastellanii_g13449.t1	bc2001_g8325.t1, bc2001_g8325.t2
OG0001124	acastellanii_g13045.t1	bc2001_g1909.t1
OG0001125	acastellanii_g13007.t1, acastellanii_g12453.t1, acastellanii_g3940.t1	bc2001_g16184.t3, bc2001_g10223.t1
OG0001126	acastellanii_g12973.t1, acastellanii_g7288.t1	bc2001_g1139.t1, bc2001_g1139.t2
OG0001128	acastellanii_g12789.t1, acastellanii_g2775.t1	bc2001_g14036.t1, bc2001_g10155.t1
OG0001129	acastellanii_g12689.t1	bc2001_g7081.t2, bc2001_g7081.t1, bc2001_g7080.t1
OG0001130	acastellanii_g12718.t1, acastellanii_g12717.t1	bc2001_g8660.t1
OG0001131	acastellanii_g12722.t1	bc2001_g5591.t1
OG0001132	acastellanii_g5491.t1, acastellanii_g12723.t1	bc2001_g10271.t1, bc2001_g10271.t2
OG0001133	acastellanii_g8864.t1	bc2001_g17605.t1
OG0001134	acastellanii_g12574.t1	bc2001_g8531.t3, bc2001_g4107.t1, bc2001_g12757.t1
OG0001136	acastellanii_g11823.t1	bc2001_g1419.t2, bc2001_g1419.t1
OG0001137	acastellanii_g11843.t1	bc2001_g18234.t1, bc2001_g18234.t2
OG0001139	acastellanii_g11940.t1	bc2001_g13919.t1
OG0001140	acastellanii_g11970.t1	bc2001_g15642.t1
OG0001142	acastellanii_g4439.t1, acastellanii_g11995.t1	bc2001_g17580.t1, bc2001_g17579.t2, bc2001_g17579.t1
OG0001144	acastellanii_g6317.t1, acastellanii_g6317.t2	bc2001_g11587.t1
OG0001145	acastellanii_g12106.t1, acastellanii_g18.t2, acastellanii_g18.t1, acastellanii_g17.t1	bc2001_g13507.t1
OG0001146	acastellanii_g12114.t1	bc2001_g14370.t2, bc2001_g14370.t1, bc2001_g3337.t1
OG0001147	acastellanii_g12132.t1	bc2001_g10300.t1
OG0001147	acastellanii_g8622.t1	bc2001_g17883.t1
OG0001148	acastellanii_g11796.t1	bc2001_g18350.t1
OG0001149	acastellanii_g11751.t1, acastellanii_g3318.t1, acastellanii_g4009.t1, acastellanii_g11752.t1	bc2001_g11126.t1
OG0001150	acastellanii_g11639.t1	bc2001_g158.t2, bc2001_g158.t1, bc2001_g158.t3
OG0001151	acastellanii_g11626.t1	bc2001_g14769.t1, bc2001_g14682.t1, bc2001_g16048.t1
OG0001152	acastellanii_g11530.t1	bc2001_g464.t1
OG0001153	acastellanii_g2778.t1, acastellanii_g11561.t1	bc2001_g18905.t1, bc2001_g18905.t2
OG0001154	acastellanii_g8430.t1, acastellanii_g8429.t1, acastellanii_g8432.t1, acastellanii_g11439.t1, acastellanii_g11439.t2	bc2001_g12858.t1
OG0001155	acastellanii_g11466.t1	bc2001_g11289.t1, bc2001_g11289.t2
OG0001156	acastellanii_g11186.t1, acastellanii_g6379.t1	bc2001_g2557.t1
OG0001158	acastellanii_g11139.t1, acastellanii_g11139.t2, acastellanii_g2961.t1	bc2001_g13865.t1
OG0001160	acastellanii_g10155.t1, acastellanii_g10869.t1	bc2001_g10536.t1
OG0001161	acastellanii_g6805.t1, acastellanii_g10881.t1	bc2001_g18226.t2, bc2001_g18226.t1
OG0001162	acastellanii_g10757.t1	bc2001_g99.t1, bc2001_g4720.t1
OG0001165	acastellanii_g10648.t1	bc2001_g10167.t1
OG0001166	acastellanii_g7896.t1	bc2001_g3215.t1
OG0001166	acastellanii_g10423.t1, acastellanii_g4960.t1	bc2001_g8226.t1
OG0001167	acastellanii_g10424.t1	bc2001_g942.t2, bc2001_g942.t1
OG0001168	acastellanii_g2093.t1, acastellanii_g2094.t1, acastellanii_g10433.t1	bc2001_g19499.t1, bc2001_g19503.t1
OG0001169	acastellanii_g10473.t1, acastellanii_g10339.t1	bc2001_g7880.t1
OG0001170	acastellanii_g10277.t1	bc2001_g17830.t3, bc2001_g17830.t1
OG0001171	acastellanii_g10358.t1, acastellanii_g10363.t1	bc2001_g11557.t2
OG0001172	acastellanii_g10396.t1	bc2001_g7578.t1, bc2001_g18425.t1
OG0001173	acastellanii_g10020.t1, acastellanii_g284.t1	bc2001_g11653.t2, bc2001_g11653.t1, bc2001_g10803.t1
OG0001174	acastellanii_g10048.t1	bc2001_g639.t1
OG0001174	acastellanii_g4785.t1	bc2001_g1141.t1
OG0001175	acastellanii_g10083.t2, acastellanii_g10083.t1	bc2001_g9506.t1
OG0001176	acastellanii_g10140.t2, acastellanii_g10140.t1, acastellanii_g6952.t1	bc2001_g16927.t1
OG0001177	acastellanii_g10203.t1, acastellanii_g3109.t1, acastellanii_g7340.t1	bc2001_g2399.t1
OG0001178	acastellanii_g7642.t1, acastellanii_g10001.t1	bc2001_g6742.t1, bc2001_g6742.t2, bc2001_g6907.t1
OG0001180	acastellanii_g9709.t1, acastellanii_g9709.t2	bc2001_g15879.t1
OG0001181	acastellanii_g9723.t1, acastellanii_g9578.t1, acastellanii_g9578.t2	bc2001_g8117.t1
OG0001183	acastellanii_g9776.t1	bc2001_g5219.t1
OG0001184	acastellanii_g9779.t1	bc2001_g18583.t2, bc2001_g18583.t1
OG0001185	acastellanii_g9857.t1	bc2001_g16230.t1, bc2001_g14394.t1
OG0001186	acastellanii_g3785.t1	bc2001_g15126.t1, bc2001_g15126.t2
OG0001187	acastellanii_g9408.t1, acastellanii_g9408.t2	bc2001_g7095.t2, bc2001_g7095.t1
OG0001188	acastellanii_g9434.t1	bc2001_g12899.t1, bc2001_g12899.t2, bc2001_g12899.t3
OG0001189	acastellanii_g8818.t1	bc2001_g5709.t1
OG0001191	acastellanii_g9549.t1	bc2001_g3376.t1, bc2001_g3376.t2
OG0001192	acastellanii_g9295.t2, acastellanii_g9295.t1	bc2001_g3960.t1
OG0001193	acastellanii_g9303.t1	bc2001_g857.t2, bc2001_g857.t1
OG0001194	acastellanii_g9122.t1, acastellanii_g3993.t1, acastellanii_g5215.t1	bc2001_g15200.t1, bc2001_g15274.t1
OG0001195	acastellanii_g5870.t1, acastellanii_g8412.t1, acastellanii_g6294.t1, acastellanii_g9123.t1, acastellanii_g3131.t1	bc2001_g16837.t1
OG0001196	acastellanii_g6957.t1, acastellanii_g6954.t1	bc2001_g1775.t1
OG0001197	acastellanii_g9137.t1, acastellanii_g9137.t2	bc2001_g7352.t1, bc2001_g7352.t2
OG0001199	acastellanii_g8770.t1, acastellanii_g8768.t1	bc2001_g4549.t2, bc2001_g4549.t1, bc2001_g4549.t3
OG0001200	acastellanii_g8799.t1, acastellanii_g7048.t1	bc2001_g9544.t1
OG0001201	acastellanii_g8884.t1	bc2001_g3377.t2, bc2001_g3377.t1
OG0001202	acastellanii_g8389.t1, acastellanii_g9047.t2, acastellanii_g9047.t1	bc2001_g17188.t1
OG0001203	acastellanii_g8701.t2, acastellanii_g8701.t1, acastellanii_g279.t1	bc2001_g18932.t2, bc2001_g18932.t1
OG0001205	acastellanii_g8029.t1	bc2001_g11454.t1, bc2001_g17259.t1, bc2001_g11123.t1
OG0001206	acastellanii_g8040.t1, acastellanii_g2502.t1	bc2001_g7205.t1
OG0001207	acastellanii_g8089.t1, acastellanii_g5374.t1	bc2001_g7971.t1
OG0001208	acastellanii_g8190.t1, acastellanii_g8188.t1	bc2001_g17131.t1
OG0001209	acastellanii_g8275.t1, acastellanii_g8275.t2	bc2001_g2559.t2, bc2001_g2559.t1
OG0001211	acastellanii_g8343.t1	bc2001_g16278.t1
OG0001212	acastellanii_g360.t1, acastellanii_g8345.t1	bc2001_g16869.t1
OG0001213	acastellanii_g7940.t1, acastellanii_g7940.t2	bc2001_g7798.t2, bc2001_g7798.t1
OG0001214	acastellanii_g7794.t1	bc2001_g18245.t2, bc2001_g18245.t1
OG0001216	acastellanii_g7817.t1	bc2001_g11547.t1, bc2001_g14224.t1, bc2001_g19707.t1
OG0001217	acastellanii_g6605.t1, acastellanii_g7521.t1	bc2001_g11680.t1
OG0001218	acastellanii_g7538.t1, acastellanii_g7536.t1	bc2001_g13438.t1, bc2001_g13437.t1
OG0001219	acastellanii_g3663.t1, acastellanii_g1757.t1, acastellanii_g1258.t1, acastellanii_g7562.t1	bc2001_g10292.t1
OG0001220	acastellanii_g6986.t1, acastellanii_g6986.t3, acastellanii_g6986.t5, acastellanii_g6986.t2	bc2001_g4995.t2, bc2001_g4995.t1
OG0001221	acastellanii_g5001.t1	bc2001_g9025.t1
OG0001222	acastellanii_g4174.t1, acastellanii_g7209.t3, acastellanii_g7209.t1, acastellanii_g7209.t2	bc2001_g19469.t1
OG0001223	acastellanii_g6721.t1	bc2001_g6272.t1, bc2001_g12796.t1
OG0001224	acastellanii_g6139.t1	bc2001_g9132.t1, bc2001_g9132.t2, bc2001_g9132.t3
OG0001225	acastellanii_g6235.t1, acastellanii_g6235.t2	bc2001_g4299.t1
OG0001226	acastellanii_g4407.t2, acastellanii_g4407.t1	bc2001_g497.t1
OG0001227	acastellanii_g6529.t1	bc2001_g13572.t1, bc2001_g13572.t2
OG0001228	acastellanii_g6613.t1	bc2001_g5481.t1
OG0001229	acastellanii_g5955.t1	bc2001_g19.t1
OG0001230	acastellanii_g5959.t1, acastellanii_g5619.t1	bc2001_g144.t1
OG0001232	acastellanii_g5655.t1	bc2001_g10563.t1
OG0001232	acastellanii_g5905.t1	bc2001_g10562.t1
OG0001233	acastellanii_g5812.t1, acastellanii_g1217.t2, acastellanii_g1217.t1	bc2001_g9560.t1, bc2001_g9559.t1, bc2001_g9560.t2
OG0001234	acastellanii_g3472.t2, acastellanii_g3472.t1, acastellanii_g5854.t2, acastellanii_g5854.t1	bc2001_g19045.t1
OG0001235	acastellanii_g4875.t1, acastellanii_g5390.t1	bc2001_g10380.t1, bc2001_g422.t1
OG0001236	acastellanii_g5360.t2, acastellanii_g5360.t1	bc2001_g8462.t1, bc2001_g8462.t3, bc2001_g8462.t2
OG0001237	acastellanii_g5221.t1	bc2001_g1157.t2, bc2001_g1157.t1
OG0001238	acastellanii_g5227.t1	bc2001_g18439.t1, bc2001_g18439.t2
OG0001239	acastellanii_g4902.t2, acastellanii_g4902.t1	bc2001_g18873.t1, bc2001_g14004.t1
OG0001240	acastellanii_g4716.t1	bc2001_g9543.t1, bc2001_g9543.t2
OG0001241	acastellanii_g4725.t1, acastellanii_g1799.t1	bc2001_g4435.t2, bc2001_g4435.t1
OG0001242	acastellanii_g2642.t1, acastellanii_g4520.t1	bc2001_g517.t3, bc2001_g517.t1, bc2001_g517.t2
OG0001243	acastellanii_g4492.t1	bc2001_g6946.t1, bc2001_g6769.t1, bc2001_g6769.t2
OG0001244	acastellanii_g4397.t2, acastellanii_g4397.t1, acastellanii_g4397.t3, acastellanii_g4395.t1	bc2001_g5967.t1
OG0001245	acastellanii_g4457.t1, acastellanii_g4457.t2	bc2001_g16759.t1
OG0001246	acastellanii_g4146.t1	bc2001_g16708.t1
OG0001247	acastellanii_g4161.t1, acastellanii_g4161.t2, acastellanii_g4161.t3	bc2001_g17630.t1
OG0001248	acastellanii_g4250.t2, acastellanii_g4250.t1	bc2001_g1271.t1, bc2001_g1271.t2
OG0001249	acastellanii_g298.t1, acastellanii_g4301.t1, acastellanii_g300.t1, acastellanii_g300.t2	bc2001_g9562.t1
OG0001250	acastellanii_g4304.t1, acastellanii_g4304.t2, acastellanii_g4304.t3, acastellanii_g4304.t4	bc2001_g17132.t1, bc2001_g17132.t2
OG0001251	acastellanii_g4003.t1, acastellanii_g927.t1, acastellanii_g2773.t1, acastellanii_g2773.t2	bc2001_g9859.t1
OG0001252	acastellanii_g3975.t1	bc2001_g2041.t1, bc2001_g4711.t1
OG0001253	acastellanii_g3419.t1	bc2001_g16589.t2, bc2001_g16589.t1, bc2001_g16589.t3
OG0001254	acastellanii_g3272.t3, acastellanii_g3272.t1, acastellanii_g3272.t2	bc2001_g12169.t1, bc2001_g12169.t2
OG0001255	acastellanii_g3217.t1	bc2001_g10302.t1
OG0001256	acastellanii_g3042.t1	bc2001_g3714.t2, bc2001_g4512.t1, bc2001_g3714.t1
OG0001257	acastellanii_g3100.t1	bc2001_g17977.t1, bc2001_g17977.t3, bc2001_g17977.t2
OG0001258	acastellanii_g1858.t1, acastellanii_g2799.t1, acastellanii_g2799.t2	bc2001_g5801.t2, bc2001_g5801.t1
OG0001259	acastellanii_g2699.t1	bc2001_g6759.t2, bc2001_g6759.t1
OG0001261	acastellanii_g2659.t2, acastellanii_g2659.t1, acastellanii_g2387.t1	bc2001_g10888.t2, bc2001_g10888.t1
OG0001262	acastellanii_g2607.t1, acastellanii_g2607.t2, acastellanii_g643.t1	bc2001_g16259.t1, bc2001_g4866.t1
OG0001263	acastellanii_g1880.t1, acastellanii_g1880.t2	bc2001_g4913.t1, bc2001_g4913.t2
OG0001264	acastellanii_g2133.t1	bc2001_g16767.t1
OG0001264	acastellanii_g831.t1	bc2001_g2562.t1
OG0001265	acastellanii_g1761.t1, acastellanii_g1761.t2	bc2001_g10917.t2, bc2001_g10917.t1
OG0001266	acastellanii_g1740.t1, acastellanii_g1740.t2	bc2001_g13790.t2, bc2001_g13790.t1
OG0001267	acastellanii_g1721.t1	bc2001_g5318.t1, bc2001_g1743.t1
OG0001268	acastellanii_g803.t2, acastellanii_g803.t1	bc2001_g3643.t1, bc2001_g3644.t1, bc2001_g3644.t2
OG0001269	acastellanii_g884.t1, acastellanii_g884.t2, acastellanii_g309.t1	bc2001_g6821.t1
OG0001270	acastellanii_g676.t1	bc2001_g17967.t1
OG0001271	acastellanii_g634.t1, acastellanii_g634.t2	bc2001_g10943.t2, bc2001_g10943.t1
OG0001272	acastellanii_g270.t1	bc2001_g19373.t1, bc2001_g3504.t1
OG0001273	acastellanii_g73.t2, acastellanii_g73.t1, acastellanii_g73.t3	bc2001_g1347.t2, bc2001_g1347.t1, bc2001_g1347.t3
OG0001370	acastellanii_g14203.t1, acastellanii_g10418.t1	bc2001_g594.t1, bc2001_g594.t2
OG0001371	acastellanii_g14145.t1, acastellanii_g12977.t1	bc2001_g9818.t1, bc2001_g9818.t2
OG0001372	acastellanii_g14105.t2, acastellanii_g14105.t1	bc2001_g1125.t1
OG0001374	acastellanii_g13560.t1	bc2001_g9582.t1
OG0001375	acastellanii_g3457.t1, acastellanii_g13566.t1	bc2001_g11897.t1, bc2001_g11897.t2
OG0001376	acastellanii_g13581.t1	bc2001_g2266.t1, bc2001_g2266.t2
OG0001377	acastellanii_g13670.t1	bc2001_g11224.t1
OG0001378	acastellanii_g13681.t1	bc2001_g8245.t2, bc2001_g8245.t1
OG0001380	acastellanii_g13739.t1	bc2001_g11450.t2, bc2001_g11450.t1
OG0001381	acastellanii_g13833.t1	bc2001_g4344.t2, bc2001_g4344.t1
OG0001384	acastellanii_g12872.t1	bc2001_g3542.t1
OG0001385	acastellanii_g11660.t1, acastellanii_g13909.t1	bc2001_g11210.t1
OG0001387	acastellanii_g13974.t1	bc2001_g507.t1
OG0001388	acastellanii_g12272.t1, acastellanii_g12272.t2, acastellanii_g13977.t1	bc2001_g4260.t1
OG0001389	acastellanii_g14010.t3, acastellanii_g14010.t2, acastellanii_g14010.t1	bc2001_g8710.t1
OG0001391	acastellanii_g14024.t1, acastellanii_g3425.t1, acastellanii_g1370.t1, acastellanii_g4557.t1	bc2001_g13594.t1
OG0001392	acastellanii_g14038.t1, acastellanii_g5825.t1	bc2001_g154.t1, bc2001_g154.t2
OG0001393	acastellanii_g14061.t1, acastellanii_g14061.t2	bc2001_g10937.t4, bc2001_g10937.t3, bc2001_g10937.t1
OG0001394	acastellanii_g14079.t1	bc2001_g6413.t1, bc2001_g6413.t2
OG0001395	acastellanii_g13514.t1	bc2001_g15188.t1, bc2001_g15189.t1, bc2001_g15189.t2
OG0001396	acastellanii_g6789.t1, acastellanii_g13525.t1	bc2001_g18622.t1, bc2001_g18622.t2
OG0001397	acastellanii_g2038.t1, acastellanii_g13494.t1	bc2001_g16584.t2, bc2001_g16584.t1
OG0001398	acastellanii_g13067.t1, acastellanii_g13067.t2, acastellanii_g4245.t2, acastellanii_g4245.t1	bc2001_g19717.t1
OG0001399	acastellanii_g13077.t1	bc2001_g6421.t1, bc2001_g6421.t3, bc2001_g6421.t2
OG0001401	acastellanii_g13103.t1	bc2001_g11367.t1, bc2001_g8410.t1
OG0001402	acastellanii_g13112.t1, acastellanii_g896.t1, acastellanii_g4281.t1	bc2001_g229.t1
OG0001406	acastellanii_g13298.t1, acastellanii_g13298.t2	bc2001_g18974.t1
OG0001407	acastellanii_g13320.t1, acastellanii_g13320.t3, acastellanii_g13320.t2	bc2001_g13267.t1
OG0001408	acastellanii_g12720.t1, acastellanii_g12727.t1, acastellanii_g13354.t1	bc2001_g5590.t1
OG0001409	acastellanii_g5426.t1	bc2001_g10135.t1
OG0001410	acastellanii_g13395.t1, acastellanii_g13395.t2	bc2001_g10183.t1, bc2001_g10183.t2
OG0001411	acastellanii_g12636.t1, acastellanii_g13416.t1, acastellanii_g3326.t1	bc2001_g12813.t2, bc2001_g12813.t1
OG0001413	acastellanii_g1800.t1, acastellanii_g13046.t1	bc2001_g9208.t2, bc2001_g9208.t1
OG0001414	acastellanii_g13016.t1	bc2001_g18451.t1
OG0001415	acastellanii_g9130.t1, acastellanii_g13022.t1, acastellanii_g13022.t2	bc2001_g969.t1, bc2001_g962.t1
OG0001416	acastellanii_g11774.t1, acastellanii_g13027.t1	bc2001_g16784.t1
OG0001418	acastellanii_g9914.t1, acastellanii_g12982.t1	bc2001_g14908.t1
OG0001419	acastellanii_g12997.t1, acastellanii_g6767.t1, acastellanii_g6766.t1, acastellanii_g5262.t1, acastellanii_g1805.t1	bc2001_g13120.t1
OG0001420	acastellanii_g12974.t1, acastellanii_g7293.t1	bc2001_g10583.t1, bc2001_g10583.t2
OG0001421	acastellanii_g12858.t2, acastellanii_g12858.t1	bc2001_g17040.t2, bc2001_g17040.t1
OG0001422	acastellanii_g12868.t1	bc2001_g17077.t1, bc2001_g17053.t1, bc2001_g17053.t2
OG0001423	acastellanii_g12798.t1, acastellanii_g159.t1, acastellanii_g12797.t1	bc2001_g16705.t1
OG0001424	acastellanii_g6702.t1	bc2001_g18094.t1
OG0001425	acastellanii_g12625.t1	bc2001_g9104.t1
OG0001426	acastellanii_g12532.t1, acastellanii_g1702.t1, acastellanii_g1702.t2, acastellanii_g12532.t2	bc2001_g97.t1, bc2001_g98.t1
OG0001427	acastellanii_g12540.t1, acastellanii_g11780.t1, acastellanii_g11780.t2, acastellanii_g12540.t2	bc2001_g10769.t1
OG0001428	acastellanii_g12567.t1	bc2001_g11237.t1, bc2001_g11237.t2
OG0001429	acastellanii_g12469.t1	bc2001_g19511.t3, bc2001_g19511.t1, bc2001_g19511.t2
OG0001430	acastellanii_g7454.t1	bc2001_g3012.t1
OG0001431	acastellanii_g12400.t1	bc2001_g959.t1, bc2001_g971.t1
OG0001432	acastellanii_g12384.t1, acastellanii_g5294.t1	bc2001_g9829.t1
OG0001435	acastellanii_g5109.t1, acastellanii_g12361.t1, acastellanii_g6355.t1	bc2001_g9422.t1
OG0001436	acastellanii_g12346.t1, acastellanii_g11542.t1, acastellanii_g11543.t1	bc2001_g7465.t1, bc2001_g7465.t2
OG0001437	acastellanii_g11067.t1, acastellanii_g12319.t1	bc2001_g8582.t1, bc2001_g8582.t2
OG0001438	acastellanii_g11810.t1, acastellanii_g3945.t1	bc2001_g12503.t2, bc2001_g12503.t1
OG0001439	acastellanii_g11812.t1, acastellanii_g11827.t1	bc2001_g12980.t1
OG0001440	acastellanii_g11867.t1	bc2001_g8775.t1
OG0001442	acastellanii_g11892.t1	bc2001_g13900.t1, bc2001_g2151.t1
OG0001443	acastellanii_g11906.t1	bc2001_g7827.t1, bc2001_g7827.t2
OG0001444	acastellanii_g8016.t1, acastellanii_g11967.t1	bc2001_g12192.t1, bc2001_g12192.t2
OG0001445	acastellanii_g11974.t1	bc2001_g177.t1, bc2001_g13020.t2, bc2001_g19420.t1, bc2001_g13020.t1
OG0001446	acastellanii_g11980.t1	bc2001_g16391.t1, bc2001_g18809.t1
OG0001448	acastellanii_g11991.t1	bc2001_g8745.t1, bc2001_g8745.t2
OG0001449	acastellanii_g1450.t1, acastellanii_g12003.t1, acastellanii_g12003.t2	bc2001_g12556.t1
OG0001450	acastellanii_g8556.t1, acastellanii_g12028.t1, acastellanii_g12028.t2	bc2001_g10509.t1
OG0001451	acastellanii_g11487.t1, acastellanii_g8841.t2, acastellanii_g8841.t1, acastellanii_g12032.t1	bc2001_g16729.t3
OG0001453	acastellanii_g12090.t1	bc2001_g5930.t1, bc2001_g5930.t2
OG0001454	acastellanii_g3844.t1	bc2001_g330.t1
OG0001454	acastellanii_g12128.t1	bc2001_g5929.t1
