Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
OG0020573	acastellanii_g8087.t1				
OG0020574	acastellanii_g8090.t1				
OG0020575	acastellanii_g8092.t1				
OG0020576	acastellanii_g8093.t1				
OG0020577	acastellanii_g8094.t1				
OG0020578	acastellanii_g8096.t1				
OG0020579	acastellanii_g8097.t1				
OG0020580	acastellanii_g8098.t1				
OG0020581	acastellanii_g8103.t1				
OG0020582	acastellanii_g8111.t1				
OG0020583	acastellanii_g8113.t1				
OG0020584	acastellanii_g8124.t1				
OG0020585	acastellanii_g8125.t1				
OG0020586	acastellanii_g8126.t1				
OG0020587	acastellanii_g8127.t1				
OG0020588	acastellanii_g8129.t1				
OG0020589	acastellanii_g8133.t1				
OG0020590	acastellanii_g8137.t1				
OG0020591	acastellanii_g8140.t1				
OG0020592	acastellanii_g8144.t1				
OG0020593	acastellanii_g8151.t1				
OG0020594	acastellanii_g8165.t1				
OG0020595	acastellanii_g8176.t1				
OG0020596	acastellanii_g8177.t1				
OG0020597	acastellanii_g8182.t1				
OG0020598	acastellanii_g8185.t1				
OG0020599	acastellanii_g8195.t1				
OG0020600	acastellanii_g8197.t1				
OG0020601	acastellanii_g8198.t1				
OG0020602	acastellanii_g8201.t1				
OG0020603	acastellanii_g8202.t1				
OG0020604	acastellanii_g8203.t1				
OG0020605	acastellanii_g8205.t1				
OG0020606	acastellanii_g8207.t1				
OG0020607	acastellanii_g8212.t1				
OG0020608	acastellanii_g8220.t1				
OG0020609	acastellanii_g8221.t1				
OG0020610	acastellanii_g8223.t1				
OG0020611	acastellanii_g8224.t1				
OG0020612	acastellanii_g8239.t1				
OG0020613	acastellanii_g8243.t1				
OG0020614	acastellanii_g8251.t1				
OG0020615	acastellanii_g8256.t1				
OG0020616	acastellanii_g8257.t1				
OG0020617	acastellanii_g8258.t1				
OG0020618	acastellanii_g8260.t1				
OG0020619	acastellanii_g8262.t1				
OG0020620	acastellanii_g8263.t1				
OG0020621	acastellanii_g8265.t1				
OG0020622	acastellanii_g8266.t1				
OG0020623	acastellanii_g8273.t1				
OG0020624	acastellanii_g8274.t1				
OG0020625	acastellanii_g8279.t1				
OG0020626	acastellanii_g8281.t1				
OG0020627	acastellanii_g8283.t1				
OG0020628	acastellanii_g8289.t1				
OG0020629	acastellanii_g8296.t1				
OG0020630	acastellanii_g8301.t1				
OG0020631	acastellanii_g8302.t1				
OG0020632	acastellanii_g8304.t1				
OG0020633	acastellanii_g8308.t1				
OG0020634	acastellanii_g8312.t1				
OG0020635	acastellanii_g8315.t1				
OG0020636	acastellanii_g8321.t1				
OG0020637	acastellanii_g8325.t1				
OG0020638	acastellanii_g8330.t1				
OG0020639	acastellanii_g8331.t1				
OG0020640	acastellanii_g8334.t1				
OG0020641	acastellanii_g8337.t1				
OG0020642	acastellanii_g8341.t1				
OG0020643	acastellanii_g8342.t1				
OG0020644	acastellanii_g8344.t1				
OG0020645	acastellanii_g8346.t1				
OG0020646	acastellanii_g8350.t1				
OG0020647	acastellanii_g8352.t1				
OG0020648	acastellanii_g8358.t1				
OG0020649	acastellanii_g8362.t1				
OG0020650	acastellanii_g8365.t1				
OG0020651	acastellanii_g8366.t1				
OG0020652	acastellanii_g8367.t1				
OG0020653	acastellanii_g8379.t1				
OG0020654	acastellanii_g8382.t1				
OG0020655	acastellanii_g8386.t1				
OG0020656	acastellanii_g8403.t1				
OG0020657	acastellanii_g8405.t1				
OG0020658	acastellanii_g8406.t1				
OG0020659	acastellanii_g7991.t1				
OG0020660	acastellanii_g7994.t1				
OG0020661	acastellanii_g7997.t1				
OG0020662	acastellanii_g7998.t1				
OG0020663	acastellanii_g8001.t1				
OG0020664	acastellanii_g8008.t1				
OG0020665	acastellanii_g8011.t1				
OG0020666	acastellanii_g7988.t1				
OG0020667	acastellanii_g7962.t1				
OG0020668	acastellanii_g7963.t1				
OG0020669	acastellanii_g7969.t1				
OG0020670	acastellanii_g7971.t1				
OG0020671	acastellanii_g7972.t1				
OG0020672	acastellanii_g7975.t1				
OG0020673	acastellanii_g7976.t1				
OG0020674	acastellanii_g7978.t1				
OG0020675	acastellanii_g7958.t1				
OG0020676	acastellanii_g7932.t1				
OG0020677	acastellanii_g7934.t1				
OG0020678	acastellanii_g7936.t1				
OG0020679	acastellanii_g7943.t1				
OG0020680	acastellanii_g7946.t1				
OG0020681	acastellanii_g7950.t1				
OG0020682	acastellanii_g7752.t1				
OG0020683	acastellanii_g7753.t1				
OG0020684	acastellanii_g7773.t1				
OG0020685	acastellanii_g7777.t1				
OG0020686	acastellanii_g7778.t1				
OG0020687	acastellanii_g7783.t1				
OG0020688	acastellanii_g7788.t1				
OG0020689	acastellanii_g7793.t1				
OG0020690	acastellanii_g7798.t1				
OG0020691	acastellanii_g7800.t1				
OG0020692	acastellanii_g7801.t1				
OG0020693	acastellanii_g7802.t1				
OG0020694	acastellanii_g7803.t1				
OG0020695	acastellanii_g7809.t1				
OG0020696	acastellanii_g7811.t1				
OG0020697	acastellanii_g7813.t1				
OG0020698	acastellanii_g7814.t1				
OG0020699	acastellanii_g7822.t1				
OG0020700	acastellanii_g7828.t1				
OG0020701	acastellanii_g7831.t1				
OG0020702	acastellanii_g7839.t1				
OG0020703	acastellanii_g7841.t1				
OG0020704	acastellanii_g7842.t1				
OG0020705	acastellanii_g7843.t1				
OG0020706	acastellanii_g7846.t1				
OG0020707	acastellanii_g7867.t1				
OG0020708	acastellanii_g7872.t1				
OG0020709	acastellanii_g7876.t1				
OG0020710	acastellanii_g7878.t1				
OG0020711	acastellanii_g7885.t1				
OG0020712	acastellanii_g7889.t1				
OG0020713	acastellanii_g7904.t1				
OG0020714	acastellanii_g7907.t1				
OG0020715	acastellanii_g7911.t1				
OG0020716	acastellanii_g7928.t1				
OG0020717	acastellanii_g7929.t1				
OG0020718	acastellanii_g7715.t1				
OG0020719	acastellanii_g7725.t1				
OG0020720	acastellanii_g7726.t1				
OG0020721	acastellanii_g7727.t1				
OG0020722	acastellanii_g7733.t1				
OG0020723	acastellanii_g7736.t1				
OG0020724	acastellanii_g7737.t1				
OG0020725	acastellanii_g7738.t1				
OG0020726	acastellanii_g7740.t1				
OG0020727	acastellanii_g7742.t1				
OG0020728	acastellanii_g7744.t1				
OG0020729	acastellanii_g7747.t1				
OG0020730	acastellanii_g7685.t1				
OG0020731	acastellanii_g7692.t1				
OG0020732	acastellanii_g7701.t1				
OG0020733	acastellanii_g7702.t1				
OG0020734	acastellanii_g7703.t1				
OG0020735	acastellanii_g7705.t1				
OG0020736	acastellanii_g7710.t1				
OG0020737	acastellanii_g7711.t1				
OG0020738	acastellanii_g7646.t1				
OG0020739	acastellanii_g7650.t1				
OG0020740	acastellanii_g7651.t1				
OG0020741	acastellanii_g7654.t1				
OG0020742	acastellanii_g7655.t1				
OG0020743	acastellanii_g7656.t1				
OG0020744	acastellanii_g7657.t1				
OG0020745	acastellanii_g7674.t1				
OG0020746	acastellanii_g7680.t1				
OG0020747	acastellanii_g7682.t1				
OG0020748	acastellanii_g7643.t1				
OG0020749	acastellanii_g7644.t1				
OG0020750	acastellanii_g7603.t1				
OG0020751	acastellanii_g7608.t1				
OG0020752	acastellanii_g7609.t1				
OG0020753	acastellanii_g7614.t1				
OG0020754	acastellanii_g7592.t1				
OG0020755	acastellanii_g7598.t1				
OG0020756	acastellanii_g7601.t1				
OG0020757	acastellanii_g7514.t1				
OG0020758	acastellanii_g7528.t1				
OG0020759	acastellanii_g7529.t1				
OG0020760	acastellanii_g7567.t1				
OG0020761	acastellanii_g7568.t1				
OG0020762	acastellanii_g7578.t1				
OG0020763	acastellanii_g7588.t1				
OG0020764	acastellanii_g7497.t1				
OG0020765	acastellanii_g7508.t1				
OG0020766	acastellanii_g7495.t1				
OG0020767	acastellanii_g7402.t1				
OG0020768	acastellanii_g7410.t1				
OG0020769	acastellanii_g7413.t1				
OG0020770	acastellanii_g7415.t1				
OG0020771	acastellanii_g7417.t1				
OG0020772	acastellanii_g7420.t1				
OG0020773	acastellanii_g7425.t1				
OG0020774	acastellanii_g7426.t1				
OG0020775	acastellanii_g7429.t1				
OG0020776	acastellanii_g7431.t1				
OG0020777	acastellanii_g7433.t1				
OG0020778	acastellanii_g7435.t1				
OG0020779	acastellanii_g7441.t1				
OG0020780	acastellanii_g7444.t1				
OG0020781	acastellanii_g7445.t1				
OG0020782	acastellanii_g7459.t1				
OG0020783	acastellanii_g7465.t1				
OG0020784	acastellanii_g7473.t1				
OG0020785	acastellanii_g7481.t1				
OG0020786	acastellanii_g7482.t1				
OG0020787	acastellanii_g7487.t1				
OG0020788	acastellanii_g7488.t1				
OG0020789	acastellanii_g7324.t1				
OG0020790	acastellanii_g7328.t1				
OG0020791	acastellanii_g7331.t1				
OG0020792	acastellanii_g7335.t1				
OG0020793	acastellanii_g7336.t1				
OG0020794	acastellanii_g7342.t1				
OG0020795	acastellanii_g7343.t1				
OG0020796	acastellanii_g7344.t1				
OG0020797	acastellanii_g7350.t1				
OG0020798	acastellanii_g7352.t1				
OG0020799	acastellanii_g7355.t1				
OG0020800	acastellanii_g7360.t1				
OG0020801	acastellanii_g7361.t1				
OG0020802	acastellanii_g7362.t1				
OG0020803	acastellanii_g7366.t1				
OG0020804	acastellanii_g7370.t1				
OG0020805	acastellanii_g7385.t1				
OG0020806	acastellanii_g7317.t1				
OG0020807	acastellanii_g7319.t1				
OG0020808	acastellanii_g7321.t1				
OG0020809	acastellanii_g7249.t1				
OG0020810	acastellanii_g7251.t1				
OG0020811	acastellanii_g7257.t1				
OG0020812	acastellanii_g7262.t1				
OG0020813	acastellanii_g7264.t1				
OG0020814	acastellanii_g7265.t1				
OG0020815	acastellanii_g7271.t1				
OG0020816	acastellanii_g7277.t1				
OG0020817	acastellanii_g7284.t1				
OG0020818	acastellanii_g7291.t1				
OG0020819	acastellanii_g7295.t1				
OG0020820	acastellanii_g7296.t1				
OG0020821	acastellanii_g6983.t1				
OG0020822	acastellanii_g6984.t1				
OG0020823	acastellanii_g6986.t4				
OG0020824	acastellanii_g6990.t1				
OG0020825	acastellanii_g6992.t1				
OG0020826	acastellanii_g6999.t1				
OG0020827	acastellanii_g7002.t1				
OG0020828	acastellanii_g7008.t1				
OG0020829	acastellanii_g7011.t1				
OG0020830	acastellanii_g7026.t1				
OG0020831	acastellanii_g7027.t1				
OG0020832	acastellanii_g7029.t1				
OG0020833	acastellanii_g7031.t1				
OG0020834	acastellanii_g7033.t1				
OG0020835	acastellanii_g7034.t1				
OG0020836	acastellanii_g7036.t1				
OG0020837	acastellanii_g7043.t1				
OG0020838	acastellanii_g7046.t1				
OG0020839	acastellanii_g7053.t1				
OG0020840	acastellanii_g7054.t1				
OG0020841	acastellanii_g7063.t1				
OG0020842	acastellanii_g7070.t1				
OG0020843	acastellanii_g7091.t1				
OG0020844	acastellanii_g7095.t1				
OG0020845	acastellanii_g7098.t1				
OG0020846	acastellanii_g7100.t1				
OG0020847	acastellanii_g7107.t1				
OG0020848	acastellanii_g7120.t1				
OG0020849	acastellanii_g7124.t1				
OG0020850	acastellanii_g7128.t1				
OG0020851	acastellanii_g7141.t1				
OG0020852	acastellanii_g7164.t1				
OG0020853	acastellanii_g7175.t1				
OG0020854	acastellanii_g7176.t1				
OG0020855	acastellanii_g7186.t1				
OG0020856	acastellanii_g7188.t1				
OG0020857	acastellanii_g7195.t1				
OG0020858	acastellanii_g7203.t1				
OG0020859	acastellanii_g7209.t4				
OG0020860	acastellanii_g7210.t1				
OG0020861	acastellanii_g7217.t1				
OG0020862	acastellanii_g7222.t1				
OG0020863	acastellanii_g6945.t1				
OG0020864	acastellanii_g6946.t1				
OG0020865	acastellanii_g6951.t1				
OG0020866	acastellanii_g6955.t1				
OG0020867	acastellanii_g6958.t1				
OG0020868	acastellanii_g6959.t1				
OG0020869	acastellanii_g6960.t1				
OG0020870	acastellanii_g6942.t1				
OG0020871	acastellanii_g6927.t1				
OG0020872	acastellanii_g6917.t1				
OG0020873	acastellanii_g6915.t1				
OG0020874	acastellanii_g6784.t1				
OG0020875	acastellanii_g6785.t1				
OG0020876	acastellanii_g6790.t1				
OG0020877	acastellanii_g6800.t1				
OG0020878	acastellanii_g6807.t1				
OG0020879	acastellanii_g6809.t1				
OG0020880	acastellanii_g6813.t1				
OG0020881	acastellanii_g6814.t1				
OG0020882	acastellanii_g6816.t1				
OG0020883	acastellanii_g6819.t1				
OG0020884	acastellanii_g6821.t1				
OG0020885	acastellanii_g6824.t1				
OG0020886	acastellanii_g6825.t1				
OG0020887	acastellanii_g6848.t1				
OG0020888	acastellanii_g6850.t1				
OG0020889	acastellanii_g6856.t1				
OG0020890	acastellanii_g6860.t1				
OG0020891	acastellanii_g6863.t1				
OG0020892	acastellanii_g6864.t1				
OG0020893	acastellanii_g6865.t1				
OG0020894	acastellanii_g6871.t1				
OG0020895	acastellanii_g6878.t1				
OG0020896	acastellanii_g6888.t1				
OG0020897	acastellanii_g6894.t1				
OG0020898	acastellanii_g6895.t1				
OG0020899	acastellanii_g6897.t1				
OG0020900	acastellanii_g6899.t1				
OG0020901	acastellanii_g6901.t1				
OG0020902	acastellanii_g6903.t1				
OG0020903	acastellanii_g6782.t1				
OG0020904	acastellanii_g6772.t1				
OG0020905	acastellanii_g6774.t1				
OG0020906	acastellanii_g6769.t1				
OG0020907	acastellanii_g6712.t1				
OG0020908	acastellanii_g6719.t1				
OG0020909	acastellanii_g6720.t1				
OG0020910	acastellanii_g6727.t1				
OG0020911	acastellanii_g6733.t1				
OG0020912	acastellanii_g6743.t1				
OG0020913	acastellanii_g6744.t1				
OG0020914	acastellanii_g6747.t1				
OG0020915	acastellanii_g6748.t1				
OG0020916	acastellanii_g6753.t1				
OG0020917	acastellanii_g6759.t1				
OG0020918	acastellanii_g6760.t1				
OG0020919	acastellanii_g6699.t1				
OG0020920	acastellanii_g5987.t1				
OG0020921	acastellanii_g5992.t1				
OG0020922	acastellanii_g5993.t1				
OG0020923	acastellanii_g5995.t1				
OG0020924	acastellanii_g5996.t1				
OG0020925	acastellanii_g5997.t1				
OG0020926	acastellanii_g5998.t1				
OG0020927	acastellanii_g5999.t1				
OG0020928	acastellanii_g6000.t1				
OG0020929	acastellanii_g6001.t1				
OG0020930	acastellanii_g6002.t1				
OG0020931	acastellanii_g6003.t1				
OG0020932	acastellanii_g6009.t1				
OG0020933	acastellanii_g6020.t1				
OG0020934	acastellanii_g6026.t1				
OG0020935	acastellanii_g6027.t1				
OG0020936	acastellanii_g6032.t1				
OG0020937	acastellanii_g6037.t1				
OG0020938	acastellanii_g6037.t2				
OG0020939	acastellanii_g6047.t1				
OG0020940	acastellanii_g6050.t1				
OG0020941	acastellanii_g6063.t1				
OG0020942	acastellanii_g6074.t1				
OG0020943	acastellanii_g6078.t1				
OG0020944	acastellanii_g6084.t1				
OG0020945	acastellanii_g6088.t1				
OG0020946	acastellanii_g6089.t1				
OG0020947	acastellanii_g6093.t1				
OG0020948	acastellanii_g6096.t1				
OG0020949	acastellanii_g6103.t1				
OG0020950	acastellanii_g6115.t1				
OG0020951	acastellanii_g6119.t1				
OG0020952	acastellanii_g6120.t1				
OG0020953	acastellanii_g6153.t1				
OG0020954	acastellanii_g6158.t1				
OG0020955	acastellanii_g6160.t1				
OG0020956	acastellanii_g6170.t1				
OG0020957	acastellanii_g6171.t1				
OG0020958	acastellanii_g6178.t1				
OG0020959	acastellanii_g6179.t1				
OG0020960	acastellanii_g6180.t1				
OG0020961	acastellanii_g6181.t1				
OG0020962	acastellanii_g6182.t1				
OG0020963	acastellanii_g6185.t1				
OG0020964	acastellanii_g6190.t1				
OG0020965	acastellanii_g6194.t1				
OG0020966	acastellanii_g6198.t1				
OG0020967	acastellanii_g6205.t1				
OG0020968	acastellanii_g6207.t1				
OG0020969	acastellanii_g6208.t1				
OG0020970	acastellanii_g6210.t1				
OG0020971	acastellanii_g6211.t1				
OG0020972	acastellanii_g6212.t1				
OG0020973	acastellanii_g6216.t1				
OG0020974	acastellanii_g6223.t1				
OG0020975	acastellanii_g6227.t1				
OG0020976	acastellanii_g6229.t1				
OG0020977	acastellanii_g6230.t1				
OG0020978	acastellanii_g6232.t1				
OG0020979	acastellanii_g6233.t1				
OG0020980	acastellanii_g6236.t1				
OG0020981	acastellanii_g6245.t1				
OG0020982	acastellanii_g6246.t1				
OG0020983	acastellanii_g6247.t1				
OG0020984	acastellanii_g6250.t1				
OG0020985	acastellanii_g6251.t1				
OG0020986	acastellanii_g6252.t1				
OG0020987	acastellanii_g6256.t1				
OG0020988	acastellanii_g6257.t1				
OG0020989	acastellanii_g6261.t1				
OG0020990	acastellanii_g6263.t1				
OG0020991	acastellanii_g6267.t1				
OG0020992	acastellanii_g6269.t1				
OG0020993	acastellanii_g6272.t1				
OG0020994	acastellanii_g6275.t1				
OG0020995	acastellanii_g6285.t1				
OG0020996	acastellanii_g6288.t1				
OG0020997	acastellanii_g6291.t1				
OG0020998	acastellanii_g6292.t1				
OG0020999	acastellanii_g6295.t1				
OG0021000	acastellanii_g6302.t1				
OG0021001	acastellanii_g6313.t1				
OG0021002	acastellanii_g6315.t1				
OG0021003	acastellanii_g6321.t1				
OG0021004	acastellanii_g6331.t1				
OG0021005	acastellanii_g6332.t1				
OG0021006	acastellanii_g6341.t1				
OG0021007	acastellanii_g6348.t1				
OG0021008	acastellanii_g6356.t1				
OG0021009	acastellanii_g6362.t1				
OG0021010	acastellanii_g6365.t1				
OG0021011	acastellanii_g6367.t1				
OG0021012	acastellanii_g6372.t1				
OG0021013	acastellanii_g6375.t1				
OG0021014	acastellanii_g6381.t1				
OG0021015	acastellanii_g6383.t1				
OG0021016	acastellanii_g6386.t1				
OG0021017	acastellanii_g6392.t1				
OG0021018	acastellanii_g6397.t1				
OG0021019	acastellanii_g6400.t1				
OG0021020	acastellanii_g6407.t1				
OG0021021	acastellanii_g6408.t1				
OG0021022	acastellanii_g6410.t1				
OG0021023	acastellanii_g6413.t1				
OG0021024	acastellanii_g6421.t1				
OG0021025	acastellanii_g6435.t1				
OG0021026	acastellanii_g6436.t1				
OG0021027	acastellanii_g6437.t1				
OG0021028	acastellanii_g6438.t1				
OG0021029	acastellanii_g6440.t1				
OG0021030	acastellanii_g6454.t1				
OG0021031	acastellanii_g6458.t1				
OG0021032	acastellanii_g6459.t1				
OG0021033	acastellanii_g6460.t1				
OG0021034	acastellanii_g6466.t1				
OG0021035	acastellanii_g6467.t1				
OG0021036	acastellanii_g6471.t1				
OG0021037	acastellanii_g6476.t1				
OG0021038	acastellanii_g6479.t1				
OG0021039	acastellanii_g6487.t1				
OG0021040	acastellanii_g6493.t1				
OG0021041	acastellanii_g6495.t1				
OG0021042	acastellanii_g6496.t1				
OG0021043	acastellanii_g6499.t1				
OG0021044	acastellanii_g6504.t1				
OG0021045	acastellanii_g6505.t1				
OG0021046	acastellanii_g6507.t1				
OG0021047	acastellanii_g6509.t1				
OG0021048	acastellanii_g6511.t1				
OG0021049	acastellanii_g6512.t1				
OG0021050	acastellanii_g6513.t1				
OG0021051	acastellanii_g6514.t1				
OG0021052	acastellanii_g6515.t1				
OG0021053	acastellanii_g6516.t1				
OG0021054	acastellanii_g6517.t1				
OG0021055	acastellanii_g6519.t1				
OG0021056	acastellanii_g6526.t1				
OG0021057	acastellanii_g6527.t1				
OG0021058	acastellanii_g6530.t1				
OG0021059	acastellanii_g6532.t1				
OG0021060	acastellanii_g6538.t1				
OG0021061	acastellanii_g6540.t1				
OG0021062	acastellanii_g6545.t1				
OG0021063	acastellanii_g6547.t1				
OG0021064	acastellanii_g6552.t1				
OG0021065	acastellanii_g6558.t1				
OG0021066	acastellanii_g6562.t1				
OG0021067	acastellanii_g6564.t1				
OG0021068	acastellanii_g6567.t1				
OG0021069	acastellanii_g6568.t1				
OG0021070	acastellanii_g6581.t1				
OG0021071	acastellanii_g6584.t1				
OG0021072	acastellanii_g6585.t1				
OG0021073	acastellanii_g6588.t1				
OG0021074	acastellanii_g6590.t1				
OG0021075	acastellanii_g6591.t1				
OG0021076	acastellanii_g6593.t1				
OG0021077	acastellanii_g6596.t1				
OG0021078	acastellanii_g6599.t1				
OG0021079	acastellanii_g6600.t1				
OG0021080	acastellanii_g6602.t1				
OG0021081	acastellanii_g6603.t1				
OG0021082	acastellanii_g6604.t1				
OG0021083	acastellanii_g6608.t1				
OG0021084	acastellanii_g6611.t1				
OG0021085	acastellanii_g6614.t1				
OG0021086	acastellanii_g6621.t1				
OG0021087	acastellanii_g6626.t1				
OG0021088	acastellanii_g6627.t1				
OG0021089	acastellanii_g6637.t1				
OG0021090	acastellanii_g6640.t1				
OG0021091	acastellanii_g6646.t1				
OG0021092	acastellanii_g6649.t1				
OG0021093	acastellanii_g6651.t1				
OG0021094	acastellanii_g6652.t1				
OG0021095	acastellanii_g6653.t1				
OG0021096	acastellanii_g6654.t1				
OG0021097	acastellanii_g6658.t1				
OG0021098	acastellanii_g6660.t1				
OG0021099	acastellanii_g6661.t1				
OG0021100	acastellanii_g6662.t1				
OG0021101	acastellanii_g6665.t1				
OG0021102	acastellanii_g6671.t1				
OG0021103	acastellanii_g6674.t1				
OG0021104	acastellanii_g6679.t1				
OG0021105	acastellanii_g6688.t1				
OG0021106	acastellanii_g6689.t1				
OG0021107	acastellanii_g6690.t1				
OG0021108	acastellanii_g6691.t1				
OG0021109	acastellanii_g5954.t1				
OG0021110	acastellanii_g5974.t1				
OG0021111	acastellanii_g5938.t1				
OG0021112	acastellanii_g5939.t1				
OG0021113	acastellanii_g5925.t1				
OG0021114	acastellanii_g5889.t1				
OG0021115	acastellanii_g5891.t1				
OG0021116	acastellanii_g5893.t1				
OG0021117	acastellanii_g5895.t1				
OG0021118	acastellanii_g5904.t1				
OG0021119	acastellanii_g5908.t1				
OG0021120	acastellanii_g5913.t1				
OG0021121	acastellanii_g5790.t1				
OG0021122	acastellanii_g5794.t1				
OG0021123	acastellanii_g5809.t1				
OG0021124	acastellanii_g5813.t1				
OG0021125	acastellanii_g5815.t1				
OG0021126	acastellanii_g5827.t1				
OG0021127	acastellanii_g5831.t1				
OG0021128	acastellanii_g5832.t1				
OG0021129	acastellanii_g5833.t1				
OG0021130	acastellanii_g5834.t1				
OG0021131	acastellanii_g5835.t1				
OG0021132	acastellanii_g5844.t1				
OG0021133	acastellanii_g5845.t1				
OG0021134	acastellanii_g5850.t1				
OG0021135	acastellanii_g5851.t1				
OG0021136	acastellanii_g5858.t1				
OG0021137	acastellanii_g5861.t1				
OG0021138	acastellanii_g5698.t1				
OG0021139	acastellanii_g5704.t1				
OG0021140	acastellanii_g5706.t1				
OG0021141	acastellanii_g5713.t1				
OG0021142	acastellanii_g5716.t1				
OG0021143	acastellanii_g5717.t1				
OG0021144	acastellanii_g5718.t1				
OG0021145	acastellanii_g5730.t1				
OG0021146	acastellanii_g5742.t1				
OG0021147	acastellanii_g5744.t1				
OG0021148	acastellanii_g5745.t1				
OG0021149	acastellanii_g5747.t1				
OG0021150	acastellanii_g5752.t1				
OG0021151	acastellanii_g5760.t1				
OG0021152	acastellanii_g5763.t1				
OG0021153	acastellanii_g5782.t1				
OG0021154	acastellanii_g5689.t1				
OG0021155	acastellanii_g5687.t1				
OG0021156	acastellanii_g5520.t1				
OG0021157	acastellanii_g5523.t1				
OG0021158	acastellanii_g5527.t1				
OG0021159	acastellanii_g5528.t1				
OG0021160	acastellanii_g5532.t1				
OG0021161	acastellanii_g5534.t1				
OG0021162	acastellanii_g5540.t1				
OG0021163	acastellanii_g5542.t1				
OG0021164	acastellanii_g5545.t1				
OG0021165	acastellanii_g5546.t1				
OG0021166	acastellanii_g5549.t1				
OG0021167	acastellanii_g5552.t1				
OG0021168	acastellanii_g5574.t1				
OG0021169	acastellanii_g5575.t1				
OG0021170	acastellanii_g5577.t1				
OG0021171	acastellanii_g5580.t1				
OG0021172	acastellanii_g5591.t1				
OG0021173	acastellanii_g5614.t1				
OG0021174	acastellanii_g5624.t1				
OG0021175	acastellanii_g5626.t1				
OG0021176	acastellanii_g5627.t1				
OG0021177	acastellanii_g5631.t1				
OG0021178	acastellanii_g5635.t1				
OG0021179	acastellanii_g5638.t1				
OG0021180	acastellanii_g5651.t1				
OG0021181	acastellanii_g5660.t1				
OG0021182	acastellanii_g5662.t1				
OG0021183	acastellanii_g5665.t1				
OG0021184	acastellanii_g5669.t1				
OG0021185	acastellanii_g5675.t1				
OG0021186	acastellanii_g5679.t1				
OG0021187	acastellanii_g5680.t1				
OG0021188	acastellanii_g5681.t1				
OG0021189	acastellanii_g5682.t1				
OG0021190	acastellanii_g5684.t1				
OG0021191	acastellanii_g5685.t1				
OG0021192	acastellanii_g5498.t1				
OG0021193	acastellanii_g5501.t1				
OG0021194	acastellanii_g5504.t1				
OG0021195	acastellanii_g5472.t1				
OG0021196	acastellanii_g5479.t1				
OG0021197	acastellanii_g5482.t1				
OG0021198	acastellanii_g5487.t1				
OG0021199	acastellanii_g5488.t1				
OG0021200	acastellanii_g5465.t1				
OG0021201	acastellanii_g5458.t1				
OG0021202	acastellanii_g5451.t1				
OG0021203	acastellanii_g5454.t1				
OG0021204	acastellanii_g5456.t1				
OG0021205	acastellanii_g5435.t1				
OG0021206	acastellanii_g5437.t1				
OG0021207	acastellanii_g5443.t1				
OG0021208	acastellanii_g5447.t1				
OG0021209	acastellanii_g5429.t1				
OG0021210	acastellanii_g5412.t1				
OG0021211	acastellanii_g5415.t1				
OG0021212	acastellanii_g5418.t1				
OG0021213	acastellanii_g5420.t1				
OG0021214	acastellanii_g5425.t1				
OG0021215	acastellanii_g5428.t1				
OG0021216	acastellanii_g5404.t1				
OG0021217	acastellanii_g5406.t1				
OG0021218	acastellanii_g5410.t1				
OG0021219	acastellanii_g5402.t1				
OG0021220	acastellanii_g5395.t1				
OG0021221	acastellanii_g5375.t1				
OG0021222	acastellanii_g5378.t1				
OG0021223	acastellanii_g5380.t1				
OG0021224	acastellanii_g5382.t1				
OG0021225	acastellanii_g5383.t1				
OG0021226	acastellanii_g5239.t1				
OG0021227	acastellanii_g5241.t1				
OG0021228	acastellanii_g5248.t1				
OG0021229	acastellanii_g5249.t1				
OG0021230	acastellanii_g5257.t1				
OG0021231	acastellanii_g5260.t1				
OG0021232	acastellanii_g5261.t1				
OG0021233	acastellanii_g5263.t1				
OG0021234	acastellanii_g5264.t1				
OG0021235	acastellanii_g5269.t1				
OG0021236	acastellanii_g5270.t1				
OG0021237	acastellanii_g5272.t1				
OG0021238	acastellanii_g5274.t1				
OG0021239	acastellanii_g5276.t1				
OG0021240	acastellanii_g5295.t1				
OG0021241	acastellanii_g5297.t1				
OG0021242	acastellanii_g5298.t1				
OG0021243	acastellanii_g5299.t1				
OG0021244	acastellanii_g5300.t1				
OG0021245	acastellanii_g5307.t1				
OG0021246	acastellanii_g5310.t1				
OG0021247	acastellanii_g5311.t1				
OG0021248	acastellanii_g5321.t1				
OG0021249	acastellanii_g5323.t1				
OG0021250	acastellanii_g5329.t1				
OG0021251	acastellanii_g5333.t1				
OG0021252	acastellanii_g5336.t1				
OG0021253	acastellanii_g5337.t1				
OG0021254	acastellanii_g5341.t1				
OG0021255	acastellanii_g5345.t1				
OG0021256	acastellanii_g5225.t1				
OG0021257	acastellanii_g5231.t1				
OG0021258	acastellanii_g5214.t1				
OG0021259	acastellanii_g5219.t1				
OG0021260	acastellanii_g5115.t1				
OG0021261	acastellanii_g5117.t1				
OG0021262	acastellanii_g5118.t1				
OG0021263	acastellanii_g5120.t1				
OG0021264	acastellanii_g5122.t1				
OG0021265	acastellanii_g5124.t1				
OG0021266	acastellanii_g5126.t1				
OG0021267	acastellanii_g5128.t1				
OG0021268	acastellanii_g5129.t1				
OG0021269	acastellanii_g5134.t1				
