Orthogroup	vvermcdc19_braker	bc2002_braker
OG0000930	vverm_g16934.t2, vverm_g16934.t1	bc2002_g8457.t1
OG0000931	vverm_g1358.t1, vverm_g16764.t1, vverm_g5041.t1	bc2002_g3327.t1
OG0000932	vverm_g2559.t1	bc2002_g15997.t1, bc2002_g15997.t2
OG0000933	vverm_g611.t1	bc2002_g3224.t1
OG0000933	vverm_g9816.t1	bc2002_g13496.t1
OG0000934	vverm_g5350.t1, vverm_g5350.t2, vverm_g5756.t1, vverm_g5756.t2	bc2002_g12910.t1, bc2002_g12910.t2
OG0000935	vverm_g8222.t1, vverm_g9181.t1, vverm_g9181.t2, vverm_g11299.t1	bc2002_g2897.t1
OG0000936	vverm_g15015.t1, vverm_g9707.t2, vverm_g9707.t1, vverm_g2678.t1, vverm_g2678.t2	bc2002_g14264.t1
OG0000937	vverm_g8389.t1	bc2002_g15018.t1
OG0000938	vverm_g3181.t1	bc2002_g730.t2, bc2002_g730.t1
OG0000940	vverm_g11080.t1	bc2002_g19451.t3, bc2002_g19451.t2, bc2002_g19451.t1
OG0000941	vverm_g12005.t1	bc2002_g4366.t1
OG0000942	vverm_g13958.t1	bc2002_g11386.t1
OG0000942	vverm_g12625.t1	bc2002_g10821.t1
OG0000943	vverm_g8862.t1	bc2002_g3460.t1
OG0000943	vverm_g3694.t1, vverm_g11502.t1	bc2002_g11024.t1
OG0000944	vverm_g3251.t1	bc2002_g7817.t1
OG0000945	vverm_g9142.t1	bc2002_g18356.t1, bc2002_g18356.t2, bc2002_g6729.t1
OG0000946	vverm_g14590.t1, vverm_g6046.t1, vverm_g6046.t2	bc2002_g884.t2
OG0000947	vverm_g7733.t1, vverm_g7736.t2, vverm_g7736.t1	bc2002_g19303.t1, bc2002_g19302.t1
OG0000948	vverm_g15341.t1	bc2002_g13888.t1
OG0000948	vverm_g13201.t1	bc2002_g4640.t1
OG0000949	vverm_g12820.t1	bc2002_g3408.t1, bc2002_g3408.t2
OG0000950	vverm_g2576.t1	bc2002_g11417.t1, bc2002_g11416.t1
OG0000951	vverm_g1864.t1	bc2002_g16042.t1
OG0000953	vverm_g11468.t1	bc2002_g19501.t1
OG0000954	vverm_g5808.t1	bc2002_g13318.t1, bc2002_g13318.t2
OG0000955	vverm_g15374.t1, vverm_g15374.t2	bc2002_g18896.t1
OG0000956	vverm_g102.t1, vverm_g102.t2, vverm_g102.t3	bc2002_g16280.t3, bc2002_g16280.t2, bc2002_g16280.t1
OG0000957	vverm_g7695.t1, vverm_g7695.t2	bc2002_g19364.t2, bc2002_g19364.t1
OG0000958	vverm_g4948.t1	bc2002_g16480.t1
OG0000959	vverm_g3788.t1, vverm_g1868.t1, vverm_g1868.t2	bc2002_g6717.t1, bc2002_g6715.t1
OG0000960	vverm_g1825.t2, vverm_g1825.t1	bc2002_g6737.t1
OG0000961	vverm_g13102.t1	bc2002_g12520.t1
OG0000962	vverm_g7321.t1	bc2002_g410.t1
OG0000962	vverm_g4629.t1	bc2002_g11415.t2, bc2002_g11415.t1
OG0000964	vverm_g13637.t1, vverm_g16725.t1	bc2002_g7297.t1
OG0000965	vverm_g15496.t1, vverm_g13997.t1	bc2002_g18898.t1
OG0000966	vverm_g8924.t1	bc2002_g10382.t1
OG0000968	vverm_g15945.t1, vverm_g15945.t3, vverm_g15945.t2, vverm_g12312.t1, vverm_g16259.t1	bc2002_g9566.t1
OG0000969	vverm_g7741.t1	bc2002_g19281.t2, bc2002_g19281.t1
OG0000971	vverm_g13047.t1, vverm_g13423.t1, vverm_g8651.t1	bc2002_g5830.t1, bc2002_g10223.t1, bc2002_g16395.t1, bc2002_g2407.t1
OG0000972	vverm_g2977.t3, vverm_g2977.t1, vverm_g2977.t2, vverm_g12153.t1	bc2002_g9384.t1
OG0000973	vverm_g2112.t1	bc2002_g14551.t1
OG0000973	vverm_g8185.t1	bc2002_g14300.t3
OG0000974	vverm_g7300.t1	bc2002_g468.t1
OG0000974	vverm_g8813.t2, vverm_g8813.t1	bc2002_g2113.t1
OG0000975	vverm_g6232.t2, vverm_g6232.t1	bc2002_g3955.t1
OG0000976	vverm_g10517.t1	bc2002_g329.t1, bc2002_g99.t1, bc2002_g108.t1
OG0000977	vverm_g10401.t2, vverm_g10401.t1	bc2002_g12629.t3, bc2002_g12629.t2, bc2002_g12629.t1
OG0000978	vverm_g15930.t1	bc2002_g2045.t1
OG0000979	vverm_g3365.t1, vverm_g9619.t1, vverm_g2759.t1	bc2002_g1678.t1
OG0000980	vverm_g15161.t2, vverm_g15161.t1, vverm_g14711.t1, vverm_g16724.t1	bc2002_g2935.t1
OG0000981	vverm_g3331.t1	bc2002_g7759.t1
OG0000981	vverm_g1516.t3, vverm_g1513.t1	bc2002_g13814.t1
OG0000982	vverm_g4625.t1, vverm_g4625.t2, vverm_g4641.t1, vverm_g4641.t2	bc2002_g11409.t1
OG0000983	vverm_g14004.t1	bc2002_g17188.t2, bc2002_g17188.t3, bc2002_g17188.t1
OG0000984	vverm_g2353.t1, vverm_g2354.t1	bc2002_g4703.t1, bc2002_g4703.t2
OG0000985	vverm_g6091.t1	bc2002_g7417.t1
OG0000986	vverm_g8173.t1	bc2002_g9285.t1
OG0000987	vverm_g1791.t1	bc2002_g6752.t1
OG0000987	vverm_g7422.t1	bc2002_g7657.t1
OG0000988	vverm_g1910.t1, vverm_g1910.t3, vverm_g11586.t3, vverm_g11586.t2, vverm_g9848.t1	bc2002_g6877.t1
OG0000989	vverm_g11420.t2, vverm_g11420.t1, vverm_g10047.t1, vverm_g10047.t2	bc2002_g12177.t1
OG0000990	vverm_g12600.t2, vverm_g12600.t1	bc2002_g5822.t1, bc2002_g10748.t1
OG0000991	vverm_g9048.t1	bc2002_g1397.t1
OG0000991	vverm_g7381.t1	bc2002_g1397.t2
OG0000992	vverm_g3995.t1, vverm_g14248.t1	bc2002_g11166.t1
OG0000993	vverm_g4736.t1	bc2002_g15827.t1
OG0000994	vverm_g7334.t1, vverm_g7334.t2	bc2002_g5216.t3, bc2002_g5216.t1, bc2002_g5216.t2
OG0000995	vverm_g7237.t2, vverm_g15199.t2, vverm_g15199.t1, vverm_g7237.t1	bc2002_g7048.t1
OG0000996	vverm_g14222.t1, vverm_g16585.t1	bc2002_g82.t1, bc2002_g82.t2
OG0000997	vverm_g1582.t1	bc2002_g13811.t2
OG0000997	vverm_g1512.t1	bc2002_g13811.t1
OG0000998	vverm_g4877.t1	bc2002_g16423.t2, bc2002_g16423.t1
OG0000999	vverm_g12192.t1	bc2002_g2034.t1, bc2002_g9457.t2, bc2002_g9457.t1
OG0001000	vverm_g15523.t1	bc2002_g13916.t1
OG0001001	vverm_g10906.t1, vverm_g10917.t1, vverm_g10917.t2, vverm_g10993.t1, vverm_g10993.t2	bc2002_g7353.t1
OG0001002	vverm_g15331.t1	bc2002_g13373.t3, bc2002_g13373.t1, bc2002_g13373.t2
OG0001003	vverm_g12962.t1	bc2002_g4880.t1
OG0001004	vverm_g637.t2, vverm_g637.t1	bc2002_g17405.t1, bc2002_g17405.t2
OG0001005	vverm_g13400.t1	bc2002_g16109.t2, bc2002_g16109.t1, bc2002_g16069.t1, bc2002_g16069.t2
OG0001006	vverm_g16648.t1, vverm_g12538.t1, vverm_g14376.t1, vverm_g3881.t1	bc2002_g5411.t2
OG0001006	vverm_g14588.t1	bc2002_g5411.t1
OG0001007	vverm_g14269.t1	bc2002_g11194.t1, bc2002_g11194.t2
OG0001008	vverm_g9260.t1, vverm_g9260.t2, vverm_g9263.t1	bc2002_g12428.t1, bc2002_g14847.t1, bc2002_g12428.t2
OG0001009	vverm_g12079.t2, vverm_g12079.t1	bc2002_g16148.t1
OG0001010	vverm_g16578.t2, vverm_g16578.t1, vverm_g232.t1	bc2002_g2427.t1
OG0001011	vverm_g5600.t1	bc2002_g9019.t1
OG0001011	vverm_g6278.t1	bc2002_g11590.t1, bc2002_g2976.t1
OG0001012	vverm_g14700.t1, vverm_g15176.t1, vverm_g15159.t1, vverm_g14713.t1, vverm_g14022.t1, vverm_g11045.t1	bc2002_g15968.t1
OG0001013	vverm_g9874.t2, vverm_g9874.t1	bc2002_g13500.t2, bc2002_g13500.t1
OG0001014	vverm_g8377.t1, vverm_g2689.t1, vverm_g13580.t1, vverm_g13651.t1	bc2002_g15051.t1
OG0001015	vverm_g7297.t1, vverm_g10394.t1	bc2002_g16749.t1
OG0001016	vverm_g2599.t2, vverm_g2599.t1	bc2002_g7052.t1
OG0001017	vverm_g327.t1	bc2002_g14546.t1
OG0001017	vverm_g1349.t1	bc2002_g5674.t1
OG0001018	vverm_g14800.t3, vverm_g14800.t1, vverm_g14800.t2	bc2002_g1047.t1, bc2002_g1047.t2
OG0001022	vverm_g16193.t1, vverm_g9878.t1, vverm_g6766.t1	bc2002_g9821.t1, bc2002_g14474.t1
OG0001029	vverm_g1147.t1	bc2002_g18453.t2, bc2002_g18453.t1
OG0001029	vverm_g5169.t1	bc2002_g4263.t1
OG0001037	vverm_g12408.t2, vverm_g12408.t1	bc2002_g8247.t1
OG0001037	vverm_g4266.t1, vverm_g4266.t2	bc2002_g1944.t1
OG0001040	vverm_g15449.t2, vverm_g15449.t1	bc2002_g18882.t3, bc2002_g18882.t1, bc2002_g18882.t2
OG0001043	vverm_g16243.t1, vverm_g4079.t1	bc2002_g12358.t2, bc2002_g12358.t1, bc2002_g6538.t1
OG0001048	vverm_g3585.t2, vverm_g3585.t1, vverm_g4493.t1, vverm_g4493.t2	bc2002_g20077.t2, bc2002_g20077.t1
OG0001053	vverm_g206.t2, vverm_g206.t1	bc2002_g2417.t2, bc2002_g2417.t1, bc2002_g2440.t2, bc2002_g2440.t1
OG0001054	vverm_g2306.t2, vverm_g2306.t1, vverm_g2291.t1, vverm_g2021.t1	bc2002_g2380.t1
OG0001056	vverm_g16781.t1, vverm_g13285.t1, vverm_g2058.t1	bc2002_g43.t1, bc2002_g43.t2, bc2002_g17848.t1, bc2002_g1791.t1
OG0001057	vverm_g4712.t1, vverm_g4712.t2	bc2002_g3237.t1, bc2002_g3237.t2, bc2002_g3237.t3
OG0001059	vverm_g12580.t1, vverm_g12580.t2, vverm_g4820.t1	bc2002_g16214.t1
OG0001061	vverm_g6946.t1, vverm_g4138.t1, vverm_g4139.t1, vverm_g4137.t1, vverm_g14239.t1, vverm_g4197.t1, vverm_g16133.t1, vverm_g16132.t1, vverm_g16131.t1	bc2002_g16544.t1
OG0001096	vverm_g1275.t1	bc2002_g10097.t2, bc2002_g10097.t1, bc2002_g10097.t3
OG0001097	vverm_g14167.t1	bc2002_g19287.t2, bc2002_g19287.t1
OG0001098	vverm_g12706.t1	bc2002_g10162.t1
OG0001098	vverm_g8643.t1	bc2002_g17608.t1, bc2002_g17608.t2
OG0001099	vverm_g6683.t1	bc2002_g2360.t1
OG0001099	vverm_g14646.t1	bc2002_g3489.t1
OG0001100	vverm_g5204.t2, vverm_g5204.t1, vverm_g5204.t3	bc2002_g4197.t1
OG0001101	vverm_g5238.t2, vverm_g5238.t1, vverm_g12630.t1	bc2002_g3962.t1
OG0001102	vverm_g5293.t1, vverm_g16403.t1, vverm_g16403.t2	bc2002_g4505.t2, bc2002_g4505.t1
OG0001103	vverm_g7430.t1	bc2002_g13727.t1, bc2002_g13726.t1
OG0001104	vverm_g7326.t1, vverm_g3119.t2, vverm_g3119.t1, vverm_g3921.t1	bc2002_g9242.t1
OG0001105	vverm_g13537.t1, vverm_g450.t1, vverm_g1046.t1	bc2002_g8447.t1
OG0001106	vverm_g898.t2, vverm_g898.t1, vverm_g11499.t1, vverm_g910.t1, vverm_g14461.t1	bc2002_g16032.t1
OG0001107	vverm_g1714.t1	bc2002_g11754.t1
OG0001108	vverm_g11515.t1	bc2002_g13201.t1
OG0001109	vverm_g2497.t1	bc2002_g19738.t1
OG0001110	vverm_g12998.t1	bc2002_g5011.t2
OG0001111	vverm_g8566.t1, vverm_g8566.t2, vverm_g1807.t1	bc2002_g17522.t1
OG0001112	vverm_g16000.t1	bc2002_g8004.t1
OG0001114	vverm_g3207.t1	bc2002_g12814.t1
OG0001114	vverm_g16677.t1	bc2002_g12813.t1
OG0001115	vverm_g15391.t1	bc2002_g18863.t1
OG0001116	vverm_g1318.t1	bc2002_g10166.t1
OG0001118	vverm_g943.t1	bc2002_g224.t1, bc2002_g224.t2
OG0001119	vverm_g1417.t1	bc2002_g6087.t1
OG0001121	vverm_g5840.t1	bc2002_g17797.t1
OG0001123	vverm_g12984.t1, vverm_g6471.t1	bc2002_g141.t1
OG0001124	vverm_g11001.t2, vverm_g11001.t1	bc2002_g7350.t1, bc2002_g7350.t2
OG0001125	vverm_g16921.t1	bc2002_g8454.t1, bc2002_g16809.t1
OG0001126	vverm_g5306.t1, vverm_g5306.t2	bc2002_g4183.t2, bc2002_g4183.t1
OG0001128	vverm_g1139.t1	bc2002_g10948.t1, bc2002_g16877.t1
OG0001129	vverm_g12929.t2, vverm_g12929.t1	bc2002_g4794.t1
OG0001130	vverm_g11510.t2, vverm_g12123.t1	bc2002_g17222.t1
OG0001131	vverm_g11037.t1	bc2002_g7406.t1
OG0001131	vverm_g8020.t1	bc2002_g20056.t1
OG0001132	vverm_g10333.t1	bc2002_g16763.t2, bc2002_g16763.t1
OG0001133	vverm_g4940.t1	bc2002_g16437.t1
OG0001134	vverm_g7019.t1	bc2002_g2604.t2, bc2002_g6293.t2, bc2002_g6293.t1
OG0001136	vverm_g10857.t3, vverm_g10857.t2, vverm_g10857.t1	bc2002_g18673.t2, bc2002_g18673.t1
OG0001137	vverm_g14357.t1, vverm_g2551.t1	bc2002_g15931.t1, bc2002_g15931.t2
OG0001139	vverm_g13876.t1, vverm_g6728.t1	bc2002_g14664.t1
OG0001140	vverm_g14069.t1, vverm_g5870.t1, vverm_g10443.t2, vverm_g10443.t1	bc2002_g17901.t1
OG0001142	vverm_g4858.t1	bc2002_g16408.t1
OG0001143	vverm_g6332.t1	bc2002_g11476.t1
OG0001144	vverm_g14684.t1	bc2002_g12493.t1
OG0001145	vverm_g6671.t1	bc2002_g9179.t1
OG0001146	vverm_g11654.t1	bc2002_g6537.t2, bc2002_g6537.t1
OG0001147	vverm_g10378.t1	bc2002_g16732.t1
OG0001148	vverm_g10707.t1, vverm_g14325.t1, vverm_g14326.t1, vverm_g3524.t1	bc2002_g16046.t2, bc2002_g16046.t1
OG0001149	vverm_g4342.t1	bc2002_g8138.t1
OG0001150	vverm_g2526.t2, vverm_g2526.t1	bc2002_g8732.t1, bc2002_g8732.t2
OG0001151	vverm_g6822.t1	bc2002_g9611.t3, bc2002_g9706.t1, bc2002_g9611.t1, bc2002_g3731.t1
OG0001153	vverm_g5219.t1, vverm_g16413.t1	bc2002_g3821.t1, bc2002_g3821.t2
OG0001154	vverm_g9154.t1	bc2002_g2930.t1
OG0001155	vverm_g3370.t1, vverm_g3384.t2, vverm_g3384.t1	bc2002_g6369.t1
OG0001156	vverm_g12815.t2, vverm_g12815.t1, vverm_g11797.t1	bc2002_g14914.t1
OG0001157	vverm_g12452.t1	bc2002_g4604.t1
OG0001157	vverm_g12449.t1, vverm_g12449.t2	bc2002_g4603.t1
OG0001158	vverm_g9957.t1	bc2002_g14610.t1
OG0001160	vverm_g9350.t1, vverm_g5100.t1	bc2002_g760.t1, bc2002_g760.t2
OG0001161	vverm_g2578.t1, vverm_g2578.t2	bc2002_g15923.t1
OG0001162	vverm_g9868.t1, vverm_g9868.t2	bc2002_g8790.t1
OG0001162	vverm_g16168.t1	bc2002_g5511.t1
OG0001163	vverm_g4171.t1	bc2002_g1954.t1
OG0001165	vverm_g9052.t1, vverm_g1745.t2, vverm_g1745.t1	bc2002_g16865.t1, bc2002_g16865.t2
OG0001166	vverm_g16865.t1	bc2002_g246.t1
OG0001167	vverm_g14132.t1	bc2002_g1125.t1
OG0001167	vverm_g14265.t1	bc2002_g11179.t1, bc2002_g11179.t2
OG0001168	vverm_g4185.t1	bc2002_g1948.t1, bc2002_g1952.t1
OG0001169	vverm_g11929.t1, vverm_g7774.t1, vverm_g768.t1, vverm_g13280.t1	bc2002_g19238.t1
OG0001170	vverm_g7313.t1	bc2002_g411.t2
OG0001170	vverm_g7314.t1	bc2002_g411.t1
OG0001171	vverm_g15181.t2, vverm_g14694.t2, vverm_g15181.t1, vverm_g14694.t1	bc2002_g12526.t1
OG0001172	vverm_g12526.t1, vverm_g13161.t1, vverm_g13161.t2	bc2002_g16122.t1, bc2002_g14021.t1
OG0001173	vverm_g10052.t1	bc2002_g12425.t1
OG0001174	vverm_g2736.t1	bc2002_g1685.t1
OG0001174	vverm_g5168.t1	bc2002_g4181.t1
OG0001175	vverm_g6166.t1	bc2002_g9772.t1
OG0001176	vverm_g957.t1, vverm_g3499.t1, vverm_g15055.t1	bc2002_g3323.t1
OG0001177	vverm_g14263.t1, vverm_g6823.t1, vverm_g6823.t2	bc2002_g2250.t1
OG0001178	vverm_g12547.t1, vverm_g12547.t2	bc2002_g14726.t2, bc2002_g14726.t1
OG0001179	vverm_g703.t1, vverm_g703.t2	bc2002_g17463.t1
OG0001180	vverm_g6007.t1, vverm_g6007.t2, vverm_g10339.t1	bc2002_g887.t1
OG0001181	vverm_g12046.t1, vverm_g1564.t1	bc2002_g9969.t1, bc2002_g9969.t4
OG0001184	vverm_g16869.t1, vverm_g16869.t2	bc2002_g5528.t1, bc2002_g5528.t2, bc2002_g5528.t3
OG0001185	vverm_g16157.t1	bc2002_g8501.t1, bc2002_g8501.t2
OG0001185	vverm_g13936.t1	bc2002_g6559.t1
OG0001186	vverm_g5863.t1, vverm_g14076.t1	bc2002_g18966.t1
OG0001187	vverm_g12943.t2, vverm_g12943.t1	bc2002_g4808.t2, bc2002_g4808.t1
OG0001188	vverm_g5183.t2, vverm_g5183.t1	bc2002_g2887.t2, bc2002_g2887.t1
OG0001189	vverm_g12612.t1, vverm_g7652.t1	bc2002_g10746.t2, bc2002_g10746.t1
OG0001191	vverm_g16113.t3, vverm_g12561.t1, vverm_g15564.t1, vverm_g4058.t1, vverm_g16114.t1	bc2002_g12742.t1
OG0001192	vverm_g15652.t2, vverm_g15652.t3, vverm_g15652.t1	bc2002_g14768.t1
OG0001193	vverm_g14278.t1	bc2002_g11265.t1, bc2002_g11266.t1
OG0001194	vverm_g1740.t1, vverm_g13234.t1	bc2002_g8317.t1, bc2002_g5862.t1
OG0001195	vverm_g610.t1	bc2002_g3225.t1
OG0001196	vverm_g6208.t1	bc2002_g3961.t2
OG0001197	vverm_g13530.t1, vverm_g446.t1	bc2002_g4647.t1
OG0001199	vverm_g12393.t1, vverm_g5601.t1	bc2002_g6447.t1
OG0001200	vverm_g3124.t2, vverm_g3926.t2, vverm_g3124.t1, vverm_g3926.t1	bc2002_g9810.t1
OG0001201	vverm_g8421.t1, vverm_g8421.t2, vverm_g8421.t3	bc2002_g12741.t2, bc2002_g12741.t1
OG0001202	vverm_g4003.t1, vverm_g3262.t2, vverm_g3262.t1	bc2002_g7814.t1
OG0001203	vverm_g16411.t2, vverm_g16411.t1	bc2002_g3853.t1
OG0001205	vverm_g13669.t1	bc2002_g12630.t1, bc2002_g8141.t1
OG0001206	vverm_g10744.t1, vverm_g10563.t1, vverm_g10563.t2, vverm_g16710.t1	bc2002_g4932.t1
OG0001207	vverm_g13084.t1, vverm_g13084.t2, vverm_g13069.t1, vverm_g13061.t1, vverm_g2026.t1	bc2002_g15556.t1
OG0001208	vverm_g13410.t1, vverm_g3295.t1	bc2002_g7756.t1
OG0001209	vverm_g551.t1	bc2002_g14912.t2, bc2002_g14912.t1
OG0001210	vverm_g15685.t1	bc2002_g1713.t1
OG0001211	vverm_g13485.t1	bc2002_g8547.t1
OG0001212	vverm_g15372.t2, vverm_g15372.t1, vverm_g588.t1, vverm_g581.t3	bc2002_g3259.t1
OG0001214	vverm_g2570.t1, vverm_g2570.t2, vverm_g2570.t3	bc2002_g15940.t2, bc2002_g15940.t1
OG0001216	vverm_g12233.t1, vverm_g10881.t1	bc2002_g18361.t1, bc2002_g16693.t2, bc2002_g16693.t1
OG0001217	vverm_g2113.t1, vverm_g13155.t1, vverm_g12520.t1	bc2002_g12397.t1
OG0001218	vverm_g7836.t1	bc2002_g19198.t1
OG0001219	vverm_g10390.t2, vverm_g10390.t1	bc2002_g16741.t1
OG0001220	vverm_g2513.t1	bc2002_g19690.t1
OG0001221	vverm_g10588.t1	bc2002_g12102.t1
OG0001221	vverm_g16545.t1	bc2002_g3888.t1
OG0001222	vverm_g4242.t2, vverm_g4242.t1	bc2002_g1914.t1
OG0001223	vverm_g5764.t1	bc2002_g13033.t1
OG0001223	vverm_g5670.t1, vverm_g11139.t1	bc2002_g2993.t1
OG0001224	vverm_g10205.t3, vverm_g10205.t1, vverm_g10205.t2	bc2002_g2445.t1
OG0001225	vverm_g15032.t1, vverm_g15032.t2	bc2002_g2630.t1, bc2002_g2630.t3, bc2002_g2630.t2
OG0001226	vverm_g9584.t1	bc2002_g1613.t1
OG0001227	vverm_g8145.t1	bc2002_g9244.t1
OG0001228	vverm_g4459.t1	bc2002_g5118.t1
OG0001228	vverm_g8325.t1	bc2002_g7015.t1
OG0001229	vverm_g8492.t1	bc2002_g8873.t1
OG0001229	vverm_g6940.t1, vverm_g6940.t2	bc2002_g8872.t1
OG0001230	vverm_g2703.t1, vverm_g16303.t1, vverm_g11938.t1, vverm_g1142.t1, vverm_g12015.t1	bc2002_g8744.t1
OG0001232	vverm_g3837.t1	bc2002_g734.t1
OG0001233	vverm_g15596.t1	bc2002_g9824.t1
OG0001234	vverm_g1792.t1	bc2002_g6754.t1
OG0001235	vverm_g8358.t1	bc2002_g7495.t1
OG0001235	vverm_g1765.t1	bc2002_g11653.t1
OG0001236	vverm_g12211.t1	bc2002_g9431.t2, bc2002_g9431.t1
OG0001237	vverm_g5157.t1, vverm_g5157.t2	bc2002_g4162.t2, bc2002_g4162.t1
OG0001238	vverm_g13368.t2, vverm_g13368.t1	bc2002_g16135.t1, bc2002_g16135.t2
OG0001239	vverm_g16393.t1	bc2002_g4508.t1
OG0001239	vverm_g12675.t1	bc2002_g10916.t1
OG0001240	vverm_g8561.t3, vverm_g8561.t1, vverm_g8561.t2	bc2002_g9809.t1
OG0001241	vverm_g8977.t1	bc2002_g10478.t1
OG0001242	vverm_g11695.t1, vverm_g11695.t2	bc2002_g1632.t1
OG0001243	vverm_g10852.t1	bc2002_g18789.t1
OG0001243	vverm_g9976.t2	bc2002_g10306.t1
OG0001244	vverm_g15012.t1, vverm_g15012.t2	bc2002_g14261.t1
OG0001245	vverm_g658.t1, vverm_g663.t2, vverm_g663.t1	bc2002_g17446.t1
OG0001246	vverm_g754.t1, vverm_g13267.t1, vverm_g754.t2, vverm_g8184.t1	bc2002_g17497.t1, bc2002_g17497.t2
OG0001247	vverm_g7298.t3, vverm_g7298.t4, vverm_g7298.t2, vverm_g7298.t1	bc2002_g16463.t1
OG0001248	vverm_g3185.t1, vverm_g3184.t1	bc2002_g13783.t1
OG0001249	vverm_g3151.t2, vverm_g3151.t1	bc2002_g9826.t1
OG0001250	vverm_g3293.t1	bc2002_g7757.t1
OG0001251	vverm_g7975.t1	bc2002_g11926.t1, bc2002_g11926.t2
OG0001252	vverm_g12414.t1	bc2002_g8256.t1
OG0001252	vverm_g14510.t1	bc2002_g6414.t1
OG0001253	vverm_g8712.t1	bc2002_g17620.t1, bc2002_g17620.t2, bc2002_g17620.t3
OG0001254	vverm_g10036.t2, vverm_g10036.t1	bc2002_g12196.t1
OG0001255	vverm_g4922.t1, vverm_g4916.t1, vverm_g4920.t1, vverm_g4915.t1, vverm_g4914.t1, vverm_g5027.t1	bc2002_g16730.t1
OG0001256	vverm_g8957.t1, vverm_g8957.t2	bc2002_g10395.t2, bc2002_g10395.t1
OG0001257	vverm_g1978.t1	bc2002_g875.t1
OG0001257	vverm_g6048.t1	bc2002_g876.t1
OG0001258	vverm_g10729.t2, vverm_g10729.t1	bc2002_g975.t2, bc2002_g975.t1
OG0001259	vverm_g8931.t1	bc2002_g10298.t1
OG0001261	vverm_g11853.t1, vverm_g12808.t1	bc2002_g5390.t1
OG0001262	vverm_g5454.t1	bc2002_g8529.t1, bc2002_g10817.t1, bc2002_g10817.t2
OG0001263	vverm_g13089.t1, vverm_g13064.t1, vverm_g35.t1, vverm_g10470.t1	bc2002_g10872.t1
OG0001264	vverm_g644.t1	bc2002_g17438.t1
OG0001264	vverm_g15645.t1	bc2002_g14909.t2
OG0001265	vverm_g11865.t2, vverm_g11865.t1	bc2002_g5357.t2, bc2002_g5357.t1
OG0001266	vverm_g352.t1, vverm_g352.t2	bc2002_g14524.t2, bc2002_g14524.t1
OG0001268	vverm_g4101.t1	bc2002_g6123.t2, bc2002_g6123.t1
OG0001269	vverm_g14106.t1, vverm_g14106.t2	bc2002_g10359.t1
OG0001270	vverm_g11508.t1	bc2002_g6174.t1
OG0001271	vverm_g11829.t2, vverm_g11829.t1	bc2002_g5329.t2, bc2002_g5329.t1
OG0001272	vverm_g2166.t1	bc2002_g2847.t2, bc2002_g2847.t1
OG0001273	vverm_g10820.t1	bc2002_g18751.t1
OG0001274	vverm_g16102.t2, vverm_g9833.t2, vverm_g9833.t1, vverm_g11604.t1, vverm_g11604.t2, vverm_g16102.t1	bc2002_g8812.t1
OG0001277	vverm_g3577.t1	bc2002_g14404.t1
OG0001277	vverm_g7385.t1, vverm_g15790.t1	bc2002_g1654.t1
OG0001278	vverm_g4034.t2, vverm_g8836.t1, vverm_g4034.t1, vverm_g4034.t3	bc2002_g11673.t2, bc2002_g11673.t1
OG0001283	vverm_g164.t1, vverm_g6710.t1	bc2002_g8608.t1
OG0001283	vverm_g1375.t1, vverm_g6999.t1, vverm_g5751.t1	bc2002_g15261.t1
OG0001288	vverm_g11234.t1	bc2002_g2114.t3, bc2002_g2114.t1, bc2002_g2114.t2
OG0001293	vverm_g6474.t1, vverm_g5499.t1	bc2002_g11452.t3, bc2002_g11452.t2, bc2002_g11452.t1, bc2002_g11452.t4
OG0001295	vverm_g1572.t1, vverm_g1573.t1	bc2002_g11557.t1, bc2002_g17224.t1, bc2002_g17282.t1
OG0001306	vverm_g13247.t1	bc2002_g17672.t1, bc2002_g16112.t1
OG0001306	vverm_g14819.t1	bc2002_g6966.t1
OG0001307	vverm_g8328.t1	bc2002_g7018.t2, bc2002_g7018.t1
OG0001307	vverm_g8321.t1	bc2002_g7018.t3
OG0001309	vverm_g2002.t1	bc2002_g7766.t1
OG0001309	vverm_g15398.t1, vverm_g15398.t2	bc2002_g7992.t1
OG0001311	vverm_g10233.t1	bc2002_g8046.t1, bc2002_g12806.t1, bc2002_g19505.t1, bc2002_g19480.t1
OG0001312	vverm_g6368.t1, vverm_g15063.t1, vverm_g6588.t1	bc2002_g4858.t1, bc2002_g4798.t1
OG0001314	vverm_g7799.t1, vverm_g7798.t1, vverm_g7814.t1, vverm_g779.t2, vverm_g11728.t2, vverm_g779.t1, vverm_g11728.t1	bc2002_g4916.t1
OG0001315	vverm_g6447.t1, vverm_g12155.t1, vverm_g7959.t1	bc2002_g15535.t1, bc2002_g4931.t1
OG0001323	vverm_g4360.t1, vverm_g4360.t2	bc2002_g2939.t1
OG0001323	vverm_g5305.t1	bc2002_g15161.t2, bc2002_g15161.t1
OG0001324	vverm_g11660.t1, vverm_g6610.t1, vverm_g19.t1	bc2002_g5394.t1, bc2002_g5394.t2
OG0001326	vverm_g3901.t1	bc2002_g10890.t1, bc2002_g10983.t1, bc2002_g6681.t1, bc2002_g6705.t1
OG0001327	vverm_g14271.t1	bc2002_g16231.t2, bc2002_g16298.t1, bc2002_g16231.t1, bc2002_g16289.t1
