Orthogroup	vvermcdc19_braker	bc2001_braker
OG0000997	vverm_g1512.t1	bc2001_g1240.t1
OG0000998	vverm_g4877.t1	bc2001_g17591.t1, bc2001_g17591.t2
OG0000999	vverm_g12192.t1	bc2001_g19580.t1, bc2001_g8486.t2, bc2001_g8486.t1
OG0001000	vverm_g15523.t1	bc2001_g7481.t1
OG0001001	vverm_g10906.t1, vverm_g10917.t1, vverm_g10917.t2, vverm_g10993.t1, vverm_g10993.t2	bc2001_g1912.t1
OG0001002	vverm_g15331.t1	bc2001_g13223.t4, bc2001_g13223.t3, bc2001_g13223.t2, bc2001_g13223.t1
OG0001003	vverm_g12962.t1	bc2001_g7167.t1
OG0001004	vverm_g637.t2, vverm_g637.t1	bc2001_g16800.t1, bc2001_g16800.t2
OG0001005	vverm_g13400.t1	bc2001_g18413.t2, bc2001_g18413.t1, bc2001_g18371.t1, bc2001_g18371.t2
OG0001006	vverm_g16648.t1, vverm_g12538.t1, vverm_g14376.t1, vverm_g3881.t1	bc2001_g10864.t1
OG0001007	vverm_g14269.t1	bc2001_g926.t1, bc2001_g926.t2
OG0001008	vverm_g9260.t1, vverm_g9260.t2, vverm_g9263.t1	bc2001_g11650.t1, bc2001_g2627.t1, bc2001_g11649.t1
OG0001009	vverm_g12079.t2, vverm_g12079.t1	bc2001_g18453.t1
OG0001010	vverm_g16578.t2, vverm_g16578.t1, vverm_g232.t1	bc2001_g9112.t1
OG0001011	vverm_g5600.t1	bc2001_g8930.t1
OG0001011	vverm_g6278.t1	bc2001_g2938.t2, bc2001_g12812.t1
OG0001012	vverm_g14700.t1, vverm_g15176.t1, vverm_g15159.t1, vverm_g14713.t1, vverm_g14022.t1, vverm_g11045.t1	bc2001_g18274.t1
OG0001013	vverm_g9874.t2, vverm_g9874.t1	bc2001_g3819.t1, bc2001_g3819.t2
OG0001014	vverm_g8377.t1, vverm_g2689.t1, vverm_g13580.t1, vverm_g13651.t1	bc2001_g10687.t1
OG0001015	vverm_g7297.t1, vverm_g10394.t1	bc2001_g10284.t2, bc2001_g10284.t1
OG0001016	vverm_g2599.t2, vverm_g2599.t1	bc2001_g15379.t2
OG0001017	vverm_g327.t1	bc2001_g13811.t1
OG0001017	vverm_g1349.t1	bc2001_g14239.t2, bc2001_g14239.t1
OG0001018	vverm_g14800.t3, vverm_g14800.t1, vverm_g14800.t2	bc2001_g5878.t2, bc2001_g5878.t1
OG0001022	vverm_g9879.t1	bc2001_g302.t1
OG0001022	vverm_g16193.t1, vverm_g9878.t1, vverm_g6766.t1	bc2001_g9556.t1, bc2001_g13739.t1
OG0001029	vverm_g1147.t1	bc2001_g9256.t2, bc2001_g9256.t1
OG0001029	vverm_g5169.t1	bc2001_g1067.t1
OG0001034	vverm_g3474.t1, vverm_g3082.t1, vverm_g16446.t2, vverm_g2820.t1, vverm_g16446.t1, vverm_g2820.t2, vverm_g4589.t2, vverm_g2430.t1, vverm_g4589.t1	bc2001_g1728.t2
OG0001037	vverm_g12408.t2, vverm_g12408.t1	bc2001_g2032.t1
OG0001037	vverm_g4266.t1, vverm_g4266.t2	bc2001_g19495.t1
OG0001040	vverm_g15449.t2, vverm_g15449.t1	bc2001_g2739.t1, bc2001_g2739.t2, bc2001_g2738.t1
OG0001043	vverm_g16243.t1, vverm_g4079.t1	bc2001_g11721.t3, bc2001_g11721.t1, bc2001_g11721.t2, bc2001_g14371.t1, bc2001_g3338.t1
OG0001048	vverm_g3585.t2, vverm_g3585.t1, vverm_g4493.t1, vverm_g4493.t2	bc2001_g5569.t3, bc2001_g5569.t1, bc2001_g5569.t2
OG0001053	vverm_g206.t2, vverm_g206.t1	bc2001_g9102.t1, bc2001_g9126.t1
OG0001054	vverm_g2306.t2, vverm_g2306.t1	bc2001_g9360.t1
OG0001054	vverm_g2291.t1, vverm_g2021.t1	bc2001_g9361.t1
OG0001056	vverm_g16781.t1, vverm_g13285.t1, vverm_g2058.t1	bc2001_g13765.t1, bc2001_g15591.t1, bc2001_g11985.t1
OG0001057	vverm_g4712.t1, vverm_g4712.t2	bc2001_g16849.t1, bc2001_g16849.t2
OG0001059	vverm_g12580.t1, vverm_g12580.t2, vverm_g4820.t1	bc2001_g18509.t1
OG0001096	vverm_g1275.t1	bc2001_g12529.t2, bc2001_g12529.t1, bc2001_g12529.t3
OG0001097	vverm_g14167.t1	bc2001_g7834.t2, bc2001_g7834.t1
OG0001098	vverm_g12706.t1	bc2001_g12468.t1
OG0001098	vverm_g8643.t1	bc2001_g16601.t1
OG0001099	vverm_g6683.t1	bc2001_g9385.t1
OG0001099	vverm_g14646.t1	bc2001_g5145.t1
OG0001100	vverm_g5204.t2, vverm_g5204.t1, vverm_g5204.t3	bc2001_g1126.t2, bc2001_g1126.t1, bc2001_g1126.t3
OG0001101	vverm_g5238.t2, vverm_g5238.t1, vverm_g12630.t1	bc2001_g1777.t1
OG0001102	vverm_g5293.t1, vverm_g16403.t1, vverm_g16403.t2	bc2001_g18870.t2, bc2001_g18870.t1
OG0001103	vverm_g7430.t1	bc2001_g11762.t1
OG0001104	vverm_g7326.t1, vverm_g3119.t2, vverm_g3119.t1, vverm_g3921.t1	bc2001_g13570.t1
OG0001105	vverm_g13537.t1, vverm_g450.t1, vverm_g1046.t1	bc2001_g16179.t1
OG0001106	vverm_g898.t2, vverm_g898.t1, vverm_g11499.t1, vverm_g910.t1, vverm_g14461.t1	bc2001_g18336.t1
OG0001107	vverm_g1714.t1	bc2001_g326.t2, bc2001_g326.t3
OG0001107	vverm_g1706.t1	bc2001_g326.t1
OG0001108	vverm_g11515.t1	bc2001_g11864.t1
OG0001109	vverm_g2497.t1	bc2001_g5040.t2, bc2001_g5040.t1
OG0001110	vverm_g12998.t1	bc2001_g7281.t1
OG0001111	vverm_g8566.t1, vverm_g8566.t2, vverm_g1807.t1	bc2001_g16683.t1
OG0001114	vverm_g3207.t1	bc2001_g6070.t1
OG0001114	vverm_g16677.t1	bc2001_g6070.t2
OG0001115	vverm_g15391.t1	bc2001_g2715.t1
OG0001116	vverm_g1318.t1	bc2001_g12464.t1
OG0001118	vverm_g943.t1	bc2001_g8248.t2, bc2001_g8248.t1, bc2001_g8248.t3
OG0001119	vverm_g1417.t1	bc2001_g3682.t1
OG0001121	vverm_g5840.t1	bc2001_g15536.t1
OG0001123	vverm_g12984.t1, vverm_g6471.t1	bc2001_g8325.t1, bc2001_g8325.t2
OG0001124	vverm_g11001.t2, vverm_g11001.t1	bc2001_g1909.t1
OG0001125	vverm_g16921.t1	bc2001_g16184.t3, bc2001_g10223.t1
OG0001126	vverm_g5306.t1, vverm_g5306.t2	bc2001_g1139.t1, bc2001_g1139.t2
OG0001128	vverm_g1139.t1	bc2001_g14036.t1, bc2001_g10155.t1
OG0001129	vverm_g12929.t2, vverm_g12929.t1	bc2001_g7081.t2, bc2001_g7081.t1
OG0001129	vverm_g12838.t1	bc2001_g7080.t1
OG0001130	vverm_g11510.t2, vverm_g12123.t1	bc2001_g8660.t1
OG0001131	vverm_g11037.t1	bc2001_g1964.t1
OG0001131	vverm_g8020.t1	bc2001_g5591.t1
OG0001132	vverm_g10333.t1	bc2001_g10271.t1, bc2001_g10271.t2
OG0001133	vverm_g4940.t1	bc2001_g17605.t1
OG0001134	vverm_g7019.t1	bc2001_g8531.t3, bc2001_g4107.t1, bc2001_g12757.t1
OG0001136	vverm_g10857.t3, vverm_g10857.t2, vverm_g10857.t1	bc2001_g1419.t2, bc2001_g1419.t1
OG0001137	vverm_g14357.t1, vverm_g2551.t1	bc2001_g18234.t1, bc2001_g18234.t2
OG0001139	vverm_g5130.t1	bc2001_g1198.t1
OG0001139	vverm_g13876.t1, vverm_g6728.t1	bc2001_g13919.t1
OG0001140	vverm_g14069.t1, vverm_g5870.t1, vverm_g10443.t2, vverm_g10443.t1	bc2001_g15642.t1
OG0001142	vverm_g4857.t1	bc2001_g17580.t1
OG0001142	vverm_g4858.t1	bc2001_g17579.t2, bc2001_g17579.t1
OG0001144	vverm_g14684.t1	bc2001_g11587.t1
OG0001145	vverm_g6671.t1	bc2001_g13507.t1
OG0001146	vverm_g11654.t1	bc2001_g14370.t2, bc2001_g14370.t1
OG0001146	vverm_g11653.t1	bc2001_g3337.t1
OG0001147	vverm_g10378.t1	bc2001_g10300.t1
OG0001147	vverm_g13793.t1	bc2001_g17883.t1
OG0001148	vverm_g10707.t1, vverm_g14325.t1, vverm_g14326.t1, vverm_g3524.t1	bc2001_g18350.t1
OG0001149	vverm_g4342.t1	bc2001_g11126.t1
OG0001150	vverm_g2526.t2, vverm_g2526.t1	bc2001_g158.t2, bc2001_g158.t1, bc2001_g158.t3
OG0001151	vverm_g6822.t1	bc2001_g14769.t1, bc2001_g14682.t1, bc2001_g16048.t1
OG0001152	vverm_g15955.t1, vverm_g15955.t2, vverm_g10751.t2, vverm_g10571.t3, vverm_g10751.t1, vverm_g10571.t1, vverm_g10571.t2	bc2001_g464.t1
OG0001153	vverm_g5219.t1, vverm_g16413.t1	bc2001_g18905.t1, bc2001_g18905.t2
OG0001154	vverm_g9154.t1	bc2001_g12858.t1
OG0001155	vverm_g3370.t1, vverm_g3384.t2, vverm_g3384.t1	bc2001_g11289.t1, bc2001_g11289.t2
OG0001156	vverm_g12815.t2, vverm_g12815.t1, vverm_g11797.t1	bc2001_g2557.t1
OG0001157	vverm_g12449.t1, vverm_g12449.t2	bc2001_g7395.t1, bc2001_g7395.t2
OG0001158	vverm_g9957.t1	bc2001_g13865.t1
OG0001160	vverm_g9350.t1, vverm_g5100.t1	bc2001_g10536.t1
OG0001161	vverm_g2578.t1, vverm_g2578.t2	bc2001_g18226.t2, bc2001_g18226.t1
OG0001162	vverm_g9868.t1, vverm_g9868.t2	bc2001_g99.t1
OG0001162	vverm_g16168.t1	bc2001_g4720.t1
OG0001163	vverm_g4171.t1	bc2001_g19505.t1
OG0001165	vverm_g9052.t1, vverm_g1745.t2, vverm_g1745.t1	bc2001_g10167.t1
OG0001166	vverm_g16865.t2	bc2001_g3215.t1
OG0001166	vverm_g16865.t1	bc2001_g8226.t1
OG0001167	vverm_g14265.t1	bc2001_g942.t2, bc2001_g942.t1
OG0001168	vverm_g4185.t1	bc2001_g19499.t1, bc2001_g19503.t1
OG0001169	vverm_g11929.t1, vverm_g7774.t1, vverm_g768.t1, vverm_g13280.t1	bc2001_g7880.t1
OG0001170	vverm_g7313.t1	bc2001_g17830.t2
OG0001170	vverm_g7314.t1	bc2001_g17830.t3, bc2001_g17830.t1
OG0001171	vverm_g15181.t2, vverm_g14694.t2, vverm_g15181.t1, vverm_g14694.t1	bc2001_g11557.t2
OG0001172	vverm_g12526.t1, vverm_g13161.t1, vverm_g13161.t2	bc2001_g7578.t1, bc2001_g18425.t1
OG0001173	vverm_g10052.t1	bc2001_g11653.t2, bc2001_g11653.t1
OG0001173	vverm_g8991.t1	bc2001_g10803.t1
OG0001174	vverm_g2736.t1	bc2001_g639.t1
OG0001174	vverm_g5168.t1	bc2001_g1141.t1
OG0001175	vverm_g6166.t1	bc2001_g9506.t1
OG0001176	vverm_g957.t1, vverm_g3499.t1, vverm_g15055.t1	bc2001_g16927.t1
OG0001177	vverm_g14263.t1, vverm_g6823.t1, vverm_g6823.t2	bc2001_g2399.t1
OG0001178	vverm_g12547.t1, vverm_g12547.t2	bc2001_g6742.t1, bc2001_g6742.t2, bc2001_g6907.t1
OG0001179	vverm_g703.t1, vverm_g703.t2	bc2001_g16742.t1
OG0001180	vverm_g6007.t1, vverm_g6007.t2, vverm_g10339.t1	bc2001_g15879.t1
OG0001181	vverm_g12046.t1, vverm_g1564.t1	bc2001_g8117.t1
OG0001184	vverm_g16869.t1, vverm_g16869.t2	bc2001_g18583.t2, bc2001_g18583.t1
OG0001185	vverm_g16157.t1	bc2001_g16230.t1
OG0001185	vverm_g13936.t1	bc2001_g14394.t1
OG0001186	vverm_g5863.t1, vverm_g14076.t1	bc2001_g15126.t1, bc2001_g15126.t2
OG0001187	vverm_g12943.t2, vverm_g12943.t1	bc2001_g7095.t2, bc2001_g7095.t1
OG0001188	vverm_g5183.t2, vverm_g5183.t1	bc2001_g12899.t1, bc2001_g12899.t2, bc2001_g12899.t3
OG0001189	vverm_g12612.t1, vverm_g7652.t1	bc2001_g5709.t1
OG0001191	vverm_g16113.t3, vverm_g12561.t1, vverm_g15564.t1, vverm_g4058.t1, vverm_g16114.t1	bc2001_g3376.t1, bc2001_g3376.t2
OG0001192	vverm_g15652.t2, vverm_g15652.t3, vverm_g15652.t1	bc2001_g3960.t1
OG0001193	vverm_g14278.t1	bc2001_g857.t2, bc2001_g857.t1
OG0001194	vverm_g1740.t1, vverm_g13234.t1	bc2001_g15200.t1, bc2001_g15274.t1
OG0001195	vverm_g610.t1	bc2001_g16837.t1
OG0001196	vverm_g6208.t1	bc2001_g1775.t1
OG0001197	vverm_g13530.t1, vverm_g446.t1	bc2001_g7352.t1, bc2001_g7352.t2
OG0001199	vverm_g12393.t1, vverm_g5601.t1	bc2001_g4549.t2, bc2001_g4549.t1, bc2001_g4549.t3
OG0001200	vverm_g3124.t2, vverm_g3926.t2, vverm_g3124.t1, vverm_g3926.t1	bc2001_g9544.t1
OG0001201	vverm_g8421.t1, vverm_g8421.t2, vverm_g8421.t3	bc2001_g3377.t2, bc2001_g3377.t1
OG0001202	vverm_g4003.t1, vverm_g3262.t2, vverm_g3262.t1	bc2001_g17188.t1
OG0001203	vverm_g16411.t2, vverm_g16411.t1	bc2001_g18932.t2, bc2001_g18932.t1
OG0001205	vverm_g13669.t1	bc2001_g11454.t1, bc2001_g17259.t1, bc2001_g11123.t1
OG0001206	vverm_g10744.t1, vverm_g10563.t1, vverm_g10563.t2, vverm_g16710.t1	bc2001_g7205.t1
OG0001207	vverm_g13084.t1, vverm_g13084.t2, vverm_g13069.t1, vverm_g13061.t1, vverm_g2026.t1	bc2001_g7971.t1
OG0001208	vverm_g13410.t1, vverm_g3295.t1	bc2001_g17131.t1
OG0001209	vverm_g551.t1	bc2001_g2559.t2, bc2001_g2559.t1
OG0001210	vverm_g15685.t1	bc2001_g6862.t2, bc2001_g6862.t1
OG0001211	vverm_g13485.t1	bc2001_g16278.t1
OG0001212	vverm_g15372.t2, vverm_g15372.t1, vverm_g588.t1, vverm_g581.t3	bc2001_g16869.t1
OG0001213	vverm_g7140.t1, vverm_g12427.t1	bc2001_g7798.t2, bc2001_g7798.t1
OG0001214	vverm_g2570.t1, vverm_g2570.t2, vverm_g2570.t3	bc2001_g18245.t2, bc2001_g18245.t1
OG0001216	vverm_g12233.t1, vverm_g10881.t1	bc2001_g11547.t1, bc2001_g14224.t1, bc2001_g19707.t1
OG0001217	vverm_g2113.t1, vverm_g13155.t1, vverm_g12520.t1	bc2001_g11680.t1
OG0001218	vverm_g7836.t1	bc2001_g13438.t1
OG0001218	vverm_g12368.t2, vverm_g12368.t1	bc2001_g13437.t1
OG0001219	vverm_g10390.t2, vverm_g10390.t1	bc2001_g10292.t1
OG0001220	vverm_g2513.t1	bc2001_g4995.t2, bc2001_g4995.t1
OG0001221	vverm_g16545.t1	bc2001_g9025.t1
OG0001222	vverm_g4242.t2, vverm_g4242.t1	bc2001_g19469.t1
OG0001223	vverm_g5764.t1	bc2001_g6272.t1
OG0001223	vverm_g5670.t1, vverm_g11139.t1	bc2001_g12796.t1
OG0001224	vverm_g10205.t3, vverm_g10205.t1, vverm_g10205.t2	bc2001_g9132.t1, bc2001_g9132.t2, bc2001_g9132.t3
OG0001225	vverm_g15032.t1, vverm_g15032.t2	bc2001_g4299.t1
OG0001226	vverm_g9584.t1	bc2001_g497.t1
OG0001227	vverm_g8145.t1	bc2001_g13572.t1, bc2001_g13572.t2
OG0001228	vverm_g8325.t1	bc2001_g5481.t1
OG0001229	vverm_g8492.t1, vverm_g6940.t1, vverm_g6940.t2	bc2001_g19.t1
OG0001230	vverm_g2703.t1, vverm_g16303.t1, vverm_g11938.t1, vverm_g1142.t1, vverm_g12015.t1	bc2001_g144.t1
OG0001232	vverm_g9483.t1	bc2001_g10563.t1
OG0001232	vverm_g3837.t1	bc2001_g10562.t1
OG0001233	vverm_g15596.t1	bc2001_g9560.t1, bc2001_g9559.t1
OG0001233	vverm_g3172.t1	bc2001_g9560.t2
OG0001234	vverm_g1792.t1	bc2001_g19045.t1
OG0001235	vverm_g8358.t1	bc2001_g10380.t1
OG0001235	vverm_g1765.t1	bc2001_g422.t1
OG0001236	vverm_g12211.t1	bc2001_g8462.t1, bc2001_g8462.t3, bc2001_g8462.t2
OG0001237	vverm_g5157.t1, vverm_g5157.t2	bc2001_g1157.t2, bc2001_g1157.t1
OG0001238	vverm_g13368.t2, vverm_g13368.t1	bc2001_g18439.t1, bc2001_g18439.t2
OG0001239	vverm_g16393.t1	bc2001_g18873.t1
OG0001239	vverm_g12675.t1	bc2001_g14004.t1
OG0001240	vverm_g8561.t3, vverm_g8561.t1, vverm_g8561.t2	bc2001_g9543.t1, bc2001_g9543.t2
OG0001241	vverm_g8977.t1	bc2001_g4435.t2, bc2001_g4435.t1
OG0001242	vverm_g11695.t1, vverm_g11695.t2	bc2001_g517.t3, bc2001_g517.t1, bc2001_g517.t2
OG0001243	vverm_g10852.t1	bc2001_g6946.t1
OG0001243	vverm_g9976.t2	bc2001_g6769.t1, bc2001_g6769.t2
OG0001244	vverm_g15012.t1, vverm_g15012.t2	bc2001_g5967.t1
OG0001245	vverm_g658.t1	bc2001_g16760.t1
OG0001245	vverm_g663.t2, vverm_g663.t1	bc2001_g16759.t1
OG0001246	vverm_g754.t1, vverm_g13267.t1, vverm_g754.t2, vverm_g8184.t1	bc2001_g16708.t1
OG0001247	vverm_g7298.t3, vverm_g7298.t4, vverm_g7298.t2, vverm_g7298.t1	bc2001_g17630.t1
OG0001248	vverm_g3185.t1, vverm_g3184.t1	bc2001_g1271.t1, bc2001_g1271.t2
OG0001249	vverm_g3151.t2, vverm_g3151.t1	bc2001_g9562.t1
OG0001250	vverm_g3293.t1	bc2001_g17132.t1, bc2001_g17132.t2
OG0001251	vverm_g7975.t1	bc2001_g9859.t1
OG0001252	vverm_g12414.t1	bc2001_g2041.t1
OG0001252	vverm_g14510.t1	bc2001_g4711.t1
OG0001253	vverm_g8712.t1	bc2001_g16589.t2, bc2001_g16589.t1, bc2001_g16589.t3
OG0001254	vverm_g10036.t2, vverm_g10036.t1	bc2001_g12169.t1, bc2001_g12169.t2
OG0001255	vverm_g4922.t1, vverm_g4916.t1, vverm_g4920.t1, vverm_g4915.t1, vverm_g4914.t1, vverm_g5027.t1	bc2001_g10302.t1
OG0001256	vverm_g8957.t1, vverm_g8957.t2	bc2001_g3714.t2, bc2001_g4512.t1, bc2001_g3714.t1
OG0001257	vverm_g1978.t1	bc2001_g17977.t1, bc2001_g17977.t3
OG0001257	vverm_g6048.t1	bc2001_g17977.t2
OG0001258	vverm_g10729.t2, vverm_g10729.t1	bc2001_g5801.t2, bc2001_g5801.t1
OG0001259	vverm_g8931.t1	bc2001_g6759.t2, bc2001_g6759.t1
OG0001261	vverm_g11853.t1, vverm_g12808.t1	bc2001_g10888.t2, bc2001_g10888.t1
OG0001262	vverm_g5454.t1	bc2001_g16259.t1, bc2001_g4866.t1
OG0001263	vverm_g13089.t1, vverm_g13064.t1, vverm_g35.t1, vverm_g10470.t1	bc2001_g4913.t1, bc2001_g4913.t2
OG0001264	vverm_g644.t1	bc2001_g16767.t1
OG0001264	vverm_g15645.t1	bc2001_g2562.t1
OG0001265	vverm_g11865.t2, vverm_g11865.t1	bc2001_g10917.t2, bc2001_g10917.t1
OG0001266	vverm_g352.t1, vverm_g352.t2	bc2001_g13790.t2, bc2001_g13790.t1
OG0001268	vverm_g4101.t1	bc2001_g3643.t1, bc2001_g3644.t1, bc2001_g3644.t2
OG0001269	vverm_g14106.t1, vverm_g14106.t2	bc2001_g6821.t1
OG0001270	vverm_g11508.t1	bc2001_g17967.t1
OG0001271	vverm_g11829.t2, vverm_g11829.t1	bc2001_g10943.t2, bc2001_g10943.t1
OG0001272	vverm_g2166.t1	bc2001_g19373.t1
OG0001272	vverm_g2033.t1	bc2001_g3504.t1
OG0001273	vverm_g10820.t1	bc2001_g1347.t2, bc2001_g1347.t1, bc2001_g1347.t3
OG0001274	vverm_g16102.t2, vverm_g9833.t2, vverm_g9833.t1, vverm_g11604.t1, vverm_g11604.t2, vverm_g16102.t1	bc2001_g77.t1, bc2001_g77.t2
OG0001277	vverm_g3577.t1	bc2001_g198.t1
OG0001277	vverm_g7385.t1, vverm_g15790.t1	bc2001_g606.t1
OG0001278	vverm_g4034.t2, vverm_g8836.t1, vverm_g4034.t1, vverm_g4034.t3	bc2001_g400.t2, bc2001_g400.t1
OG0001283	vverm_g164.t1, vverm_g6710.t1	bc2001_g16342.t1
OG0001283	vverm_g1375.t1, vverm_g6999.t1, vverm_g5751.t1	bc2001_g1552.t1
OG0001288	vverm_g11234.t1	bc2001_g2269.t2, bc2001_g2269.t1, bc2001_g2270.t2, bc2001_g2270.t1
OG0001293	vverm_g6474.t1, vverm_g5499.t1	bc2001_g2810.t1, bc2001_g2810.t2, bc2001_g2810.t3
OG0001295	vverm_g1572.t1, vverm_g1573.t1	bc2001_g2905.t1, bc2001_g8662.t1, bc2001_g8717.t1
OG0001306	vverm_g13247.t1	bc2001_g16531.t1, bc2001_g18416.t1
OG0001306	vverm_g14819.t1	bc2001_g5430.t1
OG0001307	vverm_g8328.t1	bc2001_g5484.t2, bc2001_g5484.t1
OG0001307	vverm_g8321.t1	bc2001_g5484.t3
OG0001309	vverm_g2002.t1	bc2001_g5612.t1, bc2001_g17080.t1, bc2001_g17143.t1
OG0001309	vverm_g15398.t1, vverm_g15398.t2	bc2001_g17079.t1
OG0001311	vverm_g10233.t1	bc2001_g11207.t1, bc2001_g6063.t1, bc2001_g17322.t1, bc2001_g17349.t1
OG0001312	vverm_g6368.t1, vverm_g15063.t1, vverm_g6588.t1	bc2001_g7144.t1, bc2001_g7085.t1
OG0001314	vverm_g7799.t1, vverm_g7798.t1, vverm_g7814.t1, vverm_g779.t2, vverm_g11728.t2, vverm_g779.t1, vverm_g11728.t1	bc2001_g7195.t1
OG0001315	vverm_g6447.t1, vverm_g12155.t1, vverm_g7959.t1	bc2001_g7204.t3, bc2001_g7949.t1, bc2001_g7204.t2, bc2001_g7204.t1
OG0001323	vverm_g4360.t1, vverm_g4360.t2	bc2001_g12849.t1
OG0001323	vverm_g5305.t1	bc2001_g10594.t1
OG0001324	vverm_g11660.t1, vverm_g6610.t1, vverm_g19.t1	bc2001_g10884.t1, bc2001_g10883.t3, bc2001_g10883.t1, bc2001_g10883.t2
OG0001326	vverm_g3901.t1	bc2001_g14076.t1, bc2001_g13981.t1, bc2001_g19117.t1, bc2001_g19092.t1
OG0001327	vverm_g14271.t1	bc2001_g14474.t2, bc2001_g14409.t2, bc2001_g14409.t1, bc2001_g14474.t1
OG0001330	vverm_g10629.t2, vverm_g10629.t1, vverm_g10628.t2, vverm_g10628.t1	bc2001_g18059.t2, bc2001_g18059.t1
OG0001370	vverm_g2766.t1	bc2001_g594.t1, bc2001_g594.t2
OG0001371	vverm_g9009.t1, vverm_g1689.t1	bc2001_g9818.t1, bc2001_g9818.t2
OG0001372	vverm_g8811.t1	bc2001_g1125.t1
OG0001374	vverm_g1544.t2, vverm_g1544.t1, vverm_g1775.t1, vverm_g1775.t2	bc2001_g9582.t1
OG0001375	vverm_g1947.t1, vverm_g1947.t2	bc2001_g11897.t1, bc2001_g11897.t2
OG0001376	vverm_g12276.t1	bc2001_g2266.t1, bc2001_g2266.t2
OG0001377	vverm_g9843.t1, vverm_g9843.t2, vverm_g11591.t2, vverm_g11591.t1, vverm_g4372.t1	bc2001_g11224.t1
OG0001378	vverm_g946.t2, vverm_g946.t1	bc2001_g8245.t2, bc2001_g8245.t1
OG0001380	vverm_g11984.t1	bc2001_g11450.t2, bc2001_g11450.t1
OG0001381	vverm_g4816.t1	bc2001_g4344.t2, bc2001_g4344.t1
OG0001384	vverm_g11083.t1	bc2001_g3542.t1
OG0001385	vverm_g4376.t1	bc2001_g11210.t1
OG0001387	vverm_g2904.t3, vverm_g2904.t1	bc2001_g507.t1
OG0001388	vverm_g4240.t1	bc2001_g4260.t1
OG0001389	vverm_g4728.t2, vverm_g4728.t1	bc2001_g8710.t1
OG0001391	vverm_g8154.t1	bc2001_g13594.t1
OG0001392	vverm_g4836.t1, vverm_g4836.t2	bc2001_g154.t1, bc2001_g154.t2
OG0001393	vverm_g11834.t1	bc2001_g10937.t4, bc2001_g10937.t3, bc2001_g10937.t1
OG0001394	vverm_g12316.t1, vverm_g12317.t1	bc2001_g6413.t1, bc2001_g6413.t2
OG0001395	vverm_g9595.t1	bc2001_g15188.t1, bc2001_g15189.t1, bc2001_g15189.t2
OG0001396	vverm_g4423.t1	bc2001_g18622.t1, bc2001_g18622.t2
OG0001397	vverm_g15229.t1, vverm_g8705.t1	bc2001_g16584.t2, bc2001_g16584.t1
OG0001398	vverm_g4866.t1	bc2001_g19717.t1
OG0001399	vverm_g7475.t1	bc2001_g6421.t1, bc2001_g6421.t3, bc2001_g6421.t2
OG0001401	vverm_g16266.t1	bc2001_g11367.t1
OG0001401	vverm_g12138.t1	bc2001_g8410.t1
OG0001402	vverm_g8214.t1	bc2001_g229.t1
OG0001406	vverm_g13179.t2, vverm_g13179.t1, vverm_g10030.t1	bc2001_g18974.t1
OG0001407	vverm_g5797.t1, vverm_g5797.t2	bc2001_g13267.t1
OG0001408	vverm_g8019.t1	bc2001_g5590.t1
OG0001409	vverm_g7893.t1, vverm_g10276.t1	bc2001_g10135.t1
OG0001410	vverm_g11969.t1	bc2001_g10183.t1, bc2001_g10183.t2
OG0001411	vverm_g6467.t1	bc2001_g12813.t2, bc2001_g12813.t1
OG0001413	vverm_g2197.t1	bc2001_g9208.t2, bc2001_g9208.t1
OG0001414	vverm_g4577.t3, vverm_g4577.t2, vverm_g4577.t1	bc2001_g18451.t1
OG0001415	vverm_g14262.t1	bc2001_g969.t1, bc2001_g962.t1
OG0001416	vverm_g6887.t2, vverm_g6887.t1, vverm_g6886.t1	bc2001_g16784.t1
OG0001418	vverm_g7714.t1, vverm_g7715.t1	bc2001_g14908.t1
OG0001419	vverm_g159.t1	bc2001_g13120.t1
OG0001420	vverm_g4053.t1	bc2001_g10583.t1, bc2001_g10583.t2
OG0001421	vverm_g1208.t1	bc2001_g17040.t2, bc2001_g17040.t1
OG0001422	vverm_g12104.t1	bc2001_g17077.t1, bc2001_g17053.t1, bc2001_g17053.t2
OG0001423	vverm_g734.t1	bc2001_g16705.t1
OG0001424	vverm_g12017.t1	bc2001_g18094.t1
OG0001425	vverm_g5234.t1, vverm_g5234.t2, vverm_g8691.t2, vverm_g8691.t1	bc2001_g9104.t1
OG0001426	vverm_g9867.t1	bc2001_g97.t1, bc2001_g98.t1
OG0001427	vverm_g16930.t1, vverm_g16930.t2	bc2001_g10769.t1
OG0001428	vverm_g5753.t1, vverm_g5574.t1	bc2001_g11237.t1, bc2001_g11237.t2
OG0001429	vverm_g3815.t1	bc2001_g19511.t3, bc2001_g19511.t1, bc2001_g19511.t2
OG0001430	vverm_g1651.t1	bc2001_g3012.t1
OG0001431	vverm_g6082.t2, vverm_g6082.t1	bc2001_g959.t1, bc2001_g971.t1
OG0001432	vverm_g1633.t1, vverm_g1633.t2, vverm_g1633.t3	bc2001_g9829.t1
OG0001435	vverm_g2278.t1	bc2001_g9422.t1
OG0001436	vverm_g3618.t1	bc2001_g7465.t1, bc2001_g7465.t2
OG0001437	vverm_g9283.t1	bc2001_g8582.t1
OG0001437	vverm_g9298.t1	bc2001_g8582.t2
OG0001438	vverm_g1281.t1	bc2001_g12503.t2, bc2001_g12503.t1
