Orthogroup	bc2002_braker	dicty_braker
OG0001197	bc2002_g4647.t1	dicty_g3715.t1, dicty_g10146.t1
OG0001199	bc2002_g6447.t1	dicty_g8588.t1
OG0001200	bc2002_g9810.t1	dicty_g7621.t1
OG0001201	bc2002_g12741.t2, bc2002_g12741.t1	dicty_g7965.t1
OG0001202	bc2002_g7814.t1	dicty_g2432.t1
OG0001203	bc2002_g3853.t1	dicty_g4553.t1
OG0001205	bc2002_g12630.t1, bc2002_g8141.t1	dicty_g11092.t2, dicty_g11092.t1
OG0001206	bc2002_g4932.t1	dicty_g9374.t1
OG0001208	bc2002_g7756.t1	dicty_g8265.t1
OG0001209	bc2002_g14912.t2, bc2002_g14912.t1	dicty_g5457.t2, dicty_g5457.t1
OG0001210	bc2002_g1713.t1	dicty_g8002.t1
OG0001211	bc2002_g8547.t1	dicty_g4506.t1
OG0001212	bc2002_g3259.t1	dicty_g6444.t1
OG0001214	bc2002_g15940.t2, bc2002_g15940.t1	dicty_g7433.t1
OG0001217	bc2002_g12397.t1	dicty_g8398.t1, dicty_g8398.t2
OG0001218	bc2002_g19198.t1	dicty_g7845.t1
OG0001219	bc2002_g16741.t1	dicty_g385.t1
OG0001220	bc2002_g19690.t1	dicty_g2172.t1
OG0001221	bc2002_g12102.t1, bc2002_g3888.t1	dicty_g871.t1
OG0001222	bc2002_g1914.t1	dicty_g5289.t1
OG0001223	bc2002_g13033.t1, bc2002_g2993.t1	dicty_g10780.t1
OG0001224	bc2002_g2445.t1	dicty_g3450.t1
OG0001225	bc2002_g2630.t1, bc2002_g2630.t3, bc2002_g2630.t2	dicty_g8311.t1
OG0001226	bc2002_g1613.t1	dicty_g1414.t1
OG0001227	bc2002_g9244.t1	dicty_g3533.t1, dicty_g3533.t3, dicty_g3533.t2, dicty_g1423.t1
OG0001228	bc2002_g5118.t1	dicty_g3622.t1
OG0001228	bc2002_g7015.t1	dicty_g3621.t1
OG0001229	bc2002_g8873.t1	dicty_g8678.t1
OG0001229	bc2002_g8872.t1	dicty_g8980.t1
OG0001232	bc2002_g734.t1	dicty_g8507.t1
OG0001234	bc2002_g6754.t1	dicty_g1067.t1, dicty_g7250.t1
OG0001235	bc2002_g7495.t1, bc2002_g11653.t1	dicty_g10934.t1
OG0001236	bc2002_g9431.t2, bc2002_g9431.t1	dicty_g10549.t1
OG0001237	bc2002_g4162.t2, bc2002_g4162.t1	dicty_g1708.t1, dicty_g1708.t2
OG0001238	bc2002_g16135.t1, bc2002_g16135.t2	dicty_g3614.t2, dicty_g3614.t1
OG0001239	bc2002_g4508.t1, bc2002_g10916.t1	dicty_g928.t1
OG0001240	bc2002_g9809.t1	dicty_g284.t2, dicty_g284.t1
OG0001241	bc2002_g10478.t1	dicty_g8247.t1, dicty_g8247.t2, dicty_g4174.t1
OG0001242	bc2002_g1632.t1	dicty_g3612.t1
OG0001243	bc2002_g18789.t1, bc2002_g10306.t1	dicty_g6474.t1
OG0001244	bc2002_g14261.t1	dicty_g307.t1
OG0001245	bc2002_g17446.t1	dicty_g10258.t1
OG0001246	bc2002_g17497.t1, bc2002_g17497.t2	dicty_g4261.t1
OG0001248	bc2002_g13783.t1	dicty_g6021.t1, dicty_g8375.t1
OG0001249	bc2002_g9826.t1	dicty_g4328.t1
OG0001250	bc2002_g7757.t1	dicty_g7347.t1
OG0001251	bc2002_g11926.t1, bc2002_g11926.t2	dicty_g5888.t1
OG0001252	bc2002_g8256.t1	dicty_g7666.t1
OG0001252	bc2002_g6414.t1	dicty_g6764.t1
OG0001253	bc2002_g17620.t1, bc2002_g17620.t2, bc2002_g17620.t3	dicty_g3815.t1
OG0001254	bc2002_g12196.t1	dicty_g4367.t1
OG0001256	bc2002_g10395.t2, bc2002_g10395.t1	dicty_g9399.t1
OG0001257	bc2002_g875.t1, bc2002_g876.t1	dicty_g10501.t1
OG0001259	bc2002_g10298.t1	dicty_g2101.t1, dicty_g3492.t1, dicty_g3493.t1, dicty_g8938.t1
OG0001261	bc2002_g5390.t1	dicty_g9638.t1
OG0001264	bc2002_g17438.t1, bc2002_g14909.t2	dicty_g10316.t1
OG0001265	bc2002_g5357.t2, bc2002_g5357.t1	dicty_g11250.t1
OG0001266	bc2002_g14524.t2, bc2002_g14524.t1	dicty_g5940.t1
OG0001267	bc2002_g6847.t1, bc2002_g3937.t1	dicty_g5214.t1, dicty_g1348.t1, dicty_g7454.t1, dicty_g3052.t1
OG0001268	bc2002_g6123.t2, bc2002_g6123.t1	dicty_g267.t1
OG0001269	bc2002_g10359.t1	dicty_g2639.t1, dicty_g2838.t1
OG0001270	bc2002_g6174.t1	dicty_g10475.t1, dicty_g1679.t1, dicty_g1679.t3, dicty_g4068.t1, dicty_g1679.t2
OG0001271	bc2002_g5329.t2, bc2002_g5329.t1	dicty_g10797.t1
OG0001272	bc2002_g2847.t2, bc2002_g2847.t1	dicty_g489.t1, dicty_g8316.t1
OG0001273	bc2002_g18751.t1	dicty_g9020.t1
OG0001277	bc2002_g14404.t1, bc2002_g1654.t1	dicty_g4703.t1, dicty_g10698.t1
OG0001278	bc2002_g11673.t2, bc2002_g11673.t1	dicty_g2060.t1
OG0001288	bc2002_g2114.t3, bc2002_g2114.t1, bc2002_g2114.t2	dicty_g4914.t1
OG0001295	bc2002_g11557.t1, bc2002_g17224.t1, bc2002_g17282.t1	dicty_g9355.t1
OG0001306	bc2002_g17672.t1, bc2002_g16112.t1, bc2002_g6966.t1	dicty_g3568.t1
OG0001307	bc2002_g7018.t2, bc2002_g7018.t1, bc2002_g7018.t3	dicty_g1871.t1
OG0001312	bc2002_g4858.t1, bc2002_g4798.t1	dicty_g7464.t1, dicty_g11086.t1
OG0001323	bc2002_g2939.t1, bc2002_g15161.t2, bc2002_g15161.t1	dicty_g5975.t1
OG0001325	bc2002_g3158.t1, bc2002_g18974.t1, bc2002_g19063.t1, bc2002_g15382.t1	dicty_g11126.t1
OG0001370	bc2002_g1644.t1	dicty_g11203.t2, dicty_g11203.t1
OG0001371	bc2002_g11886.t1	dicty_g6409.t1
OG0001372	bc2002_g4198.t1	dicty_g7804.t2, dicty_g7804.t3, dicty_g7804.t1
OG0001374	bc2002_g9847.t1	dicty_g4543.t1
OG0001375	bc2002_g13166.t1	dicty_g9663.t1
OG0001376	bc2002_g9496.t1	dicty_g6030.t1
OG0001378	bc2002_g227.t2, bc2002_g227.t1	dicty_g4172.t1
OG0001380	bc2002_g12634.t3, bc2002_g12634.t2, bc2002_g12634.t1	dicty_g1472.t1
OG0001381	bc2002_g16652.t3, bc2002_g16652.t2, bc2002_g16652.t1	dicty_g5744.t1
OG0001384	bc2002_g7230.t1	dicty_g10438.t1
OG0001387	bc2002_g1622.t1	dicty_g7914.t1, dicty_g6827.t1, dicty_g8147.t1
OG0001388	bc2002_g2669.t1	dicty_g1417.t1, dicty_g3774.t1
OG0001389	bc2002_g17273.t1	dicty_g6461.t1
OG0001391	bc2002_g9264.t1	dicty_g9327.t1
OG0001392	bc2002_g8736.t1	dicty_g8366.t1
OG0001393	bc2002_g5335.t1	dicty_g256.t1
OG0001394	bc2002_g10562.t1	dicty_g2507.t1, dicty_g2968.t1
OG0001395	bc2002_g18908.t1	dicty_g3457.t2, dicty_g3457.t1
OG0001396	bc2002_g13573.t1	dicty_g3807.t1, dicty_g8989.t1
OG0001397	bc2002_g17624.t1	dicty_g7511.t1
OG0001398	bc2002_g16705.t1	dicty_g5089.t1
OG0001399	bc2002_g10570.t2, bc2002_g10570.t1	dicty_g9385.t1
OG0001401	bc2002_g2518.t1, bc2002_g9382.t1	dicty_g7182.t1
OG0001402	bc2002_g14371.t1	dicty_g4406.t1, dicty_g6883.t1
OG0001406	bc2002_g15664.t1	dicty_g7220.t3
OG0001407	bc2002_g13332.t1	dicty_g9730.t1
OG0001408	bc2002_g20057.t1	dicty_g5689.t1, dicty_g4006.t1
OG0001410	bc2002_g16847.t1, bc2002_g16847.t2	dicty_g5716.t1
OG0001413	bc2002_g18400.t2, bc2002_g18400.t1	dicty_g11020.t1
OG0001414	bc2002_g16146.t1	dicty_g4547.t2, dicty_g4547.t1
OG0001416	bc2002_g17423.t1	dicty_g8778.t1
OG0001418	bc2002_g19348.t1, bc2002_g19348.t2	dicty_g3705.t1
OG0001420	bc2002_g717.t1	dicty_g561.t2, dicty_g561.t1
OG0001421	bc2002_g7955.t2, bc2002_g7955.t1	dicty_g8162.t1
OG0001422	bc2002_g7990.t1, bc2002_g7968.t1	dicty_g10929.t1
OG0001423	bc2002_g17501.t2, bc2002_g17501.t1	dicty_g7054.t1
OG0001424	bc2002_g4369.t1	dicty_g7044.t1
OG0001425	bc2002_g2419.t1	dicty_g7103.t1
OG0001428	bc2002_g8016.t1	dicty_g2637.t1, dicty_g2840.t1
OG0001429	bc2002_g1960.t1, bc2002_g1960.t2	dicty_g11399.t1
OG0001430	bc2002_g11819.t1	dicty_g7562.t1
OG0001431	bc2002_g11148.t1, bc2002_g11163.t1	dicty_g3975.t1
OG0001432	bc2002_g11897.t1	dicty_g1957.t1
OG0001435	bc2002_g2324.t2, bc2002_g2324.t1	dicty_g6216.t1
OG0001436	bc2002_g13902.t1	dicty_g4886.t1
OG0001437	bc2002_g17137.t1	dicty_g6382.t1
OG0001438	bc2002_g10126.t2, bc2002_g10126.t1	dicty_g804.t1
OG0001439	bc2002_g7670.t1	dicty_g7471.t1
OG0001440	bc2002_g17340.t1	dicty_g666.t1, dicty_g2369.t1
OG0001442	bc2002_g14645.t1, bc2002_g11399.t1	dicty_g6677.t1
OG0001443	bc2002_g19294.t1, bc2002_g19294.t2, bc2002_g19294.t3	dicty_g5919.t1
OG0001444	bc2002_g12175.t1, bc2002_g12175.t2	dicty_g8317.t1
OG0001446	bc2002_g3064.t1, bc2002_g4570.t1, bc2002_g4570.t2	dicty_g3133.t1
OG0001449	bc2002_g10065.t1	dicty_g8011.t1
OG0001450	bc2002_g788.t1	dicty_g5935.t1
OG0001451	bc2002_g17475.t1	dicty_g4695.t1
OG0001453	bc2002_g1099.t1, bc2002_g1099.t2	dicty_g10318.t1, dicty_g7016.t1
OG0001454	bc2002_g11750.t1, bc2002_g1098.t1	dicty_g7327.t1
OG0001455	bc2002_g17002.t1	dicty_g8701.t2, dicty_g8701.t1
OG0001456	bc2002_g17474.t1	dicty_g7318.t1
OG0001457	bc2002_g17674.t1	dicty_g399.t1
OG0001458	bc2002_g8408.t1	dicty_g5124.t1
OG0001459	bc2002_g9893.t1	dicty_g5067.t1
OG0001461	bc2002_g18487.t1, bc2002_g18487.t2	dicty_g6454.t1
OG0001462	bc2002_g11127.t1, bc2002_g11125.t1	dicty_g5256.t1
OG0001463	bc2002_g4287.t1	dicty_g4155.t2, dicty_g4155.t1
OG0001464	bc2002_g2024.t1	dicty_g8966.t1, dicty_g9818.t1
OG0001465	bc2002_g1920.t1	dicty_g8487.t1
OG0001466	bc2002_g291.t1	dicty_g6648.t1
OG0001468	bc2002_g12516.t1	dicty_g7808.t1
OG0001469	bc2002_g19265.t1, bc2002_g19265.t2	dicty_g5212.t1
OG0001470	bc2002_g3755.t1, bc2002_g3755.t2	dicty_g5032.t1
OG0001472	bc2002_g2373.t1	dicty_g3598.t1
OG0001473	bc2002_g8420.t1	dicty_g5650.t1
OG0001474	bc2002_g17459.t1	dicty_g4824.t1
OG0001475	bc2002_g5214.t1	dicty_g2545.t1, dicty_g2930.t1
OG0001476	bc2002_g17857.t1	dicty_g3904.t1
OG0001477	bc2002_g16478.t1	dicty_g7758.t1, dicty_g7758.t2
OG0001478	bc2002_g17387.t1	dicty_g946.t1, dicty_g947.t1
OG0001479	bc2002_g12830.t1	dicty_g6544.t1
OG0001480	bc2002_g733.t1	dicty_g4240.t1
OG0001481	bc2002_g7002.t1	dicty_g10853.t1
OG0001482	bc2002_g18287.t1	dicty_g8058.t2, dicty_g8058.t1
OG0001483	bc2002_g18483.t1	dicty_g10033.t1
OG0001483	bc2002_g4372.t1	dicty_g7061.t1
OG0001485	bc2002_g20066.t1	dicty_g8785.t1
OG0001486	bc2002_g4192.t1	dicty_g5133.t1
OG0001487	bc2002_g1666.t1, bc2002_g1666.t2	dicty_g614.t1
OG0001489	bc2002_g9493.t1, bc2002_g9493.t2	dicty_g10953.t1
OG0001490	bc2002_g4250.t1	dicty_g7375.t3
OG0001491	bc2002_g85.t1, bc2002_g17707.t1	dicty_g7626.t1
OG0001494	bc2002_g17814.t1	dicty_g8567.t1
OG0001495	bc2002_g17207.t1	dicty_g9319.t1
OG0001496	bc2002_g14198.t1	dicty_g3589.t1
OG0001497	bc2002_g13465.t1	dicty_g7634.t1
OG0001498	bc2002_g12289.t2, bc2002_g12289.t1	dicty_g6199.t1
OG0001499	bc2002_g16125.t1	dicty_g882.t1
OG0001500	bc2002_g12072.t2, bc2002_g12072.t1	dicty_g11162.t1
OG0001501	bc2002_g11562.t1	dicty_g371.t1, dicty_g4660.t1
OG0001502	bc2002_g9429.t2, bc2002_g9429.t1	dicty_g4061.t1
OG0001503	bc2002_g11954.t1	dicty_g8449.t1
OG0001504	bc2002_g17860.t1	dicty_g7654.t1
OG0001505	bc2002_g13575.t1	dicty_g3518.t1
OG0001506	bc2002_g5343.t1	dicty_g3747.t1
OG0001507	bc2002_g4635.t2, bc2002_g4635.t1	dicty_g9353.t1
OG0001509	bc2002_g10116.t1	dicty_g1929.t1
OG0001510	bc2002_g4265.t1	dicty_g233.t1, dicty_g4005.t1, dicty_g11368.t1
OG0001511	bc2002_g16861.t1	dicty_g8327.t1
OG0001512	bc2002_g9776.t2, bc2002_g9776.t1	dicty_g1338.t1
OG0001514	bc2002_g11215.t2, bc2002_g11215.t1	dicty_g7082.t1
OG0001515	bc2002_g2944.t1	dicty_g4286.t1, dicty_g326.t1
OG0001516	bc2002_g5555.t1	dicty_g4066.t1, dicty_g10054.t1
OG0001517	bc2002_g18670.t1	dicty_g10426.t2, dicty_g10426.t1
OG0001518	bc2002_g3417.t1	dicty_g1670.t1
OG0001519	bc2002_g8265.t2, bc2002_g8265.t1	dicty_g3370.t1, dicty_g9922.t1
OG0001520	bc2002_g2896.t1	dicty_g8432.t1, dicty_g10061.t1
OG0001521	bc2002_g11647.t2, bc2002_g11647.t1	dicty_g1653.t1
OG0001522	bc2002_g6821.t1, bc2002_g6822.t1	dicty_g5011.t1
OG0001523	bc2002_g4159.t2, bc2002_g4159.t1	dicty_g3759.t1
OG0001524	bc2002_g7115.t1, bc2002_g6504.t1	dicty_g11044.t1, dicty_g1310.t1
OG0001525	bc2002_g342.t1	dicty_g4373.t1
OG0001526	bc2002_g11919.t1	dicty_g1953.t2, dicty_g1953.t1
OG0001527	bc2002_g1049.t1	dicty_g7112.t1
OG0001528	bc2002_g14670.t2, bc2002_g14670.t1	dicty_g2081.t1
OG0001530	bc2002_g6657.t2, bc2002_g6657.t1	dicty_g10651.t1, dicty_g1781.t1
OG0001531	bc2002_g7866.t1, bc2002_g8596.t1	dicty_g4804.t1
OG0001532	bc2002_g17196.t1	dicty_g5546.t1, dicty_g1678.t2, dicty_g1678.t1
OG0001533	bc2002_g6851.t1	dicty_g2995.t1, dicty_g2481.t1
OG0001534	bc2002_g9873.t1	dicty_g5301.t1
OG0001535	bc2002_g11121.t2, bc2002_g11121.t1	dicty_g6817.t1
OG0001536	bc2002_g4185.t1	dicty_g7870.t1
OG0001537	bc2002_g8285.t1	dicty_g8137.t1
OG0001539	bc2002_g1382.t1	dicty_g9842.t1, dicty_g4944.t1
OG0001540	bc2002_g14752.t1, bc2002_g14752.t2	dicty_g3036.t1
OG0001542	bc2002_g95.t1	dicty_g10904.t1
OG0001543	bc2002_g12239.t2, bc2002_g12239.t1	dicty_g2960.t1, dicty_g2515.t1
OG0001545	bc2002_g13876.t2, bc2002_g13876.t1	dicty_g8593.t1
OG0001546	bc2002_g12607.t2, bc2002_g12607.t1	dicty_g674.t1, dicty_g2173.t1
OG0001547	bc2002_g16542.t1	dicty_g8972.t1, dicty_g7668.t1
OG0001548	bc2002_g9370.t1, bc2002_g9370.t2	dicty_g7189.t1
OG0001549	bc2002_g1700.t1, bc2002_g1700.t2	dicty_g1956.t1
OG0001550	bc2002_g17536.t2, bc2002_g17536.t1	dicty_g10302.t1
OG0001551	bc2002_g7054.t2, bc2002_g7054.t1	dicty_g9460.t1, dicty_g3407.t1, dicty_g1672.t1
OG0001552	bc2002_g3306.t1	dicty_g7635.t1, dicty_g9300.t1
OG0001553	bc2002_g14481.t1	dicty_g10631.t1
OG0001554	bc2002_g1093.t1, bc2002_g1093.t2	dicty_g488.t2, dicty_g488.t1
OG0001556	bc2002_g4539.t1	dicty_g6463.t1
OG0001557	bc2002_g17488.t1, bc2002_g17487.t1	dicty_g9540.t1
OG0001559	bc2002_g13883.t1	dicty_g9379.t1
OG0001560	bc2002_g4252.t1, bc2002_g4252.t2	dicty_g5412.t1
OG0001561	bc2002_g7656.t1	dicty_g7984.t1
OG0001562	bc2002_g11290.t2, bc2002_g11290.t1	dicty_g8838.t1, dicty_g8838.t2
OG0001563	bc2002_g13375.t1, bc2002_g13375.t2	dicty_g10907.t1
OG0001564	bc2002_g17289.t1	dicty_g2663.t1, dicty_g2814.t1
OG0001566	bc2002_g2849.t1, bc2002_g2849.t2	dicty_g1790.t1
OG0001569	bc2002_g3864.t1, bc2002_g3864.t2	dicty_g7031.t1
OG0001570	bc2002_g15668.t1	dicty_g11109.t1
OG0001571	bc2002_g6810.t1, bc2002_g12400.t1	dicty_g6825.t1
OG0001572	bc2002_g14542.t1	dicty_g1951.t1
OG0001573	bc2002_g20105.t1	dicty_g10266.t1
OG0001574	bc2002_g4803.t1	dicty_g6789.t1, dicty_g6789.t2
OG0001575	bc2002_g18176.t1	dicty_g4608.t1, dicty_g9748.t1
OG0001577	bc2002_g15485.t2, bc2002_g15485.t1	dicty_g2018.t1
OG0001578	bc2002_g12235.t1	dicty_g7913.t1, dicty_g6217.t1
OG0001579	bc2002_g14646.t2, bc2002_g14646.t1	dicty_g10238.t1
OG0001581	bc2002_g11917.t1	dicty_g9425.t2, dicty_g9425.t1
OG0001582	bc2002_g10524.t1	dicty_g3337.t1
OG0001583	bc2002_g13908.t1	dicty_g1907.t1
OG0001584	bc2002_g13886.t1, bc2002_g13887.t1	dicty_g6338.t1
OG0001585	bc2002_g19333.t1, bc2002_g19333.t2	dicty_g10423.t1
OG0001586	bc2002_g17301.t1	dicty_g6528.t1, dicty_g3899.t1
OG0001587	bc2002_g4689.t1	dicty_g7329.t1
OG0001590	bc2002_g10692.t2, bc2002_g10692.t1	dicty_g6232.t1
OG0001591	bc2002_g2369.t1	dicty_g10309.t1
OG0001592	bc2002_g13160.t1, bc2002_g19184.t1	dicty_g10975.t1
OG0001593	bc2002_g10947.t1	dicty_g6903.t1
OG0001594	bc2002_g10685.t1	dicty_g8849.t1
OG0001595	bc2002_g14140.t1	dicty_g7916.t1, dicty_g7620.t1
OG0001596	bc2002_g7634.t1, bc2002_g2795.t1	dicty_g1646.t2
OG0001597	bc2002_g17439.t1	dicty_g677.t1, dicty_g677.t2
OG0001598	bc2002_g15017.t1	dicty_g2019.t1
OG0001599	bc2002_g10386.t1	dicty_g4043.t1, dicty_g4041.t1, dicty_g4042.t1
OG0001600	bc2002_g10265.t1	dicty_g3162.t1
OG0001601	bc2002_g15531.t1, bc2002_g15532.t1	dicty_g2092.t1
OG0001602	bc2002_g9322.t1	dicty_g7438.t1
OG0001603	bc2002_g15334.t1	dicty_g8712.t1
OG0001604	bc2002_g17902.t1	dicty_g7310.t1
OG0001606	bc2002_g6212.t1	dicty_g8816.t1, dicty_g8816.t2
OG0001608	bc2002_g17777.t1	dicty_g298.t1
OG0001609	bc2002_g18635.t2, bc2002_g18635.t1	dicty_g9299.t1
OG0001610	bc2002_g16891.t1	dicty_g11467.t1
OG0001610	bc2002_g16892.t1	dicty_g10810.t1
OG0001611	bc2002_g16797.t1, bc2002_g1048.t1	dicty_g10363.t1
OG0001612	bc2002_g8035.t1, bc2002_g8036.t2, bc2002_g8036.t1	dicty_g4761.t1
OG0001614	bc2002_g6700.t1	dicty_g9172.t2, dicty_g9172.t1, dicty_g9172.t3
OG0001616	bc2002_g2895.t2, bc2002_g2895.t1	dicty_g2207.t1
OG0001618	bc2002_g3893.t1	dicty_g4882.t1
OG0001619	bc2002_g17000.t1	dicty_g4306.t1
OG0001621	bc2002_g228.t1	dicty_g6776.t1
OG0001622	bc2002_g16035.t1	dicty_g11484.t1
OG0001623	bc2002_g7667.t1	dicty_g1868.t1
OG0001626	bc2002_g7400.t1	dicty_g8184.t1, dicty_g5454.t1
OG0001628	bc2002_g4607.t2, bc2002_g4607.t1	dicty_g8488.t1
OG0001629	bc2002_g13499.t1	dicty_g10315.t2, dicty_g10315.t1, dicty_g10315.t3
OG0001630	bc2002_g8535.t1	dicty_g2735.t1, dicty_g2743.t1, dicty_g2735.t2, dicty_g2743.t2, dicty_g7457.t1
OG0001631	bc2002_g14634.t1	dicty_g10807.t1, dicty_g10807.t2
OG0001633	bc2002_g10814.t1	dicty_g4664.t1
OG0001634	bc2002_g16764.t1	dicty_g9884.t1
OG0001637	bc2002_g10758.t1	dicty_g9514.t1
OG0001639	bc2002_g11156.t1	dicty_g3779.t1
OG0001642	bc2002_g3785.t1	dicty_g394.t1
OG0001643	bc2002_g11469.t1, bc2002_g11469.t2, bc2002_g11564.t1	dicty_g10317.t1
OG0001645	bc2002_g1955.t1	dicty_g10773.t1, dicty_g10773.t2
OG0001646	bc2002_g8044.t1	dicty_g2631.t1, dicty_g2846.t1, dicty_g2631.t2, dicty_g2846.t2
OG0001647	bc2002_g19188.t1	dicty_g2601.t1, dicty_g2875.t1
OG0001648	bc2002_g5245.t1, bc2002_g17409.t1	dicty_g6956.t1
OG0001649	bc2002_g3711.t1	dicty_g6997.t1
OG0001650	bc2002_g11391.t1	dicty_g9049.t1, dicty_g719.t3
OG0001651	bc2002_g13249.t1, bc2002_g13249.t2	dicty_g3456.t1
OG0001652	bc2002_g17867.t1	dicty_g6459.t1
OG0001654	bc2002_g6677.t1	dicty_g8561.t1
OG0001655	bc2002_g3236.t1, bc2002_g3236.t2	dicty_g8273.t1
OG0001657	bc2002_g2309.t1	dicty_g1033.t1
OG0001658	bc2002_g18928.t1	dicty_g7975.t1, dicty_g7975.t2
OG0001659	bc2002_g14015.t1, bc2002_g14015.t2	dicty_g4702.t1
OG0001660	bc2002_g2876.t1	dicty_g4915.t1
OG0001661	bc2002_g4270.t1	dicty_g7579.t1, dicty_g7581.t1, dicty_g7581.t2
OG0001663	bc2002_g10397.t1	dicty_g3709.t1
OG0001666	bc2002_g20078.t1	dicty_g1978.t1, dicty_g1978.t2
OG0001667	bc2002_g16694.t1, bc2002_g16694.t2	dicty_g8867.t1
OG0001668	bc2002_g6811.t2, bc2002_g6811.t1	dicty_g10425.t1, dicty_g1216.t1
OG0001669	bc2002_g8538.t1	dicty_g7334.t2
OG0001670	bc2002_g5224.t1	dicty_g6519.t1
OG0001671	bc2002_g17127.t1, bc2002_g17127.t2	dicty_g9131.t1
OG0001673	bc2002_g957.t1	dicty_g6385.t1
OG0001674	bc2002_g12522.t1	dicty_g6957.t1
OG0001676	bc2002_g16666.t1, bc2002_g16666.t2	dicty_g7839.t1
OG0001677	bc2002_g13817.t2, bc2002_g13817.t1	dicty_g1211.t1
OG0001678	bc2002_g17934.t2, bc2002_g17934.t1, bc2002_g17934.t3	dicty_g3530.t1
OG0001679	bc2002_g8527.t1	dicty_g9778.t1, dicty_g268.t1, dicty_g9777.t1, dicty_g9776.t1
OG0001681	bc2002_g16137.t1, bc2002_g16137.t2	dicty_g966.t1, dicty_g966.t2
OG0001682	bc2002_g11464.t1, bc2002_g11463.t1	dicty_g7211.t1
OG0001683	bc2002_g11480.t2, bc2002_g11480.t1	dicty_g606.t1
OG0001684	bc2002_g6745.t1, bc2002_g12767.t1	dicty_g10616.t1, dicty_g10616.t2
OG0001685	bc2002_g4225.t1	dicty_g4535.t1
OG0001686	bc2002_g1966.t1, bc2002_g1966.t2	dicty_g1315.t1, dicty_g11340.t1
OG0001687	bc2002_g3930.t2, bc2002_g3930.t1	dicty_g8224.t1
OG0001688	bc2002_g8967.t1	dicty_g10562.t1
OG0001689	bc2002_g5248.t1, bc2002_g12240.t1	dicty_g9132.t1
OG0001691	bc2002_g10131.t1	dicty_g587.t2, dicty_g587.t1
OG0001692	bc2002_g5928.t2, bc2002_g5928.t1	dicty_g7166.t1
OG0001695	bc2002_g9868.t1	dicty_g7170.t1
OG0001697	bc2002_g6902.t1	dicty_g9928.t2, dicty_g9928.t1, dicty_g2591.t1, dicty_g2885.t1
OG0001698	bc2002_g7386.t1, bc2002_g7386.t2	dicty_g2698.t1, dicty_g2779.t1
OG0001699	bc2002_g18279.t1	dicty_g1914.t1, dicty_g7064.t1, dicty_g2112.t1, dicty_g8759.t1, dicty_g5620.t1
OG0001700	bc2002_g11020.t1, bc2002_g11021.t1	dicty_g7606.t1
OG0001701	bc2002_g5114.t1, bc2002_g5101.t1	dicty_g360.t1
OG0001702	bc2002_g12434.t1	dicty_g198.t1
OG0001703	bc2002_g6690.t2, bc2002_g6690.t1	dicty_g6918.t1
OG0001705	bc2002_g4413.t1	dicty_g1117.t1, dicty_g4321.t1
OG0001706	bc2002_g7116.t1, bc2002_g6503.t1	dicty_g10947.t1
OG0001707	bc2002_g9714.t1	dicty_g11313.t1
OG0001708	bc2002_g11016.t1	dicty_g5156.t1
OG0001709	bc2002_g9274.t1	dicty_g5626.t1, dicty_g1766.t1
OG0001710	bc2002_g19304.t1, bc2002_g230.t1	dicty_g8821.t1
OG0001712	bc2002_g18932.t1, bc2002_g18932.t2	dicty_g10394.t1
OG0001713	bc2002_g14294.t1, bc2002_g1626.t1	dicty_g7443.t1
OG0001721	bc2002_g4280.t1	dicty_g8258.t1, dicty_g11146.t1
OG0001748	bc2002_g2663.t1	dicty_g1557.t1, dicty_g5337.t1, dicty_g885.t1, dicty_g9060.t1, dicty_g788.t1
OG0001752	bc2002_g6825.t1, bc2002_g9921.t1	dicty_g932.t1
OG0001760	bc2002_g8642.t1, bc2002_g8642.t2	dicty_g3809.t1
OG0001762	bc2002_g14020.t1, bc2002_g16121.t1	dicty_g6009.t1
OG0001764	bc2002_g8957.t3, bc2002_g8957.t1, bc2002_g8957.t2	dicty_g5895.t1
OG0001765	bc2002_g3869.t1	dicty_g1519.t3, dicty_g9871.t1
OG0001766	bc2002_g18472.t1, bc2002_g18472.t2	dicty_g6177.t1, dicty_g6176.t1
OG0001767	bc2002_g18126.t2, bc2002_g18126.t1	dicty_g10056.t2, dicty_g10056.t1
OG0001770	bc2002_g16738.t1	dicty_g3642.t1, dicty_g6192.t1, dicty_g10960.t1, dicty_g197.t1
OG0001774	bc2002_g5356.t1	dicty_g6449.t1
OG0001775	bc2002_g15333.t1, bc2002_g12593.t1	dicty_g6605.t1
OG0001777	bc2002_g13232.t1, bc2002_g13232.t2, bc2002_g13232.t3	dicty_g6679.t1
OG0001778	bc2002_g1801.t1, bc2002_g1801.t2	dicty_g7184.t1
OG0001779	bc2002_g12163.t1	dicty_g7233.t1
OG0001781	bc2002_g2947.t1	dicty_g5355.t1
OG0001782	bc2002_g19200.t1, bc2002_g19498.t1	dicty_g9653.t1
OG0001783	bc2002_g9278.t1, bc2002_g9278.t2	dicty_g4723.t1
OG0001784	bc2002_g17598.t1, bc2002_g17613.t1	dicty_g11134.t1
OG0001785	bc2002_g19466.t1	dicty_g9147.t2, dicty_g9147.t1
OG0001786	bc2002_g16067.t2, bc2002_g16067.t3, bc2002_g16067.t1	dicty_g7238.t2, dicty_g7238.t1
