Orthogroup	Species	acastellanii_braker	Orthologs
OG0000527	bc2002_braker	acastellanii_g7823.t1	bc2002_g10059.t1
OG0000528	vvermcdc19_braker	acastellanii_g10362.t1, acastellanii_g10362.t2, acastellanii_g10362.t3	vverm_g5834.t1, vverm_g3780.t1
OG0000528	bc2002_braker	acastellanii_g10362.t1, acastellanii_g10362.t2, acastellanii_g10362.t3	bc2002_g17794.t1
OG0000528	bc2001_braker	acastellanii_g10362.t1, acastellanii_g10362.t2, acastellanii_g10362.t3	bc2001_g15534.t1, bc2001_g15534.t2
OG0000528	dicty_braker	acastellanii_g10362.t1, acastellanii_g10362.t2, acastellanii_g10362.t3	dicty_g4899.t3, dicty_g4899.t1, dicty_g4899.t2, dicty_g7540.t1, dicty_g4218.t1
OG0000529	dicty_braker	acastellanii_g9684.t1	dicty_g8597.t2, dicty_g8597.t1
OG0000529	vvermcdc19_braker	acastellanii_g9684.t1	vverm_g15020.t1
OG0000529	bc2002_braker	acastellanii_g9684.t1	bc2002_g14234.t1, bc2002_g4919.t1, bc2002_g14317.t1, bc2002_g14234.t2
OG0000529	bc2001_braker	acastellanii_g9684.t1	bc2001_g7198.t1, bc2001_g279.t1, bc2001_g5996.t3, bc2001_g5996.t1, bc2001_g5996.t2
OG0000530	dicty_braker	acastellanii_g3514.t1, acastellanii_g9559.t2, acastellanii_g9559.t1	dicty_g7432.t1
OG0000530	bc2001_braker	acastellanii_g3514.t1, acastellanii_g9559.t2, acastellanii_g9559.t1	bc2001_g12491.t3, bc2001_g12491.t2, bc2001_g12491.t1
OG0000530	bc2002_braker	acastellanii_g3514.t1, acastellanii_g9559.t2, acastellanii_g9559.t1	bc2002_g10138.t1, bc2002_g10138.t2
OG0000530	vvermcdc19_braker	acastellanii_g3514.t1, acastellanii_g9559.t2, acastellanii_g9559.t1	vverm_g1293.t1, vverm_g1293.t2, vverm_g1295.t1, vverm_g1295.t2
OG0000531	bc2002_braker	acastellanii_g6135.t1	bc2002_g16777.t1
OG0000531	bc2001_braker	acastellanii_g6135.t1	bc2001_g10256.t1
OG0000531	vvermcdc19_braker	acastellanii_g6135.t1	vverm_g10353.t1
OG0000531	dicty_braker	acastellanii_g6135.t1	dicty_g5631.t1
OG0000531	dicty_braker	acastellanii_g9245.t1, acastellanii_g9242.t1, acastellanii_g8821.t1	dicty_g449.t1
OG0000531	bc2001_braker	acastellanii_g9245.t1, acastellanii_g9242.t1, acastellanii_g8821.t1	bc2001_g16603.t3
OG0000531	bc2002_braker	acastellanii_g9245.t1, acastellanii_g9242.t1, acastellanii_g8821.t1	bc2002_g17606.t1
OG0000531	vvermcdc19_braker	acastellanii_g9245.t1, acastellanii_g9242.t1, acastellanii_g8821.t1	vverm_g8642.t2, vverm_g8642.t1
OG0000532	dicty_braker	acastellanii_g6220.t1, acastellanii_g6225.t1, acastellanii_g6225.t2, acastellanii_g9164.t1, acastellanii_g172.t1	dicty_g9239.t1
OG0000532	bc2002_braker	acastellanii_g9164.t1	bc2002_g9569.t1
OG0000532	bc2001_braker	acastellanii_g9164.t1	bc2001_g2196.t1
OG0000532	vvermcdc19_braker	acastellanii_g9164.t1	vverm_g12518.t2, vverm_g12518.t1, vverm_g13153.t1
OG0000532	vvermcdc19_braker	acastellanii_g172.t1	vverm_g3003.t1, vverm_g3003.t2
OG0000533	dicty_braker	acastellanii_g8725.t1	dicty_g7355.t1, dicty_g7354.t1, dicty_g7353.t1, dicty_g716.t1, dicty_g11054.t1
OG0000533	vvermcdc19_braker	acastellanii_g8725.t1	vverm_g2620.t1, vverm_g7259.t2, vverm_g7259.t1
OG0000533	bc2002_braker	acastellanii_g8725.t1	bc2002_g15914.t3, bc2002_g7047.t1
OG0000533	bc2001_braker	acastellanii_g8725.t1	bc2001_g18215.t3, bc2001_g15384.t1
OG0000534	bc2002_braker	acastellanii_g8314.t1	bc2002_g6184.t3, bc2002_g6184.t1
OG0000534	bc2001_braker	acastellanii_g8314.t1	bc2001_g17959.t1, bc2001_g17959.t2
OG0000534	vvermcdc19_braker	acastellanii_g8314.t1	vverm_g11507.t1
OG0000534	dicty_braker	acastellanii_g8314.t1	dicty_g4333.t1
OG0000535	bc2002_braker	acastellanii_g7563.t1, acastellanii_g1756.t1	bc2002_g4119.t1, bc2002_g15002.t1, bc2002_g6408.t1
OG0000535	bc2001_braker	acastellanii_g7563.t1, acastellanii_g1756.t1	bc2001_g762.t1, bc2001_g2470.t1, bc2001_g7792.t1
OG0000535	vvermcdc19_braker	acastellanii_g7563.t1, acastellanii_g1756.t1	vverm_g13833.t1, vverm_g16084.t1, vverm_g15109.t1, vverm_g13601.t1, vverm_g4919.t1
OG0000536	dicty_braker	acastellanii_g7323.t1	dicty_g9196.t1
OG0000536	bc2002_braker	acastellanii_g7323.t1	bc2002_g17646.t3, bc2002_g17646.t1
OG0000536	bc2001_braker	acastellanii_g7323.t1	bc2001_g16561.t2, bc2001_g16561.t1, bc2001_g16561.t4
OG0000536	vvermcdc19_braker	acastellanii_g7323.t1	vverm_g8724.t4, vverm_g8724.t3, vverm_g8724.t2, vverm_g8724.t1, vverm_g13907.t2, vverm_g13907.t1
OG0000537	vvermcdc19_braker	acastellanii_g258.t1	vverm_g9802.t1
OG0000537	dicty_braker	acastellanii_g258.t1	dicty_g6373.t1
OG0000537	dicty_braker	acastellanii_g7071.t1	dicty_g3122.t1
OG0000537	vvermcdc19_braker	acastellanii_g7071.t1	vverm_g775.t1
OG0000537	bc2002_braker	acastellanii_g7071.t1	bc2002_g18810.t4, bc2002_g18810.t1, bc2002_g18810.t3, bc2002_g18810.t2, bc2002_g18810.t5
OG0000537	bc2001_braker	acastellanii_g7071.t1	bc2001_g6925.t1, bc2001_g6925.t2
OG0000538	dicty_braker	acastellanii_g6264.t2, acastellanii_g6264.t1, acastellanii_g6890.t1	dicty_g610.t1
OG0000538	vvermcdc19_braker	acastellanii_g6264.t2, acastellanii_g6264.t1, acastellanii_g6890.t1	vverm_g10437.t1
OG0000538	bc2002_braker	acastellanii_g6264.t2, acastellanii_g6264.t1, acastellanii_g6890.t1	bc2002_g16609.t1, bc2002_g13892.t1, bc2002_g11072.t3, bc2002_g11072.t2, bc2002_g11072.t1
OG0000538	bc2001_braker	acastellanii_g6264.t2, acastellanii_g6264.t1, acastellanii_g6890.t1	bc2001_g582.t1, bc2001_g7455.t1, bc2001_g14165.t1
OG0000539	dicty_braker	acastellanii_g3038.t1, acastellanii_g3038.t2, acastellanii_g6023.t2, acastellanii_g6023.t1, acastellanii_g4608.t1, acastellanii_g4608.t2	dicty_g3556.t1
OG0000539	vvermcdc19_braker	acastellanii_g3038.t1, acastellanii_g3038.t2	vverm_g619.t1
OG0000539	bc2002_braker	acastellanii_g3038.t1, acastellanii_g3038.t2	bc2002_g3216.t1
OG0000539	bc2001_braker	acastellanii_g3038.t1, acastellanii_g3038.t2	bc2001_g16828.t1
OG0000539	vvermcdc19_braker	acastellanii_g6023.t2, acastellanii_g6023.t1, acastellanii_g4608.t1, acastellanii_g4608.t2	vverm_g8737.t1
OG0000539	bc2001_braker	acastellanii_g6023.t2, acastellanii_g6023.t1, acastellanii_g4608.t1, acastellanii_g4608.t2	bc2001_g16558.t1
OG0000539	bc2002_braker	acastellanii_g6023.t2, acastellanii_g6023.t1, acastellanii_g4608.t1, acastellanii_g4608.t2	bc2002_g17648.t1
OG0000540	dicty_braker	acastellanii_g6273.t1	dicty_g9487.t2, dicty_g9487.t1
OG0000540	vvermcdc19_braker	acastellanii_g6273.t1	vverm_g10352.t2, vverm_g10352.t1
OG0000540	bc2001_braker	acastellanii_g6273.t1	bc2001_g10267.t1
OG0000540	bc2002_braker	acastellanii_g6273.t1	bc2002_g16766.t2, bc2002_g16766.t1
OG0000540	vvermcdc19_braker	acastellanii_g3412.t1	vverm_g8314.t1
OG0000540	bc2002_braker	acastellanii_g3412.t1	bc2002_g7023.t1
OG0000540	bc2001_braker	acastellanii_g3412.t1	bc2001_g5489.t1
OG0000540	dicty_braker	acastellanii_g3412.t1	dicty_g5285.t1
OG0000541	dicty_braker	acastellanii_g6359.t1, acastellanii_g4383.t1	dicty_g10270.t1, dicty_g1254.t1
OG0000541	vvermcdc19_braker	acastellanii_g6359.t1	vverm_g575.t1
OG0000541	bc2001_braker	acastellanii_g4383.t1	bc2001_g14420.t2, bc2001_g7444.t1, bc2001_g7444.t2
OG0000541	bc2002_braker	acastellanii_g4383.t1	bc2002_g16286.t1, bc2002_g13882.t1
OG0000541	vvermcdc19_braker	acastellanii_g4383.t1	vverm_g14844.t1, vverm_g15353.t3, vverm_g15353.t1
OG0000542	bc2001_braker	acastellanii_g6483.t1	bc2001_g13696.t1
OG0000542	bc2002_braker	acastellanii_g6483.t1	bc2002_g5835.t1
OG0000542	vvermcdc19_braker	acastellanii_g6483.t1	vverm_g1049.t1, vverm_g1049.t2, vverm_g447.t1, vverm_g13534.t1, vverm_g13531.t1, vverm_g13533.t1, vverm_g13532.t1, vverm_g13532.t2, vverm_g3943.t1, vverm_g3943.t2
OG0000543	dicty_braker	acastellanii_g2114.t1, acastellanii_g5166.t1, acastellanii_g6508.t3, acastellanii_g6508.t2, acastellanii_g6508.t1	dicty_g9721.t1
OG0000543	vvermcdc19_braker	acastellanii_g2114.t1	vverm_g301.t1
OG0000543	bc2002_braker	acastellanii_g2114.t1	bc2002_g14451.t1
OG0000543	bc2001_braker	acastellanii_g2114.t1	bc2001_g13712.t1
OG0000543	vvermcdc19_braker	acastellanii_g5166.t1, acastellanii_g6508.t3, acastellanii_g6508.t2, acastellanii_g6508.t1	vverm_g1562.t2, vverm_g1562.t1
OG0000543	bc2001_braker	acastellanii_g5166.t1, acastellanii_g6508.t3, acastellanii_g6508.t2, acastellanii_g6508.t1	bc2001_g8189.t1, bc2001_g8189.t2
OG0000544	vvermcdc19_braker	acastellanii_g5910.t1, acastellanii_g5912.t1	vverm_g12920.t1, vverm_g8237.t1, vverm_g14011.t1, vverm_g14375.t1, vverm_g14375.t2, vverm_g2342.t1, vverm_g13044.t2, vverm_g13044.t1, vverm_g12918.t1, vverm_g6538.t2, vverm_g6538.t1
OG0000545	dicty_braker	acastellanii_g5828.t1, acastellanii_g5824.t1	dicty_g10419.t1, dicty_g10287.t1
OG0000545	bc2002_braker	acastellanii_g5828.t1, acastellanii_g5824.t1	bc2002_g11295.t1, bc2002_g15474.t1
OG0000545	bc2001_braker	acastellanii_g5828.t1, acastellanii_g5824.t1	bc2001_g827.t1, bc2001_g827.t2, bc2001_g17472.t2, bc2001_g17472.t3, bc2001_g17472.t1
OG0000545	vvermcdc19_braker	acastellanii_g5828.t1, acastellanii_g5824.t1	vverm_g8830.t1, vverm_g13712.t1
OG0000546	bc2002_braker	acastellanii_g4808.t1	bc2002_g19363.t1
OG0000546	bc2001_braker	acastellanii_g4808.t1	bc2001_g14923.t1
OG0000546	vvermcdc19_braker	acastellanii_g4808.t1	vverm_g7679.t1
OG0000546	dicty_braker	acastellanii_g5853.t1, acastellanii_g5853.t3, acastellanii_g5853.t2, acastellanii_g5413.t1	dicty_g1036.t1, dicty_g975.t1
OG0000546	bc2001_braker	acastellanii_g5853.t1, acastellanii_g5853.t3, acastellanii_g5853.t2, acastellanii_g5413.t1	bc2001_g12463.t1
OG0000546	bc2002_braker	acastellanii_g5853.t1, acastellanii_g5853.t3, acastellanii_g5853.t2, acastellanii_g5413.t1	bc2002_g10167.t1
OG0000546	vvermcdc19_braker	acastellanii_g5853.t1, acastellanii_g5853.t3, acastellanii_g5853.t2, acastellanii_g5413.t1	vverm_g1326.t1
OG0000547	dicty_braker	acastellanii_g5571.t1, acastellanii_g1912.t1	dicty_g7650.t1, dicty_g7649.t3, dicty_g7649.t1, dicty_g7651.t1
OG0000547	bc2002_braker	acastellanii_g5571.t1	bc2002_g15299.t1
OG0000547	bc2001_braker	acastellanii_g5571.t1	bc2001_g1592.t1
OG0000547	vvermcdc19_braker	acastellanii_g5571.t1	vverm_g7162.t1
OG0000547	vvermcdc19_braker	acastellanii_g1912.t1	vverm_g5218.t1
OG0000547	bc2002_braker	acastellanii_g1912.t1	bc2002_g1935.t1
OG0000547	bc2001_braker	acastellanii_g1912.t1	bc2001_g19486.t1, bc2001_g19486.t2
OG0000548	dicty_braker	acastellanii_g5167.t1	dicty_g7510.t1
OG0000548	bc2001_braker	acastellanii_g5167.t1	bc2001_g6916.t2, bc2001_g6916.t1
OG0000548	bc2002_braker	acastellanii_g5167.t1	bc2002_g18817.t3, bc2002_g18817.t1, bc2002_g18817.t2
OG0000548	vvermcdc19_braker	acastellanii_g5167.t1	vverm_g742.t3, vverm_g13256.t3, vverm_g742.t2, vverm_g13256.t2, vverm_g742.t1, vverm_g13256.t1
OG0000549	bc2002_braker	acastellanii_g4583.t1	bc2002_g12688.t1
OG0000549	bc2001_braker	acastellanii_g4583.t1	bc2001_g11398.t1, bc2001_g11397.t1
OG0000549	vvermcdc19_braker	acastellanii_g4583.t1	vverm_g1539.t1, vverm_g6108.t1
OG0000549	dicty_braker	acastellanii_g4583.t1	dicty_g11285.t2, dicty_g11285.t3, dicty_g11285.t1, dicty_g1255.t1, dicty_g5441.t1, dicty_g5442.t1, dicty_g9594.t1
OG0000550	dicty_braker	acastellanii_g4202.t1	dicty_g3679.t3, dicty_g2230.t1, dicty_g7726.t1, dicty_g5510.t1, dicty_g9349.t1, dicty_g5530.t1, dicty_g5509.t1, dicty_g830.t1, dicty_g828.t1, dicty_g580.t1, dicty_g920.t1, dicty_g835.t1
OG0000551	dicty_braker	acastellanii_g1871.t1, acastellanii_g2945.t1	dicty_g9664.t1
OG0000551	bc2002_braker	acastellanii_g1871.t1, acastellanii_g2945.t1	bc2002_g9767.t1
OG0000551	bc2001_braker	acastellanii_g1871.t1, acastellanii_g2945.t1	bc2001_g9500.t1
OG0000551	vvermcdc19_braker	acastellanii_g1871.t1, acastellanii_g2945.t1	vverm_g3919.t1, vverm_g3118.t1, vverm_g2390.t2, vverm_g1255.t2, vverm_g1255.t1, vverm_g2390.t1, vverm_g5907.t1, vverm_g14032.t1
OG0000552	dicty_braker	acastellanii_g1783.t1	dicty_g7253.t1
OG0000552	bc2001_braker	acastellanii_g1783.t1	bc2001_g4770.t1, bc2001_g15556.t1
OG0000552	bc2002_braker	acastellanii_g1783.t1	bc2002_g3800.t1, bc2002_g3800.t2, bc2002_g17818.t1, bc2002_g17818.t2
OG0000552	vvermcdc19_braker	acastellanii_g1783.t1	vverm_g8035.t1, vverm_g5578.t1, vverm_g5578.t2, vverm_g14077.t1, vverm_g5862.t1
OG0000553	vvermcdc19_braker	acastellanii_g739.t2, acastellanii_g739.t1	vverm_g2898.t1
OG0000553	dicty_braker	acastellanii_g739.t2, acastellanii_g739.t1	dicty_g6072.t1, dicty_g2147.t1
OG0000554	dicty_braker	acastellanii_g878.t1	dicty_g4449.t1, dicty_g1198.t1, dicty_g10374.t1
OG0000554	bc2001_braker	acastellanii_g878.t1	bc2001_g9054.t1
OG0000554	bc2002_braker	acastellanii_g878.t1	bc2002_g3913.t1, bc2002_g3913.t2
OG0000554	vvermcdc19_braker	acastellanii_g878.t1	vverm_g10190.t1, vverm_g15477.t2, vverm_g15558.t2, vverm_g15558.t1, vverm_g15477.t1, vverm_g15476.t1
OG0000592	dicty_braker	acastellanii_g1716.t1, acastellanii_g7212.t1, acastellanii_g11326.t1, acastellanii_g14249.t1	dicty_g7147.t1, dicty_g6179.t1
OG0000592	vvermcdc19_braker	acastellanii_g1716.t1, acastellanii_g7212.t1, acastellanii_g11326.t1, acastellanii_g14249.t1	vverm_g5064.t1, vverm_g2861.t2
OG0000592	bc2001_braker	acastellanii_g1716.t1, acastellanii_g7212.t1, acastellanii_g11326.t1, acastellanii_g14249.t1	bc2001_g7157.t1
OG0000592	bc2002_braker	acastellanii_g1716.t1, acastellanii_g7212.t1, acastellanii_g11326.t1, acastellanii_g14249.t1	bc2002_g4870.t1
OG0000593	bc2002_braker	acastellanii_g14233.t1, acastellanii_g2330.t1, acastellanii_g6011.t1, acastellanii_g9783.t1, acastellanii_g9787.t1	bc2002_g10535.t1
OG0000593	bc2001_braker	acastellanii_g14233.t1, acastellanii_g2330.t1, acastellanii_g6011.t1, acastellanii_g9783.t1, acastellanii_g9787.t1	bc2001_g10796.t1, bc2001_g10795.t1
OG0000593	dicty_braker	acastellanii_g14233.t1, acastellanii_g2330.t1	dicty_g3264.t1
OG0000593	dicty_braker	acastellanii_g6011.t1	dicty_g10565.t1
OG0000593	vvermcdc19_braker	acastellanii_g6011.t1	vverm_g13046.t1, vverm_g13422.t1
OG0000594	vvermcdc19_braker	acastellanii_g4431.t1	vverm_g14908.t1
OG0000594	bc2001_braker	acastellanii_g4431.t1	bc2001_g3413.t1
OG0000594	bc2002_braker	acastellanii_g4431.t1	bc2002_g15703.t1
OG0000594	dicty_braker	acastellanii_g4431.t1	dicty_g662.t1
OG0000594	bc2002_braker	acastellanii_g7462.t1, acastellanii_g6777.t1	bc2002_g9511.t1
OG0000594	bc2001_braker	acastellanii_g7462.t1, acastellanii_g6777.t1	bc2001_g2250.t1
OG0000594	vvermcdc19_braker	acastellanii_g7462.t1, acastellanii_g6777.t1	vverm_g12300.t1
OG0000594	dicty_braker	acastellanii_g7462.t1, acastellanii_g6777.t1	dicty_g6552.t1
OG0000595	dicty_braker	acastellanii_g9308.t1, acastellanii_g13605.t1, acastellanii_g13605.t2	dicty_g6950.t1
OG0000595	vvermcdc19_braker	acastellanii_g9308.t1, acastellanii_g13605.t1, acastellanii_g13605.t2	vverm_g3843.t1
OG0000595	bc2002_braker	acastellanii_g9308.t1, acastellanii_g13605.t1, acastellanii_g13605.t2	bc2002_g15978.t1
OG0000595	bc2001_braker	acastellanii_g9308.t1, acastellanii_g13605.t1, acastellanii_g13605.t2	bc2001_g18283.t1
OG0000596	dicty_braker	acastellanii_g13687.t1, acastellanii_g6072.t1, acastellanii_g6072.t2	dicty_g7292.t1, dicty_g7292.t2
OG0000596	vvermcdc19_braker	acastellanii_g13687.t1, acastellanii_g6072.t1, acastellanii_g6072.t2	vverm_g3804.t1
OG0000596	bc2001_braker	acastellanii_g13687.t1, acastellanii_g6072.t1, acastellanii_g6072.t2	bc2001_g17447.t3, bc2001_g17447.t2, bc2001_g17447.t1
OG0000596	bc2002_braker	acastellanii_g13687.t1, acastellanii_g6072.t1, acastellanii_g6072.t2	bc2002_g84.t2, bc2002_g84.t1, bc2002_g84.t3
OG0000597	vvermcdc19_braker	acastellanii_g13851.t1, acastellanii_g13851.t2	vverm_g6492.t2, vverm_g6492.t1, vverm_g16950.t1
OG0000597	vvermcdc19_braker	acastellanii_g5649.t1	vverm_g16412.t1
OG0000597	vvermcdc19_braker	acastellanii_g11075.t1	vverm_g4104.t2, vverm_g4104.t1
OG0000597	bc2002_braker	acastellanii_g11075.t1	bc2002_g6129.t1
OG0000597	bc2001_braker	acastellanii_g11075.t1	bc2001_g3637.t1
OG0000598	dicty_braker	acastellanii_g1592.t2, acastellanii_g4256.t1, acastellanii_g4256.t2, acastellanii_g9464.t1	dicty_g7364.t1
OG0000598	vvermcdc19_braker	acastellanii_g1592.t2, acastellanii_g4256.t1, acastellanii_g4256.t2, acastellanii_g9464.t1	vverm_g2528.t1
OG0000598	dicty_braker	acastellanii_g13083.t1	dicty_g6261.t1, dicty_g7826.t1
OG0000598	vvermcdc19_braker	acastellanii_g13083.t1	vverm_g3467.t1, vverm_g6177.t2, vverm_g6177.t1
OG0000599	dicty_braker	acastellanii_g13167.t1, acastellanii_g7510.t2, acastellanii_g7510.t3, acastellanii_g7510.t1	dicty_g9671.t1
OG0000599	bc2002_braker	acastellanii_g13167.t1, acastellanii_g7510.t2, acastellanii_g7510.t3, acastellanii_g7510.t1	bc2002_g18651.t1
OG0000599	bc2001_braker	acastellanii_g13167.t1, acastellanii_g7510.t2, acastellanii_g7510.t3, acastellanii_g7510.t1	bc2001_g1443.t1
OG0000599	vvermcdc19_braker	acastellanii_g13167.t1, acastellanii_g7510.t2, acastellanii_g7510.t3, acastellanii_g7510.t1	vverm_g13268.t2, vverm_g755.t3, vverm_g755.t2, vverm_g755.t1, vverm_g13268.t1
OG0000600	dicty_braker	acastellanii_g13249.t2, acastellanii_g13249.t1, acastellanii_g13249.t3	dicty_g10473.t1
OG0000600	bc2002_braker	acastellanii_g13249.t2, acastellanii_g13249.t1, acastellanii_g13249.t3	bc2002_g4566.t1, bc2002_g8367.t2, bc2002_g8367.t1
OG0000600	bc2001_braker	acastellanii_g13249.t2, acastellanii_g13249.t1, acastellanii_g13249.t3	bc2001_g15248.t2, bc2001_g15248.t3, bc2001_g18813.t1, bc2001_g15248.t1
OG0000600	vvermcdc19_braker	acastellanii_g13249.t2, acastellanii_g13249.t1, acastellanii_g13249.t3	vverm_g3942.t1
OG0000601	dicty_braker	acastellanii_g7304.t1, acastellanii_g3572.t1, acastellanii_g7305.t1, acastellanii_g3571.t1, acastellanii_g7306.t1, acastellanii_g3570.t1, acastellanii_g6390.t1, acastellanii_g13374.t1, acastellanii_g5553.t1	dicty_g8789.t1
OG0000601	vvermcdc19_braker	acastellanii_g7304.t1, acastellanii_g3572.t1, acastellanii_g7305.t1, acastellanii_g3571.t1, acastellanii_g7306.t1, acastellanii_g3570.t1, acastellanii_g6390.t1, acastellanii_g13374.t1, acastellanii_g5553.t1	vverm_g10450.t1
OG0000601	bc2001_braker	acastellanii_g7304.t1, acastellanii_g3572.t1, acastellanii_g7305.t1, acastellanii_g3571.t1, acastellanii_g7306.t1, acastellanii_g3570.t1, acastellanii_g6390.t1, acastellanii_g13374.t1, acastellanii_g5553.t1	bc2001_g12461.t1
OG0000602	vvermcdc19_braker	acastellanii_g13425.t2, acastellanii_g13425.t1	vverm_g10055.t1
OG0000602	bc2001_braker	acastellanii_g13425.t2, acastellanii_g13425.t1	bc2001_g12171.t1
OG0000602	bc2002_braker	acastellanii_g13425.t2, acastellanii_g13425.t1	bc2002_g12194.t1
OG0000602	dicty_braker	acastellanii_g13425.t2, acastellanii_g13425.t1	dicty_g10190.t1
OG0000602	dicty_braker	acastellanii_g12471.t1	dicty_g9931.t1
OG0000602	vvermcdc19_braker	acastellanii_g12471.t1	vverm_g724.t1
OG0000602	bc2001_braker	acastellanii_g12471.t1	bc2001_g13360.t1
OG0000602	bc2002_braker	acastellanii_g12471.t1	bc2002_g15423.t2, bc2002_g15423.t1
OG0000604	vvermcdc19_braker	acastellanii_g3007.t2, acastellanii_g3007.t1, acastellanii_g12958.t2, acastellanii_g12958.t1, acastellanii_g8175.t1, acastellanii_g8153.t1	vverm_g7005.t1
OG0000604	bc2001_braker	acastellanii_g3007.t2, acastellanii_g3007.t1, acastellanii_g12958.t2, acastellanii_g12958.t1, acastellanii_g8175.t1, acastellanii_g8153.t1	bc2001_g16555.t1
OG0000604	bc2002_braker	acastellanii_g3007.t2, acastellanii_g3007.t1, acastellanii_g12958.t2, acastellanii_g12958.t1, acastellanii_g8175.t1, acastellanii_g8153.t1	bc2002_g17651.t2, bc2002_g17651.t1
OG0000604	dicty_braker	acastellanii_g3007.t2, acastellanii_g3007.t1, acastellanii_g12958.t2, acastellanii_g12958.t1, acastellanii_g8175.t1, acastellanii_g8153.t1	dicty_g11016.t1, dicty_g7842.t1
OG0000605	dicty_braker	acastellanii_g5897.t1, acastellanii_g12862.t1, acastellanii_g12861.t1	dicty_g185.t1
OG0000605	vvermcdc19_braker	acastellanii_g5897.t1	vverm_g6637.t1, vverm_g2842.t1, vverm_g7232.t1, vverm_g15202.t1, vverm_g14760.t1, vverm_g13855.t1
OG0000605	vvermcdc19_braker	acastellanii_g12862.t1, acastellanii_g12861.t1	vverm_g8607.t2, vverm_g8607.t1
OG0000606	dicty_braker	acastellanii_g12600.t1	dicty_g5238.t1
OG0000606	vvermcdc19_braker	acastellanii_g12600.t1	vverm_g8186.t1, vverm_g8187.t1, vverm_g8187.t2, vverm_g8201.t1
OG0000606	bc2001_braker	acastellanii_g12600.t1	bc2001_g301.t1, bc2001_g304.t1, bc2001_g305.t1
OG0000606	bc2002_braker	acastellanii_g12600.t1	bc2002_g14297.t3, bc2002_g14297.t1, bc2002_g14297.t2
OG0000607	bc2002_braker	acastellanii_g1143.t1, acastellanii_g1143.t2	bc2002_g13324.t1
OG0000607	bc2001_braker	acastellanii_g1143.t1, acastellanii_g1143.t2	bc2001_g13275.t1
OG0000607	vvermcdc19_braker	acastellanii_g1143.t1, acastellanii_g1143.t2	vverm_g5817.t1
OG0000607	vvermcdc19_braker	acastellanii_g12483.t1	vverm_g11917.t1
OG0000607	dicty_braker	acastellanii_g12483.t1	dicty_g8651.t1
OG0000608	dicty_braker	acastellanii_g11061.t2, acastellanii_g11061.t1, acastellanii_g12326.t1	dicty_g1870.t1
OG0000608	bc2002_braker	acastellanii_g11061.t2, acastellanii_g11061.t1, acastellanii_g12326.t1	bc2002_g11397.t1, bc2002_g11214.t1, bc2002_g16064.t1
OG0000608	bc2001_braker	acastellanii_g11061.t2, acastellanii_g11061.t1, acastellanii_g12326.t1	bc2001_g908.t1, bc2001_g18366.t1
OG0000608	dicty_braker	acastellanii_g11857.t1	dicty_g5525.t1
OG0000610	dicty_braker	acastellanii_g1255.t1	dicty_g4981.t1
OG0000610	dicty_braker	acastellanii_g10622.t1, acastellanii_g3405.t1, acastellanii_g3405.t2, acastellanii_g8139.t1, acastellanii_g11964.t1, acastellanii_g11964.t2, acastellanii_g2514.t2, acastellanii_g3323.t1, acastellanii_g2514.t1	dicty_g3004.t1
OG0000611	dicty_braker	acastellanii_g12092.t1	dicty_g8018.t1
OG0000611	bc2001_braker	acastellanii_g12092.t1	bc2001_g3411.t1
OG0000611	bc2002_braker	acastellanii_g12092.t1	bc2002_g15706.t1
OG0000611	vvermcdc19_braker	acastellanii_g7948.t1	vverm_g8025.t1
OG0000611	bc2001_braker	acastellanii_g7948.t1	bc2001_g5673.t1
OG0000611	dicty_braker	acastellanii_g3277.t1	dicty_g594.t1, dicty_g594.t2
OG0000612	dicty_braker	acastellanii_g7615.t1	dicty_g7086.t1
OG0000612	vvermcdc19_braker	acastellanii_g7615.t1	vverm_g8746.t1
OG0000612	bc2001_braker	acastellanii_g7615.t1	bc2001_g16527.t1
OG0000612	dicty_braker	acastellanii_g12180.t1	dicty_g8925.t1
OG0000612	bc2002_braker	acastellanii_g12180.t1	bc2002_g14632.t1, bc2002_g17676.t1
OG0000612	bc2001_braker	acastellanii_g12180.t1	bc2001_g13887.t1, bc2001_g16526.t1
OG0000612	vvermcdc19_braker	acastellanii_g12180.t1	vverm_g375.t1, vverm_g8747.t1
OG0000613	dicty_braker	acastellanii_g11041.t1, acastellanii_g12207.t1, acastellanii_g12207.t2	dicty_g8264.t1, dicty_g10843.t1
OG0000613	bc2002_braker	acastellanii_g11041.t1	bc2002_g14607.t1, bc2002_g14596.t1
OG0000613	bc2001_braker	acastellanii_g11041.t1	bc2001_g13862.t1, bc2001_g13853.t1
OG0000613	vvermcdc19_braker	acastellanii_g11041.t1	vverm_g359.t1, vverm_g358.t1
OG0000613	vvermcdc19_braker	acastellanii_g12207.t1, acastellanii_g12207.t2	vverm_g16162.t1
OG0000614	dicty_braker	acastellanii_g9774.t1	dicty_g10008.t1, dicty_g10006.t1, dicty_g10007.t1
OG0000614	bc2002_braker	acastellanii_g9774.t1	bc2002_g19293.t1
OG0000614	bc2001_braker	acastellanii_g9774.t1	bc2001_g7828.t1
OG0000614	vvermcdc19_braker	acastellanii_g9774.t1	vverm_g12034.t1, vverm_g7751.t1
OG0000614	dicty_braker	acastellanii_g11798.t2, acastellanii_g11798.t1, acastellanii_g10478.t1	dicty_g9146.t1
