Orthogroup	Species	dicty_braker	Orthologs
OG0000334	acastellanii_braker	dicty_g10923.t1	acastellanii_g5737.t1, acastellanii_g8557.t1, acastellanii_g3389.t1
OG0000334	bc2001_braker	dicty_g10923.t1	bc2001_g5922.t1
OG0000334	bc2001_braker	dicty_g8303.t1	bc2001_g5923.t1, bc2001_g17473.t1
OG0000334	vvermcdc19_braker	dicty_g8303.t1	vverm_g14777.t1, vverm_g14240.t2, vverm_g3036.t1, vverm_g2980.t2, vverm_g2980.t1, vverm_g14188.t2, vverm_g14188.t1
OG0000334	bc2002_braker	dicty_g8303.t1	bc2002_g15473.t1
OG0000335	bc2001_braker	dicty_g7006.t1, dicty_g6038.t1	bc2001_g11406.t3, bc2001_g1073.t2, bc2001_g1073.t1, bc2001_g11406.t1, bc2001_g11406.t2
OG0000335	bc2002_braker	dicty_g7006.t1, dicty_g6038.t1	bc2002_g12681.t2, bc2002_g4257.t2, bc2002_g4257.t1, bc2002_g12681.t1
OG0000335	acastellanii_braker	dicty_g7006.t1	acastellanii_g7999.t1
OG0000335	vvermcdc19_braker	dicty_g7006.t1	vverm_g16773.t1, vverm_g13293.t1, vverm_g10879.t1
OG0000335	vvermcdc19_braker	dicty_g6038.t1	vverm_g7902.t1, vverm_g415.t1
OG0000356	vvermcdc19_braker	dicty_g993.t1	vverm_g8907.t1, vverm_g7885.t1
OG0000356	bc2002_braker	dicty_g993.t1	bc2002_g10313.t1, bc2002_g10312.t1
OG0000356	bc2001_braker	dicty_g993.t1	bc2001_g6777.t2, bc2001_g6777.t1, bc2001_g6776.t1
OG0000356	acastellanii_braker	dicty_g993.t1	acastellanii_g13972.t1, acastellanii_g3743.t1, acastellanii_g2322.t1, acastellanii_g12931.t1, acastellanii_g7244.t1, acastellanii_g7371.t2, acastellanii_g7371.t1, acastellanii_g7042.t1
OG0000357	vvermcdc19_braker	dicty_g5992.t1, dicty_g3942.t2, dicty_g3942.t1	vverm_g5090.t2, vverm_g5090.t1, vverm_g15704.t1
OG0000357	bc2002_braker	dicty_g5992.t1, dicty_g3942.t2, dicty_g3942.t1	bc2002_g17490.t1, bc2002_g17490.t2, bc2002_g12445.t1
OG0000357	bc2001_braker	dicty_g5992.t1, dicty_g3942.t2, dicty_g3942.t1	bc2001_g16715.t1, bc2001_g16715.t2, bc2001_g11631.t1
OG0000357	acastellanii_braker	dicty_g5992.t1	acastellanii_g3289.t1
OG0000357	acastellanii_braker	dicty_g3942.t2, dicty_g3942.t1	acastellanii_g13518.t1
OG0000358	bc2001_braker	dicty_g1863.t1, dicty_g3814.t1	bc2001_g9391.t1, bc2001_g7264.t1, bc2001_g7264.t2, bc2001_g17051.t1
OG0000358	bc2002_braker	dicty_g1863.t1, dicty_g3814.t1	bc2002_g2355.t1, bc2002_g4994.t1, bc2002_g7966.t1
OG0000358	vvermcdc19_braker	dicty_g1863.t1, dicty_g3814.t1	vverm_g12979.t2, vverm_g12979.t1, vverm_g15965.t1, vverm_g15965.t2
OG0000358	acastellanii_braker	dicty_g1863.t1, dicty_g3814.t1	acastellanii_g10962.t1, acastellanii_g13187.t1, acastellanii_g13187.t2
OG0000359	vvermcdc19_braker	dicty_g6268.t1	vverm_g11690.t1, vverm_g15444.t1
OG0000359	bc2002_braker	dicty_g6268.t1	bc2002_g3653.t1, bc2002_g11662.t1, bc2002_g11662.t2
OG0000359	bc2001_braker	dicty_g6268.t1	bc2001_g13933.t1, bc2001_g413.t3, bc2001_g413.t1, bc2001_g413.t2
OG0000359	acastellanii_braker	dicty_g6268.t1	acastellanii_g3759.t1, acastellanii_g3761.t1, acastellanii_g7641.t1, acastellanii_g13307.t1, acastellanii_g11328.t1, acastellanii_g5400.t1
OG0000360	acastellanii_braker	dicty_g1059.t1, dicty_g8757.t1	acastellanii_g13402.t1
OG0000360	bc2002_braker	dicty_g1059.t1, dicty_g8757.t1	bc2002_g1656.t1, bc2002_g5896.t1, bc2002_g6837.t1, bc2002_g12258.t1
OG0000360	bc2001_braker	dicty_g1059.t1, dicty_g8757.t1	bc2001_g608.t1, bc2001_g15306.t1, bc2001_g5308.t2, bc2001_g5308.t1, bc2001_g12106.t1
OG0000360	vvermcdc19_braker	dicty_g1059.t1, dicty_g8757.t1	vverm_g2755.t1, vverm_g8084.t1, vverm_g7993.t1, vverm_g10091.t1
OG0000361	vvermcdc19_braker	dicty_g4642.t1	vverm_g8404.t1
OG0000361	bc2001_braker	dicty_g4642.t1	bc2001_g10719.t1
OG0000361	bc2002_braker	dicty_g4642.t1	bc2002_g15020.t1
OG0000361	acastellanii_braker	dicty_g4642.t1	acastellanii_g12470.t1
OG0000361	vvermcdc19_braker	dicty_g797.t1, dicty_g682.t1, dicty_g6071.t2, dicty_g6071.t1	vverm_g16239.t1, vverm_g16239.t2
OG0000361	acastellanii_braker	dicty_g797.t1, dicty_g682.t1	acastellanii_g13039.t1
OG0000361	bc2002_braker	dicty_g797.t1, dicty_g682.t1	bc2002_g7680.t1
OG0000361	bc2001_braker	dicty_g797.t1, dicty_g682.t1	bc2001_g12970.t2, bc2001_g12970.t1
OG0000361	acastellanii_braker	dicty_g6071.t2, dicty_g6071.t1	acastellanii_g11380.t1
OG0000362	vvermcdc19_braker	dicty_g6583.t1, dicty_g6582.t1, dicty_g5677.t1, dicty_g5677.t2, dicty_g4156.t1	vverm_g9150.t1
OG0000362	acastellanii_braker	dicty_g6583.t1, dicty_g6582.t1, dicty_g5677.t1, dicty_g5677.t2, dicty_g4156.t1	acastellanii_g1131.t1, acastellanii_g529.t1, acastellanii_g5621.t1, acastellanii_g5604.t1, acastellanii_g10924.t1, acastellanii_g10924.t2, acastellanii_g1475.t1, acastellanii_g11978.t1, acastellanii_g2841.t1, acastellanii_g2636.t1
OG0000363	acastellanii_braker	dicty_g1525.t2, dicty_g1525.t1, dicty_g4232.t1, dicty_g4292.t1	acastellanii_g8363.t1
OG0000363	vvermcdc19_braker	dicty_g1525.t2, dicty_g1525.t1, dicty_g4232.t1, dicty_g4292.t1	vverm_g8048.t1
OG0000363	vvermcdc19_braker	dicty_g6551.t1	vverm_g5653.t2, vverm_g5653.t1
OG0000363	bc2001_braker	dicty_g6551.t1	bc2001_g15004.t1
OG0000363	bc2002_braker	dicty_g6551.t1	bc2002_g19094.t1
OG0000363	acastellanii_braker	dicty_g6551.t1	acastellanii_g11620.t5, acastellanii_g11620.t1, acastellanii_g11620.t3, acastellanii_g11620.t4, acastellanii_g11620.t2
OG0000364	acastellanii_braker	dicty_g9773.t1	acastellanii_g3719.t1, acastellanii_g11509.t1, acastellanii_g539.t1, acastellanii_g262.t1, acastellanii_g262.t2, acastellanii_g4641.t1
OG0000364	vvermcdc19_braker	dicty_g9773.t1	vverm_g7829.t1, vverm_g13782.t1, vverm_g10184.t1
OG0000364	bc2002_braker	dicty_g9773.t1	bc2002_g5920.t1, bc2002_g403.t1
OG0000364	bc2001_braker	dicty_g9773.t1	bc2001_g3109.t1, bc2001_g17838.t1, bc2001_g17838.t3, bc2001_g17838.t2
OG0000366	bc2001_braker	dicty_g1656.t1	bc2001_g7201.t1, bc2001_g12308.t1, bc2001_g13659.t1, bc2001_g6348.t2, bc2001_g6348.t1
OG0000366	bc2002_braker	dicty_g1656.t1	bc2002_g4922.t1, bc2002_g1777.t1, bc2002_g12056.t1, bc2002_g5796.t1, bc2002_g3564.t1
OG0000366	acastellanii_braker	dicty_g1656.t1	acastellanii_g1046.t1, acastellanii_g10961.t1, acastellanii_g9376.t1, acastellanii_g3120.t1, acastellanii_g5478.t1
OG0000367	acastellanii_braker	dicty_g10991.t1, dicty_g9885.t1	acastellanii_g10499.t1, acastellanii_g9934.t1, acastellanii_g9935.t1
OG0000367	bc2002_braker	dicty_g10991.t1, dicty_g9885.t1	bc2002_g4881.t1, bc2002_g20116.t1
OG0000367	bc2001_braker	dicty_g10991.t1, dicty_g9885.t1	bc2001_g7168.t1, bc2001_g5529.t2, bc2001_g5529.t1
OG0000367	vvermcdc19_braker	dicty_g10991.t1, dicty_g9885.t1	vverm_g1474.t1, vverm_g1474.t2, vverm_g9023.t1, vverm_g7211.t1, vverm_g2415.t2, vverm_g2415.t1
OG0000368	bc2001_braker	dicty_g11234.t1, dicty_g970.t1, dicty_g8797.t1	bc2001_g1052.t1, bc2001_g1091.t1, bc2001_g7822.t1
OG0000368	bc2002_braker	dicty_g11234.t1, dicty_g970.t1, dicty_g8797.t1	bc2002_g4277.t2, bc2002_g4277.t1, bc2002_g4238.t1, bc2002_g19300.t1
OG0000368	vvermcdc19_braker	dicty_g11234.t1, dicty_g970.t1, dicty_g8797.t1	vverm_g2728.t1, vverm_g6074.t1
OG0000368	acastellanii_braker	dicty_g11234.t1	acastellanii_g9703.t1, acastellanii_g9703.t2
OG0000368	acastellanii_braker	dicty_g970.t1, dicty_g8797.t1	acastellanii_g6726.t2, acastellanii_g6726.t1
OG0000369	acastellanii_braker	dicty_g200.t1	acastellanii_g8873.t1, acastellanii_g8873.t3, acastellanii_g8873.t2
OG0000369	vvermcdc19_braker	dicty_g7363.t1	vverm_g12598.t1, vverm_g13342.t1
OG0000369	acastellanii_braker	dicty_g7363.t1	acastellanii_g1518.t1, acastellanii_g8865.t1, acastellanii_g8869.t1, acastellanii_g8866.t1, acastellanii_g8867.t1, acastellanii_g8870.t1, acastellanii_g8875.t1
OG0000369	bc2001_braker	dicty_g7363.t1	bc2001_g18495.t1
OG0000369	bc2002_braker	dicty_g7363.t1	bc2002_g16197.t1
OG0000370	acastellanii_braker	dicty_g2920.t1, dicty_g2556.t1, dicty_g2485.t1, dicty_g2991.t1, dicty_g2008.t1, dicty_g2007.t1, dicty_g247.t2, dicty_g247.t1, dicty_g1968.t1	acastellanii_g8606.t3, acastellanii_g8606.t2, acastellanii_g8606.t1
OG0000370	bc2002_braker	dicty_g2920.t1, dicty_g2556.t1, dicty_g2485.t1, dicty_g2991.t1, dicty_g2008.t1, dicty_g2007.t1, dicty_g247.t2, dicty_g247.t1, dicty_g1968.t1	bc2002_g11577.t1
OG0000370	bc2001_braker	dicty_g2920.t1, dicty_g2556.t1, dicty_g2485.t1, dicty_g2991.t1, dicty_g2008.t1, dicty_g2007.t1, dicty_g247.t2, dicty_g247.t1, dicty_g1968.t1	bc2001_g2927.t1
OG0000370	vvermcdc19_braker	dicty_g2920.t1, dicty_g2556.t1, dicty_g2485.t1, dicty_g2991.t1, dicty_g2008.t1, dicty_g2007.t1, dicty_g247.t2, dicty_g247.t1, dicty_g1968.t1	vverm_g7851.t1, vverm_g237.t1
OG0000371	acastellanii_braker	dicty_g11093.t1, dicty_g7534.t1, dicty_g234.t1, dicty_g2501.t1, dicty_g2974.t1, dicty_g10002.t1, dicty_g10433.t1	acastellanii_g7584.t1, acastellanii_g2283.t1, acastellanii_g2283.t2, acastellanii_g6121.t1
OG0000371	bc2002_braker	dicty_g11093.t1, dicty_g7534.t1, dicty_g234.t1, dicty_g2501.t1, dicty_g2974.t1, dicty_g10002.t1, dicty_g10433.t1	bc2002_g14475.t1
OG0000371	bc2001_braker	dicty_g11093.t1, dicty_g7534.t1, dicty_g234.t1, dicty_g2501.t1, dicty_g2974.t1, dicty_g10002.t1, dicty_g10433.t1	bc2001_g13740.t1
OG0000371	vvermcdc19_braker	dicty_g11093.t1, dicty_g7534.t1, dicty_g234.t1, dicty_g2501.t1, dicty_g2974.t1, dicty_g10002.t1, dicty_g10433.t1	vverm_g2580.t1, vverm_g4528.t1, vverm_g45.t1
OG0000372	acastellanii_braker	dicty_g5118.t1, dicty_g8370.t1, dicty_g10901.t1	acastellanii_g295.t3, acastellanii_g295.t1, acastellanii_g3613.t1, acastellanii_g3611.t1, acastellanii_g295.t2, acastellanii_g3612.t1
OG0000372	bc2002_braker	dicty_g5118.t1, dicty_g8370.t1, dicty_g10901.t1	bc2002_g18025.t1
OG0000372	bc2001_braker	dicty_g5118.t1, dicty_g8370.t1, dicty_g10901.t1	bc2001_g3505.t1, bc2001_g4177.t1, bc2001_g3324.t1
OG0000372	vvermcdc19_braker	dicty_g5118.t1, dicty_g8370.t1, dicty_g10901.t1	vverm_g15131.t1, vverm_g2194.t1, vverm_g16662.t1
OG0000384	vvermcdc19_braker	dicty_g10177.t1, dicty_g10176.t1, dicty_g10173.t1, dicty_g10180.t1, dicty_g10149.t1, dicty_g10170.t1, dicty_g10171.t1, dicty_g532.t1, dicty_g532.t2, dicty_g10182.t1, dicty_g4687.t1, dicty_g4688.t1, dicty_g4685.t2, dicty_g4685.t1, dicty_g4686.t1	vverm_g16166.t1
OG0000393	vvermcdc19_braker	dicty_g10682.t2, dicty_g10682.t1, dicty_g10682.t3	vverm_g4089.t3, vverm_g8143.t1, vverm_g8143.t2
OG0000393	acastellanii_braker	dicty_g10682.t2, dicty_g10682.t1, dicty_g10682.t3	acastellanii_g3357.t1, acastellanii_g12575.t2, acastellanii_g12575.t1, acastellanii_g14086.t1, acastellanii_g2476.t1
OG0000393	bc2002_braker	dicty_g10682.t2, dicty_g10682.t1, dicty_g10682.t3	bc2002_g9223.t1, bc2002_g12197.t1
OG0000393	bc2001_braker	dicty_g10682.t2, dicty_g10682.t1, dicty_g10682.t3	bc2001_g13549.t1, bc2001_g12168.t1
OG0000395	bc2002_braker	dicty_g10389.t1	bc2002_g13797.t1
OG0000395	bc2001_braker	dicty_g10389.t1	bc2001_g1257.t1, bc2001_g1257.t2, bc2001_g1257.t3
OG0000395	acastellanii_braker	dicty_g10389.t1	acastellanii_g13166.t1
OG0000395	vvermcdc19_braker	dicty_g10389.t1	vverm_g1620.t1, vverm_g3177.t1, vverm_g8810.t1, vverm_g4332.t1, vverm_g11419.t1, vverm_g10388.t1, vverm_g15769.t1, vverm_g979.t1, vverm_g11323.t1
OG0000396	bc2001_braker	dicty_g790.t1, dicty_g6104.t1	bc2001_g461.t1, bc2001_g456.t1, bc2001_g461.t2, bc2001_g456.t2
OG0000396	bc2002_braker	dicty_g790.t1, dicty_g6104.t1	bc2002_g10292.t2, bc2002_g10292.t1
OG0000396	acastellanii_braker	dicty_g790.t1, dicty_g6104.t1	acastellanii_g2998.t1, acastellanii_g12838.t1, acastellanii_g10992.t1, acastellanii_g8447.t1, acastellanii_g536.t1
OG0000396	vvermcdc19_braker	dicty_g790.t1, dicty_g6104.t1	vverm_g12719.t1, vverm_g8923.t1
OG0000397	vvermcdc19_braker	dicty_g11192.t1	vverm_g6303.t1, vverm_g11248.t1, vverm_g6646.t1
OG0000397	acastellanii_braker	dicty_g11192.t1	acastellanii_g8104.t2, acastellanii_g8104.t1, acastellanii_g12282.t1, acastellanii_g9831.t1, acastellanii_g4935.t1
OG0000397	bc2001_braker	dicty_g11192.t1	bc2001_g2299.t1, bc2001_g13548.t2, bc2001_g13548.t1
OG0000397	bc2002_braker	dicty_g11192.t1	bc2002_g2145.t1, bc2002_g9222.t2, bc2002_g9222.t1
OG0000398	acastellanii_braker	dicty_g11111.t1, dicty_g11111.t2	acastellanii_g10614.t1, acastellanii_g10614.t2
OG0000398	vvermcdc19_braker	dicty_g11111.t1, dicty_g11111.t2	vverm_g15569.t3, vverm_g15569.t1, vverm_g15569.t2
OG0000398	bc2002_braker	dicty_g11111.t1, dicty_g11111.t2	bc2002_g17499.t1
OG0000398	bc2001_braker	dicty_g11111.t1, dicty_g11111.t2	bc2001_g16707.t1
OG0000398	acastellanii_braker	dicty_g3507.t1	acastellanii_g5147.t1
OG0000398	bc2002_braker	dicty_g3507.t1	bc2002_g7969.t1
OG0000398	bc2001_braker	dicty_g3507.t1	bc2001_g17054.t1, bc2001_g17054.t2
OG0000398	vvermcdc19_braker	dicty_g3507.t1	vverm_g15956.t1
OG0000399	bc2002_braker	dicty_g1508.t1	bc2002_g15162.t1
OG0000399	bc2001_braker	dicty_g11409.t1	bc2001_g1250.t1, bc2001_g2749.t2, bc2001_g2749.t1
OG0000399	bc2002_braker	dicty_g11409.t1	bc2002_g13803.t1, bc2002_g18892.t1
OG0000399	vvermcdc19_braker	dicty_g11409.t1	vverm_g3169.t1, vverm_g15360.t1, vverm_g2512.t1
OG0000399	acastellanii_braker	dicty_g11409.t1	acastellanii_g10496.t1, acastellanii_g567.t2, acastellanii_g567.t1, acastellanii_g444.t1
OG0000400	vvermcdc19_braker	dicty_g10344.t1, dicty_g6794.t1	vverm_g16723.t1, vverm_g6520.t2, vverm_g6520.t1, vverm_g6522.t1, vverm_g6519.t1
OG0000400	bc2002_braker	dicty_g10344.t1, dicty_g6794.t1	bc2002_g9397.t1
OG0000400	bc2001_braker	dicty_g10344.t1, dicty_g6794.t1	bc2001_g8428.t2, bc2001_g8428.t1
OG0000400	acastellanii_braker	dicty_g10344.t1, dicty_g6794.t1	acastellanii_g2481.t1, acastellanii_g2482.t1, acastellanii_g1688.t1, acastellanii_g4234.t1, acastellanii_g10265.t1
OG0000402	acastellanii_braker	dicty_g8580.t1, dicty_g3888.t1, dicty_g11071.t1	acastellanii_g7869.t1, acastellanii_g2609.t1, acastellanii_g7349.t1, acastellanii_g10069.t1
OG0000402	bc2002_braker	dicty_g8580.t1, dicty_g3888.t1, dicty_g11071.t1	bc2002_g12096.t1, bc2002_g200.t1
OG0000402	bc2001_braker	dicty_g8580.t1, dicty_g3888.t1, dicty_g11071.t1	bc2001_g12266.t1, bc2001_g8272.t1
OG0000402	vvermcdc19_braker	dicty_g8580.t1, dicty_g3888.t1, dicty_g11071.t1	vverm_g9149.t1, vverm_g11780.t1, vverm_g2093.t1, vverm_g14884.t1
OG0000403	acastellanii_braker	dicty_g7878.t1	acastellanii_g3438.t1, acastellanii_g1378.t1, acastellanii_g10207.t1
OG0000403	bc2001_braker	dicty_g7878.t1	bc2001_g479.t2, bc2001_g479.t1
OG0000403	bc2002_braker	dicty_g7878.t1	bc2002_g19142.t2, bc2002_g19142.t1
OG0000403	vvermcdc19_braker	dicty_g7878.t1	vverm_g356.t1, vverm_g14276.t1
OG0000403	acastellanii_braker	dicty_g8590.t1	acastellanii_g2483.t1
OG0000403	bc2001_braker	dicty_g8590.t1	bc2001_g17892.t1, bc2001_g17892.t2
OG0000403	vvermcdc19_braker	dicty_g8590.t1	vverm_g13801.t1
OG0000404	bc2002_braker	dicty_g8965.t1	bc2002_g19365.t2, bc2002_g19365.t1
OG0000404	bc2001_braker	dicty_g8965.t1	bc2001_g14926.t1
OG0000404	vvermcdc19_braker	dicty_g8965.t1	vverm_g6355.t1, vverm_g7677.t1
OG0000404	acastellanii_braker	dicty_g8965.t1	acastellanii_g8328.t1, acastellanii_g8328.t2
OG0000404	acastellanii_braker	dicty_g5701.t1	acastellanii_g9880.t1, acastellanii_g9880.t2
OG0000404	vvermcdc19_braker	dicty_g5701.t1	vverm_g13382.t2, vverm_g13382.t1
OG0000404	bc2001_braker	dicty_g5701.t1	bc2001_g18430.t1
OG0000404	bc2002_braker	dicty_g5701.t1	bc2002_g16126.t1
OG0000405	acastellanii_braker	dicty_g837.t1, dicty_g962.t1	acastellanii_g2100.t2, acastellanii_g2100.t1, acastellanii_g8563.t1, acastellanii_g7269.t1, acastellanii_g5979.t1
OG0000405	bc2002_braker	dicty_g837.t1, dicty_g962.t1	bc2002_g12564.t2, bc2002_g12564.t1
OG0000405	bc2001_braker	dicty_g837.t1, dicty_g962.t1	bc2001_g11518.t2, bc2001_g11518.t1
OG0000405	vvermcdc19_braker	dicty_g837.t1, dicty_g962.t1	vverm_g3836.t1, vverm_g3830.t1, vverm_g15283.t1, vverm_g6819.t1
OG0000406	vvermcdc19_braker	dicty_g2127.t1	vverm_g16777.t1, vverm_g13289.t1, vverm_g16588.t1, vverm_g16588.t2, vverm_g16588.t3
OG0000406	bc2002_braker	dicty_g2127.t1	bc2002_g16530.t1, bc2002_g13576.t1
OG0000406	bc2001_braker	dicty_g2127.t1	bc2001_g546.t2, bc2001_g546.t1, bc2001_g18625.t1, bc2001_g18625.t2
OG0000406	acastellanii_braker	dicty_g2127.t1	acastellanii_g7626.t1, acastellanii_g29.t1, acastellanii_g441.t1
OG0000407	acastellanii_braker	dicty_g11043.t1	acastellanii_g5377.t2, acastellanii_g5377.t1, acastellanii_g6716.t1, acastellanii_g6717.t1, acastellanii_g6713.t2, acastellanii_g6713.t1
OG0000407	vvermcdc19_braker	dicty_g11043.t1	vverm_g7486.t2, vverm_g7486.t1
OG0000407	bc2001_braker	dicty_g11043.t1	bc2001_g1009.t1, bc2001_g2482.t1, bc2001_g2482.t2
OG0000407	bc2002_braker	dicty_g11043.t1	bc2002_g11105.t2, bc2002_g11105.t1, bc2002_g14991.t1
OG0000408	bc2001_braker	dicty_g10016.t1, dicty_g8707.t1	bc2001_g8789.t2, bc2001_g8789.t1, bc2001_g10799.t1
OG0000408	bc2002_braker	dicty_g10016.t1, dicty_g8707.t1	bc2002_g17353.t2, bc2002_g17353.t1, bc2002_g10532.t1, bc2002_g10531.t1
OG0000408	vvermcdc19_braker	dicty_g10016.t1, dicty_g8707.t1	vverm_g7552.t1, vverm_g8997.t1, vverm_g8987.t1, vverm_g15619.t1
OG0000408	acastellanii_braker	dicty_g10016.t1, dicty_g8707.t1	acastellanii_g5090.t1, acastellanii_g5388.t1
OG0000409	bc2002_braker	dicty_g10109.t1	bc2002_g18885.t1
OG0000409	vvermcdc19_braker	dicty_g10109.t1	vverm_g15399.t1, vverm_g15399.t2
OG0000409	bc2001_braker	dicty_g10109.t1	bc2001_g2742.t1, bc2001_g2742.t2
OG0000409	acastellanii_braker	dicty_g10109.t1	acastellanii_g407.t1
OG0000409	bc2002_braker	dicty_g10532.t1, dicty_g10533.t1	bc2002_g15930.t1
OG0000409	bc2001_braker	dicty_g10532.t1, dicty_g10533.t1	bc2001_g18233.t1
OG0000409	vvermcdc19_braker	dicty_g10532.t1, dicty_g10533.t1	vverm_g14156.t1, vverm_g14113.t1
OG0000418	bc2002_braker	dicty_g4962.t1	bc2002_g19802.t1
OG0000418	bc2001_braker	dicty_g4962.t1	bc2001_g5105.t2, bc2001_g5105.t1
OG0000418	vvermcdc19_braker	dicty_g4962.t1	vverm_g13184.t1, vverm_g13815.t1, vverm_g9228.t1, vverm_g5650.t1, vverm_g2705.t1, vverm_g5814.t2, vverm_g5814.t1, vverm_g3740.t1, vverm_g3744.t1, vverm_g9633.t1, vverm_g4819.t1
OG0000419	vvermcdc19_braker	dicty_g370.t1	vverm_g11782.t1, vverm_g2095.t1, vverm_g5631.t1, vverm_g14168.t1, vverm_g3571.t1, vverm_g13633.t2, vverm_g13633.t1, vverm_g4486.t1
OG0000419	bc2002_braker	dicty_g370.t1	bc2002_g19222.t1, bc2002_g16803.t1, bc2002_g10580.t1
OG0000419	bc2001_braker	dicty_g370.t1	bc2001_g10229.t1, bc2001_g6431.t1, bc2001_g7897.t1
OG0000423	vvermcdc19_braker	dicty_g7060.t1	vverm_g8341.t1
OG0000423	bc2001_braker	dicty_g7060.t1	bc2001_g15394.t1, bc2001_g15398.t1, bc2001_g11867.t1, bc2001_g18052.t1, bc2001_g9798.t1
OG0000423	bc2002_braker	dicty_g7060.t1	bc2002_g7039.t1, bc2002_g7036.t1, bc2002_g11868.t1, bc2002_g9289.t1, bc2002_g1464.t1, bc2002_g15786.t1, bc2002_g13197.t1, bc2002_g7881.t1
OG0000435	bc2001_braker	dicty_g7964.t1	bc2001_g2421.t1
OG0000435	bc2002_braker	dicty_g7964.t1	bc2002_g2272.t4
OG0000435	vvermcdc19_braker	dicty_g7964.t1	vverm_g11310.t1
OG0000435	acastellanii_braker	dicty_g7964.t1	acastellanii_g14239.t1, acastellanii_g1333.t1
OG0000435	bc2002_braker	dicty_g6699.t1	bc2002_g2272.t3, bc2002_g2272.t2, bc2002_g2272.t1
OG0000435	bc2001_braker	dicty_g6699.t1	bc2001_g2420.t1
OG0000435	vvermcdc19_braker	dicty_g6699.t1	vverm_g8366.t1
OG0000435	acastellanii_braker	dicty_g6699.t1	acastellanii_g409.t1, acastellanii_g224.t1
OG0000436	acastellanii_braker	dicty_g4765.t1	acastellanii_g10159.t2, acastellanii_g10159.t1
OG0000436	bc2002_braker	dicty_g4765.t1	bc2002_g6957.t1
OG0000436	bc2001_braker	dicty_g4765.t1	bc2001_g5421.t1
OG0000436	vvermcdc19_braker	dicty_g4765.t1	vverm_g14829.t1
OG0000436	bc2002_braker	dicty_g4363.t1	bc2002_g180.t1
OG0000436	bc2001_braker	dicty_g4363.t1	bc2001_g8291.t1
OG0000436	vvermcdc19_braker	dicty_g4363.t1	vverm_g954.t2, vverm_g954.t1, vverm_g14604.t1
OG0000436	acastellanii_braker	dicty_g4363.t1	acastellanii_g13674.t1
OG0000438	acastellanii_braker	dicty_g2345.t1	acastellanii_g8156.t1
OG0000438	acastellanii_braker	dicty_g5050.t1	acastellanii_g13100.t1
OG0000438	vvermcdc19_braker	dicty_g5050.t1	vverm_g6804.t1, vverm_g6808.t1
OG0000438	bc2002_braker	dicty_g5050.t1	bc2002_g12578.t1, bc2002_g12578.t2
OG0000438	bc2001_braker	dicty_g5050.t1	bc2001_g11503.t1, bc2001_g11504.t1, bc2001_g11504.t2
OG0000439	acastellanii_braker	dicty_g8633.t3	acastellanii_g13260.t1, acastellanii_g4451.t2, acastellanii_g4451.t1, acastellanii_g4501.t1, acastellanii_g1485.t1
OG0000439	vvermcdc19_braker	dicty_g8633.t3	vverm_g8534.t1, vverm_g8610.t1, vverm_g16351.t1, vverm_g4504.t1
OG0000439	bc2002_braker	dicty_g8633.t3	bc2002_g9323.t1, bc2002_g3943.t1
OG0000439	bc2001_braker	dicty_g8633.t3	bc2001_g10787.t1, bc2001_g1749.t1
OG0000440	bc2002_braker	dicty_g5596.t1	bc2002_g18121.t2, bc2002_g18121.t1
OG0000440	bc2001_braker	dicty_g5596.t1	bc2001_g9717.t2, bc2001_g9717.t1
OG0000440	vvermcdc19_braker	dicty_g5596.t1	vverm_g7021.t1
OG0000440	acastellanii_braker	dicty_g5596.t1	acastellanii_g12824.t1
OG0000440	acastellanii_braker	dicty_g1648.t1	acastellanii_g2420.t1
OG0000440	vvermcdc19_braker	dicty_g1648.t1	vverm_g13803.t2
OG0000440	bc2002_braker	dicty_g1648.t1	bc2002_g6193.t1, bc2002_g6193.t2
OG0000440	bc2001_braker	dicty_g1648.t1	bc2001_g17949.t1, bc2001_g17949.t2
OG0000441	bc2002_braker	dicty_g5502.t2, dicty_g5502.t1	bc2002_g17853.t1
OG0000441	bc2001_braker	dicty_g5502.t2, dicty_g5502.t1	bc2001_g15597.t1, bc2001_g17250.t1
OG0000441	vvermcdc19_braker	dicty_g5502.t2, dicty_g5502.t1	vverm_g5992.t1, vverm_g14861.t1, vverm_g15300.t1, vverm_g15300.t2
OG0000441	acastellanii_braker	dicty_g5502.t2, dicty_g5502.t1	acastellanii_g7073.t1, acastellanii_g8300.t1, acastellanii_g5290.t1, acastellanii_g12388.t1, acastellanii_g5289.t1
OG0000442	acastellanii_braker	dicty_g113.t1	acastellanii_g7037.t1, acastellanii_g11836.t1
OG0000442	vvermcdc19_braker	dicty_g113.t1	vverm_g7484.t1, vverm_g16333.t1, vverm_g4543.t1
OG0000442	bc2002_braker	dicty_g113.t1	bc2002_g5946.t1, bc2002_g18363.t1, bc2002_g6801.t1
OG0000442	bc2001_braker	dicty_g113.t1	bc2001_g3082.t1, bc2001_g3082.t2, bc2001_g14226.t1, bc2001_g5273.t2, bc2001_g5273.t1
OG0000443	bc2001_braker	dicty_g10969.t1	bc2001_g3095.t1
OG0000443	bc2002_braker	dicty_g10969.t1	bc2002_g5934.t1
OG0000443	vvermcdc19_braker	dicty_g10969.t1	vverm_g15869.t1
OG0000443	acastellanii_braker	dicty_g10969.t1	acastellanii_g11951.t1
OG0000443	vvermcdc19_braker	dicty_g7582.t1	vverm_g11824.t2, vverm_g11824.t1
