Orthogroup	Species	vvermcdc19_braker	Orthologs
OG0001672	bc2001_braker	vverm_g14324.t1, vverm_g5416.t1	bc2001_g3986.t1
OG0001672	bc2002_braker	vverm_g14324.t1, vverm_g5416.t1	bc2002_g1395.t1
OG0001673	dicty_braker	vverm_g13086.t1, vverm_g13067.t1, vverm_g8278.t1, vverm_g12129.t1	dicty_g6385.t1
OG0001673	bc2002_braker	vverm_g13086.t1, vverm_g13067.t1, vverm_g8278.t1, vverm_g12129.t1	bc2002_g957.t1
OG0001673	bc2001_braker	vverm_g13086.t1, vverm_g13067.t1, vverm_g8278.t1, vverm_g12129.t1	bc2001_g5782.t1
OG0001673	acastellanii_braker	vverm_g13086.t1, vverm_g13067.t1, vverm_g8278.t1, vverm_g12129.t1	acastellanii_g2907.t1
OG0001674	dicty_braker	vverm_g6862.t1, vverm_g15151.t3, vverm_g6862.t2	dicty_g6957.t1
OG0001674	acastellanii_braker	vverm_g6862.t1, vverm_g15151.t3, vverm_g6862.t2	acastellanii_g2724.t1
OG0001674	bc2002_braker	vverm_g6862.t1, vverm_g15151.t3, vverm_g6862.t2	bc2002_g12522.t1
OG0001674	bc2001_braker	vverm_g6862.t1, vverm_g15151.t3, vverm_g6862.t2	bc2001_g11560.t1, bc2001_g11560.t2
OG0001675	dicty_braker	vverm_g4958.t2, vverm_g4958.t1, vverm_g4957.t1, vverm_g3045.t1, vverm_g10887.t1, vverm_g4958.t3	dicty_g5887.t1
OG0001675	acastellanii_braker	vverm_g4958.t2, vverm_g4958.t1, vverm_g4957.t1, vverm_g3045.t1, vverm_g10887.t1, vverm_g4958.t3	acastellanii_g2741.t1
OG0001676	dicty_braker	vverm_g4852.t1	dicty_g7839.t1
OG0001676	acastellanii_braker	vverm_g4852.t1	acastellanii_g2676.t1
OG0001676	bc2001_braker	vverm_g4852.t1	bc2001_g19680.t1, bc2001_g19680.t2, bc2001_g19680.t3
OG0001676	bc2002_braker	vverm_g4852.t1	bc2002_g16666.t1, bc2002_g16666.t2
OG0001677	dicty_braker	vverm_g1524.t1	dicty_g1211.t1
OG0001677	acastellanii_braker	vverm_g1524.t1	acastellanii_g2633.t1, acastellanii_g2633.t2
OG0001677	bc2002_braker	vverm_g1524.t1	bc2002_g13817.t2, bc2002_g13817.t1
OG0001677	bc2001_braker	vverm_g1524.t1	bc2001_g1234.t2, bc2001_g1234.t1
OG0001678	dicty_braker	vverm_g8011.t1	dicty_g3530.t1
OG0001678	acastellanii_braker	vverm_g8011.t1	acastellanii_g2284.t1, acastellanii_g2284.t2
OG0001678	bc2001_braker	vverm_g8011.t1	bc2001_g15675.t1
OG0001678	bc2002_braker	vverm_g8011.t1	bc2002_g17934.t2, bc2002_g17934.t1, bc2002_g17934.t3
OG0001679	dicty_braker	vverm_g11280.t1	dicty_g9778.t1, dicty_g268.t1, dicty_g9777.t1, dicty_g9776.t1
OG0001679	acastellanii_braker	vverm_g11280.t1	acastellanii_g1788.t1
OG0001679	bc2002_braker	vverm_g11280.t1	bc2002_g8527.t1
OG0001679	bc2001_braker	vverm_g11280.t1	bc2001_g16257.t1
OG0001680	dicty_braker	vverm_g15279.t1	dicty_g8460.t1
OG0001680	dicty_braker	vverm_g15299.t1, vverm_g15299.t2	dicty_g9853.t1
OG0001680	acastellanii_braker	vverm_g15299.t1, vverm_g15299.t2	acastellanii_g1808.t1
OG0001680	bc2001_braker	vverm_g15299.t1, vverm_g15299.t2	bc2001_g17251.t2, bc2001_g17251.t1
OG0001681	dicty_braker	vverm_g13369.t1	dicty_g966.t1, dicty_g966.t2
OG0001681	acastellanii_braker	vverm_g13369.t1	acastellanii_g1949.t1, acastellanii_g1949.t2
OG0001681	bc2001_braker	vverm_g13369.t1	bc2001_g18441.t1
OG0001681	bc2002_braker	vverm_g13369.t1	bc2002_g16137.t1, bc2002_g16137.t2
OG0001682	dicty_braker	vverm_g6838.t1, vverm_g2978.t1, vverm_g2978.t2	dicty_g7211.t1
OG0001682	acastellanii_braker	vverm_g6838.t1, vverm_g2978.t1, vverm_g2978.t2	acastellanii_g2045.t1
OG0001682	bc2001_braker	vverm_g6838.t1, vverm_g2978.t1, vverm_g2978.t2	bc2001_g2821.t1
OG0001682	bc2002_braker	vverm_g6838.t1, vverm_g2978.t1, vverm_g2978.t2	bc2002_g11464.t1, bc2002_g11463.t1
OG0001683	dicty_braker	vverm_g6333.t1, vverm_g6329.t1	dicty_g606.t1
OG0001683	acastellanii_braker	vverm_g6333.t1, vverm_g6329.t1	acastellanii_g2047.t1
OG0001683	bc2002_braker	vverm_g6333.t1	bc2002_g11480.t2
OG0001683	bc2001_braker	vverm_g6333.t1	bc2001_g2835.t1
OG0001683	bc2002_braker	vverm_g6329.t1	bc2002_g11480.t1
OG0001683	bc2001_braker	vverm_g6329.t1	bc2001_g2836.t1
OG0001684	dicty_braker	vverm_g3055.t1, vverm_g4507.t1	dicty_g10616.t1, dicty_g10616.t2
OG0001684	acastellanii_braker	vverm_g3055.t1, vverm_g4507.t1	acastellanii_g2139.t1
OG0001684	bc2002_braker	vverm_g3055.t1	bc2002_g6745.t1
OG0001684	bc2001_braker	vverm_g3055.t1	bc2001_g19055.t1
OG0001684	bc2002_braker	vverm_g4507.t1	bc2002_g12767.t1
OG0001685	dicty_braker	vverm_g5193.t1, vverm_g5191.t1	dicty_g4535.t1
OG0001685	acastellanii_braker	vverm_g5193.t1	acastellanii_g2218.t1
OG0001685	bc2002_braker	vverm_g5193.t1	bc2002_g4225.t1
OG0001685	bc2001_braker	vverm_g5193.t1	bc2001_g1103.t1, bc2001_g1103.t2
OG0001685	acastellanii_braker	vverm_g5191.t1	acastellanii_g410.t1
OG0001686	acastellanii_braker	vverm_g8647.t1, vverm_g4174.t1	acastellanii_g2239.t1
OG0001686	dicty_braker	vverm_g8647.t1, vverm_g4174.t1	dicty_g1315.t1, dicty_g11340.t1
OG0001686	bc2001_braker	vverm_g8647.t1, vverm_g4174.t1	bc2001_g19517.t1
OG0001686	bc2002_braker	vverm_g8647.t1, vverm_g4174.t1	bc2002_g1966.t1, bc2002_g1966.t2
OG0001687	dicty_braker	vverm_g5254.t1, vverm_g16238.t1	dicty_g8224.t1
OG0001687	acastellanii_braker	vverm_g5254.t1, vverm_g16238.t1	acastellanii_g2262.t2, acastellanii_g2262.t1
OG0001687	bc2001_braker	vverm_g5254.t1, vverm_g16238.t1	bc2001_g9071.t1
OG0001687	bc2002_braker	vverm_g5254.t1, vverm_g16238.t1	bc2002_g3930.t2, bc2002_g3930.t1
OG0001688	dicty_braker	vverm_g5566.t2, vverm_g5566.t1	dicty_g10562.t1
OG0001688	acastellanii_braker	vverm_g5566.t2, vverm_g5566.t1	acastellanii_g1772.t2, acastellanii_g1772.t1
OG0001688	bc2002_braker	vverm_g5566.t2, vverm_g5566.t1	bc2002_g8967.t1
OG0001688	bc2001_braker	vverm_g5566.t2, vverm_g5566.t1	bc2001_g8976.t1, bc2001_g8976.t2
OG0001689	dicty_braker	vverm_g11638.t1	dicty_g9132.t1
OG0001689	acastellanii_braker	vverm_g11638.t1	acastellanii_g1706.t2, acastellanii_g209.t1, acastellanii_g1706.t1
OG0001689	bc2001_braker	vverm_g11638.t1	bc2001_g12124.t1
OG0001689	bc2002_braker	vverm_g11638.t1	bc2002_g5248.t1, bc2002_g12240.t1
OG0001690	acastellanii_braker	vverm_g5165.t2, vverm_g5165.t1	acastellanii_g1651.t1
OG0001690	bc2002_braker	vverm_g5165.t2, vverm_g5165.t1	bc2002_g4168.t1, bc2002_g4168.t2
OG0001690	bc2001_braker	vverm_g5165.t2, vverm_g5165.t1	bc2001_g1151.t3, bc2001_g1151.t2, bc2001_g1151.t1
OG0001691	dicty_braker	vverm_g1289.t1	dicty_g587.t2, dicty_g587.t1
OG0001691	acastellanii_braker	vverm_g1289.t1	acastellanii_g1455.t1
OG0001691	bc2002_braker	vverm_g1289.t1	bc2002_g10131.t1
OG0001691	bc2001_braker	vverm_g1289.t1	bc2001_g12498.t2, bc2001_g12498.t1, bc2001_g12498.t3
OG0001692	dicty_braker	vverm_g15861.t1	dicty_g7166.t1
OG0001692	acastellanii_braker	vverm_g15861.t1	acastellanii_g1403.t2, acastellanii_g1403.t1
OG0001692	bc2001_braker	vverm_g15861.t1	bc2001_g3102.t2, bc2001_g3102.t1
OG0001692	bc2002_braker	vverm_g15861.t1	bc2002_g5928.t2, bc2002_g5928.t1
OG0001693	acastellanii_braker	vverm_g6427.t2, vverm_g6427.t1, vverm_g4385.t1	acastellanii_g1132.t1
OG0001693	bc2001_braker	vverm_g6427.t2, vverm_g6427.t1, vverm_g4385.t1	bc2001_g13461.t2, bc2001_g13461.t1
OG0001693	bc2002_braker	vverm_g6427.t2, vverm_g6427.t1, vverm_g4385.t1	bc2002_g9134.t2, bc2002_g9134.t1
OG0001694	acastellanii_braker	vverm_g7688.t1	acastellanii_g1142.t1
OG0001694	bc2001_braker	vverm_g7688.t1	bc2001_g14946.t3, bc2001_g14946.t1, bc2001_g14946.t2
OG0001694	bc2002_braker	vverm_g7688.t1	bc2002_g19384.t3, bc2002_g19384.t1, bc2002_g19384.t2
OG0001695	dicty_braker	vverm_g12772.t1, vverm_g1530.t1	dicty_g7170.t1
OG0001695	acastellanii_braker	vverm_g12772.t1, vverm_g1530.t1	acastellanii_g1146.t1, acastellanii_g136.t1, acastellanii_g134.t1
OG0001695	bc2002_braker	vverm_g12772.t1, vverm_g1530.t1	bc2002_g9868.t1
OG0001695	bc2001_braker	vverm_g12772.t1, vverm_g1530.t1	bc2001_g9603.t1
OG0001696	acastellanii_braker	vverm_g10218.t1, vverm_g12061.t1, vverm_g12958.t1	acastellanii_g1153.t1
OG0001696	bc2001_braker	vverm_g10218.t1, vverm_g12061.t1, vverm_g12958.t1	bc2001_g7148.t2, bc2001_g7148.t1
OG0001696	bc2002_braker	vverm_g10218.t1, vverm_g12061.t1, vverm_g12958.t1	bc2002_g4862.t2, bc2002_g4862.t1
OG0001697	dicty_braker	vverm_g14916.t1	dicty_g9928.t2, dicty_g9928.t1, dicty_g2591.t1, dicty_g2885.t1
OG0001697	acastellanii_braker	vverm_g14916.t1	acastellanii_g1169.t1
OG0001697	bc2002_braker	vverm_g14916.t1	bc2002_g6902.t1
OG0001697	bc2001_braker	vverm_g14916.t1	bc2001_g5367.t1
OG0001698	dicty_braker	vverm_g10938.t1	dicty_g2698.t1, dicty_g2779.t1
OG0001698	acastellanii_braker	vverm_g10938.t1	acastellanii_g1066.t1
OG0001698	bc2002_braker	vverm_g10938.t1	bc2002_g7386.t1, bc2002_g7386.t2
OG0001698	bc2001_braker	vverm_g10938.t1	bc2001_g1945.t1, bc2001_g1945.t2
OG0001699	acastellanii_braker	vverm_g2991.t1	acastellanii_g699.t1
OG0001699	dicty_braker	vverm_g2991.t1	dicty_g1914.t1, dicty_g7064.t1, dicty_g2112.t1, dicty_g8759.t1, dicty_g5620.t1
OG0001699	bc2002_braker	vverm_g2991.t1	bc2002_g18279.t1
OG0001700	dicty_braker	vverm_g12703.t1	dicty_g7606.t1
OG0001700	acastellanii_braker	vverm_g12703.t1	acastellanii_g752.t1
OG0001700	bc2002_braker	vverm_g12703.t1	bc2002_g11021.t1
OG0001700	bc2001_braker	vverm_g12703.t1	bc2001_g14114.t1
OG0001701	dicty_braker	vverm_g4421.t1	dicty_g360.t1
OG0001701	acastellanii_braker	vverm_g4421.t1	acastellanii_g778.t2, acastellanii_g778.t1
OG0001701	bc2001_braker	vverm_g4421.t1	bc2001_g12725.t1, bc2001_g12712.t1
OG0001701	bc2002_braker	vverm_g4421.t1	bc2002_g5114.t1, bc2002_g5101.t1
OG0001702	dicty_braker	vverm_g15710.t2, vverm_g15710.t1	dicty_g198.t1
OG0001702	acastellanii_braker	vverm_g15710.t2, vverm_g15710.t1	acastellanii_g808.t3, acastellanii_g808.t1, acastellanii_g808.t2
OG0001702	bc2001_braker	vverm_g15710.t2, vverm_g15710.t1	bc2001_g11642.t1
OG0001702	bc2002_braker	vverm_g15710.t2, vverm_g15710.t1	bc2002_g12434.t1
OG0001703	dicty_braker	vverm_g1924.t1	dicty_g6918.t1
OG0001703	acastellanii_braker	vverm_g1924.t1	acastellanii_g897.t1
OG0001703	bc2002_braker	vverm_g1924.t1	bc2002_g6690.t2, bc2002_g6690.t1
OG0001703	bc2001_braker	vverm_g1924.t1	bc2001_g19108.t3, bc2001_g19108.t2, bc2001_g19108.t1
OG0001704	acastellanii_braker	vverm_g11689.t1, vverm_g5926.t1, vverm_g14349.t1, vverm_g15574.t1	acastellanii_g133.t1, acastellanii_g904.t1
OG0001704	bc2002_braker	vverm_g11689.t1, vverm_g5926.t1, vverm_g14349.t1, vverm_g15574.t1	bc2002_g12398.t1
OG0001704	bc2001_braker	vverm_g11689.t1, vverm_g5926.t1, vverm_g14349.t1, vverm_g15574.t1	bc2001_g11679.t1
OG0001705	bc2002_braker	vverm_g3195.t3, vverm_g3195.t1	bc2002_g4413.t1
OG0001705	bc2001_braker	vverm_g3195.t3, vverm_g3195.t1	bc2001_g14825.t1, bc2001_g14825.t2
OG0001705	acastellanii_braker	vverm_g3195.t3, vverm_g3195.t1	acastellanii_g613.t1
OG0001705	dicty_braker	vverm_g3195.t3, vverm_g3195.t1	dicty_g1117.t1, dicty_g4321.t1
OG0001706	dicty_braker	vverm_g12397.t1	dicty_g10947.t1
OG0001706	acastellanii_braker	vverm_g12397.t1	acastellanii_g483.t2, acastellanii_g483.t1
OG0001706	bc2002_braker	vverm_g12397.t1	bc2002_g7116.t1, bc2002_g6503.t1
OG0001706	bc2001_braker	vverm_g12397.t1	bc2001_g3291.t1, bc2001_g4605.t1
OG0001707	dicty_braker	vverm_g16836.t1	dicty_g11313.t1
OG0001707	acastellanii_braker	vverm_g16836.t1	acastellanii_g507.t2, acastellanii_g507.t1
OG0001707	bc2002_braker	vverm_g16836.t1	bc2002_g9714.t1
OG0001707	bc2001_braker	vverm_g16836.t1	bc2001_g14672.t2, bc2001_g16004.t1, bc2001_g14672.t1
OG0001708	dicty_braker	vverm_g12708.t1, vverm_g1195.t1	dicty_g5156.t1
OG0001708	bc2002_braker	vverm_g12708.t1, vverm_g1195.t1	bc2002_g11016.t1
OG0001708	bc2001_braker	vverm_g12708.t1	bc2001_g14109.t1
OG0001708	bc2001_braker	vverm_g1195.t1	bc2001_g772.t1
OG0001708	acastellanii_braker	vverm_g1195.t1	acastellanii_g457.t1
OG0001709	dicty_braker	vverm_g8165.t1, vverm_g7718.t1	dicty_g5626.t1, dicty_g1766.t1
OG0001709	bc2001_braker	vverm_g8165.t1, vverm_g7718.t1	bc2001_g13605.t1
OG0001709	bc2002_braker	vverm_g8165.t1, vverm_g7718.t1	bc2002_g9274.t1
OG0001709	acastellanii_braker	vverm_g8165.t1, vverm_g7718.t1	acastellanii_g266.t1, acastellanii_g266.t2
OG0001711	acastellanii_braker	vverm_g16103.t1, vverm_g9832.t1, vverm_g11605.t1, vverm_g6446.t1	acastellanii_g156.t1
OG0001711	bc2001_braker	vverm_g16103.t1, vverm_g9832.t1, vverm_g11605.t1, vverm_g6446.t1	bc2001_g1128.t1
OG0001711	bc2002_braker	vverm_g16103.t1, vverm_g9832.t1, vverm_g11605.t1, vverm_g6446.t1	bc2002_g4196.t1, bc2002_g4196.t2
OG0001712	dicty_braker	vverm_g9585.t2, vverm_g9585.t1	dicty_g10394.t1
OG0001712	bc2002_braker	vverm_g9585.t2, vverm_g9585.t1	bc2002_g18932.t1, bc2002_g18932.t2
OG0001712	bc2001_braker	vverm_g9585.t2, vverm_g9585.t1	bc2001_g15164.t2, bc2001_g15164.t1
OG0001712	acastellanii_braker	vverm_g9585.t2, vverm_g9585.t1	acastellanii_g36.t1
OG0001713	dicty_braker	vverm_g8199.t1, vverm_g2897.t1	dicty_g7443.t1
OG0001713	bc2001_braker	vverm_g8199.t1	bc2001_g308.t1
OG0001713	bc2002_braker	vverm_g8199.t1	bc2002_g14294.t1
OG0001713	bc2002_braker	vverm_g2897.t1	bc2002_g1626.t1
OG0001713	bc2001_braker	vverm_g2897.t1	bc2001_g511.t1, bc2001_g511.t2
OG0001714	bc2002_braker	vverm_g1728.t1, vverm_g12249.t1	bc2002_g20019.t1, bc2002_g11683.t1
OG0001714	bc2001_braker	vverm_g1728.t1, vverm_g12249.t1	bc2001_g5626.t1, bc2001_g389.t1, bc2001_g5626.t2, bc2001_g389.t2
OG0001715	bc2002_braker	vverm_g3968.t2, vverm_g6139.t2, vverm_g3968.t1, vverm_g6139.t1	bc2002_g19139.t1
OG0001715	bc2001_braker	vverm_g3968.t2, vverm_g6139.t2, vverm_g3968.t1, vverm_g6139.t1	bc2001_g10761.t1, bc2001_g481.t1, bc2001_g10762.t1
OG0001717	bc2002_braker	vverm_g2235.t1, vverm_g1135.t1, vverm_g1135.t2, vverm_g2235.t2, vverm_g2806.t2, vverm_g2806.t1	bc2002_g1696.t1
OG0001717	bc2001_braker	vverm_g2235.t1, vverm_g1135.t1, vverm_g1135.t2, vverm_g2235.t2, vverm_g2806.t2, vverm_g2806.t1	bc2001_g651.t1
OG0001718	bc2002_braker	vverm_g2719.t1	bc2002_g1704.t1, bc2002_g1705.t1
OG0001718	bc2001_braker	vverm_g2719.t1	bc2001_g659.t2, bc2001_g16069.t2, bc2001_g659.t1, bc2001_g16069.t1, bc2001_g16069.t3
OG0001719	bc2001_braker	vverm_g1805.t1	bc2001_g4056.t1, bc2001_g19218.t1, bc2001_g909.t1, bc2001_g18591.t1
OG0001719	bc2002_braker	vverm_g1805.t1	bc2002_g6569.t1, bc2002_g11213.t1, bc2002_g5520.t1
OG0001721	dicty_braker	vverm_g5205.t3, vverm_g5205.t2, vverm_g5205.t1	dicty_g8258.t1, dicty_g11146.t1
OG0001721	bc2002_braker	vverm_g5205.t3, vverm_g5205.t2, vverm_g5205.t1	bc2002_g4280.t1
OG0001721	bc2001_braker	vverm_g5205.t3, vverm_g5205.t2, vverm_g5205.t1	bc2001_g1050.t2, bc2001_g1050.t1
OG0001722	bc2002_braker	vverm_g5178.t1	bc2002_g4237.t2, bc2002_g4278.t2, bc2002_g4278.t1, bc2002_g4237.t1
OG0001722	bc2001_braker	vverm_g5178.t1	bc2001_g1092.t2, bc2001_g1052.t2, bc2001_g1092.t1
OG0001747	bc2002_braker	vverm_g12736.t1, vverm_g11683.t1	bc2002_g2677.t1, bc2002_g2674.t1
OG0001747	bc2001_braker	vverm_g12736.t1, vverm_g11683.t1	bc2001_g4252.t1, bc2001_g4252.t2, bc2001_g4255.t1, bc2001_g4255.t2
OG0001748	dicty_braker	vverm_g4444.t1	dicty_g1557.t1, dicty_g5337.t1, dicty_g885.t1, dicty_g9060.t1, dicty_g788.t1
OG0001748	bc2002_braker	vverm_g4444.t1	bc2002_g2663.t1
OG0001748	bc2001_braker	vverm_g4444.t1	bc2001_g4268.t1
OG0001750	bc2001_braker	vverm_g15124.t1, vverm_g6113.t1, vverm_g8524.t1	bc2001_g13435.t1, bc2001_g4918.t1, bc2001_g4918.t2
OG0001750	bc2002_braker	vverm_g15124.t1, vverm_g6113.t1, vverm_g8524.t1	bc2002_g19196.t1, bc2002_g10877.t1
OG0001752	dicty_braker	vverm_g7214.t1	dicty_g932.t1
OG0001752	bc2002_braker	vverm_g7214.t1	bc2002_g6825.t1, bc2002_g9921.t1
OG0001752	bc2001_braker	vverm_g7214.t1	bc2001_g5297.t4, bc2001_g17876.t1, bc2001_g8165.t1, bc2001_g8165.t2
OG0001758	bc2001_braker	vverm_g38.t4, vverm_g38.t1, vverm_g38.t2, vverm_g38.t3	bc2001_g6364.t1, bc2001_g6364.t2
OG0001758	bc2002_braker	vverm_g38.t4, vverm_g38.t1, vverm_g38.t2, vverm_g38.t3	bc2002_g3546.t1, bc2002_g3546.t2
OG0001760	dicty_braker	vverm_g10799.t1, vverm_g9983.t1, vverm_g13645.t1	dicty_g3809.t1
OG0001760	bc2001_braker	vverm_g10799.t1, vverm_g9983.t1, vverm_g13645.t1	bc2001_g6648.t2, bc2001_g6648.t1
OG0001760	bc2002_braker	vverm_g10799.t1, vverm_g9983.t1, vverm_g13645.t1	bc2002_g8642.t1, bc2002_g8642.t2
OG0001762	dicty_braker	vverm_g13165.t1, vverm_g12530.t1	dicty_g6009.t1
OG0001762	bc2001_braker	vverm_g13165.t1, vverm_g12530.t1	bc2001_g7577.t2, bc2001_g7577.t1, bc2001_g18424.t1
OG0001762	bc2002_braker	vverm_g13165.t1, vverm_g12530.t1	bc2002_g14020.t1, bc2002_g16121.t1
OG0001764	dicty_braker	vverm_g645.t2, vverm_g645.t1	dicty_g5895.t1
OG0001764	bc2001_braker	vverm_g645.t2, vverm_g645.t1	bc2001_g8986.t2, bc2001_g8986.t1
OG0001764	bc2002_braker	vverm_g645.t2, vverm_g645.t1	bc2002_g8957.t3, bc2002_g8957.t1, bc2002_g8957.t2
OG0001765	dicty_braker	vverm_g16332.t1, vverm_g16332.t2	dicty_g1519.t3, dicty_g9871.t1
OG0001765	bc2002_braker	vverm_g16332.t1, vverm_g16332.t2	bc2002_g3869.t1
OG0001765	bc2001_braker	vverm_g16332.t1, vverm_g16332.t2	bc2001_g9004.t1, bc2001_g9004.t2, bc2001_g9005.t1
OG0001766	dicty_braker	vverm_g1153.t1, vverm_g1153.t2	dicty_g6177.t1, dicty_g6176.t1
OG0001766	bc2001_braker	vverm_g1153.t1, vverm_g1153.t2	bc2001_g9274.t1, bc2001_g9274.t2
OG0001766	bc2002_braker	vverm_g1153.t1, vverm_g1153.t2	bc2002_g18472.t1, bc2002_g18472.t2
OG0001767	dicty_braker	vverm_g3722.t1	dicty_g10056.t2, dicty_g10056.t1
OG0001767	bc2001_braker	vverm_g3722.t1	bc2001_g9712.t1, bc2001_g9712.t2, bc2001_g9712.t3
OG0001767	bc2002_braker	vverm_g3722.t1	bc2002_g18126.t2, bc2002_g18126.t1
OG0001770	dicty_braker	vverm_g15287.t3, vverm_g15287.t1	dicty_g3642.t1, dicty_g6192.t1, dicty_g10960.t1, dicty_g197.t1
OG0001770	bc2002_braker	vverm_g15287.t3, vverm_g15287.t1	bc2002_g16738.t1
OG0001770	bc2001_braker	vverm_g15287.t3, vverm_g15287.t1	bc2001_g10295.t1
OG0001774	dicty_braker	vverm_g14940.t1, vverm_g6626.t2, vverm_g6.t1, vverm_g6626.t1, vverm_g6.t2	dicty_g6449.t1
OG0001774	bc2002_braker	vverm_g14940.t1, vverm_g6626.t2, vverm_g6.t1, vverm_g6626.t1, vverm_g6.t2	bc2002_g5356.t1
OG0001774	bc2001_braker	vverm_g14940.t1, vverm_g6626.t2, vverm_g6.t1, vverm_g6626.t1, vverm_g6.t2	bc2001_g10918.t1
OG0001775	dicty_braker	vverm_g8394.t3, vverm_g8394.t1, vverm_g8394.t2	dicty_g6605.t1
OG0001775	bc2002_braker	vverm_g8394.t3, vverm_g8394.t1	bc2002_g15333.t1
OG0001775	bc2001_braker	vverm_g8394.t3, vverm_g8394.t1	bc2001_g12738.t1
OG0001775	bc2001_braker	vverm_g8394.t2	bc2001_g11488.t1
OG0001775	bc2002_braker	vverm_g8394.t2	bc2002_g12593.t1
OG0001777	dicty_braker	vverm_g13803.t3, vverm_g13803.t1	dicty_g6679.t1
OG0001777	bc2001_braker	vverm_g13803.t3, vverm_g13803.t1	bc2001_g11837.t1, bc2001_g11837.t2
OG0001777	bc2002_braker	vverm_g13803.t3, vverm_g13803.t1	bc2002_g13232.t1, bc2002_g13232.t2, bc2002_g13232.t3
OG0001778	dicty_braker	vverm_g8195.t1, vverm_g8195.t2	dicty_g7184.t1
OG0001778	bc2001_braker	vverm_g8195.t1, vverm_g8195.t2	bc2001_g11994.t1, bc2001_g11994.t2, bc2001_g11994.t3
OG0001778	bc2002_braker	vverm_g8195.t1, vverm_g8195.t2	bc2002_g1801.t1, bc2002_g1801.t2
OG0001779	dicty_braker	vverm_g7636.t1, vverm_g543.t1, vverm_g5440.t1	dicty_g7233.t1
OG0001779	bc2002_braker	vverm_g7636.t1, vverm_g543.t1, vverm_g5440.t1	bc2002_g12163.t1
OG0001779	bc2001_braker	vverm_g7636.t1, vverm_g543.t1, vverm_g5440.t1	bc2001_g12204.t1, bc2001_g12205.t1, bc2001_g15910.t1
OG0001781	dicty_braker	vverm_g6161.t1, vverm_g14174.t1, vverm_g11227.t1, vverm_g9083.t1, vverm_g9081.t1	dicty_g5355.t1
OG0001781	bc2001_braker	vverm_g6161.t1, vverm_g14174.t1, vverm_g11227.t1, vverm_g9083.t1, vverm_g9081.t1	bc2001_g12841.t1
OG0001781	bc2002_braker	vverm_g6161.t1, vverm_g14174.t1, vverm_g11227.t1, vverm_g9083.t1, vverm_g9081.t1	bc2002_g2947.t1
OG0001782	dicty_braker	vverm_g9021.t1, vverm_g482.t1, vverm_g482.t2	dicty_g9653.t1
OG0001782	bc2001_braker	vverm_g9021.t1, vverm_g482.t1, vverm_g482.t2	bc2001_g13440.t1, bc2001_g17330.t1
OG0001782	bc2002_braker	vverm_g9021.t1, vverm_g482.t1, vverm_g482.t2	bc2002_g19200.t1, bc2002_g19498.t1
OG0001783	dicty_braker	vverm_g8167.t1	dicty_g4723.t1
OG0001783	bc2001_braker	vverm_g8167.t1	bc2001_g13612.t1, bc2001_g13612.t3, bc2001_g13612.t2, bc2001_g13612.t4
OG0001783	bc2002_braker	vverm_g8167.t1	bc2002_g9278.t1, bc2002_g9278.t2
OG0001784	dicty_braker	vverm_g521.t1	dicty_g11134.t1
OG0001784	bc2001_braker	vverm_g521.t1	bc2001_g16597.t3, bc2001_g16597.t2, bc2001_g16611.t1, bc2001_g16597.t1
OG0001784	bc2002_braker	vverm_g521.t1	bc2002_g17598.t1, bc2002_g17613.t1
OG0001785	dicty_braker	vverm_g12801.t1, vverm_g12801.t2, vverm_g12801.t3, vverm_g11431.t1	dicty_g9147.t2, dicty_g9147.t1
OG0001785	bc2001_braker	vverm_g12801.t1, vverm_g12801.t2, vverm_g12801.t3, vverm_g11431.t1	bc2001_g17363.t1
OG0001785	bc2002_braker	vverm_g12801.t1, vverm_g12801.t2, vverm_g12801.t3, vverm_g11431.t1	bc2002_g19466.t1
OG0001787	dicty_braker	vverm_g13362.t1	dicty_g5091.t1, dicty_g4954.t1
OG0001787	bc2001_braker	vverm_g13362.t1	bc2001_g18518.t1, bc2001_g18518.t2
OG0001787	bc2002_braker	vverm_g13362.t1	bc2002_g16226.t3, bc2002_g16226.t1, bc2002_g16226.t2
OG0001802	dicty_braker	vverm_g15737.t1, vverm_g15737.t2, vverm_g1508.t1, vverm_g2163.t1	dicty_g3624.t1, dicty_g4989.t1, dicty_g8152.t1, dicty_g3322.t1
OG0001804	dicty_braker	vverm_g10927.t1, vverm_g10898.t1, vverm_g13567.t1, vverm_g13038.t1, vverm_g2911.t1, vverm_g16842.t2, vverm_g16842.t1	dicty_g6481.t1
OG0001805	dicty_braker	vverm_g5705.t1, vverm_g5703.t1, vverm_g5699.t1, vverm_g5702.t1, vverm_g5700.t1, vverm_g5704.t2, vverm_g5704.t1	dicty_g7576.t1
OG0001806	dicty_braker	vverm_g1091.t1	dicty_g8967.t1, dicty_g8999.t2, dicty_g8999.t1, dicty_g9001.t1, dicty_g9000.t1, dicty_g8643.t1, dicty_g8643.t2
OG0001850	dicty_braker	vverm_g2790.t1	dicty_g5544.t1
OG0001850	acastellanii_braker	vverm_g2790.t1	acastellanii_g14227.t2, acastellanii_g14227.t1
OG0001850	bc2002_braker	vverm_g2790.t1	bc2002_g3492.t1
OG0001850	bc2001_braker	vverm_g2790.t1	bc2001_g5143.t2, bc2001_g5143.t1
OG0001851	acastellanii_braker	vverm_g8828.t1	acastellanii_g3468.t1, acastellanii_g3468.t2, acastellanii_g14194.t1, acastellanii_g14196.t1
